Time [sec]	Time (UTC)	P [mB]	T [°F]	Hu [%]	Ws [mi/h]	Wd [°]	Ws U [mi/h]	Ws V [mi/h]	Geopot [m]	Dew [°F]
38        	16:58:03  	862.6 	28.1  	7     	11.7     	183   	0.7        	11.7       	1370      	-10.4
40        	16:58:05  	862.5 	28.2  	7     	11.7     	183   	0.7        	11.7       	1371      	-10.4
42        	16:58:07  	862.4 	28.1  	7     	11.7     	183   	0.7        	11.7       	1372      	-10.4
44        	16:58:09  	862.3 	28.1  	7     	11.7     	184   	0.8        	11.7       	1373      	-10.5
46        	16:58:11  	862.2 	28.1  	7     	11.6     	184   	0.8        	11.6       	1375      	-10.6
48        	16:58:13  	862.1 	28.1  	7     	11.5     	184   	0.9        	11.5       	1376      	-10.5
50        	16:58:15  	862.0 	28.1  	7     	11.4     	185   	1.0        	11.4       	1377      	-10.4
52        	16:58:17  	861.8 	28.0  	7     	11.4     	186   	1.1        	11.3       	1378      	-10.4
54        	16:58:19  	861.7 	27.9  	7     	11.2     	186   	1.2        	11.1       	1379      	-10.4
56        	16:58:21  	861.4 	27.9  	7     	11.1     	187   	1.3        	11.0       	1382      	-10.4
58        	16:58:23  	861.2 	27.8  	7     	11.0     	187   	1.3        	10.9       	1384      	-10.3
60        	16:58:25  	860.9 	27.9  	7     	10.8     	187   	1.4        	10.7       	1388      	-10.2
62        	16:58:27  	860.5 	27.9  	8     	10.7     	188   	1.5        	10.6       	1392      	-10.1
64        	16:58:29  	860.2 	27.8  	8     	10.5     	189   	1.6        	10.4       	1395      	-10.1
66        	16:58:31  	859.8 	27.8  	8     	10.4     	189   	1.7        	10.3       	1399      	-10.0
68        	16:58:33  	859.5 	27.7  	8     	10.4     	190   	1.8        	10.2       	1403      	-10.0
70        	16:58:35  	859.1 	27.7  	8     	10.4     	190   	1.8        	10.2       	1406      	-9.9
72        	16:58:37  	858.7 	27.7  	8     	10.3     	191   	1.9        	10.1       	1410      	-9.9
74        	16:58:39  	858.4 	27.6  	8     	10.2     	190   	1.8        	10.0       	1414      	-9.8
76        	16:58:41  	858.0 	27.6  	8     	10.1     	190   	1.8        	9.9        	1418      	-9.8
78        	16:58:43  	857.6 	27.6  	8     	10.0     	190   	1.8        	9.8        	1422      	-9.8
80        	16:58:45  	857.2 	27.6  	8     	10.0     	190   	1.8        	9.8        	1426      	-9.9
82        	16:58:47  	856.8 	27.5  	8     	9.8      	190   	1.7        	9.7        	1430      	-9.9
84        	16:58:49  	856.4 	27.5  	8     	9.8      	189   	1.6        	9.7        	1434      	-9.8
86        	16:58:51  	856.0 	27.5  	8     	9.8      	189   	1.6        	9.7        	1438      	-9.8
88        	16:58:53  	855.7 	27.4  	8     	9.7      	189   	1.5        	9.6        	1441      	-9.8
90        	16:58:55  	855.3 	27.4  	8     	9.7      	188   	1.4        	9.6        	1445      	-9.8
92        	16:58:57  	855.0 	27.4  	8     	9.7      	188   	1.3        	9.6        	1448      	-9.7
94        	16:58:59  	854.7 	27.4  	8     	9.7      	188   	1.3        	9.6        	1452      	-9.7
96        	16:59:01  	854.4 	27.4  	8     	9.7      	188   	1.3        	9.6        	1455      	-9.7
98        	16:59:03  	854.0 	27.4  	8     	9.7      	187   	1.2        	9.6        	1458      	-9.6
100       	16:59:05  	853.7 	27.3  	8     	9.6      	187   	1.2        	9.5        	1461      	-9.7
102       	16:59:07  	853.4 	27.3  	8     	9.6      	187   	1.1        	9.5        	1465      	-9.7
104       	16:59:09  	853.2 	27.3  	8     	9.5      	187   	1.1        	9.4        	1467      	-9.7
106       	16:59:11  	852.9 	27.2  	8     	9.4      	187   	1.1        	9.3        	1470      	-9.7
108       	16:59:13  	852.6 	27.2  	8     	9.4      	186   	1.0        	9.3        	1473      	-9.7
110       	16:59:15  	852.4 	27.2  	8     	9.3      	186   	1.0        	9.2        	1476      	-9.7
112       	16:59:17  	852.2 	27.2  	8     	9.3      	186   	1.0        	9.2        	1478      	-9.7
114       	16:59:19  	852.0 	27.2  	8     	9.2      	187   	1.1        	9.1        	1480      	-9.7
116       	16:59:21  	851.7 	27.1  	8     	9.1      	187   	1.1        	9.0        	1482      	-9.8
118       	16:59:23  	851.5 	27.1  	8     	9.1      	187   	1.1        	9.0        	1484      	-9.8
120       	16:59:25  	851.3 	27.1  	8     	9.1      	188   	1.2        	9.0        	1486      	-9.8
122       	16:59:27  	851.1 	27.1  	8     	9.0      	188   	1.3        	8.9        	1489      	-9.8
124       	16:59:29  	850.9 	27.1  	8     	9.1      	188   	1.3        	9.0        	1491      	-9.8
126       	16:59:31  	850.7 	27.0  	8     	9.1      	189   	1.5        	9.0        	1493      	-9.7
128       	16:59:33  	850.5 	27.0  	8     	9.1      	190   	1.6        	9.0        	1494      	-9.7
130       	16:59:35  	850.4 	27.0  	8     	9.3      	191   	1.8        	9.1        	1496      	-9.6
132       	16:59:37  	850.2 	27.0  	8     	9.3      	191   	1.8        	9.1        	1498      	-9.6
134       	16:59:39  	850.0 	27.0  	8     	9.4      	192   	1.9        	9.2        	1500      	-9.5
136       	16:59:41  	849.8 	27.0  	8     	9.4      	192   	2.0        	9.2        	1502      	-9.5
138       	16:59:43  	849.6 	26.9  	8     	9.5      	193   	2.1        	9.3        	1504      	-9.4
140       	16:59:45  	849.5 	26.9  	8     	9.6      	193   	2.1        	9.4        	1506      	-9.4
142       	16:59:47  	849.3 	26.9  	8     	9.8      	193   	2.2        	9.5        	1507      	-9.4
144       	16:59:49  	849.2 	26.9  	8     	9.8      	193   	2.2        	9.5        	1509      	-9.4
146       	16:59:51  	849.0 	26.9  	8     	9.8      	193   	2.2        	9.6        	1510      	-9.4
148       	16:59:53  	848.8 	26.8  	8     	9.8      	192   	2.1        	9.6        	1512      	-9.4
150       	16:59:55  	848.6 	26.8  	8     	9.8      	192   	2.1        	9.6        	1514      	-9.3
152       	16:59:57  	848.5 	26.8  	9     	9.8      	192   	2.1        	9.6        	1516      	-9.3
154       	16:59:59  	848.3 	26.8  	9     	9.8      	192   	2.1        	9.6        	1518      	-9.3
156       	17:00:01  	848.1 	26.8  	9     	9.8      	192   	2.1        	9.6        	1520      	-9.3
158       	17:00:03  	847.9 	26.7  	9     	9.8      	192   	2.1        	9.6        	1522      	-9.3
160       	17:00:05  	847.7 	26.7  	9     	9.7      	192   	2.1        	9.5        	1524      	-9.3
162       	17:00:07  	847.5 	26.7  	9     	9.7      	192   	2.1        	9.5        	1526      	-9.3
164       	17:00:09  	847.3 	26.7  	9     	9.6      	193   	2.1        	9.4        	1528      	-9.3
166       	17:00:11  	847.1 	26.7  	9     	9.7      	193   	2.2        	9.4        	1530      	-9.3
168       	17:00:13  	846.9 	26.7  	9     	9.6      	194   	2.3        	9.3        	1532      	-9.3
170       	17:00:15  	846.7 	26.6  	9     	9.6      	194   	2.3        	9.3        	1534      	-9.3
172       	17:00:17  	846.5 	26.6  	9     	9.6      	194   	2.4        	9.3        	1536      	-9.3
174       	17:00:19  	846.3 	26.6  	9     	9.5      	195   	2.4        	9.2        	1538      	-9.3
176       	17:00:21  	846.2 	26.6  	9     	9.5      	195   	2.5        	9.2        	1540      	-9.3
178       	17:00:23  	846.0 	26.6  	9     	9.7      	196   	2.6        	9.3        	1542      	-9.3
180       	17:00:25  	845.8 	26.5  	9     	9.7      	196   	2.6        	9.3        	1543      	-9.3
182       	17:00:27  	845.7 	26.5  	9     	9.7      	196   	2.7        	9.3        	1545      	-9.3
184       	17:00:29  	845.5 	26.5  	9     	9.8      	196   	2.7        	9.4        	1546      	-9.3
186       	17:00:31  	845.4 	26.5  	9     	9.8      	197   	2.8        	9.4        	1548      	-9.3
188       	17:00:33  	845.2 	26.5  	9     	9.9      	196   	2.8        	9.5        	1549      	-9.3
190       	17:00:35  	845.1 	26.4  	9     	9.9      	196   	2.8        	9.5        	1551      	-9.3
192       	17:00:37  	845.0 	26.5  	9     	10.0     	196   	2.7        	9.6        	1552      	-9.3
194       	17:00:39  	844.8 	26.4  	9     	10.0     	196   	2.7        	9.6        	1554      	-9.3
196       	17:00:41  	844.6 	26.4  	9     	10.1     	196   	2.7        	9.7        	1556      	-9.3
198       	17:00:43  	844.5 	26.4  	9     	10.0     	196   	2.7        	9.6        	1557      	-9.3
200       	17:00:45  	844.3 	26.4  	9     	10.0     	196   	2.7        	9.6        	1559      	-9.4
202       	17:00:47  	844.1 	26.4  	9     	10.0     	195   	2.6        	9.7        	1561      	-9.4
204       	17:00:49  	844.0 	26.3  	9     	10.0     	195   	2.6        	9.7        	1563      	-9.4
206       	17:00:51  	843.8 	26.3  	9     	10.0     	195   	2.6        	9.7        	1564      	-9.4
208       	17:00:53  	843.7 	26.3  	9     	10.0     	194   	2.5        	9.7        	1566      	-9.4
210       	17:00:55  	843.6 	26.3  	9     	10.0     	194   	2.5        	9.7        	1567      	-9.3
212       	17:00:57  	843.4 	26.3  	9     	10.0     	194   	2.5        	9.7        	1568      	-9.3
214       	17:00:59  	843.3 	26.3  	9     	10.1     	194   	2.5        	9.8        	1569      	-9.3
216       	17:01:01  	843.2 	26.3  	9     	10.2     	194   	2.5        	9.9        	1571      	-9.4
218       	17:01:03  	843.1 	26.2  	9     	10.3     	194   	2.5        	10.0       	1572      	-9.6
220       	17:01:05  	842.9 	26.2  	9     	10.4     	193   	2.4        	10.1       	1573      	-9.7
222       	17:01:07  	842.8 	26.2  	8     	10.5     	193   	2.4        	10.2       	1575      	-9.9
224       	17:01:09  	842.6 	26.2  	8     	10.6     	193   	2.4        	10.3       	1577      	-10.1
226       	17:01:11  	842.4 	26.2  	8     	10.7     	193   	2.4        	10.4       	1579      	-10.3
228       	17:01:13  	842.2 	26.1  	8     	10.8     	193   	2.5        	10.5       	1581      	-10.3
230       	17:01:15  	842.0 	26.1  	8     	10.9     	193   	2.5        	10.6       	1583      	-10.3
232       	17:01:17  	841.8 	26.1  	8     	11.0     	193   	2.5        	10.7       	1586      	-10.3
234       	17:01:19  	841.6 	26.1  	8     	11.1     	194   	2.6        	10.8       	1588      	-10.4
236       	17:01:21  	841.4 	26.1  	8     	11.1     	194   	2.6        	10.8       	1590      	-10.4
238       	17:01:23  	841.2 	26.1  	8     	11.1     	194   	2.6        	10.8       	1592      	-10.4
240       	17:01:25  	841.0 	26.1  	8     	11.1     	194   	2.7        	10.8       	1594      	-10.4
242       	17:01:27  	840.8 	26.0  	8     	11.2     	195   	2.8        	10.8       	1595      	-10.6
244       	17:01:29  	840.6 	26.0  	8     	11.3     	195   	2.9        	10.9       	1598      	-10.8
246       	17:01:31  	840.4 	26.0  	8     	11.3     	195   	3.0        	10.9       	1600      	-10.9
248       	17:01:33  	840.2 	26.0  	8     	11.3     	195   	3.0        	10.9       	1602      	-11.0
250       	17:01:35  	840.0 	26.0  	8     	11.3     	196   	3.1        	10.9       	1605      	-11.1
252       	17:01:37  	839.7 	26.0  	8     	11.3     	196   	3.1        	10.9       	1607      	-11.2
254       	17:01:39  	839.5 	25.9  	8     	11.4     	196   	3.1        	11.0       	1609      	-11.2
256       	17:01:41  	839.3 	25.9  	8     	11.4     	196   	3.1        	11.0       	1611      	-11.1
258       	17:01:43  	839.1 	25.9  	8     	11.5     	196   	3.2        	11.0       	1613      	-10.9
260       	17:01:45  	838.9 	25.9  	8     	11.4     	196   	3.1        	11.0       	1615      	-10.8
262       	17:01:47  	838.7 	25.8  	8     	11.4     	196   	3.1        	11.0       	1618      	-10.6
264       	17:01:49  	838.5 	25.8  	8     	11.4     	196   	3.1        	11.0       	1620      	-10.4
266       	17:01:51  	838.3 	25.8  	8     	11.4     	195   	3.0        	11.0       	1622      	-10.2
268       	17:01:53  	838.1 	25.8  	9     	11.4     	195   	3.0        	11.0       	1624      	-10.0
270       	17:01:55  	837.9 	25.7  	9     	11.3     	195   	2.9        	10.9       	1626      	-9.9
272       	17:01:57  	837.7 	25.7  	9     	11.3     	195   	2.9        	10.9       	1628      	-9.8
274       	17:01:59  	837.5 	25.7  	9     	11.2     	195   	2.9        	10.8       	1631      	-9.7
276       	17:02:01  	837.3 	25.6  	9     	11.2     	195   	2.9        	10.8       	1633      	-9.6
278       	17:02:03  	837.1 	25.6  	9     	11.1     	195   	2.9        	10.7       	1635      	-9.5
280       	17:02:05  	836.9 	25.6  	9     	11.1     	195   	2.9        	10.7       	1637      	-9.5
282       	17:02:07  	836.7 	25.6  	9     	11.1     	195   	2.9        	10.7       	1639      	-9.5
284       	17:02:09  	836.5 	25.6  	9     	11.1     	195   	2.9        	10.7       	1641      	-9.5
286       	17:02:11  	836.3 	25.6  	9     	11.1     	195   	2.9        	10.7       	1643      	-9.5
288       	17:02:13  	836.1 	25.5  	9     	11.1     	195   	2.9        	10.7       	1645      	-9.5
290       	17:02:15  	835.8 	25.5  	9     	11.2     	195   	2.9        	10.8       	1647      	-9.5
292       	17:02:17  	835.6 	25.5  	9     	11.2     	195   	2.9        	10.8       	1650      	-9.6
294       	17:02:19  	835.4 	25.5  	9     	11.3     	195   	2.9        	10.9       	1652      	-9.6
296       	17:02:21  	835.1 	25.4  	9     	11.3     	195   	3.0        	10.9       	1655      	-9.7
298       	17:02:23  	834.9 	25.4  	9     	11.4     	195   	3.0        	11.0       	1657      	-9.8
300       	17:02:25  	834.7 	25.4  	9     	11.4     	195   	2.9        	11.0       	1660      	-9.9
302       	17:02:27  	834.5 	25.4  	9     	11.5     	195   	2.9        	11.1       	1662      	-9.9
304       	17:02:29  	834.2 	25.4  	9     	11.5     	195   	2.9        	11.1       	1665      	-10.0
306       	17:02:31  	834.0 	25.3  	9     	11.4     	194   	2.8        	11.1       	1667      	-10.0
308       	17:02:33  	833.8 	25.3  	9     	11.5     	194   	2.8        	11.2       	1669      	-10.1
310       	17:02:35  	833.6 	25.3  	9     	11.5     	194   	2.7        	11.2       	1671      	-10.1
312       	17:02:37  	833.4 	25.3  	9     	11.6     	193   	2.6        	11.3       	1674      	-10.0
314       	17:02:39  	833.1 	25.3  	9     	11.6     	192   	2.5        	11.3       	1676      	-10.0
316       	17:02:41  	832.9 	25.2  	9     	11.6     	192   	2.5        	11.3       	1678      	-10.0
318       	17:02:43  	832.7 	25.2  	9     	11.6     	192   	2.4        	11.3       	1680      	-10.1
320       	17:02:45  	832.5 	25.2  	9     	11.5     	192   	2.3        	11.3       	1682      	-10.2
322       	17:02:47  	832.3 	25.2  	9     	11.5     	191   	2.2        	11.3       	1684      	-10.3
324       	17:02:49  	832.1 	25.1  	9     	11.5     	191   	2.2        	11.3       	1686      	-10.4
326       	17:02:51  	831.9 	25.1  	9     	11.4     	191   	2.2        	11.2       	1688      	-10.5
328       	17:02:53  	831.8 	25.1  	9     	11.4     	191   	2.2        	11.2       	1690      	-10.5
330       	17:02:55  	831.6 	25.1  	9     	11.3     	191   	2.2        	11.1       	1692      	-10.5
332       	17:02:57  	831.4 	25.1  	9     	11.2     	191   	2.2        	11.0       	1694      	-10.5
334       	17:02:59  	831.2 	25.1  	9     	11.0     	192   	2.2        	10.8       	1697      	-10.3
336       	17:03:01  	831.0 	25.1  	9     	10.8     	192   	2.2        	10.6       	1699      	-10.2
338       	17:03:03  	830.7 	25.1  	9     	10.7     	192   	2.2        	10.5       	1701      	-10.1
340       	17:03:05  	830.5 	25.1  	9     	10.6     	192   	2.2        	10.4       	1703      	-10.1
342       	17:03:07  	830.3 	25.0  	9     	10.4     	192   	2.2        	10.2       	1705      	-10.0
344       	17:03:09  	830.1 	25.0  	9     	10.3     	192   	2.2        	10.1       	1708      	-10.0
346       	17:03:11  	829.8 	25.0  	9     	10.2     	193   	2.3        	9.9        	1710      	-10.0
348       	17:03:13  	829.6 	24.9  	9     	10.0     	193   	2.3        	9.7        	1713      	-10.1
350       	17:03:15  	829.3 	24.8  	9     	9.8      	194   	2.4        	9.5        	1716      	-10.0
352       	17:03:17  	829.0 	24.8  	9     	9.7      	195   	2.5        	9.4        	1719      	-10.0
354       	17:03:19  	828.7 	24.8  	9     	9.6      	195   	2.5        	9.3        	1722      	-9.9
356       	17:03:21  	828.4 	24.8  	9     	9.6      	196   	2.6        	9.2        	1725      	-9.8
358       	17:03:23  	828.1 	24.8  	9     	9.5      	197   	2.7        	9.1        	1728      	-9.8
360       	17:03:25  	827.9 	24.8  	9     	9.3      	197   	2.8        	8.9        	1731      	-9.7
362       	17:03:27  	827.6 	24.8  	9     	9.3      	198   	2.9        	8.8        	1734      	-9.6
364       	17:03:29  	827.3 	24.7  	9     	9.2      	198   	2.9        	8.7        	1737      	-9.5
366       	17:03:31  	827.0 	24.7  	10    	9.2      	199   	3.0        	8.7        	1740      	-9.5
368       	17:03:33  	826.8 	24.8  	10    	9.1      	199   	3.0        	8.6        	1742      	-9.5
370       	17:03:35  	826.7 	24.7  	9     	9.1      	199   	3.0        	8.6        	1744      	-9.5
372       	17:03:37  	826.5 	24.7  	9     	9.1      	200   	3.1        	8.6        	1746      	-9.7
374       	17:03:39  	826.2 	24.6  	9     	9.2      	200   	3.2        	8.6        	1749      	-9.8
376       	17:03:41  	826.0 	24.6  	9     	9.2      	200   	3.2        	8.6        	1751      	-9.9
378       	17:03:43  	825.7 	24.5  	9     	9.3      	200   	3.2        	8.7        	1754      	-10.0
380       	17:03:45  	825.5 	24.5  	9     	9.3      	201   	3.3        	8.7        	1757      	-10.1
382       	17:03:47  	825.2 	24.5  	9     	9.3      	201   	3.3        	8.7        	1759      	-10.1
384       	17:03:49  	824.9 	24.5  	9     	9.3      	201   	3.3        	8.7        	1762      	-10.1
386       	17:03:51  	824.7 	24.5  	9     	9.4      	201   	3.4        	8.8        	1765      	-10.0
388       	17:03:53  	824.5 	24.5  	9     	9.4      	201   	3.4        	8.8        	1767      	-9.9
390       	17:03:55  	824.2 	24.5  	9     	9.4      	201   	3.4        	8.8        	1770      	-9.8
392       	17:03:57  	824.0 	24.4  	9     	9.3      	201   	3.4        	8.7        	1771      	-9.8
394       	17:03:59  	823.8 	24.4  	10    	9.3      	201   	3.4        	8.7        	1773      	-9.7
396       	17:04:01  	823.6 	24.3  	10    	9.3      	201   	3.4        	8.7        	1776      	-9.7
398       	17:04:03  	823.4 	24.3  	10    	9.3      	201   	3.4        	8.7        	1778      	-9.7
400       	17:04:05  	823.1 	24.3  	10    	9.2      	201   	3.3        	8.6        	1781      	-9.8
402       	17:04:07  	822.9 	24.2  	10    	9.2      	201   	3.3        	8.6        	1784      	-9.8
404       	17:04:09  	822.6 	24.2  	10    	9.2      	201   	3.3        	8.6        	1787      	-9.7
406       	17:04:11  	822.3 	24.2  	10    	9.2      	201   	3.3        	8.6        	1790      	-9.7
408       	17:04:13  	822.0 	24.2  	10    	9.1      	201   	3.2        	8.5        	1793      	-9.6
410       	17:04:15  	821.7 	24.2  	10    	9.0      	200   	3.1        	8.5        	1796      	-9.6
412       	17:04:17  	821.4 	24.1  	10    	8.9      	200   	3.0        	8.4        	1799      	-9.5
414       	17:04:19  	821.2 	24.1  	10    	8.8      	199   	2.9        	8.3        	1802      	-9.5
416       	17:04:21  	820.9 	24.1  	10    	8.8      	199   	2.8        	8.3        	1805      	-9.4
418       	17:04:23  	820.6 	24.0  	10    	8.7      	198   	2.7        	8.3        	1808      	-9.4
420       	17:04:25  	820.4 	24.0  	10    	8.6      	198   	2.7        	8.2        	1811      	-9.4
422       	17:04:27  	820.2 	24.0  	10    	8.6      	197   	2.5        	8.2        	1813      	-9.4
424       	17:04:29  	819.9 	24.0  	10    	8.4      	196   	2.3        	8.1        	1816      	-9.4
426       	17:04:31  	819.7 	23.9  	10    	8.3      	195   	2.1        	8.0        	1818      	-9.5
428       	17:04:33  	819.5 	23.9  	10    	8.2      	193   	1.9        	8.0        	1820      	-9.5
430       	17:04:35  	819.3 	23.9  	10    	8.1      	193   	1.8        	7.9        	1822      	-9.5
432       	17:04:37  	819.1 	23.9  	10    	8.1      	192   	1.7        	7.9        	1824      	-9.6
434       	17:04:39  	818.9 	23.9  	10    	8.1      	191   	1.6        	7.9        	1826      	-9.6
436       	17:04:41  	818.7 	23.8  	10    	7.9      	191   	1.5        	7.8        	1828      	-9.6
438       	17:04:43  	818.5 	23.8  	10    	7.9      	191   	1.5        	7.8        	1830      	-9.6
440       	17:04:45  	818.3 	23.8  	10    	7.9      	190   	1.4        	7.8        	1833      	-9.6
442       	17:04:47  	818.0 	23.8  	10    	7.9      	191   	1.5        	7.8        	1835      	-9.5
444       	17:04:49  	817.8 	23.7  	10    	7.8      	191   	1.5        	7.7        	1838      	-9.5
446       	17:04:51  	817.5 	23.7  	10    	7.9      	192   	1.6        	7.7        	1841      	-9.5
448       	17:04:53  	817.2 	23.7  	10    	8.0      	192   	1.7        	7.8        	1844      	-9.5
450       	17:04:55  	816.9 	23.7  	10    	8.1      	194   	1.9        	7.9        	1847      	-9.6
452       	17:04:57  	816.7 	23.6  	10    	8.1      	194   	2.0        	7.9        	1850      	-9.7
454       	17:04:59  	816.5 	23.6  	10    	8.3      	195   	2.2        	8.0        	1852      	-9.8
456       	17:05:01  	816.3 	23.6  	10    	8.4      	196   	2.3        	8.1        	1854      	-9.9
458       	17:05:03  	816.0 	23.5  	10    	8.4      	197   	2.4        	8.1        	1857      	-10.0
460       	17:05:05  	815.8 	23.5  	10    	8.6      	198   	2.6        	8.2        	1859      	-10.1
462       	17:05:07  	815.6 	23.4  	10    	8.7      	199   	2.8        	8.2        	1861      	-10.2
464       	17:05:09  	815.3 	23.4  	10    	8.7      	200   	3.0        	8.2        	1864      	-10.2
466       	17:05:11  	815.1 	23.4  	10    	8.8      	201   	3.2        	8.2        	1867      	-10.2
468       	17:05:13  	814.9 	23.4  	10    	8.8      	202   	3.3        	8.2        	1869      	-10.1
470       	17:05:15  	814.6 	23.4  	10    	8.7      	202   	3.3        	8.1        	1872      	-10.0
472       	17:05:17  	814.4 	23.4  	10    	8.8      	203   	3.4        	8.1        	1874      	-9.9
474       	17:05:19  	814.2 	23.4  	10    	8.7      	203   	3.4        	8.0        	1876      	-9.8
476       	17:05:21  	814.0 	23.3  	10    	8.7      	203   	3.4        	8.0        	1879      	-9.8
478       	17:05:23  	813.7 	23.3  	10    	8.6      	204   	3.5        	7.9        	1881      	-9.7
480       	17:05:25  	813.5 	23.3  	10    	8.6      	204   	3.5        	7.9        	1884      	-9.5
482       	17:05:27  	813.3 	23.3  	10    	8.5      	204   	3.4        	7.8        	1886      	-9.5
484       	17:05:29  	813.0 	23.3  	10    	8.5      	204   	3.4        	7.8        	1889      	-9.5
486       	17:05:31  	812.7 	23.2  	10    	8.5      	203   	3.3        	7.8        	1892      	-9.6
488       	17:05:33  	812.5 	23.2  	10    	8.4      	202   	3.2        	7.8        	1895      	-9.7
490       	17:05:35  	812.2 	23.1  	10    	8.5      	202   	3.2        	7.9        	1897      	-9.8
492       	17:05:37  	812.0 	23.1  	10    	8.5      	201   	3.1        	7.9        	1900      	-9.9
494       	17:05:39  	811.7 	23.1  	10    	8.5      	201   	3.1        	7.9        	1903      	-10.0
496       	17:05:41  	811.4 	23.0  	10    	8.5      	201   	3.0        	8.0        	1906      	-10.0
498       	17:05:43  	811.2 	23.0  	10    	8.5      	201   	3.0        	8.0        	1909      	-10.0
500       	17:05:45  	811.0 	23.0  	10    	8.5      	201   	3.0        	8.0        	1911      	-9.9
502       	17:05:47  	810.7 	23.0  	10    	8.6      	200   	2.9        	8.1        	1913      	-9.8
504       	17:05:49  	810.5 	23.0  	10    	8.6      	199   	2.8        	8.1        	1916      	-9.7
506       	17:05:51  	810.2 	23.0  	10    	8.5      	198   	2.7        	8.1        	1918      	-9.7
508       	17:05:53  	810.0 	22.9  	10    	8.4      	198   	2.6        	8.0        	1921      	-9.7
510       	17:05:55  	809.7 	22.9  	10    	8.4      	197   	2.5        	8.0        	1925      	-9.7
512       	17:05:57  	809.4 	22.8  	10    	8.4      	197   	2.4        	8.0        	1928      	-9.7
514       	17:05:59  	809.1 	22.9  	10    	8.2      	196   	2.3        	7.9        	1931      	-9.7
516       	17:06:01  	808.8 	22.8  	10    	8.1      	196   	2.2        	7.8        	1934      	-9.7
518       	17:06:03  	808.5 	22.8  	11    	8.0      	195   	2.1        	7.7        	1937      	-9.7
520       	17:06:05  	808.2 	22.8  	11    	8.0      	195   	2.1        	7.7        	1940      	-9.6
522       	17:06:07  	807.9 	22.8  	11    	7.9      	195   	2.1        	7.6        	1943      	-9.6
524       	17:06:09  	807.6 	22.7  	11    	7.9      	195   	2.1        	7.6        	1947      	-9.6
526       	17:06:11  	807.2 	22.6  	11    	8.0      	195   	2.1        	7.7        	1951      	-9.6
528       	17:06:13  	806.9 	22.6  	11    	8.1      	195   	2.1        	7.8        	1955      	-9.6
530       	17:06:15  	806.5 	22.6  	11    	8.2      	195   	2.1        	7.9        	1959      	-9.6
532       	17:06:17  	806.1 	22.5  	11    	8.4      	195   	2.1        	8.1        	1963      	-9.7
534       	17:06:19  	805.8 	22.5  	11    	8.5      	194   	2.1        	8.2        	1967      	-9.7
536       	17:06:21  	805.4 	22.5  	11    	8.7      	194   	2.1        	8.4        	1970      	-9.7
538       	17:06:23  	805.1 	22.5  	11    	8.9      	194   	2.1        	8.6        	1974      	-9.7
540       	17:06:25  	804.7 	22.4  	11    	8.9      	193   	2.0        	8.7        	1978      	-9.7
542       	17:06:27  	804.4 	22.4  	11    	9.1      	193   	2.0        	8.9        	1981      	-9.7
544       	17:06:29  	804.1 	22.3  	11    	9.2      	192   	1.9        	9.0        	1985      	-9.7
546       	17:06:31  	803.8 	22.3  	11    	9.2      	191   	1.8        	9.0        	1988      	-9.7
548       	17:06:33  	803.5 	22.3  	11    	9.3      	191   	1.8        	9.1        	1991      	-9.7
550       	17:06:35  	803.2 	22.2  	11    	9.3      	191   	1.7        	9.1        	1995      	-9.7
