Time [sec]	Time (UTC)	P [mB]	T [°F]	Hu [%]	Ws [mi/h]	Wd [°]	Ws U [mi/h]	Ws V [mi/h]	Geopot [m]	Dew [°F]
0         	17:00:03  	872.7 	27.2  	22    	4.3      	203   	1.7        	3.9        	1288      	3.7
2         	17:00:05  	871.4 	27.5  	22    	2.9      	162   	-0.9       	2.8        	1301      	3.7
4         	17:00:07  	870.2 	27.0  	23    	2.9      	162   	-0.9       	2.8        	1314      	4.2
6         	17:00:09  	868.9 	26.9  	24    	2.9      	162   	-0.9       	2.8        	1327      	4.6
8         	17:00:11  	867.8 	26.4  	24    	3.4      	144   	-2.0       	2.8        	1339      	4.1
10        	17:00:13  	866.7 	26.1  	24    	3.4      	144   	-2.0       	2.8        	1350      	3.9
12        	17:00:15  	865.5 	26.0  	24    	3.4      	144   	-2.0       	2.8        	1361      	3.9
14        	17:00:17  	864.6 	26.0  	24    	3.4      	144   	-2.0       	2.8        	1370      	3.9
16        	17:00:19  	863.7 	25.9  	24    	3.4      	144   	-2.0       	2.8        	1380      	3.8
18        	17:00:21  	862.8 	25.8  	24    	3.4      	150   	-1.7       	2.9        	1389      	3.7
20        	17:00:23  	861.8 	25.7  	24    	3.3      	162   	-1.0       	3.1        	1399      	3.7
22        	17:00:25  	860.8 	25.7  	24    	3.3      	168   	-0.7       	3.2        	1409      	3.8
24        	17:00:27  	859.8 	25.5  	25    	3.3      	169   	-0.6       	3.2        	1419      	3.8
26        	17:00:29  	858.4 	25.6  	25    	3.2      	171   	-0.5       	3.2        	1433      	4.0
28        	17:00:31  	856.9 	25.5  	25    	3.3      	173   	-0.4       	3.3        	1448      	4.0
30        	17:00:33  	855.5 	25.2  	25    	3.4      	178   	-0.1       	3.4        	1463      	3.9
32        	17:00:35  	854.2 	25.1  	25    	4.0      	174   	-0.4       	4.0        	1477      	4.0
34        	17:00:37  	852.8 	25.0  	26    	4.2      	173   	-0.5       	4.2        	1490      	4.0
36        	17:00:39  	851.5 	24.9  	26    	4.3      	173   	-0.5       	4.3        	1504      	4.0
38        	17:00:41  	850.1 	24.7  	26    	4.3      	172   	-0.6       	4.3        	1518      	4.0
40        	17:00:43  	848.6 	24.6  	26    	4.4      	172   	-0.6       	4.4        	1532      	4.0
42        	17:00:45  	847.2 	24.4  	27    	4.4      	172   	-0.6       	4.4        	1549      	4.0
44        	17:00:47  	845.4 	24.3  	27    	4.5      	172   	-0.6       	4.5        	1567      	4.0
46        	17:00:49  	843.6 	24.1  	27    	4.7      	174   	-0.5       	4.7        	1585      	3.9
48        	17:00:51  	841.8 	23.9  	27    	5.0      	175   	-0.4       	5.0        	1604      	3.8
50        	17:00:53  	840.4 	23.6  	27    	5.4      	176   	-0.4       	5.4        	1619      	3.6
52        	17:00:55  	838.9 	23.4  	27    	5.7      	177   	-0.3       	5.7        	1634      	3.6
54        	17:00:57  	837.5 	23.4  	28    	5.9      	178   	-0.2       	5.9        	1649      	3.6
56        	17:00:59  	836.0 	23.2  	28    	6.2      	179   	-0.1       	6.2        	1664      	3.6
58        	17:01:01  	834.4 	23.1  	28    	6.5      	179   	-0.1       	6.5        	1679      	3.5
60        	17:01:03  	832.9 	22.9  	28    	6.8      	178   	-0.2       	6.8        	1696      	3.5
62        	17:01:05  	831.3 	22.7  	28    	7.1      	178   	-0.2       	7.1        	1713      	3.5
64        	17:01:07  	829.6 	22.6  	29    	7.4      	178   	-0.2       	7.4        	1731      	3.5
66        	17:01:09  	828.0 	22.5  	29    	7.4      	178   	-0.3       	7.4        	1748      	3.4
68        	17:01:11  	826.4 	22.4  	28    	7.5      	177   	-0.4       	7.5        	1766      	3.1
70        	17:01:13  	824.8 	22.2  	28    	7.6      	177   	-0.4       	7.6        	1782      	2.8
72        	17:01:15  	823.3 	22.1  	28    	7.9      	178   	-0.3       	7.9        	1798      	2.6
74        	17:01:17  	822.0 	22.2  	27    	8.2      	179   	-0.1       	8.2        	1813      	2.5
76        	17:01:19  	820.8 	22.2  	27    	8.6      	180   	-0.0       	8.6        	1825      	2.2
78        	17:01:21  	819.5 	22.0  	26    	8.8      	181   	0.2        	8.8        	1837      	1.7
80        	17:01:23  	818.4 	21.8  	26    	9.0      	183   	0.5        	9.0        	1849      	1.3
82        	17:01:25  	817.2 	21.7  	25    	9.3      	184   	0.7        	9.3        	1861      	1.0
84        	17:01:27  	816.1 	21.7  	25    	9.8      	185   	0.9        	9.8        	1874      	1.0
86        	17:01:29  	815.0 	21.7  	25    	10.5     	185   	1.0        	10.5       	1886      	0.8
88        	17:01:31  	813.8 	21.6  	25    	11.3     	186   	1.2        	11.2       	1898      	0.6
90        	17:01:33  	812.7 	21.5  	24    	11.9     	186   	1.2        	11.8       	1909      	0.4
92        	17:01:35  	811.8 	21.4  	24    	12.2     	185   	1.1        	12.2       	1921      	0.2
94        	17:01:37  	810.8 	21.3  	24    	12.6     	185   	1.0        	12.6       	1931      	0.0
96        	17:01:39  	809.8 	21.4  	24    	13.2     	184   	0.9        	13.2       	1940      	-0.1
98        	17:01:41  	809.1 	21.5  	24    	13.9     	183   	0.7        	13.9       	1949      	-0.1
100       	17:01:43  	808.5 	21.6  	23    	14.5     	182   	0.5        	14.5       	1955      	-0.2
102       	17:01:45  	807.8 	21.5  	23    	15.2     	182   	0.4        	15.2       	1962      	-0.4
104       	17:01:47  	807.1 	21.5  	23    	15.5     	181   	0.3        	15.5       	1970      	-0.6
106       	17:01:49  	806.3 	21.4  	23    	15.8     	181   	0.2        	15.8       	1978      	-0.6
108       	17:01:51  	805.6 	21.3  	23    	16.0     	180   	0.1        	16.0       	1986      	-0.7
110       	17:01:53  	804.9 	21.2  	23    	16.1     	180   	0.1        	16.1       	1994      	-0.8
112       	17:01:55  	804.1 	21.2  	23    	16.2     	181   	0.2        	16.2       	2001      	-0.8
114       	17:01:57  	803.4 	21.1  	23    	16.3     	181   	0.2        	16.3       	2009      	-0.9
116       	17:01:59  	802.6 	21.0  	23    	16.2     	181   	0.3        	16.2       	2018      	-0.9
118       	17:02:01  	801.8 	20.9  	23    	16.1     	181   	0.4        	16.1       	2026      	-1.0
120       	17:02:03  	801.0 	20.9  	23    	16.0     	182   	0.5        	16.0       	2035      	-0.9
122       	17:02:05  	800.2 	20.9  	23    	15.8     	182   	0.6        	15.8       	2044      	-1.0
124       	17:02:07  	799.4 	20.8  	23    	15.7     	183   	0.7        	15.7       	2053      	-1.0
126       	17:02:09  	798.6 	20.7  	23    	15.5     	183   	0.7        	15.5       	2061      	-1.0
128       	17:02:11  	797.9 	20.7  	23    	15.4     	183   	0.8        	15.4       	2069      	-1.0
130       	17:02:13  	797.1 	20.6  	23    	15.3     	183   	0.8        	15.3       	2077      	-1.0
132       	17:02:15  	796.4 	20.6  	23    	15.3     	183   	0.7        	15.3       	2084      	-0.9
134       	17:02:17  	795.7 	20.6  	24    	15.3     	183   	0.7        	15.3       	2092      	-0.9
136       	17:02:19  	795.0 	20.6  	24    	15.1     	182   	0.6        	15.1       	2100      	-0.8
138       	17:02:21  	794.2 	20.6  	23    	15.0     	182   	0.5        	15.0       	2108      	-1.0
140       	17:02:23  	793.5 	20.5  	23    	14.8     	182   	0.5        	14.8       	2116      	-1.3
142       	17:02:25  	792.8 	20.5  	22    	14.7     	182   	0.4        	14.7       	2125      	-1.6
144       	17:02:27  	792.0 	20.6  	22    	14.6     	182   	0.4        	14.6       	2132      	-1.8
146       	17:02:29  	791.3 	20.8  	21    	14.5     	182   	0.4        	14.5       	2140      	-2.1
148       	17:02:31  	790.6 	20.8  	21    	14.2     	182   	0.4        	14.2       	2148      	-2.5
150       	17:02:33  	789.9 	20.7  	20    	13.9     	182   	0.6        	13.9       	2155      	-3.0
152       	17:02:35  	789.2 	20.6  	19    	13.5     	183   	0.7        	13.5       	2162      	-3.5
154       	17:02:37  	788.5 	20.6  	19    	13.2     	184   	0.9        	13.2       	2170      	-3.7
156       	17:02:39  	787.8 	20.5  	19    	13.0     	185   	1.1        	13.0       	2178      	-3.9
158       	17:02:41  	787.1 	20.5  	19    	12.8     	186   	1.3        	12.7       	2185      	-4.1
160       	17:02:43  	786.3 	20.4  	19    	12.6     	186   	1.4        	12.5       	2194      	-4.3
162       	17:02:45  	785.5 	20.3  	19    	12.3     	187   	1.5        	12.2       	2204      	-4.4
164       	17:02:47  	784.7 	20.2  	19    	11.9     	188   	1.6        	11.8       	2213      	-4.4
166       	17:02:49  	783.9 	20.1  	19    	11.5     	188   	1.7        	11.4       	2222      	-4.4
168       	17:02:51  	783.1 	20.1  	18    	11.3     	189   	1.7        	11.2       	2230      	-4.6
170       	17:02:53  	782.4 	20.0  	18    	11.1     	189   	1.7        	11.0       	2238      	-4.8
172       	17:02:55  	781.7 	19.9  	18    	11.0     	188   	1.6        	10.9       	2245      	-5.0
174       	17:02:57  	781.0 	19.9  	18    	10.8     	188   	1.5        	10.7       	2253      	-5.2
176       	17:02:59  	780.3 	19.9  	18    	10.6     	188   	1.5        	10.5       	2261      	-5.4
178       	17:03:01  	779.6 	19.9  	17    	10.3     	188   	1.4        	10.2       	2268      	-5.6
180       	17:03:03  	778.9 	19.8  	17    	10.1     	188   	1.4        	10.0       	2276      	-5.9
