Time [sec]	Time (UTC)	P [mB]	T [°F]	Hu [%]	Ws [mi/h]	Wd [°]	Ws U [mi/h]	Ws V [mi/h]	Geopot [m]	Dew [°F]
52        	17:09:52  	812.9 	25.0  	22    	7.2      	167   	-1.6       	7.0        	1922      	1.9
54        	17:09:54  	812.2 	25.0  	22    	7.3      	167   	-1.7       	7.1        	1930      	1.9
56        	17:09:56  	811.5 	24.9  	22    	7.5      	166   	-1.8       	7.3        	1937      	1.8
58        	17:09:58  	810.9 	24.8  	22    	7.7      	167   	-1.8       	7.5        	1944      	1.8
60        	17:10:00  	810.3 	24.8  	22    	7.9      	167   	-1.8       	7.7        	1950      	1.7
62        	17:10:02  	809.7 	24.8  	22    	8.1      	167   	-1.8       	7.9        	1957      	1.7
64        	17:10:04  	809.1 	24.8  	22    	8.3      	167   	-1.8       	8.1        	1963      	1.6
66        	17:10:06  	808.5 	24.8  	22    	8.4      	168   	-1.7       	8.2        	1970      	1.6
68        	17:10:08  	807.8 	24.8  	22    	8.5      	169   	-1.6       	8.3        	1976      	1.5
70        	17:10:10  	807.2 	24.7  	22    	8.5      	170   	-1.5       	8.4        	1983      	1.5
72        	17:10:12  	806.6 	24.7  	22    	8.6      	171   	-1.4       	8.5        	1989      	1.4
74        	17:10:14  	806.0 	24.6  	22    	8.7      	172   	-1.2       	8.6        	1996      	1.4
76        	17:10:16  	805.3 	24.6  	22    	8.7      	172   	-1.2       	8.6        	2003      	1.4
78        	17:10:18  	804.7 	24.5  	22    	8.7      	172   	-1.2       	8.6        	2010      	1.4
80        	17:10:20  	804.1 	24.5  	22    	8.6      	172   	-1.2       	8.5        	2017      	1.4
82        	17:10:22  	803.5 	24.4  	22    	8.6      	172   	-1.2       	8.5        	2024      	1.3
84        	17:10:24  	802.9 	24.4  	22    	8.4      	171   	-1.3       	8.3        	2030      	1.3
86        	17:10:26  	802.3 	24.3  	22    	8.3      	171   	-1.3       	8.2        	2037      	1.3
88        	17:10:28  	801.7 	24.3  	22    	8.1      	170   	-1.4       	8.0        	2043      	1.3
90        	17:10:30  	801.1 	24.4  	22    	7.9      	169   	-1.5       	7.8        	2050      	1.3
92        	17:10:32  	800.5 	24.4  	22    	7.8      	168   	-1.6       	7.6        	2056      	1.3
94        	17:10:34  	800.0 	24.4  	22    	7.7      	168   	-1.6       	7.5        	2062      	1.3
96        	17:10:36  	799.4 	24.4  	22    	7.5      	167   	-1.7       	7.3        	2068      	1.2
98        	17:10:38  	798.9 	24.4  	22    	7.4      	167   	-1.7       	7.2        	2074      	1.2
100       	17:10:40  	798.4 	24.3  	22    	7.3      	167   	-1.7       	7.1        	2080      	1.2
102       	17:10:42  	797.8 	24.3  	22    	7.2      	166   	-1.7       	7.0        	2085      	1.2
104       	17:10:44  	797.3 	24.2  	22    	7.2      	166   	-1.7       	7.0        	2091      	1.2
106       	17:10:46  	796.7 	24.2  	22    	7.2      	167   	-1.6       	7.0        	2097      	1.2
108       	17:10:48  	796.2 	24.2  	22    	7.3      	167   	-1.6       	7.1        	2103      	1.2
110       	17:10:50  	795.7 	24.1  	22    	7.3      	168   	-1.5       	7.1        	2109      	1.2
112       	17:10:52  	795.1 	24.1  	22    	7.2      	169   	-1.4       	7.1        	2115      	1.1
114       	17:10:54  	794.6 	24.1  	22    	7.2      	170   	-1.3       	7.1        	2121      	1.1
116       	17:10:56  	794.1 	24.0  	22    	7.2      	170   	-1.2       	7.1        	2126      	1.1
118       	17:10:58  	793.6 	24.0  	22    	7.2      	171   	-1.1       	7.1        	2132      	1.0
120       	17:11:00  	793.1 	24.0  	22    	7.2      	172   	-1.0       	7.1        	2138      	0.9
122       	17:11:02  	792.5 	23.9  	22    	7.2      	172   	-1.0       	7.1        	2144      	0.8
124       	17:11:04  	792.0 	23.9  	22    	7.1      	173   	-0.9       	7.0        	2149      	0.7
126       	17:11:06  	791.5 	23.8  	22    	7.0      	174   	-0.7       	7.0        	2155      	0.7
128       	17:11:08  	791.0 	23.8  	22    	6.9      	175   	-0.6       	6.9        	2160      	0.6
130       	17:11:10  	790.5 	23.8  	21    	6.9      	175   	-0.6       	6.9        	2166      	0.5
132       	17:11:12  	789.9 	23.7  	21    	6.9      	176   	-0.5       	6.9        	2172      	0.4
134       	17:11:14  	789.4 	23.7  	21    	6.9      	176   	-0.5       	6.9        	2178      	0.3
136       	17:11:16  	788.8 	23.6  	21    	6.8      	177   	-0.3       	6.8        	2184      	0.2
138       	17:11:18  	788.3 	23.6  	21    	6.8      	179   	-0.1       	6.8        	2190      	0.2
140       	17:11:20  	787.8 	23.6  	21    	6.7      	181   	0.1        	6.7        	2196      	0.2
142       	17:11:22  	787.3 	23.6  	21    	6.6      	183   	0.3        	6.6        	2202      	0.2
144       	17:11:24  	786.8 	23.6  	21    	6.6      	183   	0.4        	6.6        	2207      	0.2
146       	17:11:26  	786.3 	23.6  	21    	6.5      	185   	0.6        	6.5        	2213      	0.3
148       	17:11:28  	785.8 	23.5  	21    	6.4      	187   	0.8        	6.4        	2218      	0.3
150       	17:11:30  	785.2 	23.5  	22    	6.4      	188   	0.9        	6.3        	2224      	0.3
152       	17:11:32  	784.7 	23.4  	22    	6.3      	190   	1.1        	6.2        	2230      	0.3
154       	17:11:34  	784.2 	23.4  	22    	6.2      	191   	1.2        	6.1        	2235      	0.3
156       	17:11:36  	783.7 	23.3  	22    	6.2      	192   	1.3        	6.1        	2241      	0.4
158       	17:11:38  	783.2 	23.2  	22    	6.1      	192   	1.3        	6.0        	2246      	0.4
160       	17:11:40  	782.7 	23.2  	22    	6.1      	192   	1.3        	6.0        	2252      	0.4
162       	17:11:42  	782.2 	23.2  	22    	6.1      	192   	1.3        	6.0        	2258      	0.5
164       	17:11:44  	781.6 	23.1  	22    	6.2      	192   	1.3        	6.1        	2265      	0.5
166       	17:11:46  	781.0 	23.1  	22    	6.2      	192   	1.3        	6.1        	2271      	0.5
168       	17:11:48  	780.4 	23.0  	22    	6.3      	193   	1.4        	6.1        	2278      	0.5
170       	17:11:50  	779.8 	23.0  	22    	6.4      	193   	1.4        	6.2        	2284      	0.4
172       	17:11:52  	779.3 	22.9  	22    	6.5      	193   	1.4        	6.3        	2290      	0.3
174       	17:11:54  	778.8 	22.9  	22    	6.6      	193   	1.5        	6.4        	2296      	0.2
176       	17:11:56  	778.2 	22.9  	22    	6.7      	194   	1.6        	6.5        	2302      	0.1
178       	17:11:58  	777.7 	22.8  	22    	6.8      	194   	1.7        	6.6        	2308      	0.1
180       	17:12:00  	777.1 	22.8  	22    	6.9      	195   	1.8        	6.7        	2314      	-0.0
182       	17:12:02  	776.6 	22.7  	22    	7.1      	196   	1.9        	6.8        	2320      	-0.1
184       	17:12:04  	776.0 	22.7  	22    	7.1      	196   	1.9        	6.8        	2326      	-0.1
186       	17:12:06  	775.5 	22.6  	22    	7.2      	196   	2.0        	6.9        	2333      	-0.1
188       	17:12:08  	775.0 	22.6  	22    	7.2      	197   	2.1        	6.9        	2339      	-0.2
190       	17:12:10  	774.4 	22.5  	22    	7.2      	198   	2.2        	6.9        	2345      	-0.2
192       	17:12:12  	773.9 	22.5  	22    	7.3      	198   	2.3        	6.9        	2351      	-0.2
194       	17:12:14  	773.3 	22.4  	22    	7.3      	199   	2.4        	6.9        	2357      	-0.2
196       	17:12:16  	772.8 	22.4  	22    	7.3      	199   	2.4        	6.9        	2364      	-0.2
198       	17:12:18  	772.2 	22.3  	22    	7.2      	199   	2.4        	6.8        	2370      	-0.2
200       	17:12:20  	771.7 	22.3  	23    	6.7      	200   	2.3        	6.3        	2375      	-0.1
202       	17:12:22  	771.1 	22.2  	23    	6.3      	200   	2.2        	5.9        	2382      	0.0
204       	17:12:24  	770.6 	22.1  	23    	5.8      	201   	2.1        	5.4        	2388      	0.2
206       	17:12:26  	770.0 	22.1  	23    	5.4      	202   	2.0        	5.0        	2395      	0.3
208       	17:12:28  	769.4 	22.1  	24    	5.0      	202   	1.9        	4.6        	2401      	0.4
210       	17:12:30  	768.8 	22.1  	24    	4.6      	203   	1.8        	4.2        	2408      	0.5
212       	17:12:32  	768.2 	22.1  	24    	4.2      	204   	1.7        	3.8        	2414      	0.6
214       	17:12:34  	767.7 	22.0  	24    	3.7      	204   	1.5        	3.4        	2421      	0.7
216       	17:12:36  	767.1 	21.9  	24    	3.3      	205   	1.4        	3.0        	2427      	0.7
218       	17:12:38  	766.5 	21.9  	24    	2.9      	207   	1.3        	2.6        	2434      	0.6
220       	17:12:40  	765.9 	21.8  	24    	2.9      	207   	1.3        	2.6        	2440      	0.7
222       	17:12:42  	765.4 	21.8  	25    	2.9      	207   	1.3        	2.6        	2447      	0.7
224       	17:12:44  	764.8 	21.7  	25    	2.9      	207   	1.3        	2.6        	2453      	0.6
226       	17:12:46  	764.2 	21.6  	25    	2.9      	207   	1.3        	2.6        	2460      	0.6
228       	17:12:48  	763.6 	21.5  	25    	2.9      	207   	1.3        	2.6        	2466      	0.5
230       	17:12:50  	763.1 	21.5  	25    	2.9      	207   	1.3        	2.6        	2473      	0.5
232       	17:12:52  	762.5 	21.5  	25    	2.9      	207   	1.3        	2.6        	2479      	0.5
234       	17:12:54  	761.9 	21.5  	25    	2.9      	207   	1.3        	2.6        	2486      	0.5
236       	17:12:56  	761.3 	21.5  	25    	2.9      	207   	1.3        	2.6        	2493      	0.6
238       	17:12:58  	760.7 	21.4  	25    	2.9      	207   	1.3        	2.6        	2499      	0.5
240       	17:13:00  	760.1 	21.4  	25    	2.9      	207   	1.3        	2.6        	2506      	0.5
242       	17:13:02  	759.5 	21.4  	25    	2.9      	207   	1.3        	2.6        	2513      	0.6
244       	17:13:04  	758.9 	21.4  	25    	2.9      	207   	1.3        	2.6        	2520      	0.6
246       	17:13:06  	758.4 	21.0  	25    	2.9      	207   	1.3        	2.6        	2526      	0.4
248       	17:13:08  	757.8 	21.1  	25    	2.9      	207   	1.3        	2.6        	2533      	0.5
250       	17:13:10  	757.2 	21.1  	25    	2.9      	207   	1.3        	2.6        	2540      	0.5
252       	17:13:12  	756.6 	21.1  	25    	2.9      	207   	1.3        	2.6        	2546      	0.5
254       	17:13:14  	756.0 	21.1  	26    	2.9      	207   	1.3        	2.6        	2553      	0.6
256       	17:13:16  	755.4 	21.0  	26    	2.9      	207   	1.3        	2.6        	2560      	0.6
258       	17:13:18  	754.8 	21.0  	26    	2.9      	207   	1.3        	2.6        	2566      	0.6
260       	17:13:20  	754.3 	20.9  	26    	2.9      	207   	1.3        	2.6        	2573      	0.5
262       	17:13:22  	753.7 	20.8  	26    	2.9      	207   	1.3        	2.6        	2580      	0.4
264       	17:13:24  	753.1 	20.7  	26    	2.9      	207   	1.3        	2.6        	2586      	0.4
266       	17:13:26  	752.6 	20.7  	26    	2.9      	207   	1.3        	2.6        	2593      	0.3
268       	17:13:28  	752.0 	20.7  	26    	2.9      	207   	1.3        	2.6        	2599      	0.3
270       	17:13:30  	751.4 	20.6  	26    	2.9      	207   	1.3        	2.6        	2605      	0.3
272       	17:13:32  	750.9 	20.6  	26    	2.9      	207   	1.3        	2.6        	2612      	0.3
274       	17:13:34  	750.3 	20.5  	26    	2.9      	207   	1.3        	2.6        	2618      	0.3
276       	17:13:36  	749.7 	20.5  	26    	2.9      	207   	1.3        	2.6        	2625      	0.3
278       	17:13:38  	749.2 	20.4  	26    	2.9      	207   	1.3        	2.6        	2631      	0.3
280       	17:13:40  	748.6 	20.3  	26    	2.9      	207   	1.3        	2.6        	2638      	0.3
282       	17:13:42  	748.1 	20.3  	26    	2.7      	208   	1.3        	2.4        	2644      	0.3
284       	17:13:44  	747.5 	20.3  	26    	2.5      	209   	1.2        	2.2        	2651      	0.3
286       	17:13:46  	747.0 	20.2  	26    	2.2      	212   	1.2        	1.9        	2657      	0.2
288       	17:13:48  	746.4 	20.2  	26    	1.9      	215   	1.1        	1.6        	2663      	0.2
290       	17:13:50  	745.8 	20.1  	26    	1.8      	218   	1.1        	1.4        	2670      	0.2
292       	17:13:52  	745.3 	20.0  	26    	1.5      	222   	1.0        	1.1        	2676      	0.1
294       	17:13:54  	744.7 	19.9  	26    	1.3      	228   	1.0        	0.9        	2683      	0.1
296       	17:13:56  	744.2 	19.8  	27    	1.1      	236   	0.9        	0.6        	2689      	0.1
298       	17:13:58  	743.7 	19.8  	27    	0.9      	243   	0.8        	0.4        	2695      	0.3
300       	17:14:00  	743.1 	19.7  	27    	0.8      	263   	0.8        	0.1        	2701      	0.4
302       	17:14:02  	742.6 	19.7  	28    	0.8      	263   	0.8        	0.1        	2707      	0.5
304       	17:14:04  	742.1 	19.7  	28    	0.8      	263   	0.8        	0.1        	2713      	0.6
306       	17:14:06  	741.5 	19.6  	28    	0.8      	263   	0.8        	0.1        	2720      	0.6
308       	17:14:08  	741.0 	19.6  	28    	0.8      	263   	0.8        	0.1        	2726      	0.7
310       	17:14:10  	740.5 	19.5  	28    	0.8      	263   	0.8        	0.1        	2732      	0.7
312       	17:14:12  	739.9 	19.5  	28    	0.8      	263   	0.8        	0.1        	2738      	0.7
314       	17:14:14  	739.4 	19.4  	29    	0.9      	276   	0.9        	-0.1       	2744      	0.7
316       	17:14:16  	738.9 	19.4  	29    	0.9      	288   	0.9        	-0.3       	2751      	0.7
318       	17:14:18  	738.3 	19.3  	29    	1.1      	297   	1.0        	-0.5       	2757      	0.7
320       	17:14:20  	737.8 	19.2  	29    	1.3      	299   	1.1        	-0.6       	2763      	0.7
322       	17:14:22  	737.3 	19.2  	29    	1.4      	304   	1.2        	-0.8       	2769      	0.6
324       	17:14:24  	736.7 	19.1  	29    	1.6      	310   	1.2        	-1.0       	2776      	0.5
326       	17:14:26  	736.2 	19.1  	29    	1.8      	311   	1.4        	-1.2       	2782      	0.5
328       	17:14:28  	735.6 	19.0  	29    	2.1      	313   	1.5        	-1.4       	2788      	0.4
330       	17:14:30  	735.1 	19.0  	29    	2.3      	315   	1.6        	-1.6       	2795      	0.4
332       	17:14:32  	734.6 	19.0  	28    	2.5      	313   	1.8        	-1.7       	2801      	0.3
334       	17:14:34  	734.0 	18.9  	28    	2.5      	315   	1.8        	-1.8       	2807      	0.3
336       	17:14:36  	733.5 	18.9  	28    	2.6      	313   	1.9        	-1.8       	2814      	0.2
338       	17:14:38  	732.9 	18.9  	28    	2.7      	312   	2.0        	-1.8       	2820      	0.2
340       	17:14:40  	732.4 	18.8  	28    	2.8      	311   	2.1        	-1.8       	2826      	0.1
342       	17:14:42  	731.9 	18.8  	28    	2.8      	309   	2.2        	-1.8       	2832      	0.1
344       	17:14:44  	731.3 	18.7  	28    	2.9      	308   	2.3        	-1.8       	2838      	0.1
346       	17:14:46  	730.8 	18.7  	29    	3.0      	307   	2.4        	-1.8       	2844      	0.1
348       	17:14:48  	730.3 	18.6  	29    	3.0      	307   	2.4        	-1.8       	2851      	0.2
350       	17:14:50  	729.7 	18.5  	29    	3.1      	306   	2.5        	-1.8       	2858      	0.2
352       	17:14:52  	729.1 	18.5  	29    	3.2      	305   	2.6        	-1.8       	2864      	0.3
354       	17:14:54  	728.6 	18.5  	30    	3.2      	304   	2.7        	-1.8       	2871      	0.4
356       	17:14:56  	728.0 	18.4  	30    	3.3      	303   	2.8        	-1.8       	2877      	0.5
358       	17:14:58  	727.5 	18.4  	30    	3.4      	302   	2.9        	-1.8       	2883      	0.5
360       	17:15:00  	727.0 	18.3  	30    	3.6      	302   	3.0        	-1.9       	2890      	0.6
362       	17:15:02  	726.4 	18.2  	30    	3.6      	302   	3.0        	-1.9       	2896      	0.6
364       	17:15:04  	725.9 	18.2  	31    	3.6      	302   	3.1        	-1.9       	2903      	0.7
366       	17:15:06  	725.4 	18.1  	31    	3.6      	302   	3.1        	-1.9       	2909      	0.7
368       	17:15:08  	724.8 	18.1  	31    	3.6      	302   	3.1        	-1.9       	2915      	0.7
370       	17:15:10  	724.3 	18.0  	31    	3.6      	302   	3.1        	-1.9       	2921      	0.8
372       	17:15:12  	723.8 	17.9  	31    	3.6      	302   	3.1        	-1.9       	2928      	0.8
374       	17:15:14  	723.2 	17.9  	32    	3.6      	300   	3.1        	-1.8       	2934      	0.8
376       	17:15:16  	722.7 	17.8  	32    	3.5      	301   	3.0        	-1.8       	2940      	0.8
378       	17:15:18  	722.2 	17.8  	32    	3.5      	303   	2.9        	-1.9       	2946      	0.9
380       	17:15:20  	721.7 	17.7  	32    	3.4      	304   	2.8        	-1.9       	2952      	0.9
382       	17:15:22  	721.2 	17.7  	32    	3.3      	305   	2.7        	-1.9       	2958      	0.9
384       	17:15:24  	720.7 	17.6  	32    	3.4      	307   	2.7        	-2.0       	2964      	0.9
386       	17:15:26  	720.2 	17.6  	33    	3.3      	308   	2.6        	-2.0       	2970      	1.0
388       	17:15:28  	719.7 	17.5  	33    	3.3      	310   	2.5        	-2.1       	2976      	1.0
390       	17:15:30  	719.2 	17.4  	33    	3.2      	311   	2.4        	-2.1       	2982      	0.9
392       	17:15:32  	718.7 	17.4  	33    	3.2      	314   	2.3        	-2.2       	2988      	0.9
394       	17:15:34  	718.1 	17.3  	33    	3.2      	316   	2.2        	-2.3       	2994      	0.8
396       	17:15:36  	717.6 	17.2  	33    	3.2      	319   	2.1        	-2.4       	3000      	0.8
398       	17:15:38  	717.1 	17.2  	33    	3.2      	321   	2.0        	-2.5       	3007      	0.7
400       	17:15:40  	716.5 	17.1  	33    	3.2      	321   	2.0        	-2.5       	3013      	0.6
402       	17:15:42  	716.0 	17.0  	33    	3.2      	324   	1.9        	-2.6       	3020      	0.6
404       	17:15:44  	715.4 	17.0  	33    	3.3      	329   	1.7        	-2.8       	3026      	0.6
406       	17:15:46  	714.9 	17.0  	33    	3.3      	333   	1.5        	-2.9       	3033      	0.6
408       	17:15:48  	714.4 	17.0  	33    	3.4      	337   	1.3        	-3.1       	3039      	0.6
410       	17:15:50  	713.9 	16.9  	33    	3.4      	339   	1.2        	-3.2       	3045      	0.7
412       	17:15:52  	713.4 	16.9  	33    	3.4      	343   	1.0        	-3.3       	3050      	0.7
414       	17:15:54  	713.0 	16.9  	33    	3.5      	345   	0.9        	-3.4       	3056      	0.8
416       	17:15:56  	712.5 	16.9  	34    	3.6      	347   	0.8        	-3.5       	3061      	0.8
418       	17:15:58  	712.1 	16.8  	34    	3.7      	351   	0.6        	-3.7       	3067      	0.8
420       	17:16:00  	711.6 	16.8  	34    	3.8      	353   	0.5        	-3.8       	3072      	0.8
422       	17:16:02  	711.1 	16.7  	34    	3.9      	354   	0.4        	-3.9       	3078      	0.8
424       	17:16:04  	710.7 	16.6  	34    	3.9      	354   	0.4        	-3.9       	3083      	0.8
426       	17:16:06  	710.2 	16.6  	34    	3.9      	354   	0.4        	-3.9       	3089      	0.8
428       	17:16:08  	709.7 	16.5  	34    	4.0      	354   	0.4        	-4.0       	3095      	0.7
430       	17:16:10  	709.2 	16.5  	34    	4.0      	356   	0.3        	-4.0       	3101      	0.7
432       	17:16:12  	708.7 	16.4  	34    	4.0      	356   	0.3        	-4.0       	3107      	0.7
434       	17:16:14  	708.2 	16.4  	35    	4.0      	357   	0.2        	-4.0       	3113      	0.7
436       	17:16:16  	707.7 	16.3  	35    	4.0      	357   	0.2        	-4.0       	3119      	0.7
438       	17:16:18  	707.2 	16.3  	35    	4.0      	359   	0.1        	-4.0       	3124      	0.7
440       	17:16:20  	706.8 	16.2  	35    	4.0      	359   	0.1        	-4.0       	3130      	0.8
442       	17:16:22  	706.3 	16.2  	35    	4.0      	360   	0.0        	-4.0       	3136      	0.8
444       	17:16:24  	705.8 	16.1  	35    	4.0      	001   	-0.1       	-4.0       	3141      	0.8
446       	17:16:26  	705.4 	16.1  	35    	3.9      	001   	-0.1       	-3.9       	3147      	0.8
448       	17:16:28  	704.9 	16.0  	35    	3.9      	003   	-0.2       	-3.9       	3152      	0.8
450       	17:16:30  	704.5 	15.9  	36    	3.9      	003   	-0.2       	-3.9       	3157      	0.8
452       	17:16:32  	704.1 	15.9  	36    	3.9      	003   	-0.2       	-3.9       	3163      	0.8
454       	17:16:34  	703.6 	15.8  	36    	4.0      	003   	-0.2       	-4.0       	3168      	0.7
456       	17:16:36  	703.2 	15.8  	36    	4.0      	003   	-0.2       	-4.0       	3173      	0.7
458       	17:16:38  	702.7 	15.7  	36    	4.0      	001   	-0.1       	-4.0       	3178      	0.7
460       	17:16:40  	702.3 	15.7  	36    	4.1      	001   	-0.1       	-4.1       	3184      	0.7
462       	17:16:42  	701.8 	15.6  	36    	4.1      	001   	-0.1       	-4.1       	3189      	0.7
464       	17:16:44  	701.4 	15.6  	36    	4.1      	360   	0.0        	-4.1       	3195      	0.7
466       	17:16:46  	700.9 	15.5  	36    	4.2      	360   	0.0        	-4.2       	3200      	0.7
468       	17:16:48  	700.5 	15.5  	36    	4.2      	360   	0.0        	-4.2       	3206      	0.7
470       	17:16:50  	700.0 	15.4  	36    	4.2      	359   	0.1        	-4.2       	3212      	0.7
472       	17:16:52  	699.5 	15.4  	37    	4.2      	357   	0.2        	-4.2       	3218      	0.7
474       	17:16:54  	699.0 	15.4  	37    	4.2      	357   	0.2        	-4.2       	3224      	0.7
476       	17:16:56  	698.6 	15.3  	37    	4.2      	357   	0.2        	-4.2       	3229      	0.7
478       	17:16:58  	698.1 	15.3  	37    	4.2      	357   	0.2        	-4.2       	3235      	0.7
480       	17:17:00  	697.7 	15.3  	37    	4.1      	356   	0.3        	-4.1       	3240      	0.8
482       	17:17:02  	697.2 	15.2  	37    	4.1      	354   	0.4        	-4.1       	3245      	0.8
484       	17:17:04  	696.8 	15.2  	37    	4.0      	353   	0.5        	-4.0       	3251      	0.8
486       	17:17:06  	696.3 	15.1  	37    	4.0      	353   	0.5        	-4.0       	3257      	0.7
488       	17:17:08  	695.8 	15.1  	38    	3.9      	351   	0.6        	-3.9       	3263      	0.7
490       	17:17:10  	695.3 	15.0  	38    	4.0      	350   	0.7        	-3.9       	3269      	0.7
492       	17:17:12  	694.8 	15.0  	38    	3.9      	350   	0.7        	-3.8       	3275      	0.7
494       	17:17:14  	694.3 	14.9  	38    	3.9      	348   	0.8        	-3.8       	3281      	0.6
496       	17:17:16  	693.8 	14.8  	38    	3.8      	348   	0.8        	-3.7       	3287      	0.6
498       	17:17:18  	693.3 	14.8  	38    	3.8      	346   	0.9        	-3.7       	3293      	0.6
500       	17:17:20  	692.7 	14.7  	38    	3.7      	346   	0.9        	-3.6       	3300      	0.5
502       	17:17:22  	692.2 	14.7  	38    	3.7      	346   	0.9        	-3.6       	3307      	0.5
504       	17:17:24  	691.6 	14.6  	38    	3.7      	346   	0.9        	-3.6       	3314      	0.5
506       	17:17:26  	691.1 	14.6  	38    	3.6      	346   	0.9        	-3.5       	3320      	0.4
508       	17:17:28  	690.6 	14.6  	38    	3.6      	346   	0.9        	-3.5       	3327      	0.4
510       	17:17:30  	690.1 	14.5  	38    	3.5      	344   	1.0        	-3.4       	3333      	0.3
512       	17:17:32  	689.6 	14.5  	38    	3.4      	343   	1.0        	-3.3       	3339      	0.2
514       	17:17:34  	689.1 	14.4  	38    	3.4      	343   	1.0        	-3.3       	3344      	0.2
516       	17:17:36  	688.6 	14.3  	38    	3.4      	341   	1.1        	-3.2       	3351      	0.1
518       	17:17:38  	688.1 	14.3  	38    	3.4      	341   	1.1        	-3.2       	3357      	0.1
520       	17:17:40  	687.5 	14.2  	38    	3.4      	339   	1.2        	-3.2       	3364      	0.0
522       	17:17:42  	687.0 	14.2  	38    	3.5      	338   	1.3        	-3.2       	3370      	0.0
524       	17:17:44  	686.5 	14.1  	38    	3.5      	338   	1.3        	-3.2       	3377      	-0.0
526       	17:17:46  	685.9 	14.0  	38    	3.6      	337   	1.4        	-3.3       	3383      	-0.0
528       	17:17:48  	685.4 	14.0  	38    	3.6      	337   	1.4        	-3.3       	3390      	-0.1
530       	17:17:50  	684.9 	13.9  	38    	3.7      	336   	1.5        	-3.4       	3396      	-0.0
532       	17:17:52  	684.3 	13.9  	38    	3.8      	337   	1.5        	-3.5       	3403      	-0.0
534       	17:17:54  	683.8 	13.8  	39    	4.0      	337   	1.6        	-3.7       	3410      	0.0
536       	17:17:56  	683.3 	13.8  	39    	4.2      	336   	1.7        	-3.8       	3416      	0.0
538       	17:17:58  	682.7 	13.7  	39    	4.4      	336   	1.8        	-4.0       	3423      	0.1
540       	17:18:00  	682.2 	13.7  	39    	4.5      	335   	1.9        	-4.1       	3429      	0.1
542       	17:18:02  	681.6 	13.6  	40    	4.6      	336   	1.9        	-4.2       	3436      	0.2
544       	17:18:04  	681.1 	13.6  	40    	4.7      	335   	2.0        	-4.3       	3443      	0.2
546       	17:18:06  	680.5 	13.5  	40    	4.9      	333   	2.2        	-4.4       	3450      	0.2
548       	17:18:08  	680.0 	13.5  	40    	5.1      	333   	2.3        	-4.5       	3457      	0.2
550       	17:18:10  	679.4 	13.4  	40    	5.2      	331   	2.5        	-4.6       	3464      	0.2
552       	17:18:12  	678.9 	13.3  	40    	5.3      	331   	2.6        	-4.6       	3470      	0.2
