ONE,RO2,AACD,ACET,ALD2,ALDX,BENZ,BR,BR2,BRCL,BRN2,BRN3,BRO,BZO2,C2O3,CAT1,CGLY,CH3I,CH4,CL,CL2,CLAD,CLAO,CLN2,CLN3,CLO,CO,CRES,CRO,CRON,CXO3,DMS,ECH4,EPOX,EPX2,ETH,ETHA,ETHY,ETOH,FACD,FMBR,FMCL,FORM,GLY,GLYD,H2,H2O,H2O2,HBR,HCL,HCO3,HI,HIO3,HNO3,HO2,HOBR,HOCL,HOI,HONO,HPLD,I,I2,I2O2,IBR,ICL,INO2,INO3,INTR,IO,IOLE,ISO2,ISOP,ISPD,ISPX,IXOY,KET,MB2,MB2C,MB3,MBC,MBC2,MEO2,MEOH,MEPX,MGLY,MI2,MIB,MIC,N2O5,NO,NO2,NO3,NTR1,NTR2,O,O1D,O2,O3,O3P,OH,OIO,OLE,OPAN,OPEN,OPO3,PACD,PAN,PANX,PAR,PNA,PRPA,ROOH,ROR,SO2,SULF,TERP,TO2,TOL,XLO2,XO2,XO2H,XO2N,XOPN,XPAR,XPRP,XYL
1,0,0.000566494838299144,0.000135014066128734,0.819062261963251,0.0190532030064969,0.0236428349481999,1.31014086522823e-07,0.000837467394636015,0.000136643869731801,3.89270968403832e-06,0.00125729952838449,1.14301965957118e-05,3.71531794036472e-07,0.000489007522817306,2.78043003624109e-07,3.40643794432912e-07,0,1951.34144444444,0,0.000433404865900383,0,0,7.91310727969349e-05,0,0,119.692777777778,7.31469574949965e-05,1.21152005957522e-07,4.80005849606796e-06,4.72530070677376e-05,0.0060132644541035,0,4.56562706870943e-05,2.61635659046527e-08,0,0,0,1.61137151316919,1.27000924145594,0.00019037716490801,0,1.94108621111111,0.000191869162610708,0.000176803847886786,0,0.000217267261231039,0.00276786445171559,7.79713654181998e-05,0,9.72330385225931e-08,0,0,0.237325134942529,0.00563617489605677,0.000135565662163013,0,0,0.0336689501915709,0.00974269367782802,0,0,0,0,0,0,0,0.0026394845614913,0,1.34101561852494e-06,0.00204863634632434,0.629080413543523,0.0416526174775443,0.00205133597770249,0,2.22234685340819e-05,0,0,0,0,0,0.00197029742744446,6.90445393192685,0.00146074266867911,0.000365263765943133,0,0,0,0.000414646154388416,0.0597066561111111,1.18886301111111,0.000814474563031421,0.00454855150323469,0.0246468960477202,0,0,0,50.1821111111111,2.87182856112581e-16,2.27523481218737e-05,0,2.82972398732738e-06,0.000194473096772882,0.000192444279632668,1.74152900429891e-06,0.000733012396767264,0.2,0.01,0.132135945186367,0.00112714920712064,0,0.00565373194989944,6.71108551520302e-13,0.000216102552227387,7.55134867040573e-08,0.113586652073415,1.44371383012653e-05,0.109018355635974,0,0.00179526779213055,0.00120262560953831,0.000484053718892236,4.31918555527816e-05,4.54025327487339e-08,0,0
1,0,0.00159856384437874,0.000453458560493622,0.795356169731801,0.0389451767092779,0.0189531218390805,4.7407602444593e-08,0.000771756360153257,0.000121139731800766,4.92908641099355e-06,0.00182078253415383,8.23420513788197e-06,3.43339154036811e-07,0.000618517752990812,2.33990216877414e-07,2.22048480378869e-06,0,1951.23044444444,0,0.000414520268199234,0,0,6.68976245210728e-05,0,0,117.085,9.29272846043394e-05,2.20573585948656e-07,1.76176985655298e-05,6.24231371608666e-05,0.0054899459770115,0,0.000161731597849275,1.158873807693e-07,0,0,0,1.56245805287356,1.26912232704981,0.000175145101672001,0,1.88901448888889,0.000495039869131156,0.000455954259770072,0,0.000337383251907038,0.00609787454817675,0.00017588232905364,0,9.0249700465577e-08,0,0,0.227692284636015,0.00531301546743923,0.000345130715250103,0,0,0.0310236293869732,0.0202620059976249,0,0,0,0,0,0,0,0.0032997748879999,0,4.17166527130035e-06,0.00179219272082918,0.555767835249042,0.0672412109082231,0.00432143851390201,0,6.52499869391085e-05,0,0,0,0,0,0.00270813353989082,6.76267594521073,0.00382143247733519,0.00113242755691423,0,0,0,0.000373747013419556,0.0273198958671881,0.929919287669081,0.000922940527374736,0.00881420783547273,0.0500236904112649,0,0,0,50.266,1.07570341753002e-16,1.39347354286739e-05,0,7.38657526729748e-06,0.000571619516751798,0.000288431453467939,3.50335277226115e-06,0.00181388922009127,0.2,0.01,0.263756254188917,0.000846228199492813,0,0.0179897354320278,8.23703822498242e-13,0.000430456766634981,2.22908592176042e-07,0.118124627586207,1.65189143345663e-05,0.10812152183908,0,0.00367400951951824,0.00203580004972805,0.000990863622536576,6.36904233890943e-05,5.55276426539938e-08,0,0
1,0,0.00261615259755933,0.000876454903877959,0.833414811111111,0.0594817434887726,0.0252824,2.79321856335671e-08,0.000755342260536399,0.000162006666666667,5.52184740889958e-06,0.00206594688341152,5.03821368005209e-06,4.59384218375281e-07,0.000586321033611683,2.07513227630785e-07,6.28181363328022e-06,0,1952.44877777778,0,0.000418139348659004,0,0,8.27077777777778e-05,0,0,118.024222222222,0.000101569964585867,2.63727976099685e-07,3.27428004130785e-05,5.92730044987306e-05,0.00577473333333333,0,0.000326474382132828,2.42941969334569e-07,0,0,0,1.68126515555556,1.26917616283525,0.000136818032060297,0,1.91669542222222,0.00088361771739767,0.000789377688233419,0,0.000446766173341114,0.00898667563425039,0.000253980296041342,0,8.62285153576266e-08,0,0,0.212315388773946,0.00496439262046631,0.000574400477505719,0,0,0.0338218138314176,0.0290011842238618,0,0,0,0,0,0,0,0.00345863050322908,0,7.52614628053887e-06,0.00152964460622866,0.492528922222222,0.0867231677866807,0.00603075564928509,0,0.000128022688229089,0,0,0,0,0,0.0027107998501197,6.85305112222222,0.00607309680863574,0.00214194515903458,0,0,0,0.000441826326312421,0.0235080849787198,0.976604867742583,0.00102752500942563,0.0133221075652363,0.0758951168661333,0,0,0,49.7296666666667,8.38629042957057e-17,1.2310270743812e-05,0,1.17494041722696e-05,0.00103482142768664,0.000363256600492212,4.96308593924797e-06,0.00276106006078646,0.2,0.01,0.39171741045326,0.000840274517055995,0,0.031853163776534,1.08345388530404e-12,0.000674488313340477,4.44726460579721e-07,0.119696511111111,1.86752845427854e-05,0.121805422222222,0,0.00440250090179439,0.00231941111329581,0.00120704273667336,7.9349006484966e-05,7.28819851556576e-08,0,0
1,0,0.00351168844531526,0.00137471310303218,0.892413494166675,0.0822812357841434,0.0431196659586637,1.29578747982034e-08,0.00081718,0.000146943333333333,5.8079254284189e-06,0.00202993301830872,1.84222222222222e-06,7.51408948704296e-07,0.000501563304895799,1.52197542631346e-07,1.29901781650847e-05,0,1954.18433333333,0,0.000529703333333333,0,0,0.000101153333333333,0,0,120.038777777778,9.97711114209471e-05,2.75489653777513e-07,4.99803971940426e-05,4.95233719042452e-05,0.00665990304016814,0,0.000517682918124215,3.7619415797989e-07,0,0,0,1.99500772121412,1.27286096666667,9.59197618784154e-05,0,1.88440145555556,0.00133889903293302,0.00115792834202601,0,0.000568648845334036,0.011547148206241,0.000307689147688042,0,7.98626533408086e-08,0,0,0.205389407777778,0.00475745985378045,0.000797890112052862,0,0,0.03779739,0.0367023056271325,0,0,0,0,0,0,0,0.00344120264642786,0,1.06966731997395e-05,0.00136626148678678,0.47086831733905,0.104117373101826,0.00737001970264029,0,0.000206189055434074,0,0,0,0,0,0.00247003423894225,7.07441240150328,0.00799125807093366,0.00333266914190947,0,0,0,0.000655200821595612,0.0226414002222222,1.19465647777778,0.00127671161233514,0.0183906017997864,0.105944627301702,0,0,0,48.8797777777778,7.07694096386393e-17,1.12984521072192e-05,0,1.55854526836306e-05,0.00156607215507395,0.000416151696400006,5.72369014541925e-06,0.00351022733012574,0.2,0.01,0.512769418329382,0.000959393831443722,0,0.0470639935081344,1.2947364978855e-12,0.00101703005133721,7.52696336332851e-07,0.117883247347031,1.95239215533672e-05,0.13292977352883,0,0.0051504364461109,0.00271890644288938,0.00142651359472039,9.0271702957897e-05,8.75581402665817e-08,0,0
1,0,0.00401398721420597,0.0018421373161219,1.45370022643556,0.126685530013635,0.0731258693140422,1.95517306320018e-07,0.00083902,0.000168084444444444,2.09516697650106e-05,0.0149424567612495,4.60077777777778e-05,9.63793955454251e-07,0.000199038271167311,2.09164869702711e-08,2.25978030084782e-05,0,1966.59133333333,0,0.00121741888888889,0,0,0.000349512222222222,0,0,142.636666666667,5.89348628621593e-05,2.1448850268081e-07,7.40993254589877e-05,1.80142721272859e-05,0.00913950070761107,0,0.000648319945358078,3.64554357980264e-07,0,0,0,4.31107574431011,1.41916097666667,0.000235720419015436,0,2.11891161111111,0.00182627702675554,0.00144542391294364,0,0.000769534412458146,0.0133152584899615,0.000452745308970576,0,7.87282918235186e-08,0,0,0.179758891111111,0.00413374682830013,0.00183606969354818,0,0,0.0720100177777778,0.0407661964221745,0,0,0,0,0,0,0,0.00302101467155864,0,1.1343546245498e-05,0.000781331440902437,0.380401129687991,0.121170543051479,0.00791193658817258,0,0.000264764307091841,0,0,0,0,0,0.00162491650404815,8.5789915179098,0.00902153339388355,0.00460645201614441,0,0,0,0.00474518160050438,0.0191978772222222,3.07970913333333,0.0035414071580619,0.0277071665684755,0.176592890506633,0,0,0,45.2771111111111,2.86453489658618e-17,7.1924507649808e-06,0,1.74702681551443e-05,0.00216396269973446,0.000400704642886172,2.85012316514332e-06,0.00371177068548995,0.2,0.01,0.605038528790561,0.00217848983291241,0,0.0746578307278848,9.75302164865923e-13,0.00227721832057656,1.1222915913642e-06,0.103085717329518,3.42027463627608e-05,0.307725018066206,0,0.0113997028092618,0.00633896742205369,0.00330419648800403,9.09380168169266e-05,6.5790079784614e-08,0,0
1,0,0.00443121270915711,0.00238907180373506,1.74903624827586,0.172821393247816,0.0891266183908046,3.35706777931609e-07,0.000824597662835249,0.000190701685823755,4.52240563493482e-05,0.0286328504720113,5.70475478927203e-05,1.08546095485811e-06,0.000195000398033692,5.08981993356307e-08,3.52949809157434e-05,0,1977.929,0,0.00109888513409962,0,0,0.000314772796934866,0,0,134.175111111111,8.05952163956761e-05,1.99208648948353e-07,8.68073322828945e-05,2.0845038132989e-05,0.00982803409961686,0,0.000820427929804209,4.20271787251543e-07,0,0,0,5.69981681111111,1.61372347455939,0.00044827261585441,0,2.3292276,0.0023716271669119,0.00184963197918986,0,0.000995510181594939,0.0154142204880109,0.000752865387989127,0,9.62846246943805e-08,0,0,0.178820619885057,0.00436368259672629,0.00425195957824373,0,0,0.0895871205747126,0.044324577535612,0,0,0,0,0,0,0,0.00284543145474736,0,1.32436927955519e-05,0.000783784854794818,0.36491308697318,0.134502864524662,0.00843709703849186,0,0.000352980079639854,0,0,0,0,0,0.00130982595971297,9.75608125057471,0.00985403548275804,0.00599495297706253,0,0,0,0.0031928020143847,0.0265964389354749,2.88710259802969,0.00235735624402247,0.0390958934822222,0.23940035970604,0,0,0,43.909,4.11850429255085e-17,8.65012902865503e-06,0,1.95510955722018e-05,0.00280524178879972,0.000481512625031203,3.52978631815313e-06,0.00392947529709414,0.2,0.01,0.737934387000159,0.00233705819749271,0,0.0991575728993694,1.45428231972754e-12,0.00320197720449159,1.8975318323636e-06,0.151924831034483,2.94193557020005e-05,0.285429764750958,0,0.00857769801352149,0.00421762953905761,0.00256408216019471,0.000110325351077954,9.65878225106672e-08,0,0
1,0,0.00490069031076171,0.00281689506005593,2.3703091,0.249973556010271,0.150226266666667,2.08900430428738e-07,0.000805793486590038,0.000233027892720307,6.94741572536047e-05,0.0522507958508095,6.10851724137931e-05,1.53383125075084e-06,0.000113313420112497,9.83626507542987e-09,5.09941578422382e-05,0,2005.16344444444,0,0.00159114639846743,0,0,0.000673956704980843,0,0,143.338333333333,4.92323055440506e-05,1.49111150148016e-07,9.62856544086437e-05,1.23646369886234e-05,0.0102207666666667,0,0.000898229325818979,3.98231602988585e-07,0,0,0,8.01158417777778,1.94601839394636,0.000428626738974475,0,2.79745693333333,0.00282881310084917,0.00206495612734512,0,0.00117199236370723,0.0163943780295479,0.00106632761353138,0,8.82480992103411e-08,0,0,0.141536242068965,0.00323137245139621,0.0085822197376385,0,0,0.145110538429119,0.0458868666055597,0,0,0,0,0,0,0,0.00233750652220306,0,1.23002633832186e-05,0.000430162923869424,0.291808755555556,0.144272487007184,0.00854981854251007,0,0.000401013564321833,0,0,0,0,0,0.00154278482052702,11.9448690333333,0.0104589674944745,0.00722090083091896,0,0,0,0.00863734543232595,0.0144537797357306,4.69481989182981,0.00375678090613369,0.0542714391602578,0.341855749293079,0,0,0,38.7984444444444,9.95125147522502e-18,4.26018451874368e-06,0,2.00162558643016e-05,0.00331241907404234,0.000413084968901547,2.2411105080714e-06,0.00397788317488276,0.2,0.01,0.867536517258324,0.00294657345355266,0,0.141748848849788,8.49840817335633e-13,0.00467192370109659,2.41729021201484e-06,0.174766388888889,3.85500849051185e-05,0.445219833333333,0,0.0240431013808709,0.0109754445183695,0.00744049233331651,9.78796977775315e-05,5.59680437616268e-08,0,0
1,0,0.00515873035428158,0.00328982431154905,2.92767436762056,0.321824327545908,0.225085437669693,4.26520311636483e-07,0.000792166551724138,0.000257958888888889,0.000128331434675679,0.0809296927424239,6.7715938697318e-05,1.88244826010978e-06,9.93665983470013e-05,2.45407723710145e-08,6.9589964978344e-05,0,2028.91833333333,0,0.00177118203065134,0,0,0.00101201084291188,0,0,154.775666666667,8.3454980906404e-05,1.6819739220505e-07,0.0001088575880199,1.05507979145193e-05,0.0119856961926164,0,0.00101167936494684,3.58935535705105e-07,0,0,0,9.96138230017458,2.14827806950192,0.00057513529839095,0,3.05577438888889,0.00338500610998202,0.0023972775385452,0,0.00148017849017618,0.0182439812273384,0.00157602631780569,0,1.25351378310192e-07,0,0,0.131705761800766,0.00420800627405363,0.0159615714664638,0,0,0.174284199885058,0.0472029358816871,0,0,0,0,0,0,0,0.00207035151695574,0,1.28370894614828e-05,0.000416442321778114,0.279719088656785,0.153724375379415,0.00868565083467758,0,0.000480703159677869,0,0,0,0,0,0.00094897083882481,13.4576670904088,0.0109842130276133,0.00854134120723068,0,0,0,0.00932731809947355,0.0265934892222222,5.50847492222222,0.00346530037239674,0.072957832803101,0.436799253858949,0,0,0,36.119,1.89708519949106e-17,5.88207419480388e-06,0,2.06741135394727e-05,0.00393307752420139,0.000520543020122695,2.3242116658682e-06,0.00404461307098421,0.2,0.01,0.987820435163864,0.00449194911164621,0,0.177288772040606,1.33551003803519e-12,0.00628836378757569,3.44332573337904e-06,0.176468361736907,4.23474410331813e-05,0.59718856266434,0,0.0130536294863965,0.00601062922768986,0.00405520528231966,0.000123432820147083,8.80161736220564e-08,0,0
1,0,0.00527492559697091,0.0040569995611768,1.53274919666681,0.339661165708953,0.0559021366592505,1.12274721234592e-06,0.000679994827586207,0.00013605061302682,0.000180303926720239,0.0891242297961066,0.000104066781609195,5.70552218741303e-07,0.000174914758219747,2.65494839191507e-07,9.06584013302784e-05,0,1969.839,0,0.000678492183908046,0,0,0.000304334061302682,0,0,128.320888888889,0.000126898077975243,2.08870540832336e-07,0.000117196273950465,2.86301897419656e-05,0.0123185603200327,0,0.00129820152971349,5.36845730246404e-07,0,0,0,2.87470651408397,1.89313411716475,0.00154586823683087,0,2.24687157777778,0.00405502062052088,0.00308612265722622,0,0.0017161557696674,0.0201195960376495,0.00254215087590571,0,1.11244283545951e-07,0,0,0.132878816398467,0.00388014638613942,0.0256890358831142,0,0,0.151083971072797,0.0499342572140779,0,0,0,0,0,0,0,0.00294098254729014,0,1.80654144951276e-05,0.00096633405653969,0.426644199955019,0.169859752361085,0.00921944319612848,0,0.000705529213479601,0,0,0,0,0,0.000913126504079765,9.33183848963975,0.0113425435663736,0.0101220112255665,0,0,0,0.00140232586568923,0.0502589051111111,1.89744918888889,0.00102836669577343,0.0801753921811366,0.448403530453981,0,0,0,44.1913333333333,8.20325560222582e-17,1.24190744489257e-05,0,2.32925510854174e-05,0.00481020261193834,0.000664321546853227,5.78453354596991e-06,0.00420497528746305,0.2,0.01,1.11840297740025,0.00215448161877736,0,0.182418074518199,3.4494352344741e-12,0.00670699198782056,6.31713173950414e-06,0.166111067940454,1.56044098918781e-05,0.177095420826939,0,0.00299338670949075,0.00156054345208526,0.000878430983707765,0.000153773649568415,2.11341009197649e-07,0,0
1,0,0.00552588265559654,0.00493682552262976,1.20280301111111,0.347993834065776,0.0352677,1.00876993736483e-06,0.000612937203065134,0.000106797662835249,0.000205941131396336,0.0883090692018945,9.41236859308038e-05,4.24925467915489e-07,0.000301331572854966,4.66866651582059e-07,0.000116427395920097,0,1955.56211111111,0,0.000362946896551724,0,0,0.000173793295019157,0,0,121.454777777778,0.000146545695974098,2.97206917735118e-07,0.000126955314869454,4.3541513913892e-05,0.00862184444444444,0,0.00160967560284346,7.89452796685606e-07,0,0,0,1.7493809,1.82972180980843,0.00177090508461404,0,2.06358288888889,0.00484216204223835,0.00383782884237334,0,0.00184354129374397,0.0217554317799173,0.00367993064453268,0,9.87461690994131e-08,0,0,0.0997030125670498,0.00387986990033268,0.035399555092776,0,0,0.154011884980843,0.0527552102561682,0,0,0,0,0,0,0,0.00332203957158372,0,2.25933190985966e-05,0.000875950367657865,0.335741544444444,0.180225376776964,0.00959391892078987,0,0.000962409122747492,0,0,0,0,0,0.00131855163440276,9.21245415555556,0.0119904985433576,0.0118821909668314,0,0,0,0.000559600644554786,0.0454057311111111,1.11581644444444,0.000732631503803692,0.0835667375711447,0.443910986385476,0,0,0,44.7004444444445,9.64655189499497e-17,1.34407176264575e-05,0,2.70409461108026e-05,0.00560209460507621,0.000739882659687655,1.13366938974343e-05,0.00456419100680924,0.2,0.01,1.22437152627951,0.00120264593911547,0,0.184090240829038,4.04940641322259e-12,0.00686324363190276,9.35356117040604e-06,0.130767666666667,1.3191934270776e-05,0.127111811111111,0,0.00216172084581659,0.00115322665359873,0.000620310834556219,0.000167169302546876,2.50232653209502e-07,0,0
