Parameter,ParameterCode,MethodCode,RecordingMode,CollectionDescription,AnalysisDescription,CollectionType,MethodType,ReferenceMethodID,EquivalentMethod,FederalMDL,MinValue,MaxValue,Digits,RoundTruncateIndicator,Units,CarbonNumber,ChemicalFormula,APP_A_PARAMETERS,AQIPOLLUTANTS,BPOIL,COMBINABLE,CORE_HAPS,CRITERIA,CRITERIAGAS,CRITERIAPM,CSNCARBON,CSNDART,CSNIONS,CSNTRACEELEMENTS,CYLINDER_GASES,DESIGNVALUE,HAPS,IMPROVECARBON,IMPROVE_SPECIATION,KEYSAT,MET,NATTSCOREHAPS,NATTSREQUIRED,NPAPGASES,PAH,PAMS,PAMS_VOC,PEP,PMCOARSE,PM10SPECIATION,PM10_METAL,PM2.5CONTNONREF,PM2.5MASSALLMETHODS,PM2.5MASS/QA,PMP_REQUIRED,QUICKLOOK,SANDWICH,SATWEB,SCHOOLAIRTOXICS,SPECIATION,SPECIATIONCARBON,SPECIATIONCATION/ANION,SPECIATIONMETALS,TARGETSVOC,UATMPCARBONYL,UATMPVOC,VOC,Param-Method,NAAQS
PM10-2.5 - Local Conditions,86101,240,Continuous,Teledyne API T640X at 16.67 LPM,Broadband spectroscopy,PM10-25 SPECIATION,FEM,EQPM-0516-240,T-API T640X at 16.67 LPM,0.1,0,10000,1,T,Micrograms/cubic meter (LC),,,,,,,,,,,,,,,,,,,,,,,,,,,,PEP,PM COARSE,,,,,,,,,,,,,,,,,,,86101-240,FALSE
PM10-2.5 - Local Conditions,86101,247,Intermittent,Met One E-SEQ-FRM PM10-2.5 sampler pair,Paired Gravimetric,PM10-25 SPECIATION,FRM,RFPS-0717-247,Met One E-SEQ-FRM PM10-2.5 sampler pair,3,-3,5000,1,T,Micrograms/cubic meter (LC),,,,,,,,,,,,,,,,,,,,,,,,,,,,PEP,PM COARSE,,,,,,,,,,,,,,,,,,,86101-247,FALSE
PM10-2.5 - Local Conditions,86101,805,Intermittent,IMPROVE,IMPROVE,PM10-25 SPECIATION,,,,1,-15,,1,T,Micrograms/cubic meter (LC),,,,,,,,,,,,,,,,,,,,,,,,,,,,PEP,PM COARSE,,,,,,,,,,,,,,,,,,,86101-805,FALSE
Total Nitrate PM10-2.5 LC,86306,881,Intermittent,Model 2025 Dichot Sequential,Mathematical Total,PM10-25 SPECIATION,,,,0.003,0,,3,R,Micrograms/cubic meter (LC),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86306-881,FALSE
Volatile nitrate PM10-2.5 LC,86309,882,Intermittent,Model 2025 Dichot Sequential Nylon ,Ion Chromatography,PM10-25 SPECIATION,,,,0.003,0,,3,R,Micrograms/cubic meter (LC),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86309-882,FALSE
Non-volatile nitrate PM10-2.5 LC,86310,885,Intermittent,Model 2025 Dichot Sequential Teflon,Ion Chromatography,PM10-25 SPECIATION,,,,0.0006,0,,3,R,Micrograms/cubic meter (LC),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86310-885,FALSE
OC CSN_rev Unadjusted PM10-2.5 LC TOT,86355,883,Intermittent,Model 2025 Dichot Sequential Quartz,IMPROVE_A,PM10-25 SPECIATION,,,,0.002,0,,3,R,Micrograms/cubic meter (LC),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86355-883,FALSE
EC CSN_rev Unadjusted PM10-2.5 LC TOT,86357,883,Intermittent,Model 2025 Dichot Sequential Quartz,IMPROVE_A,PM10-25 SPECIATION,,,,0.002,0,,3,R,Micrograms/cubic meter (LC),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86357-883,FALSE
OC CSN_rev Unadjusted PM10-2.5 LC TOR,86370,883,Intermittent,Model 2025 Dichot Sequential Quartz,IMPROVE_A,PM10-25 SPECIATION,,,,0.002,0,,3,R,Micrograms/cubic meter (LC),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86370-883,FALSE
OC1 CSN_rev Unadjusted PM10-2.5 LC,86374,883,Intermittent,Model 2025 Dichot Sequential Quartz,IMPROVE_A,PM10-25 SPECIATION,,,,0.002,0,,3,R,Micrograms/cubic meter (LC),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86374-883,FALSE
OC2 CSN_rev Unadjusted PM10-2.5 LC,86375,883,Intermittent,Model 2025 Dichot Sequential Quartz,IMPROVE_A,PM10-25 SPECIATION,,,,0.002,0,,3,R,Micrograms/cubic meter (LC),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86375-883,FALSE
OC3 CSN_rev Unadjusted PM10-2.5 LC,86376,883,Intermittent,Model 2025 Dichot Sequential Quartz,IMPROVE_A,PM10-25 SPECIATION,,,,0.002,0,,3,R,Micrograms/cubic meter (LC),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86376-883,FALSE
OC4 CSN_rev Unadjusted PM10-2.5 LC,86377,883,Intermittent,Model 2025 Dichot Sequential Quartz,IMPROVE_A,PM10-25 SPECIATION,,,,0.002,0,,3,R,Micrograms/cubic meter (LC),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86377-883,FALSE
OP CSN_rev Unadjusted PM10-2.5 LC TOR,86378,883,Intermittent,Model 2025 Dichot Sequential Quartz,IMPROVE_A,PM10-25 SPECIATION,,,,0.002,0,,3,R,Micrograms/cubic meter (LC),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86378-883,FALSE
EC CSN_rev Unadjusted PM10-2.5 LC TOR,86380,883,Intermittent,Model 2025 Dichot Sequential Quartz,IMPROVE_A,PM10-25 SPECIATION,,,,0.002,0,,3,R,Micrograms/cubic meter (LC),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86380-883,FALSE
EC1 CSN_rev Unadjusted PM10-2.5 LC,86383,883,Intermittent,Model 2025 Dichot Sequential Quartz,IMPROVE_A,PM10-25 SPECIATION,,,,0.002,0,,3,R,Micrograms/cubic meter (LC),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86383-883,FALSE
EC2 CSN_rev Unadjusted PM10-2.5 LC,86384,883,Intermittent,Model 2025 Dichot Sequential Quartz,IMPROVE_A,PM10-25 SPECIATION,,,,0.002,0,,3,R,Micrograms/cubic meter (LC),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86384-883,FALSE
EC3 CSN_rev Unadjusted PM10-2.5 LC,86385,883,Intermittent,Model 2025 Dichot Sequential Quartz,IMPROVE_A,PM10-25 SPECIATION,,,,0.002,0,,3,R,Micrograms/cubic meter (LC),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86385-883,FALSE
OP CSN_rev Unadjusted PM10-2.5 LC TOT,86388,883,Intermittent,Model 2025 Dichot Sequential Quartz,IMPROVE_A,PM10-25 SPECIATION,,,,0.002,0,,3,R,Micrograms/cubic meter (LC),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86388-883,FALSE
"Particle Number, 20-30 nm",87020,31,Continuous,TSI 3031 Ultrafine Particle Monitor,Electrical Mobility,,,,,0,0,1000000,1,,Count per cm^3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87020-031,FALSE
"Particle Number, 30-50 nm",87030,31,Continuous,TSI 3031 Ultrafine Particle Monitor,Electrical Mobility,,,,,0,0,1000000,1,,Count per cm^3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87030-031,FALSE
"Particle Number, 50-70 nm",87050,31,Continuous,TSI 3031 Ultrafine Particle Monitor,Electrical Mobility,,,,,0,0,1000000,1,,Count per cm^3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87050-031,FALSE
"Particle Number, 70-100 nm",87070,31,Continuous,TSI 3031 Ultrafine Particle Monitor,Electrical Mobility,,,,,0,0,1000000,1,,Count per cm^3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87070-031,FALSE
"Particle Number, 100-200 nm",87100,31,Continuous,TSI 3031 Ultrafine Particle Monitor,Electrical Mobility,,,,,0,0,1000000,1,,Count per cm^3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87100-031,FALSE
"Particle Number, Total Count",87101,173,Continuous,T-API 651/TSI 3783 at 3.0 lpm with 7 nm min. detectable particle (D50),Water-Based Condensation particle counter,,,,,0,0,1.00E+20,1,,Count per cm^3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87101-173,FALSE
PM1 - Local Conditions,87111,236,Continuous,Teledyne T640 at 5.0 LPM,Broadband Spectroscopy,,,,,0.1,0,10000,1,,Micrograms/cubic meter (LC),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87111-236,FALSE
"Particle Number, > 200 nm",87200,31,Continuous,TSI 3031 Ultrafine Particle Monitor,Electrical Mobility,,,,,0,0,1000000,1,,Count per cm^3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87200-031,FALSE
Sodium Ion Pm2.5 LC,88302,812,Intermittent,Met One SASS/SuperSASS Nylon,Ion Chromatography,PM25 SPECIATION,,,,0.03,,,2,R,Micrograms/cubic meter (LC),,,,,,,,,,,,CSN DART,CSN IONS,,,,,,,,,,,,,,,,,,,,,,,,,,,SPECIATION,,SPECIATION CATION/ANION,,,,,,88302-812,FALSE
Sodium Ion Pm2.5 LC,88302,813,Intermittent,Met One SASS Quartz,Ion Chromatography,PM25 SPECIATION,,,,0.03,,,2,R,Micrograms/cubic meter (LC),,,,,,,,,,,,CSN DART,CSN IONS,,,,,,,,,,,,,,,,,,,,,,,,,,,SPECIATION,,SPECIATION CATION/ANION,,,,,,88302-813,FALSE
Sodium Ion Pm2.5 LC,88302,822,Intermittent,Andersen RAAS Nylon,Ion Chromatography,PM25 SPECIATION,,,,0.028,,,2,R,Micrograms/cubic meter (LC),,,,,,,,,,,,CSN DART,CSN IONS,,,,,,,,,,,,,,,,,,,,,,,,,,,SPECIATION,,SPECIATION CATION/ANION,,,,,,88302-822,FALSE
Sodium Ion Pm2.5 LC,88302,834,Intermittent,URG MASS400 Teflon WINS,Ion Chromatography,PM25 SPECIATION,,,,0.012,,,2,R,Micrograms/cubic meter (LC),,,,,,,,,,,,CSN DART,CSN IONS,,,,,,,,,,,,,,,,,,,,,,,,,,,SPECIATION,,SPECIATION CATION/ANION,,,,,,88302-834,FALSE
Sodium Ion Pm2.5 LC,88302,844,Intermittent,R & P Model 2025 PM2.5 Sequential Quartz,Ion Chromatography,PM25 SPECIATION,,,,0.024,,,2,R,Micrograms/cubic meter (LC),,,,,,,,,,,,CSN DART,CSN IONS,,,,,,,,,,,,,,,,,,,,,,,,,,,SPECIATION,,SPECIATION CATION/ANION,,,,,,88302-844,FALSE
Sodium Ion Pm2.5 LC,88302,845,Intermittent,R & P Model 2025 PM2.5 Sequential Teflon,ION CHROMATOGRAPHY,PM25 SPECIATION,,,,0.024,,,2,R,Micrograms/cubic meter (LC),,,,,,,,,,,,CSN DART,CSN IONS,,,,,,,,,,,,,,,,,,,,,,,,,,,SPECIATION,,SPECIATION CATION/ANION,,,,,,88302-845,FALSE
Sodium Ion Pm2.5 LC,88302,849,Intermittent,R & P Model 2025 PM2.5 Sequential Teflon VSCC,ION CHROMATOGRAPHY,PM25 SPECIATION,,,,0.024,,,2,R,Micrograms/cubic meter (LC),,,,,,,,,,,,CSN DART,CSN IONS,,,,,,,,,,,,,,,,,,,,,,,,,,,SPECIATION,,SPECIATION CATION/ANION,,,,,,88302-849,FALSE
Sodium Ion Pm2.5 LC,88302,850,Intermittent,R & P Model 2025 PM2.5 Sequential Quartz VSCC,Atomic Absorption,PM25 SPECIATION,,,,0.00625,,,5,R,Micrograms/cubic meter (LC),,,,,,,,,,,,CSN DART,CSN IONS,,,,,,,,,,,,,,,,,,,,,,,,,,,SPECIATION,,SPECIATION CATION/ANION,,,,,,88302-850,FALSE
Sodium Ion Pm2.5 LC,88302,852,Intermittent,R&P MDL2300 PM2.5 SEQ SPEC NYL,ION CHROMATOGRAPHY,PM25 SPECIATION,,,,0.02044,,,2,R,Micrograms/cubic meter (LC),,,,,,,,,,,,CSN DART,CSN IONS,,,,,,,,,,,,,,,,,,,,,,,,,,,SPECIATION,,SPECIATION CATION/ANION,,,,,,88302-852,FALSE
Sodium Ion Pm2.5 LC,88302,874,Intermittent,URG MASS400 Teflon VSCC,Ion Chromatography,PM25 SPECIATION,,,,0.012,,,2,R,Micrograms/cubic meter (LC),,,,,,,,,,,,CSN DART,CSN IONS,,,,,,,,,,,,,,,,,,,,,,,,,,,SPECIATION,,SPECIATION CATION/ANION,,,,,,88302-874,FALSE
Sodium Ion Pm2.5 LC,88302,885,Intermittent,Model 2025 Dichot Sequential Teflon,Ion Chromatography,PM25 SPECIATION,,,,0.024,,,3,R,Micrograms/cubic meter (LC),,,,,,,,,,,,CSN DART,CSN IONS,,,,,,,,,,,,,,,,,,,,,,,,,,,SPECIATION,,SPECIATION CATION/ANION,,,,,,88302-885,FALSE
OCX Carbon PM2.5 LC,88304,813,Intermittent,Met One SASS Quartz,Thermal Optical Transmittance,PM25 SPECIATION,,,,0.134,,,2,R,Micrograms/cubic meter (LC),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SPECIATION,SPECIATION CARBON,,,,,,,88304-813,FALSE
OCX Carbon PM2.5 LC,88304,823,Intermittent,Andersen RAAS Quartz,Thermal Optical Transmittance,PM25 SPECIATION,,,,0.134,,,2,R,Micrograms/cubic meter (LC),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SPECIATION,SPECIATION CARBON,,,,,,,88304-823,FALSE
OCX Carbon PM2.5 LC,88304,833,Intermittent,URG MASS450 Quartz WINS,Thermal Optical Transmittance,PM25 SPECIATION,,,,0.134,,,2,R,Micrograms/cubic meter (LC),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SPECIATION,SPECIATION CARBON,,,,,,,88304-833,FALSE
OCX Carbon PM2.5 LC,88304,843,Intermittent,R & P Model 2025 PM2.5 Sequential Quartz,Thermal Optical Transmittance,PM25 SPECIATION,,,,0.134,,,2,R,Micrograms/cubic meter (LC),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SPECIATION,SPECIATION CARBON,,,,,,,88304-843,FALSE
OCX Carbon PM2.5 LC,88304,847,Intermittent,R & P Model 2025 PM2.5 Sequential Quartz VSCC,Thermal Optical Transmittance,PM25 SPECIATION,,,,0.134,,,2,R,Micrograms/cubic meter (LC),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SPECIATION,SPECIATION CARBON,,,,,,,88304-847,FALSE
OCX Carbon PM2.5 LC,88304,853,Intermittent,R&P MDL2300 PM2.5 Seq Spec Quartz,Thermal Optical Transmittance,PM25 SPECIATION,,,,0.09782,,,2,R,Micrograms/cubic meter (LC),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SPECIATION,SPECIATION CARBON,,,,,,,88304-853,FALSE
OCX Carbon PM2.5 LC,88304,873,Intermittent,URG MASS450 Quartz VSCC,Thermal Optical Transmittance,PM25 SPECIATION,,,,0.134,,,2,R,Micrograms/cubic meter (LC),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SPECIATION,SPECIATION CARBON,,,,,,,88304-873,FALSE
OC CSN Unadjusted PM2.5 LC TOT,88305,803,Intermittent,IMPROVE,STN TOT,PM25 SPECIATION,,,,0.021,,,2,R,Micrograms/cubic meter (LC),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SPECIATION,SPECIATION CARBON,,,,,,,88305-803,FALSE
OC CSN Unadjusted PM2.5 LC TOT,88305,813,Intermittent,Met One SASS Quartz,STN TOT,PM25 SPECIATION,,,,0.245,,,2,R,Micrograms/cubic meter (LC),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SPECIATION,SPECIATION CARBON,,,,,,,88305-813,FALSE
OC CSN Unadjusted PM2.5 LC TOT,88305,823,Intermittent,Andersen RAAS Quartz,STN TOT,PM25 SPECIATION,,,,0.224,,,2,R,Micrograms/cubic meter (LC),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SPECIATION,SPECIATION CARBON,,,,,,,88305-823,FALSE
OC CSN Unadjusted PM2.5 LC TOT,88305,833,Intermittent,URG MASS450 Quartz WINS,STN TOT,PM25 SPECIATION,,,,0.098,,,2,R,Micrograms/cubic meter (LC),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SPECIATION,SPECIATION CARBON,,,,,,,88305-833,FALSE
OC CSN Unadjusted PM2.5 LC TOT,88305,843,Intermittent,R & P Model 2025 PM2.5 Sequential Quartz,STN TOT,PM25 SPECIATION,,,,0.098,,,2,R,Micrograms/cubic meter (LC),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SPECIATION,SPECIATION CARBON,,,,,,,88305-843,FALSE
OC CSN Unadjusted PM2.5 LC TOT,88305,847,Intermittent,R & P Model 2025 PM2.5 Sequential Quartz VSCC,STN TOT,PM25 SPECIATION,,,,0.098,,,2,R,Micrograms/cubic meter (LC),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SPECIATION,SPECIATION CARBON,,,,,,,88305-847,FALSE
OC CSN Unadjusted PM2.5 LC TOT,88305,853,Intermittent,R&P MDL2300 PM2.5 Seq Spec Quartz,STN TOT,PM25 SPECIATION,,,,0.163,,,2,R,Micrograms/cubic meter (LC),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SPECIATION,SPECIATION CARBON,,,,,,,88305-853,FALSE
OC CSN Unadjusted PM2.5 LC TOT,88305,860,Continuous,R&P MODEL 5400,STN TOT,PM25 SPECIATION,,,,0.2,,,2,R,Micrograms/cubic meter (LC),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SPECIATION,SPECIATION CARBON,,,,,,,88305-860,FALSE
OC CSN Unadjusted PM2.5 LC TOT,88305,867,Continuous,Sunset Labs,TOT,PM25 SPECIATION,,,,0.2,,,2,R,Micrograms/cubic meter (LC),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SPECIATION,SPECIATION CARBON,,,,,,,88305-867,FALSE
OC CSN Unadjusted PM2.5 LC TOT,88305,873,Intermittent,URG MASS450 Quartz VSCC,STN TOT,PM25 SPECIATION,,,,0.098,,,2,R,Micrograms/cubic meter (LC),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SPECIATION,SPECIATION CARBON,,,,,,,88305-873,FALSE
OC CSN Unadjusted PM2.5 LC TOT,88305,899,Intermittent,Unknown-Unknown,STN TOT,PM25 SPECIATION,,,,0.002,,,3,R,Micrograms/cubic meter (LC),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SPECIATION,SPECIATION CARBON,,,,,,,88305-899,FALSE
Total Nitrate PM2.5 LC,88306,803,Intermittent,"IMPROVE Module B with Cyclone Inlet and Glycerin-Nylon Filter, 4.9 sq. cm.",Ion Chromatography,PM25 SPECIATION,,,,0.002,,,3,R,Micrograms/cubic meter (LC),,,,,,,,,,,,CSN DART,CSN IONS,,,,,,IMPROVE_SPECIATION,,,,,,,,,,,,,,,,,,,,,SPECIATION,,SPECIATION CATION/ANION,,,,,,88306-803,FALSE
Total Nitrate PM2.5 LC,88306,805,Intermittent,"IMPROVE Module B with Cyclone Inlet and Na2CO3-Nylon Filter, 17.4 sq. cm.",Ion Chromatography,PM25 SPECIATION,,,,0.002,,,3,R,Micrograms/cubic meter (LC),,,,,,,,,,,,CSN DART,CSN IONS,,,,,,IMPROVE_SPECIATION,,,,,,,,,,,,,,,,,,,,,SPECIATION,,SPECIATION CATION/ANION,,,,,,88306-805,FALSE
Total Nitrate PM2.5 LC,88306,806,Intermittent,"IMPROVE Module B with Cyclone Inlet and Na2CO3-Nylon Filter, 4.9 sq. cm.",Ion Chromatography,PM25 SPECIATION,,,,0.002,,,3,R,Micrograms/cubic meter (LC),,,,,,,,,,,,CSN DART,CSN IONS,,,,,,IMPROVE_SPECIATION,,,,,,,,,,,,,,,,,,,,,SPECIATION,,SPECIATION CATION/ANION,,,,,,88306-806,FALSE
Total Nitrate PM2.5 LC,88306,807,Intermittent,"IMPROVE Module B with Cyclone Inlet and Glycerin/Na2CO3-Nylon Filter, 10.8 sq. cm.",Ion Chromatography,PM25 SPECIATION,,,,0.002,,,3,R,Micrograms/cubic meter (LC),,,,,,,,,,,,CSN DART,CSN IONS,,,,,,IMPROVE_SPECIATION,,,,,,,,,,,,,,,,,,,,,SPECIATION,,SPECIATION CATION/ANION,,,,,,88306-807,FALSE
Total Nitrate PM2.5 LC,88306,812,Intermittent,Met One SASS/SuperSASS Nylon,Ion Chromatography,PM25 SPECIATION,,,,0.008,,,2,R,Micrograms/cubic meter (LC),,,,,,,,,,,,CSN DART,CSN IONS,,,,,,IMPROVE_SPECIATION,,,,,,,,,,,,,,,,,,,,,SPECIATION,,SPECIATION CATION/ANION,,,,,,88306-812,FALSE
Total Nitrate PM2.5 LC,88306,822,Intermittent,Andersen RAAS Nylon,Ion Chromatography,PM25 SPECIATION,,,,0.008,,,2,R,Micrograms/cubic meter (LC),,,,,,,,,,,,CSN DART,CSN IONS,,,,,,IMPROVE_SPECIATION,,,,,,,,,,,,,,,,,,,,,SPECIATION,,SPECIATION CATION/ANION,,,,,,88306-822,FALSE
Total Nitrate PM2.5 LC,88306,835,Intermittent,URG MASS400 WINS,Mathematical Total,PM25 SPECIATION,,,,0.003,,,2,R,Micrograms/cubic meter (LC),,,,,,,,,,,,CSN DART,CSN IONS,,,,,,IMPROVE_SPECIATION,,,,,,,,,,,,,,,,,,,,,SPECIATION,,SPECIATION CATION/ANION,,,,,,88306-835,FALSE
Total Nitrate PM2.5 LC,88306,844,Intermittent,R & P Model 2025 PM2.5 Sequential Quartz,Ion Chromatography,PM25 SPECIATION,,,,0.006,,,2,R,Micrograms/cubic meter (LC),,,,,,,,,,,,CSN DART,CSN IONS,,,,,,IMPROVE_SPECIATION,,,,,,,,,,,,,,,,,,,,,SPECIATION,,SPECIATION CATION/ANION,,,,,,88306-844,FALSE
Total Nitrate PM2.5 LC,88306,848,Intermittent,R & P Model 2025 PM2.5 Sequential Quartz VSCC,Ion Chromatography,PM25 SPECIATION,,,,0.006,,,2,R,Micrograms/cubic meter (LC),,,,,,,,,,,,CSN DART,CSN IONS,,,,,,IMPROVE_SPECIATION,,,,,,,,,,,,,,,,,,,,,SPECIATION,,SPECIATION CATION/ANION,,,,,,88306-848,FALSE
Total Nitrate PM2.5 LC,88306,852,Intermittent,R&P MDL2300 PM2.5 SEQ SPEC NYL,ION CHROMATOGRAPHY,PM25 SPECIATION,,,,0.00584,,,2,R,Micrograms/cubic meter (LC),,,,,,,,,,,,CSN DART,CSN IONS,,,,,,IMPROVE_SPECIATION,,,,,,,,,,,,,,,,,,,,,SPECIATION,,SPECIATION CATION/ANION,,,,,,88306-852,FALSE
Total Nitrate PM2.5 LC,88306,853,Intermittent,RP Partisol Model 2300 PM2.5 Seq SSampler - Quartz-#,Thermal Optical Reflectance,PM25 SPECIATION,,,,0.002,,,3,R,Micrograms/cubic meter (LC),,,,,,,,,,,,CSN DART,CSN IONS,,,,,,IMPROVE_SPECIATION,,,,,,,,,,,,,,,,,,,,,SPECIATION,,SPECIATION CATION/ANION,,,,,,88306-853,FALSE
Total Nitrate PM2.5 LC,88306,861,Continuous,R&P MODEL 8400N,FLASH VAPORIZATION/CHEMILUMINESCENCE,PM25 SPECIATION,,,,0.2,,,2,R,Micrograms/cubic meter (LC),,,,,,,,,,,,CSN DART,CSN IONS,,,,,,IMPROVE_SPECIATION,,,,,,,,,,,,,,,,,,,,,SPECIATION,,SPECIATION CATION/ANION,,,,,,88306-861,FALSE
Total Nitrate PM2.5 LC,88306,875,Intermittent,URG MASS400 VSCC,Mathematical Total,PM25 SPECIATION,,,,0.003,,,2,R,Micrograms/cubic meter (LC),,,,,,,,,,,,CSN DART,CSN IONS,,,,,,IMPROVE_SPECIATION,,,,,,,,,,,,,,,,,,,,,SPECIATION,,SPECIATION CATION/ANION,,,,,,88306-875,FALSE
Total Nitrate PM2.5 LC,88306,881,Intermittent,Model 2025 Dichot Sequential,Mathematical Total,PM25 SPECIATION,,,,0.003,,,3,R,Micrograms/cubic meter (LC),,,,,,,,,,,,CSN DART,CSN IONS,,,,,,IMPROVE_SPECIATION,,,,,,,,,,,,,,,,,,,,,SPECIATION,,SPECIATION CATION/ANION,,,,,,88306-881,FALSE
Total Nitrate PM2.5 LC,88306,891,Intermittent,Model 2025 PM2.5 Sequential,Mathematical Total,PM25 SPECIATION,,,,0.003,,,3,R,Micrograms/cubic meter (LC),,,,,,,,,,,,CSN DART,CSN IONS,,,,,,IMPROVE_SPECIATION,,,,,,,,,,,,,,,,,,,,,SPECIATION,,SPECIATION CATION/ANION,,,,,,88306-891,FALSE
Total Nitrate PM2.5 LC,88306,899,Intermittent,No Method-None,None,PM25 SPECIATION,,,,0.002,,,3,R,Micrograms/cubic meter (LC),,,,,,,,,,,,CSN DART,CSN IONS,,,,,,IMPROVE_SPECIATION,,,,,,,,,,,,,,,,,,,,,SPECIATION,,SPECIATION CATION/ANION,,,,,,88306-899,FALSE
EC CSN PM2.5 LC TOT,88307,803,Intermittent,IMPROVE,STN TOT,PM25 SPECIATION,,,,0.021,,,2,R,Micrograms/cubic meter (LC),,,,,,,,,,,,,,,,,,,IMPROVE_SPECIATION,,,,,,,,,,,,,,,,,,,,,SPECIATION,SPECIATION CARBON,,,,,,,88307-803,FALSE
EC CSN PM2.5 LC TOT,88307,813,Intermittent,Met One SASS Quartz,STN TOT,PM25 SPECIATION,,,,0.245,,,2,R,Micrograms/cubic meter (LC),,,,,,,,,,,,,,,,,,,IMPROVE_SPECIATION,,,,,,,,,,,,,,,,,,,,,SPECIATION,SPECIATION CARBON,,,,,,,88307-813,FALSE
EC CSN PM2.5 LC TOT,88307,823,Intermittent,Andersen RAAS Quartz,STN TOT,PM25 SPECIATION,,,,0.224,,,2,R,Micrograms/cubic meter (LC),,,,,,,,,,,,,,,,,,,IMPROVE_SPECIATION,,,,,,,,,,,,,,,,,,,,,SPECIATION,SPECIATION CARBON,,,,,,,88307-823,FALSE
EC CSN PM2.5 LC TOT,88307,833,Intermittent,URG MASS450 Quartz WINS,STN TOT,PM25 SPECIATION,,,,0.098,,,2,R,Micrograms/cubic meter (LC),,,,,,,,,,,,,,,,,,,IMPROVE_SPECIATION,,,,,,,,,,,,,,,,,,,,,SPECIATION,SPECIATION CARBON,,,,,,,88307-833,FALSE
EC CSN PM2.5 LC TOT,88307,843,Intermittent,R & P Model 2025 PM2.5 Sequential Quartz,STN TOT,PM25 SPECIATION,,,,0.098,,,2,R,Micrograms/cubic meter (LC),,,,,,,,,,,,,,,,,,,IMPROVE_SPECIATION,,,,,,,,,,,,,,,,,,,,,SPECIATION,SPECIATION CARBON,,,,,,,88307-843,FALSE
