Parameter,ParameterCode,MethodCode,RecordingMode,CollectionDescription,AnalysisDescription,CollectionType,MethodType,ReferenceMethodID,EquivalentMethod,FederalMDL,MinValue,MaxValue,Digits,RoundTruncateIndicator,Units,CarbonNumber,ChemicalFormula,APP_A_PARAMETERS,AQIPOLLUTANTS,BPOIL,COMBINABLE,CORE_HAPS,CRITERIA,CRITERIAGAS,CRITERIAPM,CSNCARBON,CSNDART,CSNIONS,CSNTRACEELEMENTS,CYLINDER_GASES,DESIGNVALUE,HAPS,IMPROVECARBON,IMPROVE_SPECIATION,KEYSAT,MET,NATTSCOREHAPS,NATTSREQUIRED,NPAPGASES,PAH,PAMS,PAMS_VOC,PEP,PMCOARSE,PM10SPECIATION,PM10_METAL,PM2.5CONTNONREF,PM2.5MASSALLMETHODS,PM2.5MASS/QA,PMP_REQUIRED,QUICKLOOK,SANDWICH,SATWEB,SCHOOLAIRTOXICS,SPECIATION,SPECIATIONCARBON,SPECIATIONCATION/ANION,SPECIATIONMETALS,TARGETSVOC,UATMPCARBONYL,UATMPVOC,VOC,Param-Method,NAAQS
Ammonia (precip),62604,17,Intermittent,ANDERSON RAINFALL BUCKET,AUTOMATED PHENATE VIA TRAACS 800,MET,,,,0.01,0,,2,R,Milligrams/liter,0,H3N,,,,,,,,,,,,,,,,,,,MET,,,,,,,,,,,,,,,,,,,,,,,,,,,62604-017,FALSE
Ammonia (precip),62604,18,Intermittent,AEROCHEM RAINFALL BUCKET (MOD),FLOW INJECTION (COLORIMETRIC),MET,,,,0.01,0,,2,R,Milligrams/liter,0,H3N,,,,,,,,,,,,,,,,,,,MET,,,,,,,,,,,,,,,,,,,,,,,,,,,62604-018,FALSE
Wind Speed - Scalar,61101,20,Continuous,INSTRUMENTAL,SPOT READING,MET,,,,0.1,0,90,1,R,Knots,,,,,,,,,,,,,,,,,,,,,MET,,,,,PAMS,,,,,,,,,,,,,,,,,,,,,,61101-020,FALSE
Wind Speed - Scalar,61101,21,Continuous,INSTRUMENTAL,SPOT READING LEVEL 1,MET,,,,0.1,0,90,1,R,Knots,,,,,,,,,,,,,,,,,,,,,MET,,,,,PAMS,,,,,,,,,,,,,,,,,,,,,,61101-021,FALSE
Wind Speed - Scalar,61101,22,Continuous,INSTRUMENTAL,SPOT READING LEVEL 2,MET,,,,0.1,0,90,1,R,Knots,,,,,,,,,,,,,,,,,,,,,MET,,,,,PAMS,,,,,,,,,,,,,,,,,,,,,,61101-022,FALSE
Wind Speed - Scalar,61101,23,Continuous,INSTRUMENTAL,SPOT READING LEVEL 3,MET,,,,0.1,0,90,1,R,Knots,,,,,,,,,,,,,,,,,,,,,MET,,,,,PAMS,,,,,,,,,,,,,,,,,,,,,,61101-023,FALSE
Wind Speed - Scalar,61101,24,Continuous,MODEL 425AH,ULTRA SONIC WIND SENSOR,MET,,,,0.1,0,90,1,R,Knots,,,,,,,,,,,,,,,,,,,,,MET,,,,,PAMS,,,,,,,,,,,,,,,,,,,,,,61101-024,FALSE
Wind Speed - Scalar,61101,30,Continuous,INSTRUMENTAL,TVA ARITHMETIC AVERAGE,MET,,,,0.1,0,90,1,R,Knots,,,,,,,,,,,,,,,,,,,,,MET,,,,,PAMS,,,,,,,,,,,,,,,,,,,,,,61101-030,FALSE
Wind Speed - Scalar,61101,31,Continuous,INSTRUMENTAL,TVA ARITHMETIC AVERAGE LEVEL 1,MET,,,,0.1,0,90,1,R,Knots,,,,,,,,,,,,,,,,,,,,,MET,,,,,PAMS,,,,,,,,,,,,,,,,,,,,,,61101-031,FALSE
Wind Speed - Scalar,61101,32,Continuous,INSTRUMENTAL,TVA ARITHMETIC AVERAGE LEVEL 2,MET,,,,0.1,0,90,1,R,Knots,,,,,,,,,,,,,,,,,,,,,MET,,,,,PAMS,,,,,,,,,,,,,,,,,,,,,,61101-032,FALSE
Wind Speed - Scalar,61101,33,Continuous,INSTRUMENTAL,TVA ARITHMETIC AVERAGE LEVEL 3,MET,,,,0.1,0,90,1,R,Knots,,,,,,,,,,,,,,,,,,,,,MET,,,,,PAMS,,,,,,,,,,,,,,,,,,,,,,61101-033,FALSE
Wind Speed - Scalar,61101,34,Continuous,INSTRUMENTAL,TVA ARITHMETIC AVERAGE LEVEL 4,MET,,,,0.1,0,90,1,R,Knots,,,,,,,,,,,,,,,,,,,,,MET,,,,,PAMS,,,,,,,,,,,,,,,,,,,,,,61101-034,FALSE
Wind Speed - Scalar,61101,40,Continuous,INSTRUMENTAL,VISUAL AVERAGE,MET,,,,0.1,0,90,1,R,Knots,,,,,,,,,,,,,,,,,,,,,MET,,,,,PAMS,,,,,,,,,,,,,,,,,,,,,,61101-040,FALSE
Wind Speed - Scalar,61101,41,Continuous,INSTRUMENTAL,VISUAL AVERAGE LEVEL 1,MET,,,,0.1,0,90,1,R,Knots,,,,,,,,,,,,,,,,,,,,,MET,,,,,PAMS,,,,,,,,,,,,,,,,,,,,,,61101-041,FALSE
Wind Speed - Scalar,61101,42,Continuous,INSTRUMENTAL,VISUAL AVERAGE LEVEL 2,MET,,,,0.1,0,90,1,R,Knots,,,,,,,,,,,,,,,,,,,,,MET,,,,,PAMS,,,,,,,,,,,,,,,,,,,,,,61101-042,FALSE
Wind Speed - Scalar,61101,43,Continuous,INSTRUMENTAL,VISUAL AVERAGE LEVEL 3,MET,,,,0.1,0,90,1,R,Knots,,,,,,,,,,,,,,,,,,,,,MET,,,,,PAMS,,,,,,,,,,,,,,,,,,,,,,61101-043,FALSE
Wind Speed - Scalar,61101,50,Continuous,INSTRUMENTAL,ELECTRONIC OR MACHINE AVG.,MET,,,,0.6,0,90,1,R,Knots,,,,,,,,,,,,,,,,,,,,,MET,,,,,PAMS,,,,,,,,,,,,,,,,,,,,,,61101-050,FALSE
Wind Speed - Scalar,61101,51,Continuous,INSTRUMENTAL,ELEC. OR MACH. AVG. LEVEL 1,MET,,,,0.6,0,90,1,R,Knots,,,,,,,,,,,,,,,,,,,,,MET,,,,,PAMS,,,,,,,,,,,,,,,,,,,,,,61101-051,FALSE
Wind Speed - Scalar,61101,52,Continuous,INSTRUMENTAL,ELEC. OR MACH. AVG. LEVEL 2,MET,,,,0.6,0,90,1,R,Knots,,,,,,,,,,,,,,,,,,,,,MET,,,,,PAMS,,,,,,,,,,,,,,,,,,,,,,61101-052,FALSE
Wind Speed - Scalar,61101,53,Continuous,INSTRUMENTAL,ELEC. OR MACH. AVG. LEVEL 3,MET,,,,0.6,0,90,1,R,Knots,,,,,,,,,,,,,,,,,,,,,MET,,,,,PAMS,,,,,,,,,,,,,,,,,,,,,,61101-053,FALSE
Wind Speed - Scalar,61101,60,Continuous,Instrumental,Vaisala 425 AH Sonic Sensor,MET,,,,0.1,0,90,1,R,Knots,,,,,,,,,,,,,,,,,,,,,MET,,,,,PAMS,,,,,,,,,,,,,,,,,,,,,,61101-060,FALSE
Wind Speed - Scalar,61101,61,Continuous,Instrumental,Met One Sonic Anemometer Model 50.5,MET,,,,0.1,0,90,1,R,Knots,,,,,,,,,,,,,,,,,,,,,MET,,,,,PAMS,,,,,,,,,,,,,,,,,,,,,,61101-061,FALSE
Wind Speed - Scalar,61101,62,Continuous,Instrumental,RM Young Sonic Anemometer 85004,MET,,,,0.1,0,90,1,R,Knots,,,,,,,,,,,,,,,,,,,,,MET,,,,,PAMS,,,,,,,,,,,,,,,,,,,,,,61101-062,FALSE
Wind Speed - Scalar,61101,63,Continuous,Instrumental,Climatronics,MET,,,,0.1,0,90,1,R,Knots,,,,,,,,,,,,,,,,,,,,,MET,,,,,PAMS,,,,,,,,,,,,,,,,,,,,,,61101-063,FALSE
Wind Speed - Scalar,61101,64,Continuous,Instrumental,AutoMet,MET,,,,0.1,0,90,1,R,Knots,,,,,,,,,,,,,,,,,,,,,MET,,,,,PAMS,,,,,,,,,,,,,,,,,,,,,,61101-064,FALSE
Wind Speed - Scalar,61101,65,Continuous,Instrumental,RM Young Model 05305,MET,,,,0.1,0,90,1,R,Knots,,,,,,,,,,,,,,,,,,,,,MET,,,,,PAMS,,,,,,,,,,,,,,,,,,,,,,61101-065,FALSE
Wind Speed - Scalar,61101,66,Continuous,Instrumental,RM Young Ultrasonic Anemometer Model 81000,MET,,,,0.1,0,90,1,R,Knots,,,,,,,,,,,,,,,,,,,,,MET,,,,,PAMS,,,,,,,,,,,,,,,,,,,,,,61101-066,FALSE
Wind Speed - Scalar,61101,68,Continuous,Instrumental,RM Young Ultrasonic Anemometer Model 86004,MET,,,,0.1,0,90,1,R,Knots,,,,,,,,,,,,,,,,,,,,,MET,,,,,PAMS,,,,,,,,,,,,,,,,,,,,,,61101-068,FALSE
Wind Speed - Scalar,61101,69,Continuous,Instrumental,Met One AIO2 Sonic Weather Sensor,MET,,,,0.1,0,90,1,R,Knots,,,,,,,,,,,,,,,,,,,,,MET,,,,,PAMS,,,,,,,,,,,,,,,,,,,,,,61101-069,FALSE
Wind Direction - Scalar,61102,20,Continuous,INSTRUMENTAL,SPOT READING,MET,,,,1,0,360,0,R,Degrees Compass,,,,,,,,,,,,,,,,,,,,,MET,,,,,PAMS,,,,,,,,,,,,,,,,,,,,,,61102-020,FALSE
Wind Direction - Scalar,61102,21,Continuous,INSTRUMENTAL,SPOT READING LEVEL 1,MET,,,,1,0,360,0,R,Degrees Compass,,,,,,,,,,,,,,,,,,,,,MET,,,,,PAMS,,,,,,,,,,,,,,,,,,,,,,61102-021,FALSE
Wind Direction - Scalar,61102,22,Continuous,INSTRUMENTAL,SPOT READING LEVEL 2,MET,,,,1,0,360,0,R,Degrees Compass,,,,,,,,,,,,,,,,,,,,,MET,,,,,PAMS,,,,,,,,,,,,,,,,,,,,,,61102-022,FALSE
Wind Direction - Scalar,61102,23,Continuous,INSTRUMENTAL,SPOT READING LEVEL 3,MET,,,,1,0,360,0,R,Degrees Compass,,,,,,,,,,,,,,,,,,,,,MET,,,,,PAMS,,,,,,,,,,,,,,,,,,,,,,61102-023,FALSE
Wind Direction - Scalar,61102,24,Continuous,MODEL 425AH,ULTRA SONIC WIND SENSOR,MET,,,,0.1,0,360,1,R,Degrees Compass,,,,,,,,,,,,,,,,,,,,,MET,,,,,PAMS,,,,,,,,,,,,,,,,,,,,,,61102-024,FALSE
Wind Direction - Scalar,61102,30,Continuous,INSTRUMENTAL,TVA PREVAILING AVERAGE,MET,,,,1,0,360,0,R,Degrees Compass,,,,,,,,,,,,,,,,,,,,,MET,,,,,PAMS,,,,,,,,,,,,,,,,,,,,,,61102-030,FALSE
Wind Direction - Scalar,61102,31,Continuous,INSTRUMENTAL,TVA PREVAILING AVERAGE LEVEL 1,MET,,,,1,0,360,0,R,Degrees Compass,,,,,,,,,,,,,,,,,,,,,MET,,,,,PAMS,,,,,,,,,,,,,,,,,,,,,,61102-031,FALSE
Wind Direction - Scalar,61102,32,Continuous,INSTRUMENTAL,TVA PREVAILING AVERAGE LEVEL 2,MET,,,,1,0,360,0,R,Degrees Compass,,,,,,,,,,,,,,,,,,,,,MET,,,,,PAMS,,,,,,,,,,,,,,,,,,,,,,61102-032,FALSE
Wind Direction - Scalar,61102,33,Continuous,INSTRUMENTAL,TVA PREVAILING AVERAGE LEVEL 3,MET,,,,1,0,360,0,R,Degrees Compass,,,,,,,,,,,,,,,,,,,,,MET,,,,,PAMS,,,,,,,,,,,,,,,,,,,,,,61102-033,FALSE
Wind Direction - Scalar,61102,34,Continuous,INSTRUMENTAL,TVA PREVAILING AVERAGE LEVEL 4,MET,,,,1,0,360,0,R,Degrees Compass,,,,,,,,,,,,,,,,,,,,,MET,,,,,PAMS,,,,,,,,,,,,,,,,,,,,,,61102-034,FALSE
Wind Direction - Scalar,61102,40,Continuous,INSTRUMENTAL,VISUAL AVERAGE,MET,,,,1,0,360,0,R,Degrees Compass,,,,,,,,,,,,,,,,,,,,,MET,,,,,PAMS,,,,,,,,,,,,,,,,,,,,,,61102-040,FALSE
Wind Direction - Scalar,61102,41,Continuous,INSTRUMENTAL,VISUAL AVERAGE LEVEL 1,MET,,,,1,0,360,0,R,Degrees Compass,,,,,,,,,,,,,,,,,,,,,MET,,,,,PAMS,,,,,,,,,,,,,,,,,,,,,,61102-041,FALSE
Wind Direction - Scalar,61102,42,Continuous,INSTRUMENTAL,VISUAL AVERAGE LEVEL 2,MET,,,,1,0,360,0,R,Degrees Compass,,,,,,,,,,,,,,,,,,,,,MET,,,,,PAMS,,,,,,,,,,,,,,,,,,,,,,61102-042,FALSE
Wind Direction - Scalar,61102,43,Continuous,INSTRUMENTAL,VISUAL AVERAGE LEVEL 3,MET,,,,1,0,360,0,R,Degrees Compass,,,,,,,,,,,,,,,,,,,,,MET,,,,,PAMS,,,,,,,,,,,,,,,,,,,,,,61102-043,FALSE
Wind Direction - Scalar,61102,50,Continuous,INSTRUMENTAL,ELECTRONIC OR MACHINE AVERAGE,MET,,,,1,0,360,0,R,Degrees Compass,,,,,,,,,,,,,,,,,,,,,MET,,,,,PAMS,,,,,,,,,,,,,,,,,,,,,,61102-050,FALSE
Wind Direction - Scalar,61102,51,Continuous,INSTRUMENTAL,ELEC. OR MACH. AVG. LEVEL 1,MET,,,,1,0,360,0,R,Degrees Compass,,,,,,,,,,,,,,,,,,,,,MET,,,,,PAMS,,,,,,,,,,,,,,,,,,,,,,61102-051,FALSE
Wind Direction - Scalar,61102,52,Continuous,INSTRUMENTAL,ELEC. OR MACH. AVG. LEVEL 2,MET,,,,1,0,360,0,R,Degrees Compass,,,,,,,,,,,,,,,,,,,,,MET,,,,,PAMS,,,,,,,,,,,,,,,,,,,,,,61102-052,FALSE
Wind Direction - Scalar,61102,53,Continuous,INSTRUMENTAL,ELEC. OR MACH. AVG. LEVEL 3,MET,,,,1,0,360,0,R,Degrees Compass,,,,,,,,,,,,,,,,,,,,,MET,,,,,PAMS,,,,,,,,,,,,,,,,,,,,,,61102-053,FALSE
Wind Direction - Scalar,61102,60,Continuous,Instrumental,Vaisala 425 AH Sonic Sensor,MET,,,,1,0,360,0,R,Degrees Compass,,,,,,,,,,,,,,,,,,,,,MET,,,,,PAMS,,,,,,,,,,,,,,,,,,,,,,61102-060,FALSE
Wind Direction - Scalar,61102,61,Continuous,Instrumental,Met One Sonic Anemometer Model 50.5,MET,,,,1,0,360,0,R,Degrees Compass,,,,,,,,,,,,,,,,,,,,,MET,,,,,PAMS,,,,,,,,,,,,,,,,,,,,,,61102-061,FALSE
Wind Direction - Scalar,61102,62,Continuous,Instrumental,RM Young Sonic Anemometer 85004,MET,,,,1,0,360,0,R,Degrees Compass,,,,,,,,,,,,,,,,,,,,,MET,,,,,PAMS,,,,,,,,,,,,,,,,,,,,,,61102-062,FALSE
Wind Direction - Scalar,61102,63,Continuous,Instrumental,Climatronics,MET,,,,1,0,360,1,R,Degrees Compass,,,,,,,,,,,,,,,,,,,,,MET,,,,,PAMS,,,,,,,,,,,,,,,,,,,,,,61102-063,FALSE
Wind Direction - Scalar,61102,64,Continuous,Instrumental,AutoMet,MET,,,,1,0,360,1,R,Degrees Compass,,,,,,,,,,,,,,,,,,,,,MET,,,,,PAMS,,,,,,,,,,,,,,,,,,,,,,61102-064,FALSE
Wind Direction - Scalar,61102,65,Continuous,Instrumental,RM Young Model 05305,MET,,,,1,0,360,0,R,Degrees Compass,,,,,,,,,,,,,,,,,,,,,MET,,,,,PAMS,,,,,,,,,,,,,,,,,,,,,,61102-065,FALSE
Wind Direction - Scalar,61102,66,Continuous,Instrumental,RM Young Ultrasonic Anemometer Model 81000,MET,,,,1,0,360,0,R,Degrees Compass,,,,,,,,,,,,,,,,,,,,,MET,,,,,PAMS,,,,,,,,,,,,,,,,,,,,,,61102-066,FALSE
Wind Direction - Scalar,61102,68,Continuous,Instrumental,RM Young Ultrasonic Anemometer Model 86004,MET,,,,0.1,0,360,1,R,Degrees Compass,,,,,,,,,,,,,,,,,,,,,MET,,,,,PAMS,,,,,,,,,,,,,,,,,,,,,,61102-068,FALSE
Wind Direction - Scalar,61102,69,Continuous,Instrumental,Met One AIO2 Sonic Weather Sensor,MET,,,,1,,,0,R,Degrees Compass,,,,,,,,,,,,,,,,,,,,,MET,,,,,PAMS,,,,,,,,,,,,,,,,,,,,,,61102-069,FALSE
Wind Speed - Resultant,61103,20,Continuous,INSTRUMENTAL,VECTOR SUMMATION,MET,,,,0.1,0,,1,R,Knots,,,,,,,,,,,,,,,,,,,,,MET,,,,,PAMS,,,,,,,,,,,,,,,,,,,,,,61103-020,FALSE
Wind Speed - Resultant,61103,21,Continuous,INSTRUMENTAL,VECTOR SUMMATION LEVEL 1,MET,,,,0.1,0,,1,R,Knots,,,,,,,,,,,,,,,,,,,,,MET,,,,,PAMS,,,,,,,,,,,,,,,,,,,,,,61103-021,FALSE
Wind Speed - Resultant,61103,22,Continuous,INSTRUMENTAL,VECTOR SUMMATION LEVEL 2,MET,,,,0.1,0,,1,R,Knots,,,,,,,,,,,,,,,,,,,,,MET,,,,,PAMS,,,,,,,,,,,,,,,,,,,,,,61103-022,FALSE
Wind Speed - Resultant,61103,23,Continuous,INSTRUMENTAL,VECTOR SUMMATION LEVEL 3,MET,,,,0.1,0,,1,R,Knots,,,,,,,,,,,,,,,,,,,,,MET,,,,,PAMS,,,,,,,,,,,,,,,,,,,,,,61103-023,FALSE
Wind Speed - Resultant,61103,24,Continuous,INSTRUMENTAL,VECTOR SUMMATION LEVEL 4,MET,,,,0.1,0,,1,R,Knots,,,,,,,,,,,,,,,,,,,,,MET,,,,,PAMS,,,,,,,,,,,,,,,,,,,,,,61103-024,FALSE
Wind Speed - Resultant,61103,25,Continuous,Instrumental,VECTOR SUMMATION LEVEL 4,MET,,,,0.1,,,1,R,Knots,,,,,,,,,,,,,,,,,,,,,MET,,,,,PAMS,,,,,,,,,,,,,,,,,,,,,,61103-025,FALSE
Wind Speed - Resultant,61103,60,Continuous,Instrumental,Vaisala WS425,MET,,,,0.1,0,90,1,R,Knots,,,,,,,,,,,,,,,,,,,,,MET,,,,,PAMS,,,,,,,,,,,,,,,,,,,,,,61103-060,FALSE
Wind Speed - Resultant,61103,61,Continuous,Instrumental,Met One Sonic Anemometer Model 50.5,MET,,,,0.1,0,90,1,R,Knots,,,,,,,,,,,,,,,,,,,,,MET,,,,,PAMS,,,,,,,,,,,,,,,,,,,,,,61103-061,FALSE
Wind Speed - Resultant,61103,63,Continuous,Instrumental,Climatronics,MET,,,,0.1,0,,1,R,Knots,,,,,,,,,,,,,,,,,,,,,MET,,,,,PAMS,,,,,,,,,,,,,,,,,,,,,,61103-063,FALSE
Wind Speed - Resultant,61103,64,Continuous,Instrumental,AutoMet,MET,,,,0.1,0,,1,R,Knots,,,,,,,,,,,,,,,,,,,,,MET,,,,,PAMS,,,,,,,,,,,,,,,,,,,,,,61103-064,FALSE
Wind Speed - Resultant,61103,65,Continuous,Instrumental,RM Young Model 05305,MET,,,,0.1,0,90,1,R,Knots,,,,,,,,,,,,,,,,,,,,,MET,,,,,PAMS,,,,,,,,,,,,,,,,,,,,,,61103-065,FALSE
Wind Speed - Resultant,61103,66,Continuous,Instrumental,RM Young Ultrasonic Anemometer Model 81000,MET,,,,0.1,0,90,1,R,Knots,,,,,,,,,,,,,,,,,,,,,MET,,,,,PAMS,,,,,,,,,,,,,,,,,,,,,,61103-066,FALSE
Wind Speed - Resultant,61103,67,Continuous,Instrumental,RM Young Model 05103,MET,,,,0.1,0,200,1,R,Knots,,,,,,,,,,,,,,,,,,,,,MET,,,,,PAMS,,,,,,,,,,,,,,,,,,,,,,61103-067,FALSE
Wind Speed - Resultant,61103,68,Continuous,Instrumental,RM Young Ultrasonic Anemometer Model 86004,MET,,,,0.1,0,90,1,R,Knots,,,,,,,,,,,,,,,,,,,,,MET,,,,,PAMS,,,,,,,,,,,,,,,,,,,,,,61103-068,FALSE
Wind Speed - Resultant,61103,80,Continuous,INSTRUMENTAL,VECTOR SUMMATION,MET,,,,0.1,0,,1,R,Knots,,,,,,,,,,,,,,,,,,,,,MET,,,,,PAMS,,,,,,,,,,,,,,,,,,,,,,61103-080,FALSE
Wind Speed - Resultant,61103,81,Continuous,INSTRUMENTAL,VECTOR SUMMATION LEVEL 1,MET,,,,0.1,0,,1,R,Knots,,,,,,,,,,,,,,,,,,,,,MET,,,,,PAMS,,,,,,,,,,,,,,,,,,,,,,61103-081,FALSE
Wind Speed - Resultant,61103,82,Continuous,INSTRUMENTAL,VECTOR SUMMATION LEVEL 2,MET,,,,0.1,0,,1,R,Knots,,,,,,,,,,,,,,,,,,,,,MET,,,,,PAMS,,,,,,,,,,,,,,,,,,,,,,61103-082,FALSE
Wind Speed - Resultant,61103,83,Continuous,INSTRUMENTAL,VECTOR SUMMATION LEVEL 3,MET,,,,0.1,0,,1,R,Knots,,,,,,,,,,,,,,,,,,,,,MET,,,,,PAMS,,,,,,,,,,,,,,,,,,,,,,61103-083,FALSE
Wind Speed - Resultant,61103,127,Continuous,INSTRUMENTAL,ACOUSTIC SOUNDER,MET,,,,0.1,0,,1,R,Knots,,,,,,,,,,,,,,,,,,,,,MET,,,,,PAMS,,,,,,,,,,,,,,,,,,,,,,61103-127,FALSE
Wind Speed - Resultant,61103,128,Continuous,INSTRUMENTAL,RADAR PROFILER,MET,,,,0.1,0,,1,R,Knots,,,,,,,,,,,,,,,,,,,,,MET,,,,,PAMS,,,,,,,,,,,,,,,,,,,,,,61103-128,FALSE
Wind Speed - Resultant,61103,129,Continuous,Ultrasonic Wind Sensor MD1425A,Vector Average Data Logger,MET,,,,0.1,0,,1,R,Knots,,,,,,,,,,,,,,,,,,,,,MET,,,,,PAMS,,,,,,,,,,,,,,,,,,,,,,61103-129,FALSE
Wind Speed - Resultant,61103,130,Continuous,RM Young Ultrasonic Wind Sensor model 85004,Vector Average Data Logger,MET,,,,0.1,0,,1,R,Knots,,,,,,,,,,,,,,,,,,,,,MET,,,,,PAMS,,,,,,,,,,,,,,,,,,,,,,61103-130,FALSE
Wind Direction - Resultant,61104,20,Continuous,INSTRUMENTAL,VECTOR SUMMATION,MET,,,,0.1,0,360,1,R,Degrees Compass,,,,,,,,,,,,,,,,,,,,,MET,,,,,PAMS,,,,,,,,,,,,,,,,,,,,,,61104-020,FALSE
Wind Direction - Resultant,61104,21,Continuous,INSTRUMENTAL,VECTOR SUMMATION LEVEL 1,MET,,,,0.1,0,360,1,R,Degrees Compass,,,,,,,,,,,,,,,,,,,,,MET,,,,,PAMS,,,,,,,,,,,,,,,,,,,,,,61104-021,FALSE
Wind Direction - Resultant,61104,22,Continuous,INSTRUMENTAL,VECTOR SUMMATION LEVEL 2,MET,,,,0.1,0,360,1,R,Degrees Compass,,,,,,,,,,,,,,,,,,,,,MET,,,,,PAMS,,,,,,,,,,,,,,,,,,,,,,61104-022,FALSE
Wind Direction - Resultant,61104,23,Continuous,INSTRUMENTAL,VECTOR SUMMATION LEVEL 3,MET,,,,0.1,0,360,1,R,Degrees Compass,,,,,,,,,,,,,,,,,,,,,MET,,,,,PAMS,,,,,,,,,,,,,,,,,,,,,,61104-023,FALSE
Wind Direction - Resultant,61104,24,Continuous,INSTRUMENTAL,VECTOR SUMMATION LEVEL 4,MET,,,,0.1,0,360,1,R,Degrees Compass,,,,,,,,,,,,,,,,,,,,,MET,,,,,PAMS,,,,,,,,,,,,,,,,,,,,,,61104-024,FALSE
Wind Direction - Resultant,61104,60,Continuous,Instrumental,Vaisala WS425,MET,,,,0.1,0,360,1,R,Degrees Compass,,,,,,,,,,,,,,,,,,,,,MET,,,,,PAMS,,,,,,,,,,,,,,,,,,,,,,61104-060,FALSE
Wind Direction - Resultant,61104,61,Continuous,Instrumental,Met One Sonic Anemometer Model 50.5,MET,,,,1,0,360,0,R,Degrees Compass,,,,,,,,,,,,,,,,,,,,,MET,,,,,PAMS,,,,,,,,,,,,,,,,,,,,,,61104-061,FALSE
Wind Direction - Resultant,61104,63,Continuous,Instrumental,Climatronics,MET,,,,0.1,0,360,1,R,Degrees Compass,,,,,,,,,,,,,,,,,,,,,MET,,,,,PAMS,,,,,,,,,,,,,,,,,,,,,,61104-063,FALSE
Wind Direction - Resultant,61104,64,Continuous,Instrumental,AutoMet,MET,,,,0.1,0,360,1,R,Degrees Compass,,,,,,,,,,,,,,,,,,,,,MET,,,,,PAMS,,,,,,,,,,,,,,,,,,,,,,61104-064,FALSE
Wind Direction - Resultant,61104,65,Continuous,Instrumental,RM Young Model 05305,MET,,,,1,0,360,0,R,Degrees Compass,,,,,,,,,,,,,,,,,,,,,MET,,,,,PAMS,,,,,,,,,,,,,,,,,,,,,,61104-065,FALSE
Wind Direction - Resultant,61104,66,Continuous,Instrumental,RM Young Ultrasonic Anemometer Model 81000,MET,,,,1,0,360,0,R,Degrees Compass,,,,,,,,,,,,,,,,,,,,,MET,,,,,PAMS,,,,,,,,,,,,,,,,,,,,,,61104-066,FALSE
Wind Direction - Resultant,61104,67,Continuous,Instrumental,RM Young Model 05103,MET,,,,1,0,360,0,R,Degrees Compass,,,,,,,,,,,,,,,,,,,,,MET,,,,,PAMS,,,,,,,,,,,,,,,,,,,,,,61104-067,FALSE
Wind Direction - Resultant,61104,68,Continuous,Instrumental,RM Young Ultrasonic Anemometer Model 86004,MET,,,,0.1,0,360,1,R,Degrees Compass,,,,,,,,,,,,,,,,,,,,,MET,,,,,PAMS,,,,,,,,,,,,,,,,,,,,,,61104-068,FALSE
Wind Direction - Resultant,61104,80,Continuous,INSTRUMENTAL,VECTOR SUMMATION,MET,,,,0.1,0,360,1,R,Degrees Compass,,,,,,,,,,,,,,,,,,,,,MET,,,,,PAMS,,,,,,,,,,,,,,,,,,,,,,61104-080,FALSE
Wind Direction - Resultant,61104,81,Continuous,INSTRUMENTAL,VECTOR SUMMATION LEVEL 1,MET,,,,0.1,0,360,1,R,Degrees Compass,,,,,,,,,,,,,,,,,,,,,MET,,,,,PAMS,,,,,,,,,,,,,,,,,,,,,,61104-081,FALSE
Wind Direction - Resultant,61104,82,Continuous,INSTRUMENTAL,VECTOR SUMMATION LEVEL 2,MET,,,,0.1,0,360,1,R,Degrees Compass,,,,,,,,,,,,,,,,,,,,,MET,,,,,PAMS,,,,,,,,,,,,,,,,,,,,,,61104-082,FALSE
Wind Direction - Resultant,61104,83,Continuous,INSTRUMENTAL,VECTOR SUMMATION LEVEL 3,MET,,,,0.1,0,360,1,R,Degrees Compass,,,,,,,,,,,,,,,,,,,,,MET,,,,,PAMS,,,,,,,,,,,,,,,,,,,,,,61104-083,FALSE
Wind Direction - Resultant,61104,127,Continuous,Instrumental,ACOUSTIC SOUNDER,MET,,,,1,0,360,0,R,Degrees Compass,,,,,,,,,,,,,,,,,,,,,MET,,,,,PAMS,,,,,,,,,,,,,,,,,,,,,,61104-127,FALSE
Wind Direction - Resultant,61104,128,Continuous,RADAR PROFILER,RADAR PROFILER,MET,,,,1,0,360,0,R,Degrees Compass,,,,,,,,,,,,,,,,,,,,,MET,,,,,PAMS,,,,,,,,,,,,,,,,,,,,,,61104-128,FALSE
Wind Direction - Resultant,61104,129,Continuous,Ultrasonic Wind sensor MD1425A,Vector Average Data Logger,MET,,,,1,0,360,0,R,Degrees Compass,,,,,,,,,,,,,,,,,,,,,MET,,,,,PAMS,,,,,,,,,,,,,,,,,,,,,,61104-129,FALSE
Wind Direction - Resultant,61104,130,Continuous,RM Young Ultrasonic Wind Sensor model 85004,Vector Average Data Logger,MET,,,,1,0,360,0,R,Degrees Compass,,,,,,,,,,,,,,,,,,,,,MET,,,,,PAMS,,,,,,,,,,,,,,,,,,,,,,61104-130,FALSE
Peak Wind Gust,61105,20,Continuous,INSTRUMENTAL,SPOT READING,MET,,,,1,0,,0,R,Knots,,,,,,,,,,,,,,,,,,,,,MET,,,,,,,,,,,,,,,,,,,,,,,,,,,61105-020,FALSE
