Time [sec]	Time (UTC)	P [mB]	T [°F]	Hu [%]	Ws [mi/h]	Wd [°]	Ws U [mi/h]	Ws V [mi/h]	Geopot [m]	Dew [°F]
0         	17:00:15  	871.5 	26.1  	34    	7.0      	135   	-5.0       	5.0        	1288      	9.0
2         	17:00:17  	870.3 	29.5  	24    	11.1     	171   	-1.7       	11.0       	1301      	6.7
4         	17:00:19  	869.0 	29.1  	20    	11.1     	171   	-1.7       	11.0       	1314      	3.5
6         	17:00:21  	867.7 	28.5  	20    	11.3     	171   	-1.8       	11.2       	1327      	3.5
8         	17:00:23  	866.4 	28.3  	21    	13.1     	168   	-2.7       	12.8       	1340      	3.7
10        	17:00:25  	865.2 	28.2  	21    	13.1     	168   	-2.7       	12.8       	1353      	3.8
12        	17:00:27  	863.9 	28.0  	21    	13.1     	168   	-2.7       	12.8       	1366      	3.8
14        	17:00:29  	862.6 	27.7  	21    	13.1     	168   	-2.7       	12.8       	1379      	3.7
16        	17:00:31  	861.4 	27.5  	22    	13.1     	168   	-2.7       	12.8       	1392      	3.6
18        	17:00:33  	860.1 	27.5  	22    	13.1     	168   	-2.7       	12.8       	1405      	3.7
20        	17:00:35  	858.7 	27.4  	22    	14.4     	166   	-3.5       	14.0       	1419      	3.6
22        	17:00:37  	857.3 	27.3  	22    	15.5     	164   	-4.2       	14.9       	1433      	3.5
24        	17:00:39  	855.9 	27.0  	22    	16.2     	163   	-4.6       	15.5       	1448      	3.4
26        	17:00:41  	854.8 	26.8  	22    	16.5     	163   	-4.8       	15.8       	1460      	3.3
28        	17:00:43  	853.6 	26.8  	22    	16.8     	163   	-5.0       	16.0       	1472      	3.5
30        	17:00:45  	852.5 	26.8  	22    	18.3     	161   	-5.9       	17.3       	1484      	3.6
32        	17:00:47  	851.4 	26.7  	23    	18.3     	161   	-5.9       	17.3       	1494      	3.7
34        	17:00:49  	850.3 	26.4  	23    	18.4     	161   	-5.9       	17.4       	1505      	3.6
36        	17:00:51  	849.2 	26.0  	23    	18.7     	161   	-6.0       	17.7       	1517      	3.5
38        	17:00:53  	848.1 	25.8  	24    	18.8     	161   	-6.0       	17.8       	1529      	3.5
40        	17:00:55  	846.9 	25.7  	24    	18.9     	161   	-6.1       	17.9       	1542      	3.6
42        	17:00:57  	845.7 	25.6  	24    	19.0     	161   	-6.1       	18.0       	1553      	3.6
44        	17:00:59  	844.6 	25.5  	24    	19.1     	161   	-6.1       	18.1       	1565      	3.6
46        	17:01:01  	843.5 	25.4  	24    	19.0     	161   	-6.1       	18.0       	1576      	3.5
48        	17:01:03  	842.4 	25.3  	24    	19.0     	161   	-6.1       	18.0       	1588      	3.5
50        	17:01:05  	841.2 	25.2  	25    	19.0     	161   	-6.1       	18.0       	1600      	3.5
52        	17:01:07  	840.0 	25.0  	25    	19.0     	161   	-6.1       	18.0       	1613      	3.5
54        	17:01:09  	838.7 	24.9  	25    	18.9     	161   	-6.1       	17.9       	1626      	3.5
56        	17:01:11  	837.5 	24.8  	25    	18.8     	161   	-6.0       	17.8       	1639      	3.5
58        	17:01:13  	836.2 	24.7  	25    	18.6     	161   	-6.0       	17.6       	1652      	3.6
60        	17:01:15  	835.0 	24.6  	25    	18.6     	161   	-6.0       	17.6       	1665      	3.6
62        	17:01:17  	833.7 	24.4  	26    	18.7     	161   	-6.1       	17.7       	1678      	3.5
64        	17:01:19  	832.3 	24.3  	26    	18.9     	161   	-6.1       	17.9       	1692      	3.4
66        	17:01:21  	831.0 	24.1  	26    	19.0     	161   	-6.2       	18.0       	1707      	3.4
68        	17:01:23  	829.6 	24.0  	26    	19.4     	161   	-6.3       	18.3       	1722      	3.3
70        	17:01:25  	828.2 	23.8  	26    	19.7     	161   	-6.4       	18.6       	1737      	3.3
72        	17:01:27  	826.8 	23.7  	26    	20.0     	161   	-6.5       	18.9       	1752      	3.3
74        	17:01:29  	825.5 	23.6  	26    	20.1     	161   	-6.6       	19.0       	1766      	3.3
76        	17:01:31  	824.2 	23.5  	27    	20.3     	161   	-6.6       	19.2       	1780      	3.3
78        	17:01:33  	822.9 	23.4  	27    	20.5     	161   	-6.6       	19.4       	1792      	3.2
80        	17:01:35  	821.7 	23.3  	27    	20.5     	161   	-6.6       	19.4       	1805      	3.2
82        	17:01:37  	820.5 	23.1  	27    	20.4     	161   	-6.5       	19.3       	1818      	3.1
84        	17:01:39  	819.2 	23.0  	27    	20.3     	161   	-6.5       	19.2       	1831      	3.0
86        	17:01:41  	817.9 	22.8  	27    	20.0     	161   	-6.4       	19.0       	1845      	2.9
88        	17:01:43  	816.6 	22.8  	27    	19.9     	161   	-6.5       	18.8       	1859      	2.9
90        	17:01:45  	815.3 	22.6  	27    	19.6     	160   	-6.6       	18.5       	1873      	2.7
92        	17:01:47  	814.0 	22.4  	27    	19.4     	160   	-6.7       	18.2       	1887      	2.6
94        	17:01:49  	812.7 	22.2  	27    	19.3     	159   	-6.8       	18.1       	1901      	2.5
96        	17:01:51  	811.5 	22.1  	27    	19.2     	159   	-6.9       	17.9       	1914      	2.4
98        	17:01:53  	810.2 	22.0  	27    	19.2     	158   	-7.1       	17.8       	1928      	2.4
100       	17:01:55  	808.9 	21.9  	28    	19.1     	158   	-7.3       	17.7       	1941      	2.4
102       	17:01:57  	807.7 	21.7  	28    	19.2     	157   	-7.4       	17.7       	1955      	2.4
104       	17:01:59  	806.4 	21.6  	28    	19.2     	157   	-7.6       	17.6       	1968      	2.4
106       	17:02:01  	805.2 	21.5  	28    	19.3     	156   	-7.7       	17.7       	1981      	2.4
108       	17:02:03  	804.0 	21.3  	28    	19.4     	156   	-7.8       	17.8       	1995      	2.3
110       	17:02:05  	802.7 	21.2  	29    	19.5     	156   	-7.8       	17.9       	2009      	2.2
112       	17:02:07  	801.4 	21.0  	29    	19.5     	157   	-7.6       	18.0       	2023      	2.1
114       	17:02:09  	800.1 	20.8  	28    	19.5     	159   	-6.9       	18.2       	2037      	1.9
116       	17:02:11  	799.0 	20.7  	29    	19.4     	161   	-6.2       	18.4       	2049      	1.8
118       	17:02:13  	798.0 	20.6  	28    	19.3     	163   	-5.6       	18.5       	2059      	1.7
120       	17:02:15  	797.0 	20.6  	28    	19.2     	165   	-4.9       	18.6       	2070      	1.4
122       	17:02:17  	796.0 	20.5  	27    	19.2     	167   	-4.2       	18.7       	2080      	1.0
124       	17:02:19  	795.1 	20.5  	26    	19.0     	169   	-3.5       	18.7       	2090      	0.4
126       	17:02:21  	794.2 	20.7  	25    	19.0     	172   	-2.8       	18.8       	2101      	0.1
128       	17:02:23  	793.2 	20.8  	24    	19.0     	174   	-2.1       	18.9       	2111      	-0.2
130       	17:02:25  	792.3 	20.8  	24    	19.0     	176   	-1.4       	18.9       	2121      	-0.7
132       	17:02:27  	791.3 	20.8  	23    	19.0     	177   	-1.0       	19.0       	2131      	-1.2
134       	17:02:29  	790.4 	20.7  	22    	19.0     	177   	-1.0       	19.0       	2141      	-1.6
136       	17:02:31  	789.5 	20.7  	22    	19.0     	177   	-1.0       	19.0       	2151      	-1.8
138       	17:02:33  	788.5 	20.6  	22    	19.0     	177   	-1.0       	19.0       	2162      	-1.8
140       	17:02:35  	787.8 	20.5  	22    	19.0     	177   	-1.0       	19.0       	2170      	-1.9
142       	17:02:37  	787.0 	20.5  	22    	18.9     	177   	-1.0       	18.9       	2179      	-1.9
144       	17:02:39  	786.2 	20.5  	22    	18.2     	178   	-0.6       	18.2       	2187      	-1.9
146       	17:02:41  	785.5 	20.5  	22    	17.6     	179   	-0.2       	17.6       	2195      	-1.9
148       	17:02:43  	784.7 	20.4  	22    	17.0     	181   	0.2        	17.0       	2204      	-1.9
150       	17:02:45  	783.9 	20.4  	22    	16.3     	182   	0.6        	16.3       	2212      	-2.0
152       	17:02:47  	783.2 	20.3  	22    	15.7     	184   	1.0        	15.7       	2220      	-2.0
154       	17:02:49  	782.4 	20.3  	22    	15.2     	185   	1.4        	15.1       	2229      	-2.0
156       	17:02:51  	781.7 	20.2  	22    	14.6     	187   	1.8        	14.5       	2237      	-2.1
158       	17:02:53  	780.9 	20.2  	22    	14.0     	189   	2.2        	13.8       	2246      	-2.1
160       	17:02:55  	780.1 	20.1  	22    	13.5     	191   	2.6        	13.2       	2254      	-2.2
162       	17:02:57  	779.3 	20.0  	22    	13.0     	193   	3.0        	12.7       	2263      	-2.3
164       	17:02:59  	778.4 	19.9  	22    	13.0     	193   	3.0        	12.7       	2273      	-2.3
166       	17:03:01  	777.4 	19.9  	22    	13.0     	193   	3.0        	12.7       	2284      	-2.2
168       	17:03:03  	776.5 	19.9  	22    	13.0     	193   	3.0        	12.7       	2294      	-2.2
170       	17:03:05  	775.6 	19.9  	22    	13.0     	193   	3.0        	12.7       	2305      	-2.1
172       	17:03:07  	774.6 	19.8  	23    	13.0     	193   	3.0        	12.7       	2315      	-2.1
174       	17:03:09  	773.7 	19.7  	23    	13.0     	193   	3.0        	12.7       	2325      	-2.1
176       	17:03:11  	772.8 	19.6  	23    	13.0     	193   	3.0        	12.7       	2336      	-2.0
178       	17:03:13  	771.8 	19.5  	23    	13.0     	193   	3.0        	12.7       	2346      	-2.1
180       	17:03:15  	770.9 	19.5  	23    	13.0     	193   	3.0        	12.7       	2356      	-2.0
182       	17:03:17  	770.0 	19.3  	23    	13.0     	193   	3.0        	12.7       	2366      	-2.1
184       	17:03:19  	769.1 	19.2  	24    	13.0     	193   	3.0        	12.7       	2377      	-2.1
186       	17:03:21  	768.2 	19.0  	24    	13.0     	193   	3.0        	12.7       	2387      	-2.1
188       	17:03:23  	767.2 	19.0  	24    	13.0     	193   	3.0        	12.7       	2397      	-2.1
190       	17:03:25  	766.3 	18.8  	24    	13.0     	193   	3.0        	12.7       	2408      	-2.1
192       	17:03:27  	765.4 	18.7  	24    	13.0     	193   	3.0        	12.7       	2418      	-2.1
194       	17:03:29  	764.6 	18.6  	24    	13.0     	193   	3.0        	12.7       	2428      	-2.0
196       	17:03:31  	763.7 	18.6  	25    	13.0     	193   	3.0        	12.7       	2437      	-1.9
198       	17:03:33  	762.9 	18.4  	25    	13.0     	193   	3.0        	12.7       	2446      	-1.9
200       	17:03:35  	762.1 	18.4  	25    	13.0     	193   	3.0        	12.7       	2454      	-1.8
202       	17:03:37  	761.4 	18.3  	25    	13.0     	193   	3.0        	12.7       	2463      	-1.8
204       	17:03:39  	760.6 	18.2  	26    	13.0     	193   	3.0        	12.7       	2472      	-1.7
206       	17:03:41  	759.8 	18.0  	26    	13.0     	193   	3.0        	12.7       	2480      	-1.8
208       	17:03:43  	759.1 	18.1  	26    	13.0     	193   	3.0        	12.7       	2489      	-1.7
210       	17:03:45  	758.3 	18.0  	26    	13.0     	193   	3.0        	12.7       	2498      	-1.7
212       	17:03:47  	757.5 	17.9  	26    	13.0     	193   	3.0        	12.7       	2507      	-1.7
214       	17:03:49  	756.7 	17.7  	26    	13.0     	193   	3.0        	12.7       	2516      	-1.8
216       	17:03:51  	755.9 	17.7  	27    	13.0     	193   	3.0        	12.7       	2525      	-1.7
218       	17:03:53  	755.1 	17.6  	27    	13.0     	193   	3.0        	12.7       	2534      	-1.7
220       	17:03:55  	754.3 	17.5  	27    	12.9     	193   	3.0        	12.5       	2543      	-1.7
222       	17:03:57  	753.5 	17.4  	27    	12.5     	194   	3.1        	12.1       	2552      	-1.7
224       	17:03:59  	752.7 	17.3  	27    	12.1     	195   	3.2        	11.7       	2561      	-1.7
226       	17:04:01  	751.9 	17.3  	27    	11.9     	196   	3.3        	11.4       	2570      	-1.7
228       	17:04:03  	751.1 	17.2  	27    	11.5     	197   	3.4        	11.0       	2579      	-1.7
230       	17:04:05  	750.3 	17.1  	28    	11.2     	199   	3.6        	10.6       	2588      	-1.7
232       	17:04:07  	749.4 	17.1  	28    	10.9     	200   	3.7        	10.2       	2598      	-1.7
234       	17:04:09  	748.6 	17.1  	28    	10.5     	201   	3.8        	9.8        	2607      	-1.6
236       	17:04:11  	747.8 	17.0  	28    	10.2     	203   	3.9        	9.4        	2616      	-1.5
238       	17:04:13  	747.1 	17.0  	28    	9.8      	204   	4.0        	9.0        	2625      	-1.5
240       	17:04:15  	746.3 	16.9  	28    	9.7      	204   	4.0        	8.8        	2634      	-1.6
242       	17:04:17  	745.6 	16.8  	28    	9.7      	204   	4.0        	8.8        	2642      	-1.7
244       	17:04:19  	744.8 	16.6  	28    	9.7      	204   	4.0        	8.8        	2651      	-1.7
246       	17:04:21  	744.1 	16.6  	28    	9.7      	204   	4.0        	8.8        	2658      	-1.8
248       	17:04:23  	743.4 	16.5  	28    	9.7      	204   	4.0        	8.8        	2666      	-1.8
250       	17:04:25  	742.7 	16.4  	28    	9.7      	204   	4.0        	8.8        	2674      	-1.9
252       	17:04:27  	742.0 	16.3  	28    	9.7      	204   	4.0        	8.8        	2682      	-2.0
254       	17:04:29  	741.3 	16.3  	28    	9.7      	204   	4.0        	8.8        	2691      	-2.0
256       	17:04:31  	740.5 	16.2  	28    	9.8      	204   	4.0        	8.9        	2699      	-2.1
258       	17:04:33  	739.8 	16.2  	28    	9.8      	205   	4.1        	8.9        	2708      	-2.1
260       	17:04:35  	739.2 	16.1  	28    	9.8      	205   	4.1        	8.9        	2715      	-2.2
262       	17:04:37  	738.6 	16.1  	28    	9.9      	205   	4.2        	9.0        	2721      	-2.2
264       	17:04:39  	738.0 	16.1  	28    	9.9      	205   	4.2        	9.0        	2728      	-2.2
266       	17:04:41  	737.4 	16.1  	28    	10.0     	206   	4.3        	9.0        	2735      	-2.2
268       	17:04:43  	736.8 	16.0  	29    	10.0     	206   	4.3        	9.0        	2742      	-2.2
270       	17:04:45  	736.2 	15.9  	29    	10.1     	206   	4.4        	9.1        	2749      	-2.3
272       	17:04:47  	735.6 	15.8  	29    	10.1     	206   	4.4        	9.1        	2756      	-2.3
274       	17:04:49  	735.0 	15.8  	29    	10.2     	206   	4.5        	9.1        	2763      	-2.3
276       	17:04:51  	734.4 	15.7  	29    	10.2     	206   	4.5        	9.2        	2770      	-2.3
278       	17:04:53  	733.8 	15.6  	29    	10.2     	206   	4.5        	9.2        	2777      	-2.4
280       	17:04:55  	733.1 	15.6  	29    	10.2     	206   	4.5        	9.2        	2785      	-2.4
282       	17:04:57  	732.5 	15.5  	29    	10.2     	206   	4.5        	9.2        	2793      	-2.5
284       	17:04:59  	731.8 	15.4  	29    	10.2     	206   	4.5        	9.2        	2800      	-2.5
286       	17:05:01  	731.1 	15.4  	29    	10.2     	206   	4.5        	9.2        	2808      	-2.5
288       	17:05:03  	730.5 	15.3  	29    	10.2     	206   	4.5        	9.2        	2815      	-2.6
290       	17:05:05  	729.8 	15.2  	29    	10.2     	206   	4.5        	9.2        	2823      	-2.6
292       	17:05:07  	729.1 	15.1  	29    	10.3     	207   	4.6        	9.2        	2831      	-2.7
294       	17:05:09  	728.5 	15.0  	29    	10.4     	208   	4.8        	9.2        	2839      	-2.7
296       	17:05:11  	727.8 	14.9  	29    	10.4     	208   	4.9        	9.2        	2847      	-2.7
298       	17:05:13  	727.1 	14.9  	30    	10.5     	209   	5.0        	9.2        	2855      	-2.7
