Date,ISOPRENE,ALPHA-PINENE,BETA-PINENE
"2024-01-23 11",0.1721,0.348,0.1339
"2024-01-23 12",0.1674,0.1657,0.0344
"2024-01-23 13",0.0947,0.155,0.0883
"2024-01-23 14",0.13,0.136,0.0685
"2024-01-23 15",0.084,0.0881,0.0526
"2024-01-23 16",0.064,0.0664,0.0411
"2024-01-23 17",0.0841,0,0.0454
"2024-01-23 18",0.1075,0.075,0.0332
"2024-01-23 19",0.1812,0.0918,0.1232
"2024-01-23 20",0.1056,0.1175,0.0517
"2024-01-23 21",0.0542,0.029,0.0339
"2024-01-23 22",0.0936,0,0.0308
"2024-01-23 23",0.116,0.1391,0.0463
"2024-01-24 2",0.0173,0.0168,0.0343
"2024-01-24 3",0,0.032,0.0432
"2024-01-24 4",0,0,0.0283
"2024-01-24 5",0.0383,0.1461,0
"2024-01-24 6",0.0845,0.1409,0
"2024-01-24 7",0.3123,0.2947,0.0461
"2024-01-24 8",0.3538,0.2931,0.1232
"2024-01-24 9",0.2131,0.2113,0.1292
"2024-01-24 10",0.2899,0.2188,0.3066
"2024-01-24 11",0.2908,0.2507,0.0544
"2024-01-24 12",0.2119,0.1203,0.1307
"2024-01-24 13",0.1168,0.0869,0.042
"2024-01-24 14",0.1073,0.1493,0.0519
"2024-01-24 15",0.0796,0.0991,0.0299
"2024-01-24 16",0.0753,0,0.0481
"2024-01-24 17",0.0703,0,0
"2024-01-24 18",0.1871,0.0792,0.0157
"2024-01-24 19",0.0969,0.0084,0
"2024-01-24 20",0.2411,0.0911,0.0215
"2024-01-24 21",0.1589,0.2234,0.0232
"2024-01-24 22",0.1937,0.6644,0.1536
"2024-01-24 23",0.3144,0.602,0.3117
"2024-01-25 0",0.1712,0.4368,0.2225
"2024-01-25 1",0.1622,0.2788,0.1529
"2024-01-25 4",0.1852,0.6882,0.3337
"2024-01-25 5",0.0284,0.1148,0.0841
"2024-01-25 6",0.0499,0.1379,0.036
"2024-01-25 7",0.0902,0.0829,0.0694
"2024-01-25 8",0.082,0.2153,0.1003
"2024-01-25 9",0.1515,0.4714,0.1732
"2024-01-25 10",0.1437,0.1848,0
"2024-01-25 11",0.1819,0.2622,0.0629
"2024-01-25 12",0.1662,0.1762,0.0418
"2024-01-25 13",0.1627,0.2313,0.1358
"2024-01-25 14",0.1504,0.2005,0.1098
"2024-01-25 15",0.1657,0.4884,0.0972
"2024-01-25 16",0.1589,0.4241,0.0958
"2024-01-25 17",0.0971,0.5141,0.029
"2024-01-25 18",0.0521,0.053,0
"2024-01-25 19",0.0412,0,0
"2024-01-25 20",0.0474,0.0537,0.0322
"2024-01-25 21",0.0239,0,0.0322
"2024-01-25 22",0,0,0.0257
"2024-01-25 23",0,0.0217,0.0142
"2024-01-26 2",0.0239,0,0
"2024-01-26 3",0,0,0
"2024-01-26 4",0,0,0
"2024-01-26 5",0.0319,0,0.0218
"2024-01-26 6",0.1321,0.0538,0.0246
"2024-01-26 7",0.1868,0.1306,0.0336
"2024-01-26 8",0.1414,0.0816,0.1099
"2024-01-26 9",0.0632,0.0051,0
"2024-01-26 10",0.062,0,0.04
"2024-01-26 11",0.0729,0,0.0285
"2024-01-26 12",0.0391,0,0.0612
"2024-01-26 13",0.0826,0,0.0447
"2024-01-26 14",0.0971,0,0.0266
"2024-01-26 15",0.0715,0,0.0299
"2024-01-26 16",0.0685,0,0.0231
"2024-01-26 17",0.0538,0,0.05
"2024-01-26 18",0.1362,0.0189,0
"2024-01-26 19",0.3156,0.3513,0.1716
"2024-01-26 20",0.3325,0.3943,0.1696
"2024-01-26 21",0.2806,0.0222,0.2253
"2024-01-26 22",0.3092,0.3506,0.1716
"2024-01-26 23",0.17,0.2119,0.0285
"2024-01-27 0",0.2325,0.5232,0.19
"2024-01-27 1",0.2884,0.7439,0.1877
"2024-01-27 4",0.1575,0.4849,0.1327
"2024-01-27 5",0.0872,0.0951,0.0306
"2024-01-27 6",0.0871,0.2316,0.0395
"2024-01-27 7",0.2697,0.1891,0.0724
"2024-01-27 8",0.2107,0.3749,0.2026
"2024-01-27 9",0.1054,0.2428,0.0318
"2024-01-27 10",0.0531,0.1087,0
"2024-01-27 11",0.0315,0.0344,0.0325
"2024-01-27 12",0,0,0
"2024-01-27 13",0,0,0.0374
"2024-01-27 14",0.0635,0.0411,0.0566
"2024-01-27 15",0,0,0.047
"2024-01-27 16",0,0,0.0365
"2024-01-27 17",0.098,0,0
"2024-01-27 18",0.0204,0,0.0199
"2024-01-27 19",0,0.0762,0
"2024-01-27 20",0,0,0
"2024-01-27 23",0.0779,0.2613,0.0418
"2024-01-28 3",0.1932,0.4464,0.1376
"2024-01-28 4",0.1452,0.3709,0.0404
"2024-01-28 5",0.1175,0.2269,0.1129
"2024-01-28 6",0.2041,1.1147,0.1876
"2024-01-28 7",0.2358,0.5322,0.2445
"2024-01-28 8",0.2389,0.4401,0.1842
"2024-01-28 9",0.1452,0.3361,0.126
"2024-01-28 10",0.0533,0.1421,0.0337
"2024-01-28 11",0.046,0.1059,0.0402
"2024-01-28 12",0.0258,0.0428,0.051
"2024-01-28 13",0,0.0563,0.0295
"2024-01-28 14",0.0199,0.0248,0.0301
"2024-01-28 15",0,0,0.0316
"2024-01-28 16",0,0,0
"2024-01-28 17",0,0,0.0189
"2024-01-28 18",0,0,0
"2024-01-28 19",0.112,0.0804,0.0521
"2024-01-28 20",0.1937,0.1519,0.0257
"2024-01-28 21",0.2799,0.2704,0.0977
"2024-01-28 22",0.2797,0.531,0.1542
"2024-01-28 23",0.4315,0.6927,0.2529
"2024-01-29 0",0.5131,0.6735,0.3571
"2024-01-29 1",0.4843,0.8079,0.3349
"2024-01-29 4",0.4928,1.2858,0.4267
"2024-01-29 5",0.5574,1.441,0.3831
"2024-01-29 6",0.7551,1.6959,0.3597
"2024-01-29 7",0.8792,1.7209,0.3578
"2024-01-29 8",1.2785,2.1624,0.4896
"2024-01-29 9",0.5965,1.2056,0.4087
"2024-01-29 10",0.3079,0.1835,0.1318
"2024-01-29 11",0.3429,0.4123,0.2285
"2024-01-29 12",0.1501,0.6016,0.2241
"2024-01-29 13",0.1061,0.233,0.1049
"2024-01-29 14",0.1598,0.1881,0.0605
"2024-01-29 15",0.1534,0,0.04
"2024-01-29 16",0.1568,0,0
"2024-01-29 17",0.2586,0.1185,0.0295
"2024-01-29 18",0.3195,0.0977,0.0229
"2024-01-29 19",0.2931,0.1809,0.155
"2024-01-29 20",0.3298,0.4099,0.2288
"2024-01-29 21",0.2984,0.4893,0.2702
"2024-01-29 22",0.5349,0.958,0.2881
"2024-01-29 23",0.4253,0.8214,0.2646
"2024-01-30 2",0.6157,0.9871,0.3431
"2024-01-30 3",0.6287,1.2825,0.3463
"2024-01-30 4",0.8807,1.232,0.3122
"2024-01-30 5",0.5442,1.3314,0.4401
"2024-01-30 6",0.0149,1.4823,0.3461
"2024-01-30 7",0.413,0.6004,0.1484
"2024-01-30 8",0.6098,0.8472,0.3248
"2024-01-30 9",0.2467,0.0526,0.1164
"2024-01-30 10",0.2366,1.0252,0.2762
"2024-01-30 11",0.2505,1.4732,0.1851
"2024-01-30 12",0.1534,0.6041,0.2748
"2024-01-30 13",0.1066,0.2314,0.0456
"2024-01-30 14",0.1063,0.1493,0.0355
"2024-01-30 15",0.1271,0.1402,0
"2024-01-30 16",0.1435,0,0.0432
"2024-01-30 17",0.1991,0.1182,0.0168
"2024-01-30 18",0.246,0.222,0.1786
"2024-01-30 19",0.4215,0.3185,0.2576
"2024-01-30 20",0.4282,0.5714,0.3013
"2024-01-30 21",0.3881,0.6516,0.1905
"2024-01-30 22",0.6152,0.157,0.2823
"2024-01-30 23",0.6157,0.2026,0.3818
"2024-01-31 0",0.2683,0.7382,0.2867
"2024-01-31 1",0.2638,0.5686,0.1893
"2024-01-31 4",0.0753,0.2057,0.119
"2024-01-31 5",0.1357,0.3963,0.1467
"2024-01-31 6",0.203,0.1372,0.1166
"2024-01-31 7",0.2446,0.3459,0.2105
"2024-01-31 8",0.2236,0.2493,0.1293
"2024-01-31 9",0.6173,1.9236,0.275
"2024-01-31 10",0.3268,0.2517,0.194
"2024-01-31 11",0.1838,0.2381,0.1047
"2024-01-31 12",0.1669,0.1461,0.0315
"2024-01-31 13",0.1272,0.0967,0.0418
"2024-01-31 14",0.1025,0.0276,0.051
"2024-01-31 15",0.0843,0.0468,0.0316
"2024-01-31 16",0.0798,0,0
"2024-01-31 17",0.0715,0.0806,0.0278
"2024-01-31 18",0.111,0.2517,0.1241
"2024-01-31 19",0.0779,0.1709,0.0329
"2024-01-31 20",0.0871,0.0982,0.0346
"2024-01-31 21",0.019,0.0764,0.0178
"2024-01-31 22",0.063,0.1021,0.0339
"2024-01-31 23",0.0223,0.101,0.0364
"2024-02-01 2",0,0.0666,0.0273
"2024-02-01 3",0.0241,0.0379,0
"2024-02-01 4",0,0.0205,0.039
"2024-02-01 5",0.0216,0.0273,0.022
"2024-02-01 6",0.0303,0.0628,0
"2024-02-01 7",0.0293,0,0.0108
"2024-02-01 8",0.0557,0.0213,0.0316
"2024-02-01 9",0.0687,0,0.0357
"2024-02-01 10",0.103,0.0605,0.039
"2024-02-01 11",0.0732,0.1979,0.0213
"2024-02-01 12",0.082,0.0851,0.0549
"2024-02-01 13",0.0703,0.1292,0.035
"2024-02-01 14",0.0711,0.112,0.0944
"2024-02-01 15",0.0582,0.0724,0.0395
"2024-02-01 16",0.1091,0.2094,0.0278
"2024-02-01 17",0.296,0.1709,0.2015
"2024-02-01 18",0,0.1522,0.0974
"2024-02-01 19",0,0.2213,0
"2024-02-01 20",0,0.0816,0
"2024-02-01 21",0.0431,0.0503,0.0435
"2024-02-01 22",0.0594,0.0573,0
"2024-02-01 23",0.0682,0.155,0
"2024-02-02 0",0.0474,0.1103,0
"2024-02-02 1",0,0.0178,0.0225
"2024-02-02 4",0,0.0577,0.0288
"2024-02-02 5",0.0228,0.0531,0
"2024-02-02 6",0.1179,0.1224,0.0325
"2024-02-02 7",0.1198,0.0919,0.0236
"2024-02-02 8",0.0801,0.0554,0.0315
"2024-02-02 9",0.156,0.0776,0.0322
"2024-02-02 10",0.1842,0.1105,0
"2024-02-02 11",0.2297,0.1475,0.0302
"2024-02-02 12",0.1447,0.1024,0.0154
"2024-02-02 13",0.1342,0.1016,0
"2024-02-02 14",0.1683,0.137,0.0189
"2024-02-02 15",0.1513,0,0
"2024-02-02 16",0.1387,0.0135,0.0316
"2024-02-02 17",0.1973,0,0
"2024-02-02 18",0.0713,0,0
"2024-02-02 19",0.0537,0,0.0161
"2024-02-02 20",0.0303,0,0
"2024-02-02 21",0,0,0
"2024-02-02 22",0,0,0.0135
"2024-02-02 23",0,0,0
"2024-02-03 2",0.0805,0.1584,0.0388
"2024-02-03 3",0.0775,0.3805,0.1199
"2024-02-03 4",0.0744,0.2753,0.0477
"2024-02-03 5",0.1847,0.5235,0.1437
"2024-02-03 6",0.1883,0.3424,0.0461
"2024-02-03 7",0.1549,0.0063,0.0406
"2024-02-03 8",0.1686,0.3648,0.1175
"2024-02-03 9",0.2351,0.2985,0.069
"2024-02-03 10",0.0324,0.068,0.0343
"2024-02-03 11",0.027,0,0.0414
"2024-02-03 12",0,0,0.0196
"2024-02-03 13",0.0099,0,0.0273
"2024-02-03 14",0,0,0
"2024-02-03 15",0,0,0.0266
"2024-02-03 16",0.0227,0,0
"2024-02-03 17",0,0,0
"2024-02-03 18",0.0999,0,0
"2024-02-03 19",0.063,0.0433,0.0119
"2024-02-03 20",0.0535,0.0042,0.0253
"2024-02-03 23",0.0573,0.1231,0
"2024-02-04 0",0.0412,0.0402,0
"2024-02-04 1",0.0876,0.0965,0.0215
"2024-02-04 5",0.1653,0.3772,0.0463
"2024-02-04 6",0.0931,0.172,0.1612
"2024-02-04 7",0.0779,0.0939,0
"2024-02-04 8",0.049,0,0
"2024-02-04 9",0.0383,0,0
"2024-02-04 10",0,0,0
"2024-02-04 11",0,0,0.0313
"2024-02-04 12",0,0,0.0337
"2024-02-04 13",0,0,0.0318
"2024-02-04 14",0,0,0
"2024-02-04 15",0,0,0
"2024-02-04 16",0,0,0
"2024-02-04 17",0,0,0.0329
"2024-02-04 18",0.0672,0,0
"2024-02-04 19",0.0303,0,0
"2024-02-04 20",0.028,0,0
"2024-02-04 21",0.0486,0,0
"2024-02-04 22",0.0211,0,0
"2024-02-04 23",0.0313,0,0.0264
"2024-02-05 2",0,0,0
"2024-02-05 3",0,0,0.0301
"2024-02-05 4",0,0,0
"2024-02-05 5",0,0,0.028
"2024-02-05 6",0,0,0
"2024-02-05 7",0.0225,0,0
"2024-02-05 8",0.0466,0,0
"2024-02-05 9",0.0682,0,0.0259
"2024-02-05 10",0.0557,0,0
"2024-02-05 11",0.0336,0,0
"2024-02-05 12",0.0275,0,0.0241
"2024-02-05 13",0.0329,0,0
"2024-02-05 14",0.0495,0.0461,0.0339
"2024-02-05 16",0.0827,0.0421,0.0645
"2024-02-05 17",0.0838,0.0066,0.0587
"2024-02-05 18",0.063,0,0
"2024-02-05 19",0.0772,0.0203,0.0094
"2024-02-05 20",0.0431,0,0
"2024-02-05 21",0.0241,0,0.0068
"2024-02-05 22",0,0.0299,0
"2024-02-05 23",0.0602,0.0495,0.0365
"2024-02-06 0",0.0791,0.0783,0.0149
"2024-02-06 1",0.125,0.154,0.0323
"2024-02-06 2",0.1146,0.1246,0.0517
"2024-02-06 5",0.1982,0.0907,0.0655
"2024-02-06 6",0.0495,0,0.0086
"2024-02-06 7",0.1748,1.8002,0.2569
"2024-02-06 8",0.2953,0.3809,0.1367
"2024-02-06 9",0.2105,0.3599,0.1657
"2024-02-06 10",0.1773,0.9631,0.1393
"2024-02-06 11",0.1066,0.0898,0.068
"2024-02-06 12",0.1352,0.1285,0.0498
"2024-02-06 13",0.1035,0.0989,0.0096
"2024-02-06 14",0.0886,0.0388,0.021
"2024-02-06 15",0.1044,0.0568,0.0308
"2024-02-06 16",0.1108,0.4078,0.036
"2024-02-06 17",0.1376,0,0.0156
"2024-02-06 18",0.1601,0.0881,0.0287
"2024-02-06 19",0.0753,0.0068,0.0372
"2024-02-06 20",0.0512,0,0.0281
"2024-02-06 21",0.0616,0.096,0.0267
"2024-02-06 22",0.1345,0.2213,0.0397
"2024-02-06 23",0.0448,0.0234,0.0285
"2024-02-07 0",0.0325,0.0089,0.036
"2024-02-07 3",0.031,0.0734,0.0348
"2024-02-07 4",0.1116,0.1865,0.0301
"2024-02-07 5",0.1702,0.2984,0.0371
"2024-02-07 6",0.1359,0.2557,0.1171
"2024-02-07 7",0.0848,0.5597,0.1194
"2024-02-07 8",0.0642,0.0811,0.0371
"2024-02-07 9",0.0793,0,0
"2024-02-07 10",0.1331,0.0332,0.0418
"2024-02-07 11",0.1172,0.0584,0
"2024-02-07 12",0.1489,0.0919,0
"2024-02-07 15",0,0.2463,0.2751
"2024-02-07 16",0.1811,0.0766,0.033
"2024-02-07 17",0.1745,0.1465,0.0404
"2024-02-07 18",0.1528,0.1091,0.1325
"2024-02-07 19",0.256,0.2643,0.1171
"2024-02-07 20",0.22,0.3545,0.05
"2024-02-07 21",0.2022,0.2645,0.1886
"2024-02-07 22",0.3767,0.3195,0.2604
"2024-02-07 23",0.4679,0.3797,0.1716
"2024-02-08 0",0.2692,0.3858,0.0996
"2024-02-08 1",0.1084,0.1556,0.0344
"2024-02-08 4",0.121,0.2124,0.0437
"2024-02-08 5",0.2306,0.294,0.0486
"2024-02-08 6",0.2903,0.4906,0.1407
"2024-02-08 7",0.0859,0.1433,0.0231
"2024-02-08 8",0.1883,0.1239,0.0687
"2024-02-08 9",0.1947,0.6069,0.0467
"2024-02-08 10",0.1331,0.0762,0
"2024-02-08 11",0.0962,0.0926,0.0332
"2024-02-08 12",0,0.0631,0.007
"2024-02-08 13",0.0843,0.1335,0
"2024-02-08 14",0.1435,0.1173,0.0378
"2024-02-08 15",0,0,0.0343
"2024-02-08 16",0.1672,0,0.0409
"2024-02-08 17",0.1406,0,0.0369
"2024-02-08 18",0.0845,0.0802,0.0367
"2024-02-08 19",0,0,0.0231
"2024-02-08 20",0.0389,0.1554,0
"2024-02-08 21",0.0563,0.0965,0.0164
"2024-02-08 22",0,0.0486,0.0325
"2024-02-08 23",0.027,0,0.007
"2024-02-09 2",0,0,0.0442
"2024-02-09 3",0,0.0544,0.01
"2024-02-09 4",0,0,0.0194
"2024-02-09 5",0,0,0
"2024-02-09 6",0.0654,0,0
"2024-02-09 7",0.0758,0,0.0232
"2024-02-09 8",0.0559,0.1045,0.0058
"2024-02-09 9",0.1215,0.0052,0.0727
"2024-02-09 10",0.1793,1.0552,0.0533
"2024-02-09 11",0.1489,0.1757,0.0246
"2024-02-09 12",0.1471,0.0827,0.1108
"2024-02-09 13",0,0,0.0262
"2024-02-09 14",0.1167,0,0.0243
"2024-02-09 15",0.1381,0,0.0337
"2024-02-09 16",0.0599,0,0.008
"2024-02-09 17",0.0486,0,0.0051
"2024-02-09 18",0.1092,0.0239,0
"2024-02-09 19",0.0587,0.0243,0.0344
"2024-02-09 20",0.0469,0,0
"2024-02-09 21",0.2281,0.2522,0.0404
"2024-02-09 22",0.0549,0.0413,0
"2024-02-09 23",0.1002,0.0848,0.0371
"2024-02-10 0",0.1689,0.1201,0.0194
"2024-02-10 1",0.0268,0,0
"2024-02-10 4",0,0.3678,0.0365
"2024-02-10 5",0,0.3791,0.1117
"2024-02-10 6",0.1847,0.2077,0.0629
"2024-02-10 7",0.019,0.6635,0.1493
"2024-02-10 8",0.3206,1.3559,0.4008
"2024-02-10 9",0.1283,0.286,0.1007
"2024-02-10 10",0.0718,0.0648,0
"2024-02-10 11",0,0,0
"2024-02-10 12",0,0,0.0191
"2024-02-10 13",0,0,0.0379
"2024-02-10 14",0,0,0.0119
"2024-02-10 15",0,0,0
"2024-02-10 16",0,0,0
"2024-02-10 17",0,0,0
"2024-02-10 18",0,0,0
"2024-02-10 19",0,0,0
"2024-02-10 20",0.0386,0,0
"2024-02-10 23",0.0088,0.0981,0.0232
"2024-02-11 3",0,0.1122,0.0402
"2024-02-11 4",0.089,0.1467,0
"2024-02-11 5",0.1651,0.1666,0.0302
"2024-02-11 6",0.067,0.1215,0.0259
"2024-02-11 7",0.0634,0.1035,0
"2024-02-11 8",0.0994,0.2007,0.0274
"2024-02-11 9",0,0.0827,0.0383
"2024-02-11 10",0,0,0
"2024-02-11 11",0.0213,0,0
"2024-02-11 12",0.0286,0,0.0213
"2024-02-11 13",0,0,0
"2024-02-11 14",0,0,0
"2024-02-11 15",0,0,0
"2024-02-11 16",0,0,0
"2024-02-11 17",0,0,0
"2024-02-11 18",0,0,0
"2024-02-11 19",0.0215,0,0
"2024-02-11 20",0.0242,0,0
"2024-02-11 21",0.3363,0.318,0.1828
"2024-02-11 22",0.2056,0.2802,0.0428
"2024-02-11 23",0.3059,0.2573,0.0559
"2024-02-12 0",0.2235,0.1921,0.0318
"2024-02-12 1",0.131,0.0921,0.0336
"2024-02-12 4",0,0.0306,0
"2024-02-12 5",0.1168,0.0806,0.0189
"2024-02-12 6",0.0879,0.0666,0
"2024-02-12 7",0,0.1828,0.0411
"2024-02-12 8",0.363,0.4733,0.0517
"2024-02-12 9",0.1345,0.2146,0.1002
"2024-02-12 10",0,0.1407,0.0963
"2024-02-12 11",0.0627,0.0164,0.0668
"2024-02-12 12",0.0779,0.0306,0.0087
"2024-02-12 13",0.0557,0,0
"2024-02-12 14",0.0595,0,0
"2024-02-12 15",0.0518,0.1919,0.0192
"2024-02-12 16",0,0.0299,0.0234
"2024-02-12 17",0.0732,0,0.0212
"2024-02-12 18",0.2112,0.1224,0.0718
"2024-02-12 19",0,0.1486,0.0313
"2024-02-12 20",0.4639,0.2216,0.1891
"2024-02-12 21",0.6552,0.1818,0.1087
"2024-02-12 22",0.2191,0.2157,0.1096
"2024-02-12 23",0,0.1432,0.0355
"2024-02-13 2",0,0.2377,0.1404
"2024-02-13 3",0,0.1099,0.0699
"2024-02-13 4",0.1073,0.0984,0.0217
"2024-02-13 5",0.1426,0.0891,0.1105
"2024-02-13 6",0.1779,0.1314,0.0475
"2024-02-13 7",0.5193,0.3774,0.2529
"2024-02-13 8",0.4276,0.2765,0.2078
"2024-02-13 9",0.2455,0.1837,0.1229
"2024-02-13 10",0.1258,0.0612,0
"2024-02-13 11",0.1215,0.0159,0
"2024-02-13 12",0.1136,0.0426,0.0692
"2024-02-13 13",0.1241,0.0794,0
"2024-02-13 14",0,0,0
"2024-02-13 15",0,0,0.0115
"2024-02-13 16",0,0,0.0157
"2024-02-13 17",0.1307,0,0.0175
"2024-02-13 18",0.2399,0.0364,0.0248
"2024-02-13 19",0.1087,0,0.0344
"2024-02-13 20",0,0,0.1059
"2024-02-13 21",0,0.0907,0.0311
"2024-02-13 22",0,0,0
"2024-02-13 23",0,0.096,0
"2024-02-14 0",0.0215,0,0.0327
"2024-02-14 1",0,0,0
"2024-02-14 4",0,0.032,0
"2024-02-14 5",0,0.0692,0.0178
"2024-02-14 6",0.09,0.0797,0
"2024-02-14 7",0.1421,0.0098,0.018
"2024-02-14 8",0.1297,0.0461,0
"2024-02-14 9",0,0.0493,0.0313
"2024-02-14 10",0,0.0661,0
"2024-02-14 11",0,0,0.0304
"2024-02-14 12",0,0,0
"2024-02-14 13",0,0,0
"2024-02-14 14",0.0478,0,0
"2024-02-14 15",0.055,0.0182,0.0313
"2024-02-14 16",0,0,0
"2024-02-14 17",0.0547,0.0198,0.1858
"2024-02-14 18",0.0476,0,0
"2024-02-14 19",0,0,0
"2024-02-14 20",0.0419,0,0
"2024-02-14 21",0.0303,0,0.0129
"2024-02-14 22",0,0,0
"2024-02-14 23",0.028,0,0.0191
"2024-02-15 2",0,0,0
"2024-02-15 3",0,0,0
"2024-02-15 4",0,0,0
"2024-02-15 5",0,0,0
"2024-02-15 6",0,0,0
"2024-02-15 7",0.0239,0,0
"2024-02-15 8",0.0313,0,0.0147
"2024-02-15 9",0,0.0218,0
"2024-02-15 10",0.0312,0,0
"2024-02-15 11",0.0637,0,0.0166
"2024-02-15 12",0,0,0
"2024-02-15 13",0,0,0
"2024-02-15 14",0.0344,0,0.026
"2024-02-15 15",0.0448,0,0
"2024-02-15 16",0.0791,0,0
"2024-02-15 17",0.0414,0,0
"2024-02-15 20",0.4767,0.1467,0.1197
"2024-02-15 21",0.1639,0.162,0.026
"2024-02-15 22",0.1196,0.1168,0.0343
"2024-02-15 23",0.1276,0.1297,0.1276
"2024-02-16 0",0.1554,0.1542,0.1952
"2024-02-16 1",0.1046,0.0336,0
"2024-02-16 4",0,0.0696,0.0283
"2024-02-16 5",0,0.0442,0
"2024-02-16 6",0,0.0231,0
"2024-02-16 7",0.0959,0.0369,0
"2024-02-16 8",0,0.1886,0
"2024-02-16 9",0,0.2795,0.0231
"2024-02-16 10",0,0.1963,0
"2024-02-16 11",0,0.0367,0
"2024-02-16 12",0,0,0
"2024-02-16 13",0,0,0.0252
"2024-02-16 14",0.0402,0,0.0108
"2024-02-16 15",0,0,0.01
"2024-02-16 16",0,0,0
"2024-02-16 17",0.0254,0,0
"2024-02-16 18",0,0,0.0189
"2024-02-16 19",0,0,0
"2024-02-16 20",0.0421,0,0
"2024-02-16 21",0,0,0.026
"2024-02-16 22",0,0,0
"2024-02-16 23",0.0267,0,0
"2024-02-17 2",0.0784,0.01,0.0203
"2024-02-17 3",0,0.1881,0.0984
"2024-02-17 4",0,0.2327,0.1231
"2024-02-17 5",0.1591,0.2283,0.0456
"2024-02-17 6",0,0.3599,0.1309
"2024-02-17 7",0,0.7352,0.1259
"2024-02-17 8",0,0,0
"2024-02-17 9",0.0355,0,0.0177
"2024-02-17 10",0,0,0
"2024-02-17 11",0,0,0
"2024-02-17 12",0.0144,0,0
"2024-02-17 13",0,0,0
"2024-02-17 14",0,0,0
"2024-02-17 15",0,0,0
"2024-02-17 16",0,0,0
"2024-02-17 17",0,0,0.0232
"2024-02-17 18",0,0,0
"2024-02-17 19",0.0372,0,0.0227
"2024-02-17 20",0.0552,0.0068,0.0175
"2024-02-17 23",0.0097,0.311,0.1598
"2024-02-18 0",0,0.0416,0
"2024-02-18 1",0,0.0105,0.0904
"2024-02-18 5",0,0.0056,0.0248
"2024-02-18 6",0,0,0
"2024-02-18 7",0.0391,0,0
"2024-02-18 8",0,0,0
"2024-02-18 9",0.0142,0,0
"2024-02-18 10",0,0,0
"2024-02-18 11",0,0,0
"2024-02-18 12",0,0,0
"2024-02-18 13",0,0,0
"2024-02-18 14",0,0,0
"2024-02-18 15",0.0301,0,0
"2024-02-18 16",0,0,0.0245
"2024-02-18 17",0,0,0
"2024-02-18 18",0.0876,0,0.0402
"2024-02-18 19",0.1271,0.0874,0
"2024-02-18 20",0.2418,0.3234,0.1255
"2024-02-18 21",0.3647,0.3485,0.2092
"2024-02-18 22",0.2574,0.2313,0.0357
"2024-02-18 23",0,0.2246,0.0255
"2024-02-19 2",0.1509,0.2276,0.0287
"2024-02-19 3",0.1804,0.319,0.129
"2024-02-19 4",0.1722,0.2295,0.1292
"2024-02-19 5",0.125,0.1636,0.0491
"2024-02-19 6",0.174,0.1669,0.094
"2024-02-19 7",0.1805,0.139,0.0374
"2024-02-19 8",0.162,0.0143,0.0323
"2024-02-19 9",0.1158,0.1292,0.0292
"2024-02-19 10",0.0632,0.0173,0.0191
"2024-02-19 11",0.0616,0.0112,0.0245
"2024-02-19 12",0.0734,0,0
"2024-02-19 13",0.023,0,0.0365
"2024-02-19 14",0.0395,0,0
"2024-02-19 15",0.0234,0.0802,0.1274
"2024-02-19 16",0.0317,0,0.086
"2024-02-19 17",0,0,0
"2024-02-19 18",0.0291,0,0.015
"2024-02-19 19",0,0,0
"2024-02-19 20",0,0,0
"2024-02-19 21",0,0,0
"2024-02-19 22",0,0,0
"2024-02-19 23",0.072,0.0091,0
"2024-02-20 0",0,0.0832,0
"2024-02-20 1",0,0.0521,0.0281
"2024-02-20 4",0,0.0977,0
"2024-02-20 5",0,0.1171,0.0295
"2024-02-20 6",0.1771,0.1183,0.0264
"2024-02-20 7",0.1541,0.1314,0.0369
"2024-02-20 8",0,0.1316,0.0902
"2024-02-20 9",0.1679,0.0558,0.068
"2024-02-20 10",0.1393,0.1085,0.0362
"2024-02-20 11",0,0.0435,0.0198
"2024-02-20 12",0,0.1297,0.0315
"2024-02-20 13",0.0644,0,0
"2024-02-20 14",0.053,0,0.025
"2024-02-20 15",0.0756,0.0089,0
"2024-02-20 16",0.0855,0.0636,0.0241
"2024-02-20 17",0.0872,0.0488,0
"2024-02-20 18",0,0.0893,0
"2024-02-20 19",0.0936,0.0956,0.008
"2024-02-20 20",0,0.126,0.1106
"2024-02-20 21",0,0.1619,0.0357
"2024-02-20 22",0.0634,0,0
"2024-02-20 23",0.0609,0.0168,0
"2024-02-21 2",0,0,0
"2024-02-21 3",0,0,0.0168
"2024-02-21 4",0.0095,0,0
"2024-02-21 5",0.0566,0,0
"2024-02-21 6",0.0737,0,0
"2024-02-21 7",0.1528,0.1113,0.0685
"2024-02-21 8",0.148,0,0
"2024-02-21 9",0.0673,0,0
"2024-02-21 10",0.0829,0,0
"2024-02-21 11",0,0,0
"2024-02-21 12",0.0933,0,0
"2024-02-21 13",0.0885,0,0
"2024-02-21 14",0.0796,0,0
"2024-02-21 15",0.0656,0,0
"2024-02-21 16",0.0696,0,0
"2024-02-21 17",0.0535,0,0
"2024-02-21 18",0.0284,0,0
"2024-02-21 19",0,0,0
"2024-02-21 20",0.1553,0.1482,0
"2024-02-21 21",0,0.1257,0.1115
"2024-02-21 22",0.0239,0,0.0206
"2024-02-21 23",0,0,0
"2024-02-22 2",0,0.1447,0.0365
"2024-02-22 3",0.1236,0.1521,0.104
