Date,ISOPRENE,ALPHA-PINENE,BETA-PINENE
"2023-12-07 6",0.0342,0.2303,0.2329
"2023-12-07 7",0.0218,0.1279,0.26
"2023-12-07 8",0.0297,0.118,0.186
"2023-12-07 9",0.1071,0.1635,0.2112
"2023-12-07 10",0.0622,0.3383,0.216
"2023-12-07 11",0.0464,0.3569,0.1999
"2023-12-07 12",0.0466,0.4698,0.2038
"2023-12-07 13",0.0289,0.5071,0.1822
"2023-12-07 14",0.0175,0.5344,0.1528
"2023-12-07 15",0.0517,0.4331,0.1536
"2023-12-07 16",0.0551,0.4866,0.2371
"2023-12-07 17",0.2559,0.3255,0.2392
"2023-12-07 18",0.03,0.267,0.1643
"2023-12-07 19",0.0363,0.3879,0.2141
"2023-12-07 20",0,0.3575,0.1966
"2023-12-07 21",0,0.2608,0.2131
"2023-12-07 22",0,0.3072,0.2005
"2023-12-07 23",0.02,0.3299,0.218
"2023-12-08 2",0.05,0.2691,0.289
"2023-12-08 3",0.0348,0.3134,0.2634
"2023-12-08 4",0.0223,0.2982,0.2366
"2023-12-08 5",0.0221,0.4164,0.2033
"2023-12-08 6",0.0424,0.3558,0.2246
"2023-12-08 7",0.0563,0.3038,0.2283
"2023-12-08 8",0.0715,0.1493,0.2028
"2023-12-08 9",0.0388,0.2728,0.1839
"2023-12-08 10",0.0333,0.3016,0.2411
"2023-12-08 11",0.0244,0.4166,0.2429
"2023-12-08 12",0.0305,0.3313,0.2033
"2023-12-08 13",0.0385,0.4259,0.1533
"2023-12-08 14",0.0456,0.4263,0.1968
"2023-12-08 15",0.0565,0.4077,0.1598
"2023-12-08 16",0.1038,0.425,0.2092
"2023-12-08 17",0.0523,0.4473,0.2055
"2023-12-08 18",0.0487,0.4246,0.167
"2023-12-08 19",0.0178,0.3551,0.2007
"2023-12-08 20",0.0261,0.3889,0.1709
"2023-12-08 21",0.0338,0.4392,0.1462
"2023-12-08 22",0.0393,0.1973,0.1586
"2023-12-08 23",0,0.3731,0.211
"2023-12-09 2",0.0335,0.1556,0.2414
"2023-12-09 3",0.0464,0.2553,0.2616
"2023-12-09 4",0.0099,0.2494,0.178
"2023-12-09 5",0,0.1206,0.2002
"2023-12-09 6",0,0.3621,0.1868
"2023-12-09 7",0,0.1402,0.1628
"2023-12-09 8",0,0.234,0.1989
"2023-12-09 9",0.0134,0.2746,0.1871
"2023-12-09 10",0.0091,0.3897,0.141
"2023-12-09 11",0.0525,0.3975,0.1877
"2023-12-09 12",0.032,0.4295,0.1698
"2023-12-09 13",0.0536,0.452,0.1478
"2023-12-09 14",0.056,0.365,0.1559
"2023-12-09 15",0.0416,0.4646,0.186
"2023-12-09 16",0.0409,0.3472,0.1525
"2023-12-09 17",0.0236,0.2877,0.1903
"2023-12-09 18",0.0324,0.5015,0.1575
"2023-12-09 19",0.0111,0.4471,0.1565
"2023-12-09 20",0.0116,0.4583,0.1651
"2023-12-09 23",0,0.1429,0.1884
"2023-12-10 0",0,0.115,0.1776
"2023-12-10 1",0,0.3108,0.1569
"2023-12-10 5",0.0221,0.1806,0.2147
"2023-12-10 6",0.0485,0.1983,0.243
"2023-12-10 7",0.074,0.2419,0.2154
"2023-12-10 8",0.0812,0.243,0.2605
"2023-12-10 9",0.0588,0.2898,0.186
"2023-12-10 10",0.0371,0.1389,0.156
"2023-12-10 11",0.0497,0.2356,0.1981
"2023-12-10 12",0.1045,0.3616,0.2154
"2023-12-10 13",0.0768,0.5495,0.1635
"2023-12-10 14",0.0399,0.4368,0.1837
"2023-12-10 15",0.049,0.4754,0.1334
"2023-12-10 16",0.0657,0.3509,0.1539
"2023-12-10 17",0.0404,0.3037,0.2594
"2023-12-10 18",0.0286,0.3375,0.2007
"2023-12-10 19",0.0855,0.293,0.2642
"2023-12-10 20",0.099,0.2972,0.3802
"2023-12-10 21",0.0931,0.2707,0.3425
"2023-12-10 22",0.244,0.3396,0.4394
"2023-12-10 23",0.2451,0.3321,0.5304
"2023-12-11 2",0.2499,0.298,0.5543
"2023-12-11 3",0.2418,0.2885,0.6311
"2023-12-11 4",0.2418,0.2864,0.5653
"2023-12-11 5",0.1448,0.2558,0.4298
"2023-12-11 6",0.0447,0.1706,0.261
"2023-12-11 7",0.0451,0.1882,0.2283
"2023-12-11 8",0.0206,0.0079,0.2041
"2023-12-11 9",0.0253,0.2621,0.2485
"2023-12-11 10",0.2304,0.3161,0.4985
"2023-12-11 11",0.3212,0.5925,0.754
"2023-12-11 12",0.2849,0.8244,0.6839
"2023-12-11 13",0.2075,0.7,0.5443
"2023-12-11 14",0.1737,0.5322,0.3855
"2023-12-11 15",0.1611,0.4402,0.3616
"2023-12-11 16",0.1654,0.3779,0.3399
"2023-12-11 17",0.1945,0.3317,0.3556
"2023-12-11 18",0.1322,0.3391,0.3934
"2023-12-11 19",0.0868,0.3205,0.3503
"2023-12-11 20",0.0675,0.306,0.2654
"2023-12-11 21",0.0485,0.2901,0.2971
"2023-12-11 22",0.0541,0.288,0.2641
"2023-12-11 23",0.049,0.282,0.2561
"2023-12-12 0",0.0393,0.2626,0.2717
"2023-12-12 1",0.0667,0.201,0.3548
"2023-12-12 4",0.0624,0.2473,0.4502
"2023-12-12 5",0.0609,0.1984,0.4672
"2023-12-12 6",0.0659,0.2057,0.439
"2023-12-12 7",0.0612,0.2068,0.4948
"2023-12-12 8",0.192,0.2146,0.4127
"2023-12-12 9",0.1387,0.2699,0.3997
"2023-12-12 10",0.5068,0.4277,0.6226
"2023-12-12 11",0.5601,0.4825,0.5346
"2023-12-12 12",0.2063,0.3499,0.5758
"2023-12-12 13",0.1829,0.3708,0.5183
"2023-12-12 14",0.1671,0.3878,0.3984
"2023-12-12 15",0.1847,0.3674,0.4376
"2023-12-12 16",0.1397,0.3233,0.3506
"2023-12-12 17",0.0707,0.439,0.2707
"2023-12-12 18",0.0634,0.3103,0.2112
"2023-12-12 19",0.0292,0.3199,0.2338
"2023-12-12 20",0.0201,0.4191,0.1863
"2023-12-12 21",0.015,0.2272,0.2232
"2023-12-12 22",0.0215,0.3299,0.2223
"2023-12-12 23",0.0116,0.3213,0.1827
"2023-12-13 2",0.0182,0.2154,0.1706
"2023-12-13 3",0.0152,0.369,0.2671
"2023-12-13 4",0.0132,0.3396,0.1518
"2023-12-13 5",0.0086,0.3807,0.1531
"2023-12-13 6",0,0.2746,0.1522
"2023-12-13 7",0.0191,0.2586,0.2152
"2023-12-13 8",0.0314,0.331,0.2408
"2023-12-13 9",0,0.2532,0.2304
"2023-12-13 10",0.0079,0.1342,0.1915
"2023-12-13 11",0,0.4033,0.2054
"2023-12-13 12",0,0.2461,0.2102
"2023-12-13 13",0,0.37,0.1572
"2023-12-13 14",0.0079,0.3815,0.1745
"2023-12-13 15",0.0393,0.4712,0.1826
"2023-12-13 16",0.0725,0.343,0.2471
"2023-12-13 17",0.1406,0.3038,0.3229
"2023-12-13 18",0.0893,0.325,0.3372
"2023-12-13 19",0.087,0.3325,0.2794
"2023-12-13 20",0.071,0.2789,0.2581
"2023-12-13 21",0.0449,0.2888,0.2232
"2023-12-13 22",0.0376,0.2327,0.217
"2023-12-13 23",0.0337,0.2207,0.2591
"2023-12-14 0",0.0228,0.2107,0.2256
"2023-12-14 1",0.0177,0.1962,0.2164
"2023-12-14 4",0,0.0563,0.2442
"2023-12-14 5",0,0.2843,0.1987
"2023-12-14 6",0.0089,0.1156,0.1756
"2023-12-14 7",0.0233,0.2264,0.2115
"2023-12-14 8",0.0091,0.2143,0.2151
"2023-12-14 9",0.0198,0.2602,0.2078
"2023-12-14 10",0.0284,0.2545,0.2081
"2023-12-14 11",0.0611,0.2434,0.1882
"2023-12-14 12",0.055,0.293,0.218
"2023-12-14 13",0.1603,0.7274,0.4374
"2023-12-14 14",0.0969,0.6332,0.4146
"2023-12-14 15",0.1159,0.5399,0.4127
"2023-12-14 16",0.2115,0.5294,0.4141
"2023-12-14 17",0.1633,0.4607,0.2157
"2023-12-14 18",0.1207,0.4512,0.4162
"2023-12-14 19",0.0981,0.3386,0.3389
"2023-12-14 20",0.0667,0.3625,0.2985
"2023-12-14 21",0.0614,0.3629,0.2545
"2023-12-14 22",0.0347,0.319,0.284
"2023-12-14 23",0.0287,0.33,0.246
"2023-12-15 2",0.0191,0.1979,0.2075
"2023-12-15 3",0.0187,0.2613,0.2626
"2023-12-15 4",0.0198,0.3194,0.1953
"2023-12-15 5",0.0233,0.1088,0.2249
"2023-12-15 6",0.0145,0.2775,0.201
"2023-12-15 7",0.0642,0.2602,0.2671
"2023-12-15 8",0.054,0.2314,0.1818
"2023-12-15 9",28.5824,0.5821,2.1714
"2023-12-15 10",16.8777,0.4419,2.1415
"2023-12-15 11",0.8595,0.3176,0.5821
"2023-12-15 12",0.2928,0.4609,0.5657
"2023-12-15 13",0.1575,0.6274,0.6255
"2023-12-15 14",0.1538,0.6121,0.5377
"2023-12-15 15",0.1329,0.5678,0.5952
"2023-12-15 16",0.1803,0.4529,0.4546
"2023-12-15 17",0.2143,0.4109,0.4392
"2023-12-15 18",0.1263,0.4246,0.4926
"2023-12-15 19",0.1664,0.4285,0.5386
"2023-12-15 20",0.1129,0.3312,0.4483
"2023-12-15 21",0.0939,0.3142,0.4546
"2023-12-15 22",0.0494,0.2715,0.3342
"2023-12-15 23",0.0358,0.2793,0.33
"2023-12-16 0",0.0312,0.3158,0.3055
"2023-12-16 1",0.0302,0.2605,0.2959
"2023-12-16 4",0.0294,0.0694,0.283
"2023-12-16 5",0.0424,0.2573,0.3207
"2023-12-16 6",0.0256,0.2327,0.2628
"2023-12-16 7",0.0404,0.2655,0.2908
"2023-12-16 8",0.0266,0.3,0.2421
"2023-12-16 9",0.1775,0.2946,0.3331
"2023-12-16 10",0.1992,0.3865,0.4846
"2023-12-16 11",0.2172,0.4842,0.5766
"2023-12-16 12",0.1808,0.4712,0.5697
"2023-12-16 13",0.1789,0.5251,0.5524
"2023-12-16 14",0.1973,0.4801,0.587
"2023-12-16 15",0.1836,0.4597,0.5665
"2023-12-16 16",0.155,0.3823,0.461
"2023-12-16 17",0.1557,0.3443,0.4555
"2023-12-16 18",0.1141,0.2658,0.4363
"2023-12-16 19",0.0994,0.2702,0.3438
"2023-12-16 20",0.0561,0.147,0.2696
"2023-12-16 23",0.0229,0.1185,0.2301
"2023-12-17 3",0,0.1373,0.3315
"2023-12-17 4",0,0.1782,0.1755
"2023-12-17 5",0.0348,0.1861,0.4211
"2023-12-17 6",0.0203,0.1755,0.2008
"2023-12-17 7",0.0201,0.1997,0.1947
"2023-12-17 8",0.038,0.1814,0.3072
"2023-12-17 9",0.0477,0.2245,0.2625
"2023-12-17 10",0.1235,0.2898,0.419
"2023-12-17 11",0.1076,0.3354,0.3556
"2023-12-17 12",0.2148,0.4625,0.6153
"2023-12-17 13",0.2851,0.5611,0.6771
"2023-12-17 14",0.3432,0.5285,0.5771
"2023-12-17 15",0.3232,0.5173,0.5922
"2023-12-17 16",0.4383,0.5715,0.5566
"2023-12-17 17",0.3579,0.4753,0.5209
"2023-12-17 18",0.2471,0.3609,0.5406
"2023-12-17 19",0.3229,0.347,0.5896
"2023-12-17 20",0.2012,0.2757,0.4926
"2023-12-17 21",0.0979,0.1979,0.2857
"2023-12-17 22",0.2661,0.2678,0.5456
"2023-12-17 23",0.0815,0.1766,0.2476
"2023-12-18 0",0.0872,0.2329,0.2492
"2023-12-18 1",0.2248,0.2783,0.5627
"2023-12-18 4",0.3679,0.3397,0.7558
"2023-12-18 5",0.3417,0.3034,0.5517
"2023-12-18 6",0.5437,0.4035,0.8601
"2023-12-18 7",0.4997,0.3913,0.2781
"2023-12-18 8",0.4133,0.3157,0.3234
"2023-12-18 9",0.67,0.4681,1.0265
"2023-12-18 10",0.7706,0.5893,1.094
"2023-12-18 11",0.7073,0.6557,0.99
"2023-12-18 12",0.8988,0.9871,0.7655
"2023-12-18 13",0.9429,0.9086,0.7405
"2023-12-18 14",0.5558,0.7327,0.8418
"2023-12-18 15",0.4792,0.5682,0.5873
"2023-12-18 16",0.4875,0.5621,0.5019
"2023-12-18 17",0.6101,0.5264,0.7762
"2023-12-18 18",0.5117,0.4056,0.6045
"2023-12-18 19",0.5017,0.4471,0.5771
"2023-12-18 20",0.4998,0.4398,0.6111
"2023-12-18 21",0.5048,0.4043,0.6137
"2023-12-18 22",0.6109,0.4167,0.6588
"2023-12-18 23",0.4026,0.3587,0.6292
"2023-12-19 2",0.1122,0.243,0.3043
"2023-12-19 3",0.0999,0.238,0.2238
"2023-12-19 4",0.0906,0.2602,0.3352
"2023-12-19 5",0.0637,0.2223,0.3056
"2023-12-19 6",0.0556,0.1971,0.2251
"2023-12-19 7",0.2103,0.2382,0.3254
"2023-12-19 8",0.0796,0.2413,0.2759
"2023-12-19 9",0.0759,0.2411,0.2749
"2023-12-19 10",0.0598,0.2736,0.2473
"2023-12-19 11",0.0221,0.295,0.2531
"2023-12-19 12",0.0414,0.2877,0.2463
"2023-12-19 13",0.107,0.3436,0.343
"2023-12-19 14",0.1953,0.5327,0.5296
"2023-12-19 15",0.2706,0.8362,0.6347
"2023-12-19 16",0.3924,0.7796,0.6564
"2023-12-19 17",0.3491,0.401,0.4641
"2023-12-19 18",0.306,0.3655,0.4039
"2023-12-19 19",0.2167,0.2901,0.3569
"2023-12-19 20",0.0619,0.2704,0.2401
"2023-12-19 21",0.1347,0.2982,0.4198
"2023-12-19 22",0.0456,0.2977,0.2597
"2023-12-19 23",0.0215,0.2641,0.2854
"2023-12-20 0",0.0081,0.1059,0.2707
"2023-12-20 1",0.0107,0.1119,0.2498
"2023-12-20 4",0.0094,0.1835,0.249
"2023-12-20 5",0.0175,0.1649,0.2443
"2023-12-20 6",0.0221,0.2114,0.2277
"2023-12-20 7",0.0149,0.2299,0.2298
"2023-12-20 8",0.088,0.234,0.2561
"2023-12-20 9",0.0844,0.2338,0.3514
"2023-12-20 10",0.1132,0.272,0.3152
"2023-12-20 11",0.1118,0.3884,0.3834
"2023-12-20 12",0.0977,0.4419,0.3187
"2023-12-20 13",0.0763,0.4969,0.3592
"2023-12-20 14",0.169,0.7207,0.4253
"2023-12-20 15",0.2202,0.7076,0.5424
"2023-12-20 16",0.2309,0.6937,0.4848
"2023-12-20 17",0.2167,0.4738,0.5961
"2023-12-20 18",0.2347,0.3718,0.4085
"2023-12-20 19",0.0568,0.2246,0.2804
"2023-12-20 20",0.0304,0.3551,0.2524
"2023-12-20 21",0.1727,0.3,0.352
"2023-12-20 22",0.0277,0.1028,0.1937
"2023-12-20 23",0.0173,0.2071,0.2147
"2023-12-21 2",0.0078,0.1035,0.2335
"2023-12-21 3",0.0309,0.2254,0.2299
"2023-12-21 4",0.018,0.1869,0.2125
"2023-12-21 5",0.0568,0.3063,0.3592
"2023-12-21 6",0.0239,0.2385,0.3022
"2023-12-21 7",0.0191,0.1882,0.2537
"2023-12-21 8",0,0.2004,0.222
"2023-12-21 9",0.0461,0.2435,0.287
"2023-12-21 10",0.0683,0.262,0.3745
"2023-12-21 11",0.0494,0.4306,0.2388
"2023-12-21 12",0.0844,0.3147,0.3286
"2023-12-21 13",0.281,0.3318,0.326
"2023-12-21 14",0.1406,0.3732,0.3106
"2023-12-21 15",0.1393,0.7487,0.5417
"2023-12-21 16",0.1715,0.7012,0.5718
"2023-12-21 17",0.1456,0.4821,0.4756
"2023-12-21 18",0.0518,0.3268,0.2285
"2023-12-21 19",0.033,0.3519,0.1989
"2023-12-21 20",0.0951,0.3342,0.2746
"2023-12-21 21",0.0195,0.119,0.1968
"2023-12-21 22",0.0515,0.3168,0.2566
"2023-12-21 23",0.0289,0.2953,0.2206
"2023-12-22 0",0.0059,0.2878,0.1569
"2023-12-22 1",0.0177,0.1612,0.1764
"2023-12-22 4",0.0142,0.1344,0.2288
"2023-12-22 5",0,0.2063,0.2002
"2023-12-22 6",0.0229,0.1329,0.1738
"2023-12-22 7",0.0322,0.2445,0.2518
"2023-12-22 8",0.0183,0.1831,0.2023
"2023-12-22 9",0.4779,0.2673,0.168
"2023-12-22 10",0.191,0.3024,0.3373
"2023-12-22 11",0.1614,0.3014,0.3385
"2023-12-22 12",0.1264,0.3336,0.2704
"2023-12-22 13",0.0756,0.3482,0.2773
"2023-12-22 14",0.0619,0.3601,0.2555
"2023-12-22 15",0.0609,0.3708,0.3166
"2023-12-22 16",0.1055,0.3705,0.3229
"2023-12-22 17",0.1009,0.2864,0.3297
"2023-12-22 18",0.0469,0.2578,0.2342
"2023-12-22 19",0.0322,0.3139,0.2327
"2023-12-22 20",0.2909,0.3795,0.5639
"2023-12-22 21",0.0352,0.2128,0.2607
"2023-12-22 22",0.1867,0.3986,0.6143
"2023-12-22 23",0.033,0.2249,0.299
"2023-12-23 2",0.0216,0.1753,0.2204
"2023-12-23 3",0.0099,0.2117,0.2136
"2023-12-23 4",0.0437,0.2599,0.2607
"2023-12-23 5",0.0664,0.2684,0.2982
"2023-12-23 6",0.0555,0.2168,0.3543
"2023-12-23 7",0.066,0.2178,0.3294
"2023-12-23 8",0.0673,0.1958,0.2812
"2023-12-23 9",0.0642,0.2139,0.3765
"2023-12-23 10",0.0682,0.2104,0.1968
"2023-12-23 11",0.0449,0.2558,0.2938
"2023-12-23 12",0.0395,0.2874,0.2236
"2023-12-23 13",0.0157,0.2688,0.2775
"2023-12-23 14",0.0165,0.1879,0.2485
"2023-12-23 15",0,0.3483,0.2864
"2023-12-23 16",0.0345,0.3233,0.2743
"2023-12-23 17",0,0.1269,0.2865
"2023-12-23 18",0.0155,0.2977,0.3558
"2023-12-23 19",0.0116,0.1898,0.3802
"2023-12-23 20",0.018,0.1058,0.3212
"2023-12-23 23",0.0467,0.1708,0.2809
"2023-12-24 0",0.0312,0.1732,0.3755
"2023-12-24 1",0.032,0.1481,0.1628
"2023-12-24 5",0,0.1103,0.194
"2023-12-24 6",0.0101,0.1607,0.1612
"2023-12-24 7",0.0117,0.2219,0.2115
"2023-12-24 8",0.014,0.2503,0.175
"2023-12-24 9",0.0073,0.2726,0.1719
"2023-12-24 10",0,0.219,0.2178
"2023-12-24 11",0.0229,0.2709,0.1958
"2023-12-24 12",0.0238,0.3609,0.159
"2023-12-24 13",0.0187,0.3786,0.1874
"2023-12-24 14",0.02,0.4172,0.1514
"2023-12-24 15",0.0106,0.4077,0.229
"2023-12-24 16",0.018,0.3396,0.1924
"2023-12-24 17",0.0137,0.4103,0.1808
"2023-12-24 18",0.0183,0.3294,0.1653
"2023-12-24 19",0.0168,0.3677,0.1649
"2023-12-24 20",0.0112,0.2589,0.2314
"2023-12-24 21",0,0.251,0.1452
"2023-12-24 22",0.0154,0.4018,0.1292
"2023-12-24 23",0.0089,0.4808,0.1622
"2023-12-25 2",0,0.1624,0.1664
"2023-12-25 3",0,0.2974,0.1546
"2023-12-25 4",0,0.2752,0.1429
"2023-12-25 5",0,0.2701,0.1483
"2023-12-25 6",0,0.3055,0.1556
"2023-12-25 7",0,0.3847,0.1426
"2023-12-25 8",0,0.1037,0.1363
"2023-12-25 9",0.0089,0.1601,0.1518
"2023-12-25 10",0,0.3312,0.1447
"2023-12-25 11",0.0429,0.3294,0.1472
"2023-12-25 12",0.0472,0.397,0.2246
"2023-12-25 13",0.0441,0.4974,0.1913
"2023-12-25 14",0.0385,0.5131,0.1451
"2023-12-25 15",0.0216,0.4529,0.1341
"2023-12-25 16",0.0243,0.479,0.196
"2023-12-25 17",0.0272,0.4374,0.2217
"2023-12-25 18",0.0208,0.4311,0.1887
"2023-12-25 19",0.0215,0.3821,0.135
"2023-12-25 20",0.0211,0.3367,0.1352
"2023-12-25 21",0.0129,0.3473,0.1256
"2023-12-25 22",0,0.4373,0.1433
"2023-12-25 23",0.0076,0.3889,0.109
"2023-12-26 0",0.0187,0.5021,0.1326
"2023-12-26 1",0,0.4033,0.1363
"2023-12-26 4",0,0.1273,0.1368
"2023-12-26 5",0.0086,0.129,0.1426
"2023-12-26 6",0,0.1061,0.1245
"2023-12-26 7",0.0284,0.3511,0.125
"2023-12-26 8",0.0125,0.3606,0.1551
"2023-12-26 9",0.0135,0.444,0.1345
"2023-12-26 10",0.0261,0.3685,0.1449
"2023-12-26 11",0.0583,0.4468,0.1955
"2023-12-26 12",0.53,0.7156,0.1645
"2023-12-26 13",0.1268,0.5081,0.1551
"2023-12-26 14",0.0475,0.4293,0.1695
"2023-12-26 15",0.0612,0.8005,0.1831
"2023-12-26 16",0.0627,0.1816,0.2722
"2023-12-26 17",0.091,0.4445,0.3056
"2023-12-26 18",0.0962,0.4161,0.3561
"2023-12-26 19",0.0997,0.3283,0.3666
"2023-12-26 20",0.0961,0.3446,0.3003
"2023-12-26 21",0.086,0.3276,0.2888
"2023-12-26 22",0.0967,0.3231,0.3328
"2023-12-26 23",0.0972,0.3349,0.2447
"2023-12-27 2",0.0761,0.2814,0.3365
"2023-12-27 3",0.0621,0.2705,0.2515
"2023-12-27 4",0.0847,0.2977,0.3212
"2023-12-27 5",0.1007,0.2883,0.2927
"2023-12-27 6",0.1278,0.3224,0.292
"2023-12-27 7",0.1578,0.3378,0.238
"2023-12-27 8",0.1324,0.2686,0.2788
"2023-12-27 9",0.0375,0.2667,0.2028
"2023-12-27 10",0.072,0.2747,0.2807
"2023-12-27 11",0.0886,0.3462,0.2358
"2023-12-27 12",0.0652,0.3431,0.19
"2023-12-27 13",0.0665,0.4812,0.2301
"2023-12-27 14",0.0345,0.3797,0.1994
"2023-12-27 15",0.0409,0.4125,0.2282
"2023-12-27 16",0.0673,0.414,0.3165
"2023-12-27 17",0.0835,0.408,0.2688
"2023-12-27 18",0.0609,0.3734,0.244
"2023-12-27 19",0.0718,0.3068,0.256
"2023-12-27 20",0.1099,0.256,0.2416
"2023-12-27 21",0.0343,0.2413,0.212
"2023-12-27 22",0.0499,0.2314,0.2613
"2023-12-27 23",0.0466,0.2419,0.2531
"2023-12-28 0",0.072,0.2791,0.3719
"2023-12-28 1",0.036,0.1831,0.2603
"2023-12-28 4",0.1108,0.271,0.4439
"2023-12-28 5",0.1225,0.2566,0.4466
"2023-12-28 6",0.0759,0.2587,0.3056
"2023-12-28 7",0.0665,0.2094,0.1599
"2023-12-28 8",0.0434,0.2114,0.347
"2023-12-28 9",0.071,0.2595,0.3773
"2023-12-28 10",0.0771,0.3021,0.2392
"2023-12-28 11",0.1808,0.4384,0.5047
"2023-12-28 12",0.1089,0.4282,0.3558
"2023-12-28 13",0.1154,0.4322,0.3983
"2023-12-28 14",0.1174,0.4542,0.3076
"2023-12-28 15",0.0938,0.4166,0.3271
"2023-12-28 16",0.1225,0.3842,0.3194
"2023-12-28 17",0.1337,0.3321,0.3748
"2023-12-28 18",0.0911,0.3268,0.3986
"2023-12-28 19",0.1089,0.2853,0.299
"2023-12-28 20",0.0726,0.3037,0.3284
"2023-12-28 21",0.0822,0.3131,0.3412
"2023-12-28 22",0.0589,0.1976,0.3598
"2023-12-28 23",0.0398,0.2833,0.2071
"2023-12-29 2",0.0244,0.1408,0.2578
"2023-12-29 3",0.0244,0.1827,0.2605
"2023-12-29 4",0.0183,0.2358,0.1463
"2023-12-29 5",0.0258,0.1289,0.1546
"2023-12-29 6",0.019,0.1061,0.1832
"2023-12-29 7",0.0262,0.2862,0.1711
"2023-12-29 8",0.0229,0.2151,0.2707
"2023-12-29 9",0.0145,0.2049,0.2042
"2023-12-29 10",0.0541,0.2699,0.2379
"2023-12-29 11",0.087,0.3441,0.3153
"2023-12-29 12",0.1004,0.3727,0.2877
"2023-12-29 13",0.1159,0.4491,0.4117
"2023-12-29 14",0.1654,0.8603,0.5788
"2023-12-29 15",0.1568,0.6336,0.4762
"2023-12-29 16",0.1397,0.4712,0.4809
"2023-12-29 17",0.209,0.4403,0.4872
"2023-12-29 18",0.1271,0.3805,0.4258
"2023-12-29 19",0.0829,0.3305,0.282
"2023-12-29 20",0.0708,0.2807,0.2114
"2023-12-29 21",0.0568,0.249,0.2382
"2023-12-29 22",0.0451,0.2621,0.1971
"2023-12-29 23",0.0396,0.2932,0.186
"2023-12-30 0",0.035,0.2972,0.2243
"2023-12-30 1",0.0327,0.202,0.1365
"2023-12-30 4",0.0137,0.1852,0.1577
"2023-12-30 5",0.0162,0.229,0.1991
"2023-12-30 6",0.0102,0.3066,0.1682
"2023-12-30 7",0.0233,0.2519,0.184
"2023-12-30 8",0.0142,0.3066,0.1622
"2023-12-30 9",0.0508,0.2681,0.1703
"2023-12-30 10",0.0571,0.2851,0.1992
"2023-12-30 11",0.0416,0.2925,0.1974
"2023-12-30 12",0.0437,0.3153,0.1788
"2023-12-30 13",0.1167,0.2853,0.251
"2023-12-30 14",0.0586,0.3289,0.2492
"2023-12-30 15",0.1951,0.4201,0.4827
"2023-12-30 16",0.3673,0.338,0.3309
"2023-12-30 17",0.1631,0.2579,0.3509
"2023-12-30 18",0.1144,0.2675,0.3144
"2023-12-30 19",0.2511,0.3832,0.4951
"2023-12-30 20",0.2441,0.3328,0.506
"2023-12-30 23",0.083,0.2117,0.2864
"2023-12-31 3",0.0941,0.2223,0.386
"2023-12-31 4",0.1779,0.2426,0.5027
"2023-12-31 5",0.0886,0.1911,0.3354
"2023-12-31 6",0.0591,0.196,0.3226
"2023-12-31 7",0.0452,0.1788,0.2702
"2023-12-31 8",0.0764,0.1936,0.3168
"2023-12-31 9",0.051,0.2091,0.1801
"2023-12-31 10",0.0639,0.2908,0.3478
"2023-12-31 11",0.1395,0.3244,0.4402
"2023-12-31 12",0.0985,0.3682,0.3957
"2023-12-31 13",0.1058,0.4117,0.4023
"2023-12-31 14",0.0908,0.4681,0.3168
"2023-12-31 15",0.1,0.3724,0.3773
"2023-12-31 16",0.0809,0.3307,0.3255
"2023-12-31 17",0.0792,0.3043,0.2804
"2023-12-31 18",0.0735,0.2806,0.3234
"2023-12-31 19",0.0522,0.2498,0.2435
"2023-12-31 20",0.0588,0.2351,0.2432
"2023-12-31 21",0.0446,0.2689,0.1897
"2023-12-31 22",0.0258,0.0876,0.1538
"2023-12-31 23",0.0517,0.2587,0.1827
"2024-01-01 0",0.0259,0.2511,0.169
"2024-01-01 1",0.0188,0.2482,0.1905
"2024-01-01 4",0,0.2332,0.2115
"2024-01-01 5",0.036,0.2236,0.2156
"2024-01-01 6",0.0299,0.2026,0.1974
"2024-01-01 7",0,0.2796,0.1219
"2024-01-01 8",0.021,0.3144,0.181
"2024-01-01 9",0.1131,0.2515,0.1491
"2024-01-01 10",0.0324,0.2733,0.2193
"2024-01-01 11",0.0598,0.3058,0.265
"2024-01-01 12",0.0647,0.1976,0.1987
"2024-01-01 13",0.1763,0.458,0.3968
"2024-01-01 14",0.1119,0.4379,0.4284
"2024-01-01 15",0.1263,0.441,0.3376
"2024-01-01 16",0.1037,0.4201,0.3724
"2024-01-01 17",0.1004,0.4127,0.3714
"2024-01-01 18",0.0893,0.1557,0.2473
"2024-01-01 19",0.0716,0.2836,0.2031
"2024-01-01 20",0.0568,0.246,0.2264
"2024-01-01 21",0.0442,0.2382,0.1751
"2024-01-01 22",0.0429,0.1544,0.1924
"2024-01-01 23",0.031,0.2549,0.1926
"2024-01-02 2",0.0238,0.257,0.1441
"2024-01-02 3",0,0.382,0.1253
"2024-01-02 4",0.0239,0.3328,0.13
"2024-01-02 5",0.0216,0.3944,0.1441
"2024-01-02 6",0.0228,0.3237,0.2235
"2024-01-02 7",0.0124,0.348,0.1323
"2024-01-02 8",0.0223,0.1582,0.1575
"2024-01-02 9",0.0396,0.2675,0.2458
"2024-01-02 10",0.0444,0.2612,0.1958
"2024-01-02 11",0.0708,0.3609,0.3768
"2024-01-02 12",0.1783,0.3938,0.3423
"2024-01-02 13",0.0784,0.3947,0.2951
"2024-01-02 14",0.0654,0.5723,0.222
"2024-01-02 15",0.1155,0.9568,0.3561
