Date,ISOPRENE,ALPHA-PINENE,BETA-PINENE
"2024-04-06 20",0,0,0
"2024-04-06 23",0.0331,0,0
"2024-04-07 0",0,0,0
"2024-04-07 1",0,0,0
"2024-04-07 5",0.0983,0,0
"2024-04-07 6",0.1243,0,0
"2024-04-07 7",0.0465,0,0
"2024-04-07 8",0,0,0
"2024-04-07 15",0,0,0
"2024-04-07 16",0,0,0
"2024-04-07 17",0,0,0
"2024-04-07 18",0,0,0
"2024-04-07 19",0,0,0
"2024-04-07 20",0,0,0
"2024-04-07 21",0,0,0
"2024-04-07 22",0.0101,0,0
"2024-04-07 23",0,0,0
"2024-04-08 2",0.0205,0,0
"2024-04-08 3",0.0556,0,0
"2024-04-08 4",0.0422,0,0
"2024-04-08 5",0,0,0
"2024-04-08 6",0.1403,0,0
"2024-04-08 7",0.0452,0,0
"2024-04-08 8",0.0814,0,0
"2024-04-08 9",0.0192,0,0
"2024-04-08 10",0,0,0
"2024-04-08 11",0,0,0
"2024-04-08 12",0,0,0
"2024-04-08 13",0,0,0
"2024-04-08 14",0,0,0
"2024-04-08 15",0,0,0
"2024-04-08 16",0,0,0
"2024-04-08 17",0,0,0
"2024-04-08 18",0,0,0
"2024-04-08 19",0,0,0
"2024-04-08 20",0,0,0
"2024-04-08 21",0.0914,0,0
"2024-04-08 22",0.0197,0,0
"2024-04-08 23",0,0,0
"2024-04-09 0",0,0,0
"2024-04-09 1",0.026,0,0
"2024-04-09 4",0.1004,0,0
"2024-04-09 5",0.1742,0,0
"2024-04-09 6",0.293,0,0
"2024-04-09 7",0.1238,0,0
"2024-04-09 8",0.0236,0,0
"2024-04-09 9",0,0,0
"2024-04-09 10",0,0,0
"2024-04-09 11",0,0,0
"2024-04-09 12",0,0,0
"2024-04-09 13",0,0,0
"2024-04-09 14",0,0,0
"2024-04-09 15",0,0,0
"2024-04-09 16",0,0,0
"2024-04-09 17",0,0,0
"2024-04-09 18",0,0,0
"2024-04-09 19",0.0449,0,0
"2024-04-09 20",0.0485,0,0
"2024-04-09 21",0,0,0
"2024-04-09 22",0.0406,0,0
"2024-04-09 23",0.0389,0,0
"2024-04-10 2",0.0673,0,0
"2024-04-10 3",0.1058,0,0
"2024-04-10 4",0.1423,0.0842,0
"2024-04-10 5",0.2399,0.097,0
"2024-04-10 6",0.3215,0.0817,0
"2024-04-10 7",0.149,0,0
"2024-04-10 9",AN,AN,AN
"2024-04-10 10",AN,AN,AN
"2024-04-10 11",AN,AN,AN
"2024-04-10 12",AN,AN,AN
"2024-04-10 13",AN,AN,AN
"2024-04-10 14",AN,AN,AN
"2024-04-10 15",AN,AN,AN
"2024-04-10 16",AN,AN,AN
"2024-04-10 17",AN,AN,AN
"2024-04-10 18",AN,AN,AN
"2024-04-10 19",AN,AN,AN
"2024-04-10 20",AN,AN,AN
"2024-04-10 21",AN,AN,AN
"2024-04-10 22",AN,AN,AN
"2024-04-10 23",AN,AN,AN
"2024-04-11 0",AN,AN,AN
"2024-04-11 1",AN,AN,AN
"2024-04-11 4",AN,AN,AN
"2024-04-11 5",AN,AN,AN
"2024-04-11 6",AN,AN,AN
"2024-04-11 7",AN,AN,AN
"2024-04-11 8",AN,AN,AN
"2024-04-11 9",AN,AN,AN
"2024-04-11 10",AN,AN,AN
"2024-04-11 13",AN,AN,AN
"2024-04-11 14",AN,AN,AN
"2024-04-11 15",AN,AN,AN
"2024-04-11 16",AN,AN,AN
"2024-04-11 17",AN,AN,AN
"2024-04-11 18",AN,AN,AN
"2024-04-11 19",AN,AN,AN
"2024-04-11 20",AN,AN,AN
"2024-04-11 21",AN,AN,AN
"2024-04-11 22",AN,AN,AN
"2024-04-11 23",AN,AN,AN
"2024-04-12 2",AN,AN,AN
"2024-04-12 3",AN,AN,AN
"2024-04-12 4",AN,AN,AN
"2024-04-12 5",AN,AN,AN
"2024-04-12 6",AN,AN,AN
"2024-04-12 7",AN,AN,AN
"2024-04-12 8",AN,AN,AN
"2024-04-12 9",AN,AN,AN
"2024-04-12 10",AN,AN,AN
"2024-04-12 11",AN,AN,AN
"2024-04-12 12",AN,AN,AN
"2024-04-12 13",AN,AN,AN
"2024-04-12 14",AN,AN,AN
"2024-04-12 15",AN,AN,AN
"2024-04-12 16",AN,AN,AN
"2024-04-12 17",AN,AN,AN
"2024-04-12 18",AN,AN,AN
"2024-04-12 19",AN,AN,AN
"2024-04-12 20",AN,AN,AN
"2024-04-12 21",AN,AN,AN
"2024-04-12 22",AN,AN,AN
"2024-04-12 23",AN,AN,AN
"2024-04-13 0",AN,AN,AN
"2024-04-13 1",AN,AN,AN
"2024-04-13 4",AN,AN,AN
"2024-04-13 5",AN,AN,AN
"2024-04-13 6",AN,AN,AN
"2024-04-13 7",AN,AN,AN
"2024-04-13 8",AN,AN,AN
"2024-04-13 9",AN,AN,AN
"2024-04-13 10",AN,AN,AN
"2024-04-13 11",AN,AN,AN
"2024-04-13 12",AN,AN,AN
"2024-04-13 13",AN,AN,AN
"2024-04-13 14",AN,AN,AN
"2024-04-13 15",AN,AN,AN
"2024-04-13 16",AN,AN,AN
"2024-04-13 17",AN,AN,AN
"2024-04-13 18",AN,AN,AN
"2024-04-13 19",AN,AN,AN
"2024-04-13 20",AN,AN,AN
"2024-04-13 23",AN,AN,AN
"2024-04-14 3",AN,AN,AN
"2024-04-14 4",AN,AN,AN
"2024-04-14 5",AN,AN,AN
"2024-04-14 6",AN,AN,AN
"2024-04-14 7",AN,AN,AN
"2024-04-14 8",AN,AN,AN
"2024-04-14 9",AN,AN,AN
"2024-04-14 10",AN,AN,AN
"2024-04-14 11",AN,AN,AN
"2024-04-14 12",AN,AN,AN
"2024-04-14 13",AN,AN,AN
"2024-04-14 14",AN,AN,AN
"2024-04-14 15",AN,AN,AN
"2024-04-14 16",AN,AN,AN
"2024-04-14 17",AN,AN,AN
"2024-04-14 18",AN,AN,AN
"2024-04-14 19",AN,AN,AN
"2024-04-14 20",AN,AN,AN
"2024-04-14 21",AN,AN,AN
"2024-04-14 22",AN,AN,AN
"2024-04-14 23",AN,AN,AN
"2024-04-15 0",AN,AN,AN
"2024-04-15 1",AN,AN,AN
"2024-04-15 4",AN,AN,AN
"2024-04-15 5",AN,AN,AN
"2024-04-15 6",AN,AN,AN
"2024-04-15 7",AN,AN,AN
"2024-04-15 10",AN,AN,AN
"2024-04-15 11",AN,AN,AN
"2024-04-15 12",AN,AN,AN
"2024-04-15 15",AN,AN,AN
"2024-04-15 16",AN,AN,AN
"2024-04-15 17",AN,AN,AN
"2024-04-15 18",AN,AN,AN
"2024-04-15 19",AN,AN,AN
"2024-04-15 20",AN,AN,AN
"2024-04-15 21",AN,AN,AN
"2024-04-15 22",AN,AN,AN
"2024-04-15 23",AN,AN,AN
"2024-04-16 2",AN,AN,AN
"2024-04-16 3",AN,AN,AN
"2024-04-16 4",AN,AN,AN
"2024-04-16 5",AN,AN,AN
"2024-04-16 6",AN,AN,AN
"2024-04-16 7",AN,AN,AN
"2024-04-16 8",AN,AN,AN
"2024-04-16 9",AN,AN,AN
"2024-04-16 10",AN,AN,AN
"2024-04-16 11",AN,AN,AN
"2024-04-16 12",AN,AN,AN
"2024-04-16 13",AN,AN,AN
"2024-04-16 14",AN,AN,AN
"2024-04-16 15",AN,AN,AN
"2024-04-16 16",AN,AN,AN
"2024-04-16 17",AN,AN,AN
"2024-04-16 18",AN,AN,AN
"2024-04-16 19",AN,AN,AN
"2024-04-16 20",AN,AN,AN
"2024-04-16 21",AN,AN,AN
"2024-04-16 22",AN,AN,AN
"2024-04-16 23",AN,AN,AN
"2024-04-17 0",AN,AN,AN
"2024-04-17 1",AN,AN,AN
"2024-04-17 4",0.1634,0.1191,AS
"2024-04-17 5",0.3012,0.4873,AS
"2024-04-17 6",0.384,0.426,AS
"2024-04-17 7",0.1129,0.5521,AS
"2024-04-17 8",0.1242,0.5773,AS
"2024-04-17 9",0.0681,0.6657,AS
"2024-04-17 10",0.0473,0.5492,AS
"2024-04-17 11",0.0185,0.3079,AS
"2024-04-17 12",0.0473,0.2106,AS
"2024-04-17 13",0,0,AS
"2024-04-17 14",0.0169,0,AS
"2024-04-17 15",0,0,AS
"2024-04-17 16",0,0,AS
"2024-04-17 17",0,0,AS
"2024-04-17 18",0,0,AS
"2024-04-17 19",0,0,AS
"2024-04-17 20",0,0,AS
"2024-04-17 21",0,0.0916,AS
"2024-04-17 22",0,0,AS
"2024-04-17 23",0.0299,0.3038,AS
"2024-04-18 2",0,0,AS
"2024-04-18 3",0.0577,0,AS
"2024-04-18 4",0.0233,0,AS
"2024-04-18 5",0.0786,0,AS
"2024-04-18 6",0.1274,0.2015,AS
"2024-04-18 7",0.0333,0.3004,AS
"2024-04-18 8",0.0099,0.0949,AS
"2024-04-18 9",0,0.1132,AS
"2024-04-18 10",0.0087,0,AS
"2024-04-18 11",0,0,AS
"2024-04-18 12",0,0,AS
"2024-04-18 13",0,0,AS
"2024-04-18 14",0,0,AS
"2024-04-18 15",0,0,AS
"2024-04-18 16",0,0,AS
"2024-04-18 17",0,0,AS
"2024-04-18 18",0,0,AS
"2024-04-18 19",0,0,AS
"2024-04-18 20",0.0221,0,AS
"2024-04-18 21",0.102,0.322,AS
"2024-04-18 22",0.1034,0.1632,AS
"2024-04-18 23",0.1492,0.2886,AS
"2024-04-19 0",0.1467,0.3366,AS
"2024-04-19 1",0.1236,0.3694,AS
"2024-04-19 4",0.1152,0.3084,AS
"2024-04-19 5",0.2156,0,AS
"2024-04-19 6",0.2106,0.1129,AS
"2024-04-19 7",0.1195,0.0911,AS
"2024-04-19 8",0.0705,0.3313,AS
"2024-04-19 9",0.0544,0.2922,AS
"2024-04-19 10",0,0.2471,AS
"2024-04-19 11",0,0,AS
"2024-04-19 12",0,0,AS
"2024-04-19 13",0,0.1389,AS
"2024-04-19 14",0,0,AS
"2024-04-19 15",0,0,AS
"2024-04-19 16",0,0.098,AS
"2024-04-19 17",0,0,AS
"2024-04-19 18",0,0,AS
"2024-04-19 19",0,0,AS
"2024-04-19 20",0.0703,0.3184,AS
"2024-04-19 21",0.114,0.4513,AS
"2024-04-19 22",0,0,AS
"2024-04-19 23",0.1,0.2118,AS
"2024-04-20 2",0.0747,0,AS
"2024-04-20 3",0.0106,0,AS
"2024-04-20 4",0,0,AS
"2024-04-20 5",0,0,AS
"2024-04-20 6",0,0,AS
"2024-04-20 7",0.0628,0.0949,AS
"2024-04-20 8",0.0709,0.0918,AS
"2024-04-20 9",0.0357,0.2423,AS
"2024-04-20 10",0,0,AS
"2024-04-20 11",0,0,AS
"2024-04-20 12",0,0,AS
"2024-04-20 13",0,0,AS
"2024-04-20 14",0,0,AS
"2024-04-20 15",0,0,AS
"2024-04-20 16",0,0,AS
"2024-04-20 17",0,0,AS
"2024-04-20 18",0,0,AS
"2024-04-20 19",0.031,0,AS
"2024-04-20 20",0.1344,0.2312,AS
"2024-04-20 23",0.1333,0.3822,AS
"2024-04-21 0",0.0733,0,AS
"2024-04-21 1",0.103,0,AS
"2024-04-21 5",0.212,0.1245,AS
"2024-04-21 6",0.2038,0.408,AS
"2024-04-21 7",0.072,0,AS
"2024-04-21 8",0.0445,0,AS
"2024-04-21 9",0,0,AS
"2024-04-21 10",0,0,AS
"2024-04-21 11",0,0,AS
"2024-04-21 12",0,0,AS
"2024-04-21 13",0,0,AS
"2024-04-21 14",0,0,AS
"2024-04-21 15",0,0,AS
"2024-04-21 16",0,0,AS
"2024-04-21 17",0,0,AS
"2024-04-21 18",0.0327,0,AS
"2024-04-21 19",0.1952,0.0902,AS
"2024-04-21 20",0.0346,0,AS
"2024-04-21 21",0.0459,0,AS
"2024-04-21 22",0.157,0.3075,AS
"2024-04-21 23",0.0312,0.306,AS
"2024-04-22 2",0.1397,0,AS
"2024-04-22 3",0.1708,0.441,AS
"2024-04-22 4",0.1526,0.3755,AS
"2024-04-22 5",0.133,0.3943,AS
"2024-04-22 6",0.1234,0.2424,AS
"2024-04-22 7",0.0556,0,AS
"2024-04-22 8",0.0715,0,AS
"2024-04-22 11",0.0127,0,AS
"2024-04-22 12",0,0,AS
"2024-04-22 13",0.0127,0,AS
"2024-04-22 14",0.0165,0,AS
"2024-04-22 15",0.0251,0,AS
"2024-04-22 16",0.0244,0,AS
"2024-04-22 17",0.0334,0,AS
"2024-04-22 18",0.0432,0,AS
"2024-04-22 19",0.096,0.5043,AS
"2024-04-22 20",0.059,0,AS
"2024-04-22 21",0.0489,0.0901,AS
"2024-04-22 22",0.0303,0,AS
"2024-04-22 23",0.0971,0.3381,AS
"2024-04-23 0",0.0878,0.3744,AS
"2024-04-23 1",0.1433,0.6938,AS
"2024-04-23 4",0.0709,0.4844,AS
"2024-04-23 5",0.0449,0.4517,AS
"2024-04-23 6",0.0991,0.1289,AS
"2024-04-23 7",0.0951,0.4876,AS
"2024-04-23 8",0.0788,0.1465,AS
"2024-04-23 9",0.0636,0.4631,AS
"2024-04-23 10",0.0559,0.1824,AS
"2024-04-23 11",0.046,0,AS
"2024-04-23 12",0.0257,0,AS
"2024-04-23 13",0.0343,0,AS
"2024-04-23 14",0.0213,0,AS
"2024-04-23 15",0.0103,0,AS
"2024-04-23 16",0,0,AS
"2024-04-23 17",0,0,AS
"2024-04-23 18",0,0,AS
"2024-04-23 19",0,0,AS
"2024-04-23 20",0.048,0.0971,AS
"2024-04-23 21",0.0672,0,AS
"2024-04-23 22",0.0673,0.2608,AS
"2024-04-23 23",0.103,0.5322,AS
"2024-04-24 2",0.028,0,AS
"2024-04-24 3",0.0201,0,AS
"2024-04-24 4",0,0,AS
"2024-04-24 5",0.0605,0.2917,AS
"2024-04-24 6",0.1034,0.4511,AS
"2024-04-24 7",0.1551,0.5049,AS
"2024-04-24 8",0.0842,0.3971,AS
"2024-04-24 9",0.0646,0.2975,AS
"2024-04-24 10",0.026,0,AS
"2024-04-24 11",0,0,AS
"2024-04-24 12",0,0,AS
"2024-04-24 13",0.018,0,AS
"2024-04-24 14",0,0,AS
"2024-04-24 15",0.0333,0,AS
"2024-04-24 16",0,0,AS
"2024-04-24 17",0,0,AS
"2024-04-24 18",0,0,AS
"2024-04-24 19",0.0853,0,AS
"2024-04-24 20",0.1069,0.2309,AS
"2024-04-24 21",0.0205,0,AS
"2024-04-24 22",0.0551,0,AS
"2024-04-24 23",0,0,AS
"2024-04-25 0",0,0,AS
"2024-04-25 1",0,0,AS
"2024-04-25 4",0.0817,0,0.098
"2024-04-25 5",0.0481,0,0.1339
"2024-04-25 6",0.0499,0,0.1367
"2024-04-25 7",0.065,0,0.3351
"2024-04-25 8",0,0,0
"2024-04-25 9",0,0,0
"2024-04-25 10",0,0,0
"2024-04-25 11",0,0,0
"2024-04-25 12",0,0,0.0855
"2024-04-25 13",0,0,0
"2024-04-25 14",0,0,0.0873
"2024-04-25 15",0,0,0
"2024-04-25 16",0,0,0.0979
"2024-04-25 17",0,0,0
"2024-04-25 18",0,0,0.1283
"2024-04-25 19",0,0,0.1226
"2024-04-25 20",0,0,0.0955
"2024-04-25 21",0,0,0
"2024-04-25 22",0.0177,0,0.0939
"2024-04-25 23",0,0,0
"2024-04-26 2",0,0,0
"2024-04-26 3",0.0367,0,0.1208
"2024-04-26 4",0,0,0.3197
"2024-04-26 5",0,0,0.0951
"2024-04-26 6",0.027,0,0.1005
"2024-04-26 7",0.0304,0,0.0977
"2024-04-26 8",0,0,0.0911
"2024-04-26 9",0,0,0.1035
"2024-04-26 10",0,0,0
"2024-04-26 11",0,0,0.1223
"2024-04-26 12",0,0,0.122
"2024-04-26 13",0,0,0.1129
"2024-04-26 14",0,0,0.1007
"2024-04-26 15",0.0117,0,0.0954
"2024-04-26 16",0,0,0.0999
"2024-04-26 17",0,0,0.1487
"2024-04-26 18",0,0,0.0924
"2024-04-26 19",0.0236,0,0.1248
"2024-04-26 20",0,0,0.2243
"2024-04-26 21",0.0358,0,0.2083
"2024-04-26 22",0.0239,0,0.1937
"2024-04-26 23",0.0342,0,0.2939
"2024-04-27 0",0.0688,0,0.2392
"2024-04-27 1",0.0453,0,0.1123
"2024-04-27 4",0,0,0.122
"2024-04-27 5",0,0,0.1142
"2024-04-27 6",0,0,0.106
"2024-04-27 7",0,0,0.1223
"2024-04-27 8",0.0127,0,0.1144
"2024-04-27 9",0,0,0.0902
"2024-04-27 10",0,0,0.0845
"2024-04-27 11",0,0,0.083
"2024-04-27 12",0,0,0.1219
"2024-04-27 13",0,0,0.0863
"2024-04-27 14",0,0,0
"2024-04-27 15",0,0,0.0911
"2024-04-27 16",0.0165,0,0.0977
"2024-04-27 17",0.0272,0,0.1226
"2024-04-27 18",0.0546,0,0.0885
"2024-04-27 19",0.0676,0,0
"2024-04-27 20",0.1574,0,0.2094
"2024-04-27 23",0.1014,0,0.2311
"2024-04-28 3",0,0,0.0904
"2024-04-28 4",0,0,0
"2024-04-28 5",0,0,0
"2024-04-28 6",0.0286,0,0.0865
"2024-04-28 7",0.051,0,0.0889
"2024-04-28 8",0.048,0,0.2604
"2024-04-28 9",0.0276,0,0.2474
"2024-04-28 10",0.0351,0,0.0914
"2024-04-28 11",0,0,0
"2024-04-28 12",0,0,0.0908
"2024-04-28 13",0,0,0
"2024-04-28 14",0,0,0
"2024-04-28 15",0,0,0
"2024-04-28 16",0,0,0
"2024-04-28 17",0,0,0.0817
"2024-04-28 18",0,0,0
"2024-04-28 19",0,0,0.1821
"2024-04-28 20",0.0914,0,0.2839
"2024-04-28 21",0.0111,0,0
"2024-04-28 22",0.0334,0,0
"2024-04-28 23",0.0687,0,0.1691
"2024-04-29 0",0.0579,0,0.1136
"2024-04-29 1",0.0437,0,0.0929
"2024-04-29 4",0.1538,0,0.2296
"2024-04-29 5",0.1262,0,0.2776
"2024-04-29 6",0.1834,0,0.1699
"2024-04-29 7",0.1303,0,0
"2024-04-29 8",0.081,0,0
"2024-04-29 9",0.0216,0,0
"2024-04-29 10",0.0343,0,0.0838
"2024-04-29 11",0,0,0
"2024-04-29 12",0,0,0.0929
"2024-04-29 13",0.0193,0,0
"2024-04-29 14",0,0,0.0827
"2024-04-29 15",0,0,0
"2024-04-29 16",0.0308,0,0
"2024-04-29 17",0,0,0
"2024-04-29 18",0,0,0
"2024-04-29 19",0,0,0
"2024-04-29 20",0,0,0
"2024-04-29 21",0,0,0
"2024-04-29 22",0,0,0
"2024-04-30 1",0,0,0.1013
"2024-04-30 2",0,0,0
"2024-04-30 3",0,0,0
"2024-04-30 4",0,0,0.2125
"2024-04-30 5",0.0422,0,0.1844
"2024-04-30 6",0.1687,0,0
"2024-04-30 7",0.0417,0,0.1825
"2024-04-30 10",0,0,0
"2024-04-30 11",0,0,0
"2024-04-30 12",BA,BA,BA
"2024-04-30 15",BA,BA,BA
"2024-04-30 16",BA,BA,BA
"2024-04-30 17",0,0,0
"2024-04-30 18",0,0,0.1507
"2024-04-30 19",0.0278,0,0
"2024-04-30 20",0.1455,0.1319,0.1387
"2024-04-30 21",0.1125,0.0889,0.0836
"2024-04-30 22",0.0872,0,0.2025
"2024-04-30 23",0.0594,0,0
"2024-05-01 0",0.0821,0,0.2499
"2024-05-01 1",0.0919,0,0
"2024-05-01 4",0,0,0.0769
"2024-05-01 5",0,0,0.1322
"2024-05-01 6",0.1096,0,0.165
"2024-05-01 7",0.0322,0,0.1495
"2024-05-01 8",0,0,0.1761
"2024-05-01 9",0,0,0
"2024-05-01 10",0,0,0
"2024-05-01 11",0,0,0
"2024-05-01 12",0,0,0
"2024-05-01 13",0,0,0
"2024-05-01 14",0,0,0
"2024-05-01 15",0,0,0
"2024-05-01 16",0,0,0
"2024-05-01 17",0,0,0
"2024-05-01 18",0,0,0
"2024-05-01 19",0,0,0
"2024-05-01 20",0,0,0
"2024-05-01 21",0.0326,0,0.1494
"2024-05-01 22",0,0,0
"2024-05-01 23",0,0,0
"2024-05-02 2",0,0,0
"2024-05-02 3",0,0,0
"2024-05-02 4",0,0,0
"2024-05-02 5",0,0,0
"2024-05-02 6",0,0,0
"2024-05-02 7",0,0,0.1311
"2024-05-02 8",0,0,0
"2024-05-02 9",0,0,0
"2024-05-02 10",0,0,0
"2024-05-02 11",0,0,0
"2024-05-02 12",0,0,0
"2024-05-02 13",0,0,0
"2024-05-02 14",0,0,0
"2024-05-02 15",0,0,0
"2024-05-02 16",0,0,0
"2024-05-02 17",0,0,0
"2024-05-02 18",0,0,0
"2024-05-02 19",0,0,0.198
"2024-05-02 20",0,0,0.1882
"2024-05-02 21",0,0,0
"2024-05-02 22",0,0,0.2231
"2024-05-03 11",0,0,0
"2024-05-03 18",0,0,0
"2024-05-03 22",0.153,0,0.2206
"2024-05-03 23",0.0963,0,0.1773
"2024-05-04 2",0,0,0
"2024-05-04 9",0.044,0,0.1079
"2024-05-04 10",0,0,0
"2024-05-04 11",0,0,0
"2024-05-04 12",0,0,0
"2024-05-04 13",0,0,0
"2024-05-04 14",0,0,0
"2024-05-04 15",0,0,0
"2024-05-04 16",0,0,0
"2024-05-04 17",0,0,0
"2024-05-04 18",0,0,0
"2024-05-04 19",0,0,0
"2024-05-04 20",0,0,0
"2024-05-05 0",0,0,0
"2024-05-05 1",0,0,0
"2024-05-05 2",0,0,0
"2024-05-05 6",0,0,0
"2024-05-05 7",0,0,0
"2024-05-05 8",0,0,0
"2024-05-05 9",0,0,0
"2024-05-05 10",0,0,0
"2024-05-05 11",0,0,0
"2024-05-05 12",0,0,0
"2024-05-05 13",0,0,0
"2024-05-05 14",0,0,0
"2024-05-05 15",0,0,0
"2024-05-05 16",0,0,0
"2024-05-05 17",0,0,0
"2024-05-05 18",0,0,0
"2024-05-06 3",0,0,0
"2024-05-06 4",0,0,0
"2024-05-06 5",0.0417,0,0
"2024-05-06 6",0.0445,0,0.0897
"2024-05-06 7",0.0585,0,0
"2024-05-06 8",0,0,0
"2024-05-06 9",0,0,0
"2024-05-06 10",0.0295,0,0
"2024-05-06 11",0,0,0
"2024-05-06 18",0.0957,0,0.1357
"2024-05-06 19",0.2245,0,0.1595
"2024-05-06 20",0.2869,0,0.1415
"2024-05-06 21",0.1377,0,0.1144
"2024-05-06 22",0.0957,0,0.1831
"2024-05-06 23",0.1012,0,0
"2024-05-07 0",0.0958,0,0.1346
"2024-05-07 1",0,0,0
"2024-05-07 4",0,0,0
"2024-05-07 5",0,0,0
"2024-05-07 6",0,0,0.111
"2024-05-07 7",0,0,0.087
"2024-05-07 8",0,0,0
"2024-05-07 9",0,0,0
"2024-05-07 16",0,0,0
"2024-05-07 17",0,0,0
"2024-05-07 18",0,0,0
"2024-05-07 19",0,0,0
"2024-05-07 20",0,0,0
"2024-05-07 21",0,0,0
"2024-05-07 22",0,0,0
"2024-05-07 23",0,0,0
"2024-05-08 2",0,0,0
"2024-05-08 3",0,0,0.0788
"2024-05-08 4",0,0,0
"2024-05-08 5",0,0,0.0832
"2024-05-08 6",0,0,0
"2024-05-08 7",0,0,0
"2024-05-08 8",0,0,0
"2024-05-08 9",0,0,0
"2024-05-08 10",0,0,0
"2024-05-08 11",0,0,0
"2024-05-08 12",0,0,0
"2024-05-08 19",0,0,0
"2024-05-08 20",0,0,0
"2024-05-08 21",0,0,0
"2024-05-08 22",0,0,0
"2024-05-08 23",0,0,0
"2024-05-09 0",0.0664,0,0.2037
"2024-05-09 1",0.0543,0,0
"2024-05-09 4",0.0935,0,0.1512
"2024-05-09 5",0.1889,0,0.2341
"2024-05-09 6",BA,BA,BA
"2024-05-10 8",BA,BA,BA
"2024-05-10 9",BA,BA,BA
"2024-05-10 10",BA,BA,BA
"2024-05-10 11",BA,BA,BA
"2024-05-10 12",BA,BA,BA
"2024-05-10 13",BA,BA,BA
"2024-05-10 14",BA,BA,BA
"2024-05-10 15",BA,BA,BA
"2024-05-10 16",BA,BA,BA
"2024-05-10 17",BA,BA,BA
"2024-05-10 18",BA,BA,BA
"2024-05-10 19",BA,BA,BA
"2024-05-10 20",BA,BA,BA
"2024-05-10 21",BA,BA,BA
"2024-05-10 22",BA,BA,BA
"2024-05-10 23",BA,BA,BA
"2024-05-11 0",BA,BA,BA
"2024-05-11 1",BA,BA,BA
"2024-05-11 4",0.135,0,0
"2024-05-11 5",0.049,0,0.177
"2024-05-11 6",0.0451,0,0.1907
"2024-05-11 7",0,0,0
"2024-05-11 8",0.0679,0.1835,0.2527
"2024-05-11 9",0,0,0.1547
"2024-05-11 10",0,0,0
"2024-05-11 11",0,0,0
"2024-05-11 12",0,0,0
"2024-05-11 13",0,0,0
"2024-05-11 14",0,0,0
"2024-05-11 15",0,0,0
"2024-05-11 16",0,0,0
"2024-05-11 17",0,0,0
"2024-05-11 18",0,0,0
"2024-05-11 19",0,0,0
"2024-05-11 20",0,0,0
"2024-05-11 23",0.0711,0,0.1658
"2024-05-12 3",0,0,0
"2024-05-12 4",0.0401,0,0.1727
"2024-05-12 5",0.0443,0,0.1484
"2024-05-12 6",0.0884,0,0.187
"2024-05-12 7",0,0,0
"2024-05-12 8",0,0,0
"2024-05-12 9",0,0,0
"2024-05-12 10",0,0,0
"2024-05-12 11",0,0,0
"2024-05-12 12",0,0,0.1337
"2024-05-12 13",0,0,0
"2024-05-12 14",0,0,0
"2024-05-12 15",0,0,0
"2024-05-12 16",0,0,0
"2024-05-12 17",0,0,0
"2024-05-12 18",0,0,0
"2024-05-12 19",0,0,0
"2024-05-12 20",0.1018,0,0.1202
"2024-05-12 21",0,0,0
"2024-05-12 22",0,0,0
"2024-05-12 23",0,0,0
"2024-05-13 0",0.0465,0,0
"2024-05-13 1",0,0,0
"2024-05-13 4",0.055,0,0
"2024-05-13 5",0.1949,0,0.2106
"2024-05-13 6",0.1543,0.1308,0.1911
"2024-05-13 7",0.1791,0.1778,0
"2024-05-13 8",0.2327,0,0.157
"2024-05-13 9",0.1181,0,0.1873
"2024-05-13 10",0.0518,0,0
"2024-05-13 11",0,0,0
"2024-05-13 12",0,0,0
"2024-05-13 13",0,0,0
"2024-05-13 14",0.068,0,0
"2024-05-13 15",0,0,0
"2024-05-13 16",0,0,0
"2024-05-13 17",0.0642,0,0
"2024-05-13 18",0,0,0
"2024-05-13 19",0,0,0
"2024-05-13 20",0,0,0
"2024-05-13 21",0,0,0
"2024-05-13 22",0,0,0
"2024-05-13 23",0,0,0
"2024-05-14 2",0,0,0
"2024-05-14 3",0,0,0
"2024-05-14 4",0.0541,0,0.1085
"2024-05-14 5",0.1254,0,0.093
"2024-05-14 6",0.0787,0,0.1038
"2024-05-14 7",0.1153,0,0
"2024-05-14 8",0.0633,0,0.1105
"2024-05-14 9",0.1055,0,0.1056
"2024-05-14 10",0,0,0.1532
"2024-05-14 11",0,0,0
"2024-05-14 12",0,0,0
"2024-05-14 13",0,0,0
"2024-05-14 14",0,0,0
"2024-05-14 15",0,0,0
"2024-05-14 16",0,0,0
"2024-05-14 17",0,0,0
"2024-05-14 18",0,0,0
"2024-05-14 19",0,0,0
"2024-05-14 20",0,0,0
"2024-05-14 21",0,0,0
"2024-05-14 22",0,0,0
"2024-05-14 23",0,0,0
"2024-05-15 0",0,0,0
"2024-05-15 1",0,0,0
"2024-05-15 4",0,0,0
"2024-05-15 5",0,0.103,0.1745
"2024-05-15 6",0.1575,0.157,0
"2024-05-15 9",AN,AN,AN
"2024-05-15 10",AN,AN,AN
"2024-05-15 11",AN,AN,AN
"2024-05-15 14",AN,AN,AN
"2024-05-15 15",AN,AN,AN
"2024-05-15 16",AN,AN,AN
"2024-05-15 17",AN,AN,AN
"2024-05-15 18",AN,AN,AN
"2024-05-15 19",AN,AN,AN
"2024-05-15 20",AN,AN,AN
"2024-05-15 21",AN,AN,AN
"2024-05-15 22",AN,AN,AN
"2024-05-15 23",AN,AN,AN
"2024-05-16 2",AN,AN,AN
"2024-05-16 3",AN,AN,AN
"2024-05-16 4",AN,AN,AN
