Date,ISOPRENE,ALPHA-PINENE,BETA-PINENE
"2022-03-24 7",0.0989,0.802,0.457
"2022-03-24 8",0.0782,0.51,0.3193
"2022-03-24 9",0.0407,0.3815,0.3075
"2022-03-24 10",0,0.2399,0.1925
"2022-03-24 11",0,0.3169,0.4341
"2022-03-24 12",0,0.326,0.3199
"2022-03-24 13",0.0087,0.3378,0.3232
"2022-03-24 14",0,0.3806,0.3188
"2022-03-24 15",0,0.2986,0.202
"2022-03-24 16",0,0.233,0.1936
"2022-03-24 17",0.012,0.1978,0.145
"2022-03-24 18",0.0276,0.2836,0.1605
"2022-03-24 19",0.0289,0.4103,0
"2022-03-24 20",0.0142,0,0.3172
"2022-03-24 21",0.0491,0.2999,0.2456
"2022-03-24 22",0.0357,0.3052,0.2477
"2022-03-24 23",0.0177,0.3405,0.2337
"2022-03-25 0",0.0571,0.6265,0.2756
"2022-03-25 1",0.0766,0.8993,0.3636
"2022-03-25 4",0.0979,1.2523,0.5491
"2022-03-25 5",0.1401,1.463,0.4934
"2022-03-25 6",0.1397,0.5722,0.3669
"2022-03-25 7",0.0758,0.5312,0.3944
"2022-03-25 8",0.0669,0.5673,0.2778
"2022-03-25 9",0.0517,0.405,0.2975
"2022-03-25 10",0.0297,0,0.2777
"2022-03-25 11",0.0199,0.2099,0.2213
"2022-03-25 12",0.025,0,0.2562
"2022-03-25 13",0.0266,0,0.1033
"2022-03-25 14",0.0228,0.1158,0
"2022-03-25 15",0,0.1185,0.1176
"2022-03-25 16",0,0.2033,0
"2022-03-25 17",0.0296,0.1752,0
"2022-03-25 18",0.0382,0.168,0.1734
"2022-03-25 19",0.1291,0.6141,0.2906
"2022-03-25 20",0.0396,0.3829,0.332
"2022-03-25 21",0.0823,0.5916,0.271
"2022-03-25 22",0.0852,0.8414,0.3446
"2022-03-25 23",0.0702,0.6554,0.2993
"2022-03-26 2",0.0578,0.5993,0.4751
"2022-03-26 3",0.0598,0.5064,0.3749
"2022-03-26 4",0.0636,0.8144,0.3654
"2022-03-26 5",0.0556,0.5989,0.2687
"2022-03-26 6",0.1519,0.9823,0.343
"2022-03-26 7",0.1212,1.0921,0.4231
"2022-03-26 8",0.0498,0.4672,0.3101
"2022-03-26 9",0.0308,0.32,0.3384
"2022-03-26 10",0.03,0.2759,0.3161
"2022-03-26 11",0.0171,0,0.228
"2022-03-26 12",0,0.3798,0.3117
"2022-03-26 13",0,0.2828,0.2971
"2022-03-26 14",0,0.3246,0.2786
"2022-03-26 15",0.0408,0.3014,0.3339
"2022-03-26 16",0.0433,0.2326,0.2796
"2022-03-26 17",0.0412,0.3551,0.3457
"2022-03-26 18",0.0593,0.5924,0.4942
"2022-03-26 19",0.1064,0.8057,0.3791
"2022-03-26 20",0.0733,0.3852,0.2205
"2022-03-26 23",0.1102,0.8739,0.4554
"2022-03-27 0",0.086,0.9665,0.4627
"2022-03-27 1",0.0558,0.5058,0.3291
"2022-03-27 5",0.0514,0.7236,0.4398
"2022-03-27 6",0.0843,0.7021,0.3548
"2022-03-27 7",0.0486,0.4584,0.3179
"2022-03-27 8",0.0381,0.332,0.1803
"2022-03-27 9",0.0259,0.1365,0.0854
"2022-03-27 10",0.0381,0,0
"2022-03-27 11",0,0.2048,0
"2022-03-27 12",0.0396,0,0
"2022-03-27 13",0.0329,0,0.0796
"2022-03-27 14",0.0383,0,0
"2022-03-27 15",0.0174,0,0.0762
"2022-03-27 16",0.0224,0,0
"2022-03-27 17",0.0249,0,0
"2022-03-27 18",0.0154,0.1549,0.0942
"2022-03-27 19",0.0581,0.3533,0
"2022-03-27 20",0.1064,0.5711,0.315
"2022-03-27 21",0.1634,1.2289,0.4705
"2022-03-27 22",0.0655,0.7045,0.3441
"2022-03-27 23",0,0,0.0964
"2022-03-28 2",0,0,0.1905
"2022-03-28 3",0,0,0.1226
"2022-03-28 4",0,0.1651,0
"2022-03-28 5",0.0299,0.2713,0.2525
"2022-03-28 6",0.0461,0,0.255
"2022-03-28 7",0.0281,0,0.1667
"2022-03-28 8",0.0459,0,0.0764
"2022-03-28 9",0,0,0
"2022-03-28 10",0,0,0.0768
"2022-03-28 11",0.0138,0,0
"2022-03-28 12",0,0,0.0749
"2022-03-28 13",0.0252,0.1586,0
"2022-03-28 14",0.0203,0,0.1253
"2022-03-28 15",0,0.2273,0.107
"2022-03-28 16",0,0,0.1119
"2022-03-28 17",0,0.2785,0.1107
"2022-03-28 18",0,0.1973,0.0869
"2022-03-28 19",0,0.1756,0.1036
"2022-03-28 20",0,0.1908,0.1198
"2022-03-28 21",0,0,0
"2022-03-28 22",0,0,0.172
"2022-03-28 23",0.0108,0.202,0.1996
"2022-03-29 0",0,0,0.1346
"2022-03-29 1",0,0,0
"2022-03-29 4",0,0,0.195
"2022-03-29 5",0,0,0.201
"2022-03-29 6",0.0199,0,0.1795
"2022-03-29 7",0.0621,0.4039,0.2504
"2022-03-29 8",0,0.3161,0.1886
"2022-03-29 9",0,0,0.2547
"2022-03-29 10",0,0.315,0.2331
"2022-03-29 11",0,0,0.2007
"2022-03-29 12",0,0.1961,0.1747
"2022-03-29 13",0,0,0.1343
"2022-03-29 14",0,0,0.1663
"2022-03-29 15",0,0,0.1571
"2022-03-29 16",0,0.2367,0.1715
"2022-03-29 17",0.0238,0,0.0995
"2022-03-29 18",0.0151,0,0
"2022-03-29 19",0.053,0.3014,0.2132
"2022-03-29 20",0.032,0.3594,0.1424
"2022-03-29 21",0.019,0.2877,0.1785
"2022-03-29 22",0.0694,0.8322,0.3352
"2022-03-29 23",0.0502,0.8312,0.3012
"2022-03-30 2",0.0326,0.6308,0.3257
"2022-03-30 3",0.0311,0.527,0.288
"2022-03-30 4",0.0243,0.488,0.2172
"2022-03-30 5",0.0399,0.8445,0.362
"2022-03-30 6",0.1059,0.6739,0.3055
"2022-03-30 7",0.1402,0.8767,0.4083
"2022-03-30 8",0.049,0.4778,0.4711
"2022-03-30 9",0,0.3973,0.4119
"2022-03-30 10",0,0.178,0.2316
"2022-03-30 11",0,0.2771,0.2182
"2022-03-30 12",0,0.2618,0.1685
"2022-03-30 13",0,0,0.1995
"2022-03-30 14",0.0096,0.2516,0.1536
"2022-03-30 15",0,0.1411,0.1491
"2022-03-30 16",0.0178,0.1872,0
"2022-03-30 17",0,0.2301,0.1608
"2022-03-30 18",0,0,0.117
"2022-03-30 19",0.0393,0,0.2026
"2022-03-30 20",0.0273,0,0.2217
"2022-03-30 21",0,0,0.0956
"2022-03-30 22",0.0122,0,0.0755
"2022-03-30 23",0.0285,0,0.1517
"2022-03-31 0",0.0598,0.4156,0.2072
"2022-03-31 1",0.0736,0.4215,0.3225
"2022-03-31 4",0.0765,0.6582,0.3817
"2022-03-31 5",0.1929,0.9928,0.3856
"2022-03-31 6",0.1349,1.2016,0.4132
"2022-03-31 7",0.1953,1.2091,0.5982
"2022-03-31 8",0,0,0.2411
"2022-03-31 9",0.0127,0.191,0.2686
"2022-03-31 10",0.1803,0.117,0.2839
"2022-03-31 11",0.0201,0.3098,0.331
"2022-03-31 12",0.0138,0,0.2197
"2022-03-31 13",0.0099,0.2141,0.2592
"2022-03-31 14",0,0,0.0759
"2022-03-31 15",0,0,0.2144
"2022-03-31 16",0,0,0.2168
"2022-03-31 17",0,0,0.1893
"2022-03-31 18",0,0,0
"2022-03-31 19",0.0392,0.1936,0.1651
"2022-03-31 20",0,0,0.0945
"2022-03-31 21",0,0.1978,0.0921
"2022-03-31 22",0,0,0.167
"2022-03-31 23",0,0,0.1241
"2022-04-01 2",0.0694,0.5263,0.3149
"2022-04-01 3",0.0679,0.4994,0.3094
"2022-04-01 4",0.036,0.3058,0.2855
"2022-04-01 5",0.0488,0.4258,0.261
"2022-04-01 6",0.143,0.4354,0.3399
"2022-04-01 7",0.1143,0.318,0.2595
"2022-04-01 8",0.0181,0,0.2486
"2022-04-01 9",0.0383,0.378,0.3227
"2022-04-01 10",0.0193,0,0.3093
"2022-04-01 11",0.0233,0.3151,0.287
"2022-04-01 12",0,0.2087,0.2502
"2022-04-01 13",0,0,0.1571
"2022-04-01 14",0,0,0.199
"2022-04-01 15",0.0105,0,0.2186
"2022-04-01 16",0.0305,0,0.1726
"2022-04-01 17",0.0263,0.2118,0.2907
"2022-04-01 18",0,0,0.1781
"2022-04-01 19",0.0304,0.1314,0.2606
"2022-04-01 20",0.1018,0.4911,0.2549
"2022-04-01 21",0,0,0.2045
"2022-04-01 22",0.0434,0,0.1967
"2022-04-01 23",0.1019,0.6394,0.326
"2022-04-02 0",0.0246,0,0.1518
"2022-04-02 1",0.0496,0,0.2183
"2022-04-02 4",0.0822,0.7423,0.4349
"2022-04-02 5",0.1185,0.8057,0.3202
"2022-04-02 6",0.1754,0.7437,0.3327
"2022-04-02 7",0.1934,0.7078,0.401
"2022-04-02 8",0.0271,0.2678,0.3031
"2022-04-02 9",0.0237,0.2808,0.263
"2022-04-02 10",0,0.2525,0.1571
"2022-04-02 11",0,0,0.252
"2022-04-02 12",0,0.2229,0.1659
"2022-04-02 13",0,0,0.1913
"2022-04-02 14",0.0177,0,0.1146
"2022-04-02 15",0,0.2601,0.0997
"2022-04-02 16",0,0,0
"2022-04-02 17",0,0,0.1549
"2022-04-02 18",0,0,0.0982
"2022-04-02 19",0.0389,0.2166,0.1379
"2022-04-02 20",0.0291,0.2315,0.2234
"2022-04-02 23",0,0,0.2608
"2022-04-03 3",0.0593,0.3214,0.3446
"2022-04-03 4",0.0579,0.6555,0.4187
"2022-04-03 5",0.0558,0.5093,0.3753
"2022-04-03 6",0.0386,0.5029,0.3629
"2022-04-03 7",0.0345,0.3522,0.312
"2022-04-03 8",0.0212,0.4367,0.2445
"2022-04-03 9",0,0.1424,0.1796
"2022-04-03 10",0,0,0.1147
"2022-04-03 11",0,0,0
"2022-04-03 12",0,0.2246,0.2076
"2022-04-03 13",0,0,0.1586
"2022-04-03 14",0,0,0
"2022-04-03 15",0,0.2789,0
"2022-04-03 16",0,0,0.08
"2022-04-03 17",0,0.2034,0.1656
"2022-04-03 18",0,0.233,0
"2022-04-03 19",0.0162,0.1904,0.1613
"2022-04-03 20",0.0913,0.2527,0.2303
"2022-04-03 21",0.0332,0,0.1252
"2022-04-03 22",0.0349,0,0.1127
"2022-04-03 23",0.0343,0.2094,0.1564
"2022-04-04 0",0.0698,0.2037,0.1898
"2022-04-04 1",0.0195,0,0.1283
"2022-04-04 4",0.0875,0.6434,0.332
"2022-04-04 5",0.1003,0.5879,0.3866
"2022-04-04 6",0.033,0.7681,0.3498
"2022-04-04 7",0.1714,0.4417,0.2826
"2022-04-04 8",0.0931,0.2521,0.265
"2022-04-04 9",0.0368,0.2073,0.1822
"2022-04-04 10",0.0193,0,0
"2022-04-04 11",0.0381,0.276,0
"2022-04-04 12",0.0248,0.2024,0.121
"2022-04-04 13",0,0,0
"2022-04-04 14",0,0.2783,0.1272
"2022-04-04 15",0,0.1495,0
"2022-04-04 16",0,0.2654,0.1658
"2022-04-04 17",0,0,0.1693
"2022-04-04 18",0.0242,0,0.1271
"2022-04-04 19",0.0577,0.4193,0.2254
"2022-04-04 20",0.0507,0,0.1876
"2022-04-04 21",0.0097,0,0.2625
"2022-04-04 22",0,0.3715,0.3063
"2022-04-04 23",0,0.189,0.0842
"2022-04-05 2",0,0,0.2576
"2022-04-05 3",0,0,0.1064
"2022-04-05 4",0,0.14,0
"2022-04-05 5",0,0,0.09
"2022-04-05 6",0,0.1257,0.1365
"2022-04-05 7",0.0202,0,0.2016
"2022-04-05 8",0,0,0.1578
"2022-04-05 9",0.0186,0,0.099
"2022-04-05 10",0,0.1502,0.1936
"2022-04-05 11",0,0,0.106
"2022-04-05 12",0,0,0
"2022-04-05 13",0,0,0
"2022-04-05 14",0,0,0
"2022-04-05 15",0,0,0.0779
"2022-04-05 16",0,0,0.0749
"2022-04-05 17",0,0,0
"2022-04-05 18",0,0,0
"2022-04-05 19",0,0.2705,0.0916
"2022-04-05 20",0,0,0
"2022-04-05 21",0,0,0.1025
"2022-04-05 22",0,0,0
"2022-04-05 23",0.0141,0.1772,0.1017
"2022-04-06 0",0.024,0,0.1741
"2022-04-06 1",0.0302,0.2893,0.1986
"2022-04-06 4",0.076,0.6329,0.3784
"2022-04-06 5",0.2209,0.8754,0.4482
"2022-04-06 6",0.2838,1.0923,0.4119
"2022-04-06 7",0.2857,0.673,0.4348
"2022-04-06 8",0.0475,0.2327,0.2821
"2022-04-06 9",0,0,0.1435
"2022-04-06 10",0,0,0.0797
"2022-04-06 11",0,0,0.085
"2022-04-06 12",0,0,0.0836
"2022-04-06 13",0,0,0
"2022-04-06 14",0,0,0.0926
"2022-04-06 15",0,0,0
"2022-04-06 16",0,0,0
"2022-04-06 17",0,0,0
"2022-04-06 18",0,0,0
"2022-04-06 19",0.0195,0.2019,0.1586
"2022-04-06 20",0.0355,0.2034,0.2151
"2022-04-06 21",0,0,0.1752
"2022-04-06 22",0,0.1859,0.1507
"2022-04-06 23",0.0245,0.1766,0.0842
"2022-04-07 2",0.0323,0.4003,0.2971
"2022-04-07 3",0.0627,0.5238,0.2811
"2022-04-07 4",0.0791,0.6574,0.3483
"2022-04-07 5",0.0973,0.5407,0.2802
"2022-04-07 6",0.2958,0.7264,0.3697
"2022-04-07 7",0.145,0.4186,0.323
"2022-04-07 8",0.0539,0,0.2669
"2022-04-07 9",0.0202,0,0.1984
"2022-04-07 10",0.0261,0.2095,0.2084
"2022-04-07 11",0,0,0.206
"2022-04-07 12",0,0,0.1872
"2022-04-07 13",0,0,0
"2022-04-07 14",0,0,0.1418
"2022-04-07 15",0,0,0.1306
"2022-04-07 16",0,0,0
"2022-04-07 17",0,0,0.087
"2022-04-07 18",0,0,0.1111
"2022-04-07 19",0.0063,0.1454,0.1621
"2022-04-07 20",0.0837,0.3913,0.2652
"2022-04-07 21",0.0956,0.5289,0.2536
"2022-04-07 22",0.0465,0,0.2413
"2022-04-07 23",0.0572,0.2083,0.2046
"2022-04-08 0",0.0553,0,0.2183
"2022-04-08 1",0.0806,0.7299,0.2466
"2022-04-08 4",0.0436,0,0.3202
"2022-04-08 5",0.0871,0.5942,0.3895
"2022-04-08 6",0.1982,0.7344,0.5031
"2022-04-08 7",0.2051,0.5756,0.3498
"2022-04-08 8",0.0802,0.3306,0.2508
"2022-04-08 9",0.0459,0.2227,0.2887
"2022-04-08 10",0.0164,0.2065,0.2171
"2022-04-08 11",0.026,0.1756,0.189
"2022-04-08 12",0.0165,0,0.1523
"2022-04-08 13",0,0,0.2406
"2022-04-08 14",0,0.2828,0.2318
"2022-04-08 15",0.0194,0,0.1784
"2022-04-08 16",0.0323,0.1894,0.0986
"2022-04-08 17",0.0378,0,0.117
"2022-04-08 18",0.0669,0.1976,0.145
"2022-04-08 19",0.0971,0.3418,0.2065
"2022-04-08 20",0.0627,0.4311,0.2878
"2022-04-08 21",0.0736,0.5439,0.3112
"2022-04-08 22",0.0656,0.4724,0.2887
"2022-04-08 23",0.0711,0.6178,0.3792
"2022-04-09 2",0.0837,0.7371,0.3697
"2022-04-09 3",0.1122,1.1632,0.4498
"2022-04-09 4",0.0126,0,0.2793
"2022-04-09 5",0,0,0.1041
"2022-04-09 6",0,0.2403,0.1976
"2022-04-09 7",0,0,0.18
"2022-04-09 8",0,0,0.1914
"2022-04-09 9",0,0,0.2145
"2022-04-09 10",0,0.1274,0
"2022-04-09 11",0,0,0.1026
"2022-04-09 12",0,0,0.079
"2022-04-09 13",0,0.3377,0.09
"2022-04-09 14",0,0,0
"2022-04-09 15",0,0,0.112
"2022-04-09 16",0,0,0
"2022-04-09 17",0,0,0
"2022-04-09 18",0,0,0
"2022-04-09 19",0,0,0.0842
"2022-04-09 20",0.0099,0,0.0922
"2022-04-09 23",0,0,0
"2022-04-10 0",0,0,0.1705
"2022-04-10 1",0,0,0
"2022-04-10 5",0,0,0.2208
"2022-04-10 6",0,0,0.1029
"2022-04-10 7",0,0,0
"2022-04-10 8",0,0,0.0946
"2022-04-10 9",0,0,0.0798
"2022-04-10 10",0,0,0
"2022-04-10 11",0,0,0.077
"2022-04-10 12",0,0,0
"2022-04-10 13",0,0,0
"2022-04-10 14",0,0,0
"2022-04-10 15",0,0,0
"2022-04-10 16",0,0,0
"2022-04-10 17",0,0,0
"2022-04-10 18",0,0,0
"2022-04-10 19",0,0,0.0993
"2022-04-10 20",0.0206,0.1356,0
"2022-04-10 21",0.0299,0.2671,0.0895
"2022-04-10 22",0.0232,0,0.1169
"2022-04-10 23",0.0467,0,0
"2022-04-11 2",0.0287,0,0.22
"2022-04-11 3",0.0459,0.367,0.2098
"2022-04-11 4",0.0702,0.3905,0.2501
"2022-04-11 5",0.0321,0,0.1722
"2022-04-11 6",0.0445,0,0.187
"2022-04-12 7",BA,BA,BA
"2022-04-12 8",BA,BA,BA
"2022-04-12 9",BA,BA,BA
"2022-04-12 16",BA,BA,BA
"2022-04-12 17",BA,BA,BA
"2022-04-12 20",BA,BA,BA
"2022-04-12 21",BA,BA,BA
"2022-04-12 22",BA,BA,BA
"2022-04-12 23",BA,BA,BA
"2022-04-13 6",BA,BA,BA
"2022-04-13 7",BA,BA,BA
"2022-04-13 8",BA,BA,BA
"2022-04-13 9",BA,BA,BA
"2022-04-13 10",BA,BA,BA
"2022-04-13 12",BA,BA,BA
"2022-04-13 13",BA,BA,BA
"2022-04-13 14",BA,BA,BA
"2022-04-13 15",BA,BA,BA
"2022-04-13 16",BA,BA,BA
"2022-04-13 17",BA,BA,BA
"2022-04-13 18",BA,BA,BA
"2022-04-13 19",BA,BA,BA
"2022-04-13 20",BA,BA,BA
"2022-04-14 4",BA,BA,BA
"2022-04-14 5",BA,BA,BA
"2022-04-14 6",BA,BA,BA
"2022-04-14 7",BA,BA,BA
"2022-04-14 8",AI,AI,AI
"2022-04-14 9",BA,BA,BA
"2022-04-14 10",BA,BA,BA
"2022-04-14 11",BA,BA,BA
"2022-04-14 12",BA,BA,BA
"2022-04-14 13",BA,BA,BA
"2022-04-14 14",BA,BA,BA
"2022-04-14 15",BA,BA,BA
"2022-04-14 16",BA,BA,BA
"2022-04-14 18",BA,BA,BA
"2022-04-14 19",BA,BA,BA
"2022-04-14 20",BA,BA,BA
"2022-04-14 21",BA,BA,BA
"2022-04-14 22",BA,BA,BA
"2022-04-14 23",BA,BA,BA
"2022-04-15 2",AS,AS,AS
"2022-04-15 3",AS,AS,AS
"2022-04-15 4",AS,AS,AS
"2022-04-15 5",AS,AS,AS
"2022-04-15 6",AS,AS,AS
"2022-04-15 7",AS,AS,AS
"2022-04-15 8",AS,AS,AS
"2022-04-15 9",AS,AS,AS
"2022-04-15 10",AS,AS,AS
"2022-04-15 11",AS,AS,AS
"2022-04-15 12",AS,AS,AS
"2022-04-15 13",AS,AS,AS
"2022-04-15 14",AS,AS,AS
"2022-04-15 15",AS,AS,AS
"2022-04-15 16",AS,AS,AS
"2022-04-15 17",AS,AS,AS
"2022-04-15 18",AS,AS,AS
"2022-04-15 19",AS,AS,AS
"2022-04-15 20",AS,AS,AS
"2022-04-15 21",AS,AS,AS
"2022-04-15 22",AS,AS,AS
"2022-04-15 23",AS,AS,AS
"2022-04-16 0",AS,AS,AS
"2022-04-16 1",AS,AS,AS
"2022-04-16 4",AS,AS,AS
"2022-04-16 5",AS,AS,AS
"2022-04-16 6",AS,AS,AS
"2022-04-16 7",AS,AS,AS
"2022-04-16 8",AS,AS,AS
"2022-04-16 9",AS,AS,AS
"2022-04-16 10",AS,AS,AS
"2022-04-16 11",AS,AS,AS
"2022-04-16 12",AS,AS,AS
"2022-04-16 13",AS,AS,AS
"2022-04-16 14",AS,AS,AS
"2022-04-16 15",AS,AS,AS
"2022-04-16 16",AS,AS,AS
"2022-04-16 17",AS,AS,AS
"2022-04-16 18",AS,AS,AS
"2022-04-16 19",AS,AS,AS
"2022-04-16 20",AS,AS,AS
"2022-04-16 23",AS,AS,AS
"2022-04-17 3",AS,AS,AS
"2022-04-17 4",AS,AS,AS
"2022-04-17 5",AS,AS,AS
"2022-04-17 6",AS,AS,AS
"2022-04-17 7",AS,AS,AS
"2022-04-17 8",AS,AS,AS
"2022-04-17 15",AS,AS,AS
"2022-04-17 16",AS,AS,AS
"2022-04-17 17",AS,AS,AS
"2022-04-17 18",AS,AS,AS
"2022-04-17 19",AS,AS,AS
"2022-04-17 20",AS,AS,AS
"2022-04-17 21",AS,AS,AS
"2022-04-17 22",AS,AS,AS
"2022-04-17 23",AS,AS,AS
"2022-04-18 0",AS,AS,AS
"2022-04-18 1",AS,AS,AS
"2022-04-18 4",0.1755,0.5116,0.6394
"2022-04-18 5",0.1122,0.3773,0.504
"2022-04-18 6",0.2845,0.4881,0.5446
"2022-04-18 7",0.1661,0.5095,0.4217
"2022-04-18 8",0.1517,0.626,0.5912
"2022-04-18 9",0.0927,0.7484,0.5064
"2022-04-18 10",0.0491,0.6264,0.6368
"2022-04-18 11",0.0688,0.8856,0.7374
"2022-04-18 12",0.0479,0.5743,0.7488
"2022-04-18 13",0.0577,0.5593,0.7683
"2022-04-18 14",0.0768,0.3994,0.5691
"2022-04-18 15",0.068,0.4136,0.6444
"2022-04-18 16",0.075,0.4739,0.6092
"2022-04-18 17",0.0736,0.5091,0.5963
"2022-04-18 18",0.0827,0.4242,0.4838
"2022-04-18 19",0.2912,0.5236,0.4423
"2022-04-18 20",0.1192,0.2672,0.3651
"2022-04-18 21",0.1546,0.4444,0.4421
"2022-04-18 22",0.1121,0.4143,0.4028
"2022-04-18 23",0,0.2838,0.3635
"2022-04-19 2",0,0.0972,0.2406
"2022-04-19 3",0,0.0893,0.2301
"2022-04-19 4",0,0.0995,0.2334
"2022-04-19 5",0.0301,0.2987,0.2499
"2022-04-19 6",0.0371,0.241,0.235
"2022-04-19 7",0.1194,0.5511,0.438
"2022-04-19 8",0.0743,0.5201,0.343
"2022-04-19 9",0.0395,0.41,0.2617
"2022-04-19 10",0.0408,0.3573,0.1997
"2022-04-19 11",0.0276,0.1261,0.2115
"2022-04-19 12",0.0429,0.1065,0.1843
"2022-04-19 13",0.0254,0.0956,0.2553
"2022-04-19 14",0.0315,0.0889,0.2296
"2022-04-19 15",0.017,0.1114,0
"2022-04-19 16",0.035,0.0966,0.1817
"2022-04-19 17",0,0.0796,0.211
"2022-04-19 18",0,0.12,0.0933
"2022-04-19 19",0,0.0876,0.1449
"2022-04-19 20",0,0.1082,0.1841
"2022-04-19 21",0,0.112,0.2339
"2022-04-19 22",0,0.0969,0.0873
"2022-04-19 23",0.0116,0.0846,0.0964
"2022-04-20 0",0.0289,0.0859,0.1656
"2022-04-20 1",0.0243,0.2222,0.2104
"2022-04-20 4",0.0224,0.0744,0.1875
"2022-04-20 5",0.0171,0.0783,0.2085
"2022-04-20 6",0.092,0.187,0.1183
"2022-04-20 7",0.0763,0.2739,0.2221
"2022-04-20 8",0.0356,0.2215,0.1984
"2022-04-20 9",0.0252,0.3832,0.1972
"2022-04-20 10",0.0201,0.3304,0.2147
"2022-04-20 11",0,0.3006,0.1163
"2022-04-20 12",0,0.3289,0.2176
"2022-04-20 13",0,0.0767,0.1632
"2022-04-20 14",0,0.12,0.2346
"2022-04-20 15",0.0184,0.1521,0.1321
"2022-04-20 16",0,0.1023,0.1385
"2022-04-20 17",0.0242,0.2382,0.1769
"2022-04-20 18",0.0455,0.356,0.2073
"2022-04-20 19",0.086,0.3821,0.177
"2022-04-20 20",0.0283,0.2245,0.0763
"2022-04-20 21",0.088,0.3741,0
"2022-04-20 22",0.1034,0.7899,0.2602
"2022-04-20 23",0.1299,0.4902,0.2715
"2022-04-21 2",0.0992,0.4472,0.3598
"2022-04-21 3",0.1037,0.5013,0.3768
"2022-04-21 4",0.0511,0.4438,0.1921
"2022-04-21 5",0.0174,0.2907,0.1879
"2022-04-21 6",0.0652,0.3994,0.1833
"2022-04-21 7",0.0159,0.076,0.1431
"2022-04-21 8",0.0291,0.0673,0.1844
"2022-04-21 9",0.0349,0.0796,0.1037
"2022-04-21 10",0.0279,0.0666,0.1144
"2022-04-21 11",0.0407,0.0942,0.164
"2022-04-21 12",0.0303,0.0978,0.133
"2022-04-21 13",0.0264,0.0837,0.1306
"2022-04-21 14",0.0581,0.0853,0.1967
"2022-04-21 15",0.041,0.0749,0.1559
"2022-04-21 16",0,0.0682,0.1703
"2022-04-21 17",0,0.08,0.1287
"2022-04-21 18",0.0217,0.2406,0.1678
"2022-04-21 19",0.0351,0.5607,0.2511
"2022-04-21 20",0.0304,0.4164,0.1817
"2022-04-21 21",0.0258,0.1072,0.1517
"2022-04-21 22",0,0.2528,0.1773
"2022-04-21 23",0,0.1012,0.1423
"2022-04-22 0",0.0083,0,0
"2022-04-22 1",0,0.0856,0.0829
"2022-04-22 4",0,0.0833,0.194
"2022-04-22 5",0,0.0882,0.1266
"2022-04-22 6",0.0305,0.2684,0.1796
"2022-04-22 7",0.0577,0.2971,0.1829
"2022-04-22 8",0.0805,0.5992,0.2461
"2022-04-22 9",0.0174,0.2666,0.1999
"2022-04-22 10",0.0126,0.4958,0.151
"2022-04-22 11",0.015,0.1205,0.1288
"2022-04-22 12",0,0.1212,0.1743
"2022-04-22 13",0.0188,0.0917,0.2171
"2022-04-22 14",0.02,0.1448,0.1202
"2022-04-22 15",0,0.1,0.1513
"2022-04-22 16",0,0.0835,0.1072
"2022-04-22 17",0,0.0883,0.1326
"2022-04-22 18",0.0162,0.097,0.142
"2022-04-22 19",0.0545,0.1044,0.157
"2022-04-22 20",0.0113,0.0956,0
"2022-04-22 21",0.0267,0.1128,0.1335
"2022-04-22 22",0.0343,0.1161,0.1701
"2022-04-22 23",0.026,0.0886,0.1212
"2022-04-23 2",AN,AN,AN
"2022-04-23 3",AN,AN,AN
"2022-04-23 4",AN,AN,AN
"2022-04-23 5",AN,AN,AN
"2022-04-23 6",AN,AN,AN
"2022-04-23 7",AN,AN,AN
"2022-04-23 8",AN,AN,AN
"2022-04-23 9",AN,AN,AN
"2022-04-23 10",AN,AN,AN
"2022-04-23 11",AN,AN,AN
"2022-04-23 12",AN,AN,AN
"2022-04-23 13",AN,AN,AN
"2022-04-23 14",AN,AN,AN
"2022-04-23 15",AN,AN,AN
"2022-04-23 16",AN,AN,AN
"2022-04-23 17",AN,AN,AN
"2022-04-23 18",AN,AN,AN
"2022-04-23 19",AN,AN,AN
"2022-04-23 20",AN,AN,AN
"2022-04-23 23",AN,AN,AN
"2022-04-24 0",AN,AN,AN
"2022-04-24 1",AN,AN,AN
"2022-04-24 5",AN,AN,AN
"2022-04-24 6",AN,AN,AN
"2022-04-24 7",AN,AN,AN
"2022-04-24 8",AN,AN,AN
"2022-04-24 9",AN,AN,AN
"2022-04-24 10",AN,AN,AN
"2022-04-24 11",AN,AN,AN
"2022-04-24 12",AN,AN,AN
"2022-04-24 13",AN,AN,AN
"2022-04-24 14",AN,AN,AN
"2022-04-24 15",AN,AN,AN
"2022-04-24 16",AN,AN,AN
"2022-04-24 17",AN,AN,AN
"2022-04-24 18",AN,AN,AN
"2022-04-24 19",AN,AN,AN
"2022-04-24 20",AN,AN,AN
"2022-04-24 21",AN,AN,AN
"2022-04-24 22",AN,AN,AN
"2022-04-24 23",AN,AN,AN
"2022-04-25 2",AN,AN,AN
"2022-04-25 3",AN,AN,AN
"2022-04-25 4",AN,AN,AN
"2022-04-25 5",AN,AN,AN
"2022-04-25 6",AN,AN,AN
"2022-04-25 7",AN,AN,AN
"2022-04-25 8",AN,AN,AN
"2022-04-25 9",AN,AN,AN
"2022-04-25 10",AN,AN,AN
"2022-04-25 11",AN,AN,AN
"2022-04-25 12",AN,AN,AN
"2022-04-25 13",AN,AN,AN
"2022-04-25 14",AN,AN,AN
"2022-04-25 15",AN,AN,AN
"2022-04-25 16",AN,AN,AN
