Date,ISOPRENE,ALPHA-PINENE,BETA-PINENE
"Total Hours in Period",4416,4416,4416
"Valid Ambient Hours (N)",2756,2950,2950
"Valid Ambient Recovery","62.409420289855 %","66.802536231884 %","66.802536231884 %"
Mean,0.4539,0.2311,0.2306
Median,0.129,0.187,0.2186
Deviation,1.0398,0.505,0.136

Date,ISOPRENE,ALPHA-PINENE,BETA-PINENE
"2024-07-16 8",AS,AS,AS
"2024-07-16 14",AS,AS,AS
"2024-07-16 19",AS,AS,AS
"2024-07-16 20",AS,AS,AS
"2024-07-16 21",AS,AS,AS
"2024-07-16 22",AS,AS,AS
"2024-07-16 23",AS,AS,AS
"2024-07-17 4",AS,AS,AS
"2024-07-17 5",AS,AS,AS
"2024-07-17 6",AS,AS,AS
"2024-07-17 7",AS,AS,AS
"2024-07-17 8",AS,AS,AS
"2024-07-17 15",AS,AS,AS
"2024-07-17 16",AS,AS,AS
"2024-07-17 17",AS,AS,AS
"2024-07-17 18",AS,AS,AS
"2024-07-17 19",AS,AS,AS
"2024-07-17 20",AS,AS,AS
"2024-07-17 21",AS,AS,AS
"2024-07-17 22",AS,AS,AS
"2024-07-17 23",AS,AS,AS
"2024-07-18 0",AS,AS,AS
"2024-07-18 1",AS,AS,AS
"2024-07-18 4",AS,AS,AS
"2024-07-18 5",AS,AS,AS
"2024-07-18 6",AS,AS,AS
"2024-07-18 7",AS,AS,AS
"2024-07-18 8",AS,AS,AS
"2024-07-18 9",AS,AS,AS
"2024-07-18 10",AS,AS,AS
"2024-07-18 11",AS,AS,AS
"2024-07-18 12",AS,AS,AS
"2024-07-18 13",AS,AS,AS
"2024-07-18 14",AS,AS,AS
"2024-07-18 15",AS,AS,AS
"2024-07-18 16",AS,AS,AS
"2024-07-18 17",AS,AS,AS
"2024-07-18 18",AS,AS,AS
"2024-07-18 19",AS,AS,AS
"2024-07-18 20",AS,AS,AS
"2024-07-18 21",AS,AS,AS
"2024-07-18 22",AS,AS,AS
"2024-07-18 23",AS,AS,AS
"2024-07-19 2",AS,AS,AS
"2024-07-19 3",AS,AS,AS
"2024-07-19 4",AS,AS,AS
"2024-07-19 5",AS,AS,AS
"2024-07-19 6",AS,AS,AS
"2024-07-19 7",AS,AS,AS
"2024-07-19 8",AS,AS,AS
"2024-07-19 9",AS,AS,AS
"2024-07-19 15",AS,AS,AS
"2024-07-19 16",AS,AS,AS
"2024-07-19 17",AS,AS,AS
"2024-07-19 18",AS,AS,AS
"2024-07-19 19",AS,AS,AS
"2024-07-19 20",AS,AS,AS
"2024-07-19 21",AS,AS,AS
"2024-07-19 22",AS,AS,AS
"2024-07-19 23",AS,AS,AS
"2024-07-20 0",AS,AS,AS
"2024-07-20 1",AS,AS,AS
"2024-07-20 4",AS,AS,AS
"2024-07-20 5",AS,AS,AS
"2024-07-20 6",AS,AS,AS
"2024-07-20 7",AS,AS,AS
"2024-07-20 8",AS,AS,AS
"2024-07-20 9",AS,AS,AS
"2024-07-20 10",AS,AS,AS
"2024-07-20 11",AS,AS,AS
"2024-07-20 12",AS,AS,AS
"2024-07-20 13",AS,AS,AS
