Date,ISOPRENE,ALPHA-PINENE,BETA-PINENE
"2025-03-11 14",0.089,0.3056,0.316
"2025-03-11 15",0.0562,0.3193,0.3213
"2025-03-12 7",0.0646,0.4466,1.5645
"2025-03-12 8",0.0351,0.369,0.371
"2025-03-12 9",0.0225,0.3959,0.3718
"2025-03-12 10",0.0203,0.3736,0.3822
"2025-03-12 11",0,0.3861,0.3888
"2025-03-12 12",0.0744,0.3657,0.3806
"2025-03-12 15",0.0295,0.2981,0.3786
"2025-03-12 16",0.0193,0.3148,0.3348
"2025-03-12 17",0.0265,0.3416,0.3485
"2025-03-12 18",0.0164,0.3438,0.3387
"2025-03-12 19",0,0.3224,0.3295
"2025-03-12 20",0,0.3297,0.3526
"2025-03-12 21",0.0124,0.2972,0.3357
"2025-03-12 22",0.0098,0.3395,0.3236
"2025-03-12 23",0,0.3066,0.3213
"2025-03-13 2",0,0.2795,0.2891
"2025-03-13 3",0,0.2901,0.3071
"2025-03-13 4",0,0.3171,0.3224
"2025-03-13 5",0.0211,0.3618,0.3232
"2025-03-13 6",0.0457,0.3028,0.3136
"2025-03-13 7",0.0533,0.2876,0.278
"2025-03-13 8",0.0203,0.3391,0.2833
"2025-03-13 9",0.0259,0.3937,0.3359
"2025-03-13 10",0.0241,0.3314,0.343
"2025-03-13 11",0.0933,0.3583,0.3395
"2025-03-13 12",0.0417,0.3328,0.3075
"2025-03-13 13",0.0259,0.3491,0.3126
"2025-03-13 14",0.0241,0.3099,0.3263
"2025-03-13 15",0.0523,0.3499,0.3124
"2025-03-13 16",0.0261,0.2934,0.35
"2025-03-13 17",0.0122,0.2917,0.3128
"2025-03-13 18",0.0146,0.372,0.303
"2025-03-13 19",0.0261,0.274,0.3077
"2025-03-13 20",0,0.3422,0.3101
"2025-03-13 21",0.0179,0.2817,0.3285
"2025-03-13 22",0.0279,0.3248,0.2768
"2025-03-13 23",0,0.3939,0.316
"2025-03-14 0",0,0.3542,0.3054
"2025-03-14 1",0,0.3334,0.2856
"2025-03-14 4",0.0128,0.238,0.3052
"2025-03-14 5",0.0166,0.2541,0.2266
"2025-03-14 6",0.0501,0.2699,0.304
"2025-03-14 7",0.0479,0.2466,0.2774
"2025-03-14 8",0.0331,0.2852,0.2488
"2025-03-14 9",0.0183,0.3361,0.2588
"2025-03-14 10",0,0.3109,0.2744
"2025-03-14 11",0.0449,0.3083,0.2372
"2025-03-14 12",0,0.3334,0.2358
"2025-03-14 13",0.0253,0.3444,0.2548
"2025-03-14 14",0.0351,0.3473,0.2519
"2025-03-14 15",0.0463,0.3681,0.2774
"2025-03-14 16",0.0134,0.3132,0.3361
"2025-03-14 17",0,0.3444,0.3156
"2025-03-14 18",0.0325,0.3536,0.3089
"2025-03-14 19",0.0457,0.3136,0.3301
"2025-03-14 20",0.0265,0.3011,0.2742
"2025-03-14 21",0.0461,0.3434,0.4159
"2025-03-14 22",0,0.3201,0.323
"2025-03-14 23",0.0273,0.3146,0.3134
"2025-03-15 2",0.0191,0.2339,0.2658
"2025-03-15 3",0.0203,0.2629,0.2964
"2025-03-15 4",0.0395,0.277,0.3001
"2025-03-15 5",0.0706,0.3156,0.2748
"2025-03-15 6",0.0949,0.3015,0.2842
"2025-03-15 7",0.0858,0.3068,0.2911
"2025-03-15 8",0.0309,0.3477,0.3777
"2025-03-15 9",0.0259,0.3173,0.2341
"2025-03-15 10",0,0.3254,0.2543
"2025-03-15 11",0.0225,0.3299,0.2844
"2025-03-15 12",0,0.3034,0.2529
"2025-03-15 13",0,0.2899,0.25
"2025-03-15 14",0.0211,0.3009,0.2421
"2025-03-15 15",0.008,0.3213,0.2349
"2025-03-15 16",0.0054,0.3645,0.2592
"2025-03-15 17",0.0181,0.3334,0.2566
"2025-03-15 18",0.015,0.3048,0.2286
"2025-03-15 19",0.0285,0.3428,0.2711
"2025-03-15 20",0.0582,0.4143,0.2413
"2025-03-15 23",0.0798,0.2151,0.2321
"2025-03-16 0",0.1057,0.3007,0.2456
"2025-03-16 1",0.1019,0.3044,0.2145
"2025-03-16 5",0.0229,0.2172,0.1812
"2025-03-16 6",0.0144,0.2372,0.1949
"2025-03-16 7",0.0538,0.2909,0.2088
"2025-03-16 8",0.0337,0.3183,0.2347
"2025-03-16 9",0.0277,0.3026,0.2625
"2025-03-16 10",0.0187,0.2952,0.2223
"2025-03-16 11",0.0203,0.3479,0.2072
"2025-03-16 12",0.0277,0.323,0.2313
"2025-03-16 13",0.0331,0.3101,0.2145
"2025-03-16 14",0.0205,0.2807,0.2449
"2025-03-16 15",0.0353,0.3166,0.2746
"2025-03-16 16",0.0445,0.3305,0.2362
"2025-03-16 17",0.0654,0.3258,0.2282
"2025-03-16 18",0.0493,0.2936,0.2278
"2025-03-16 19",0.0207,0.3399,0.2517
"2025-03-16 20",0.0319,0.3381,0.2288
"2025-03-16 21",0,0.2748,0.209
"2025-03-16 22",0,0.3058,0.2102
"2025-03-16 23",0,0.3097,0.2458
"2025-03-17 2",0,0.2582,0.2076
"2025-03-17 3",0,0.326,0.2398
"2025-03-17 4",0,0.2748,0.2192
"2025-03-17 5",0.0166,0.4333,0.2317
"2025-03-17 6",0.0399,0.3559,0.2257
"2025-03-17 7",0.0445,0.3403,0.2619
"2025-03-17 8",0.0351,0.3232,0.2137
"2025-03-17 9",0.0305,0.2219,0.2337
"2025-03-17 10",0.0174,0.3675,0.22
"2025-03-17 11",0.0323,0.3375,0.229
"2025-03-17 12",0.0552,0.4378,0.2488
"2025-03-17 13",0.0487,0.3467,0.2584
"2025-03-17 14",0.0842,0.4174,0.2609
"2025-03-17 15",0.0507,0.36,0.2243
"2025-03-17 16",0.0451,0.3557,0.2339
"2025-03-17 17",0.0385,0.3598,0.2695
"2025-03-17 18",0.0303,0.3448,0.2104
"2025-03-17 19",0,0.3312,0.2339
"2025-03-17 20",0.0203,0.3463,0.2513
"2025-03-17 21",0.014,0.3779,0.2654
"2025-03-17 22",0,0.3722,0.3167
"2025-03-17 23",0,0.4088,0.2972
"2025-03-18 0",0,0.372,0.2652
"2025-03-18 1",0,0.3218,0.2903
"2025-03-18 4",0,0.305,0.2566
"2025-03-18 5",0.0178,0.2934,0.3034
"2025-03-18 6",0.0191,0.3569,0.2474
"2025-03-18 7",0,0.3436,0.2684
"2025-03-18 8",0,0.3191,0.2631
"2025-03-18 9",0.0241,0.3765,0.2351
"2025-03-18 10",0,0.2789,0.2012
"2025-03-18 11",0.0201,0.316,0.2112
"2025-03-18 12",0,0.3248,0.2137
"2025-03-18 13",0.0146,0.3348,0.259
"2025-03-18 14",0.0363,0.4723,0.2215
"2025-03-18 15",0.0393,0.3884,0.2513
"2025-03-18 16",0.0323,0.3624,0.248
"2025-03-18 17",0,0.3873,0.2063
"2025-03-18 18",0,0.333,0.2329
"2025-03-18 19",0.0341,0.3935,0.2756
"2025-03-18 20",0.0301,0.3475,0.2615
"2025-03-18 21",0.0365,0.41,0.1986
"2025-03-18 22",0.0193,0.362,0.2384
"2025-03-18 23",0.0662,0.39,0.2153
"2025-03-19 2",0.0788,0.227,0.2137
"2025-03-19 3",0.2036,0.2972,0.1875
"2025-03-19 4",0.2615,0.3428,0.173
"2025-03-19 5",0.5692,0.3359,0.1826
"2025-03-19 6",1.0497,0.3575,0.1965
"2025-03-19 7",0.8753,0.4404,0.2167
"2025-03-19 8",0.3367,0.4742,0.2952
"2025-03-19 9",0.1723,0.4155,0.2114
"2025-03-19 10",0.0477,0.3436,0.1589
"2025-03-19 11",0.0397,0.3608,0.1763
"2025-03-19 12",0.0628,0.4106,0.2304
"2025-03-19 13",0.0317,0.4127,0.2355
"2025-03-19 14",0.011,0.5359,0.2029
"2025-03-19 15",0.061,0.4112,0.1824
"2025-03-19 16",0.0401,0.3786,0.23
"2025-03-19 17",0.0397,0.4153,0.198
"2025-03-19 18",0.054,0.3428,0.1975
"2025-03-19 19",0.0826,0.353,0.2176
"2025-03-19 20",0.0533,0.3375,0.2178
"2025-03-19 21",0.0929,0.3818,0.2233
"2025-03-19 22",0.1129,0.3986,0.2415
"2025-03-19 23",0.0706,0.3845,0.2519
"2025-03-20 0",0.0301,0.3626,0.2257
"2025-03-20 1",0.0307,0.3406,0.1788
"2025-03-20 4",0.0365,0.3056,0.1661
"2025-03-20 5",0.0536,0.4366,0.2119
"2025-03-20 6",0.0465,0.3777,0.1896
"2025-03-20 7",0.0367,0.4114,0.2006
"2025-03-20 8",0.0297,0.3722,0.2176
"2025-03-20 9",0.0172,0.3877,0.2186
"2025-03-20 10",0.0197,0.4102,0.2429
"2025-03-20 11",0,0.4317,0.2513
"2025-03-20 12",0,0.4306,0.2378
"2025-03-20 13",0,0.3992,0.2809
"2025-03-20 14",0,0.5651,0.2842
"2025-03-20 15",0.0185,0.4288,0.2353
"2025-03-20 16",0,0.4825,0.2366
"2025-03-20 17",0,0.6063,0.2337
"2025-03-20 18",0,0.3928,0.2901
"2025-03-20 19",0.0676,0.4192,0.3252
"2025-03-20 20",0.1869,0.4157,0.3405
"2025-03-20 21",0.1755,0.3953,0.2985
"2025-03-20 22",0.5255,0.5504,0.247
"2025-03-20 23",0.4404,0.4719,0.247
"2025-03-21 2",0.1963,0.3808,0.2586
"2025-03-21 3",0.1342,0.3299,0.2378
"2025-03-21 4",0.1404,0.3305,0.2055
"2025-03-21 5",0.223,0.3491,0.18
"2025-03-21 6",0.2581,0.3485,0.181
"2025-03-21 7",0.1424,0.341,0.1367
"2025-03-21 8",0.1211,0.3373,0.2004
"2025-03-21 9",0.0808,0.4063,0.154
"2025-03-21 10",0.075,0.3812,0.2029
"2025-03-21 11",0,0.5073,0.1853
"2025-03-21 12",0.0197,0.431,0.2298
"2025-03-21 13",0.0213,0.5508,0.2086
"2025-03-21 14",0.0562,0.4784,0.2178
"2025-03-21 15",0.0505,0.5812,0.2043
"2025-03-21 16",0.0309,0.6057,0.2425
"2025-03-21 17",0.0134,0.5632,0.2429
"2025-03-21 18",0.0249,0.4372,0.2876
"2025-03-21 19",0.0309,0.4723,0.2409
"2025-03-21 20",0.0269,0.5906,0.2188
"2025-03-21 21",0.0331,0.4793,0.2462
"2025-03-21 22",0.0544,0.5291,0.217
"2025-03-21 23",0.0774,0.3894,0.2768
"2025-03-22 2",0,0.0803,0.183
"2025-03-22 3",0,0.3252,0.2125
"2025-03-22 4",0.0271,0.4454,0.3099
"2025-03-22 5",0.0263,0.3796,0.1906
"2025-03-22 6",0.0519,0.3179,0.2419
"2025-03-22 7",0.0852,0.3228,0.2123
"2025-03-22 8",0.0766,0.3459,0.1949
"2025-03-22 9",0.0969,0.373,0.1871
"2025-03-22 10",0.0465,0.2979,0.2351
"2025-03-22 11",0.0289,0.307,0.209
"2025-03-22 12",0.0178,0.3808,0.1941
"2025-03-22 13",0,0.343,0.2121
"2025-03-22 14",0.0122,0.3081,0.2018
"2025-03-22 15",0.008,0.342,0.2025
"2025-03-22 16",0,0.334,0.2076
"2025-03-22 17",0,0.3941,0.2219
"2025-03-22 18",0.0259,0.3704,0.2255
"2025-03-22 19",0.0225,0.3595,0.2525
"2025-03-22 20",0.0608,0.3387,0.2364
"2025-03-22 23",0.0834,0.2566,0.2029
"2025-03-23 0",0.0923,0.2805,0.2529
"2025-03-23 1",0.084,0.2938,0.2257
"2025-03-23 5",0.1131,0.2333,0.1657
"2025-03-23 6",0.2633,0.3379,0.1275
"2025-03-23 7",0.2451,0.3473,0.2533
"2025-03-23 8",0.1416,0.3673,0.1532
"2025-03-23 9",0.0337,0.4214,0.1714
"2025-03-23 10",0.0108,0.4441,0.1802
"2025-03-23 11",0.014,0.467,0.1875
"2025-03-23 12",0.0229,0.392,0.192
"2025-03-23 13",0,0.4545,0.1916
"2025-03-23 14",0,0.4315,0.1865
"2025-03-23 15",0.0233,0.3506,0.217
"2025-03-23 16",0,0.4815,0.2114
"2025-03-23 17",0.0074,0.3773,0.2139
"2025-03-23 18",0.0355,0.3847,0.209
"2025-03-23 19",0.1412,0.4631,0.247
"2025-03-23 20",0.3889,0.582,0.4384
"2025-03-23 21",0.2966,0.4909,0.3101
"2025-03-23 22",0.2495,0.4705,0.371
"2025-03-23 23",0.1544,0.3863,0.2302
"2025-03-24 2",0.0935,0.3191,0.1886
"2025-03-24 3",0.1091,0.3463,0.2601
"2025-03-24 4",0.0726,0.3218,0.1955
"2025-03-24 5",0.1141,0.3548,0.2235
"2025-03-24 6",0.2946,0.3518,0.2402
"2025-03-24 7",0.2022,0.3493,0.22
"2025-03-24 8",0.1081,0.3808,0.1955
"2025-03-24 9",0.0704,0.3969,0.173
"2025-03-24 10",0.0497,0.3534,0.1816
"2025-03-24 11",0.0339,0.3542,0.2055
"2025-03-24 12",0.0337,0.3117,0.2355
"2025-03-24 13",0.0552,0.3702,0.1636
"2025-03-24 14",0.0337,0.4043,0.1853
"2025-03-24 15",0.0205,0.3199,0.1659
"2025-03-24 16",0.0373,0.3679,0.2198
"2025-03-24 17",0.0209,0.2968,0.1653
"2025-03-24 18",0,0.3645,0.209
"2025-03-24 19",0.0997,0.3318,0.2096
"2025-03-24 20",0.1237,0.325,0.2421
"2025-03-24 21",0.2898,0.379,0.2086
"2025-03-24 22",0.578,0.4053,0.2421
"2025-03-24 23",0.42,0.3706,0.2676
"2025-03-25 0",0.4212,0.3912,0.2337
"2025-03-25 1",0.4541,0.3685,0.2717
"2025-03-25 4",0.4226,0.3477,0.2059
"2025-03-25 5",0.7012,0.3798,0.5935
"2025-03-25 6",0.7714,0.4241,0.2372
"2025-03-25 7",1.088,0.5128,0.2249
"2025-03-25 8",0.4625,0.446,0.2723
"2025-03-25 9",0.1402,0.4145,0.1779
"2025-03-25 10",0.0979,0.2901,0.2176
"2025-03-25 11",0.0469,0.3861,0.1988
"2025-03-25 12",0.0261,0.3083,0.2002
"2025-03-25 13",0.0768,0.3845,0.1988
"2025-03-25 14",0.0347,0.2752,0.1908
"2025-03-25 15",0.0387,0.3479,0.2153
"2025-03-25 16",0.0219,0.3896,0.2296
"2025-03-25 17",0,0.3869,0.2545
"2025-03-25 18",0.0146,0.4529,0.1963
"2025-03-25 19",0.0646,0.316,0.2478
"2025-03-25 20",0.2148,0.4619,0.2911
"2025-03-25 21",0.2072,0.4092,0.2396
"2025-03-25 22",0.5947,0.5062,0.3567
"2025-03-25 23",0.8119,0.5593,0.4116
"2025-03-26 2",0.5251,0.4217,0.3138
"2025-03-26 3",0.6675,0.5256,0.4061
"2025-03-26 4",0.6653,0.4762,0.3763
"2025-03-26 5",0.6753,0.4092,0.2883
"2025-03-26 6",1.1227,0.4695,0.293
"2025-03-26 7",1.0433,0.5477,0.2658
"2025-03-26 8",0.1775,0.3616,0.2386
"2025-03-26 9",0.0953,0.354,0.1593
"2025-03-26 10",0.129,0.4221,0.2186
"2025-03-26 11",0.1362,0.3892,0.2071
"2025-03-26 12",0.0874,0.4878,0.2862
"2025-03-26 13",0.0646,0.5967,0.3432
"2025-03-26 14",0.0686,0.5884,0.315
"2025-03-26 15",0.055,0.5632,0.3226
"2025-03-26 16",0.0345,0.5749,0.3064
"2025-03-26 17",0.0309,0.5222,0.2539
"2025-03-26 18",0.0473,0.5107,0.2686
"2025-03-26 19",0.1719,0.554,0.2836
"2025-03-26 20",0.2796,0.6192,0.3346
"2025-03-26 21",0.2172,0.5514,0.3593
"2025-03-26 22",0.1143,0.4862,0.2731
"2025-03-26 23",0.1205,0.554,0.2691
"2025-03-27 0",0.0614,0.4264,0.2874
"2025-03-27 1",0.0277,0.3473,0.1743
"2025-03-27 4",0.0164,0.335,0.1796
"2025-03-27 5",0.0269,0.3373,0.2049
"2025-03-27 6",0.0692,0.4288,0.1929
"2025-03-27 7",0.069,0.3896,0.1875
"2025-03-27 8",0.0708,0.447,0.2231
"2025-03-27 9",0.1059,0.4411,0.2231
"2025-03-27 10",0.1127,0.5019,0.2235
"2025-03-27 11",0.1145,0.5044,0.2108
"2025-03-27 12",0.1294,0.5563,0.211
"2025-03-27 13",0.1067,0.6801,0.2229
"2025-03-27 14",0.1049,0.5536,0.2027
"2025-03-27 15",0.151,0.5747,0.2441
"2025-03-28 5",0.2004,0.9381,1.5495
"2025-03-28 6",0.014,0.5124,0.4413
"2025-03-28 7",0.0273,0.4086,0.3363
"2025-03-28 8",0,0.4313,0.3091
"2025-03-28 9",0,0.4721,0.2302
"2025-03-28 12",0.0289,0.4241,0.2215
"2025-03-28 13",0.0158,0.4431,0.2112
"2025-03-28 14",0.0233,0.3922,0.1847
"2025-03-28 15",0.0138,0.4727,0.1941
"2025-03-28 16",0.0078,0.5246,0.1908
"2025-03-28 17",0,0.5888,0.1875
"2025-03-28 18",0.0237,0.4092,0.1777
"2025-03-28 19",0.0566,0.4605,0.2114
"2025-03-28 20",0.1576,0.4942,0.2364
"2025-03-28 21",0.1611,0.4417,0.208
"2025-03-28 22",0.5297,0.4641,0.2069
"2025-03-28 23",0.4822,0.4315,0.2633
"2025-03-29 0",0.1229,0.3994,0.1743
"2025-03-29 1",0.1107,0.3998,0.2321
"2025-03-29 4",0.061,0.3179,0.236
"2025-03-29 5",0.1227,0.4519,0.2329
"2025-03-29 6",0.1984,0.3738,0.2037
"2025-03-29 7",0.0822,0.3849,0.1269
"2025-03-29 8",0.0138,0.3935,0.2366
"2025-03-29 9",0,0.3138,0.1922
"2025-03-29 10",0.0207,0.431,0.1959
"2025-03-29 11",0,0.3618,0.1904
"2025-03-29 12",0,0.3124,0.1636
"2025-03-29 13",0,0.3771,0.1822
"2025-03-29 14",0,0.4012,0.2247
"2025-03-29 15",0.0227,0.3677,0.201
"2025-03-29 16",0,0.5056,0.1894
"2025-03-29 17",0,0.3881,0.2613
"2025-03-29 18",0,0.3906,0.2268
"2025-03-29 19",0.0221,0.3802,0.1724
"2025-03-29 20",0.0726,0.3947,0.1998
"2025-03-29 23",0.1617,0.2856,0.1998
"2025-03-30 3",0.1278,0.2703,0.2439
"2025-03-30 4",0.1215,0.3406,0.134
"2025-03-30 5",0.1937,0.3173,0.1929
"2025-03-30 6",0.1474,0.3363,0.2325
"2025-03-30 7",0.0903,0.3553,0.1538
"2025-03-30 8",0.054,0.3534,0.1649
"2025-03-30 9",0.0417,0.3389,0.1354
"2025-03-30 10",0.0257,0.3657,0.1608
"2025-03-30 11",0.0736,0.372,0.154
"2025-03-30 12",0.0249,0.448,0.1643
"2025-03-30 13",0,0.4711,0.1877
"2025-03-30 14",0.0104,0.5604,0.1702
"2025-03-30 15",0.0317,0.5902,0.1767
"2025-03-30 16",0.0164,0.5853,0.2292
"2025-03-30 17",0.0172,0.4192,0.1828
"2025-03-30 18",0,0.5258,0.2274
"2025-03-30 19",0,0.4439,0.2178
"2025-03-30 20",0.1203,0.4848,0.2302
"2025-03-30 21",0.1889,0.4272,0.2053
"2025-03-30 22",0.1845,0.4088,0.2547
"2025-03-30 23",0.157,0.4699,0.2355
"2025-03-31 0",0.0895,0.466,0.2449
"2025-03-31 1",0.0694,0.4644,0.2215
"2025-03-31 4",0.0317,0.4697,0.2494
"2025-03-31 5",0.0293,0.4012,0.1642
"2025-03-31 6",0.0638,0.436,0.1544
"2025-03-31 7",0.0451,0.3914,0.164
"2025-03-31 8",0.0572,0.3779,0.1751
"2025-03-31 9",0.0347,0.4691,0.297
"2025-03-31 10",0.0249,0.4415,0.2088
"2025-03-31 12",0.0503,0.6159,0.4114
"2025-03-31 13",0.0283,0.506,0.2298
"2025-03-31 14",0.0251,0.4664,0.2208
"2025-03-31 15",0.0429,0.5075,0.181
"2025-03-31 16",0.0499,0.523,0.2114
"2025-03-31 17",0.0142,0.4392,0.1859
"2025-03-31 18",0,0.4523,0.1949
"2025-03-31 19",0,0.3757,0.2094
"2025-03-31 20",0,0.4558,0.201
"2025-03-31 21",0.0207,0.5075,0.2274
"2025-03-31 22",0.0253,0.6255,0.1957
"2025-03-31 23",0.0503,0.5209,0.1963
"2025-04-01 2",0,0.466,0.1965
"2025-04-01 3",0.0126,0.4842,0.189
"2025-04-01 4",0.0327,0.5526,0.1957
"2025-04-01 5",0.0608,0.6127,0.1788
"2025-04-01 6",0.0792,0.5115,0.1798
"2025-04-01 7",0,0.4331,0.2231
"2025-04-01 8",0,0.4329,0.1916
"2025-04-01 9",0.0487,0.4923,0.1984
"2025-04-01 10",0.0381,0.7865,0.1751
"2025-04-01 11",0.0405,0.5998,0.1851
"2025-04-01 12",0.0259,0.6182,0.1767
"2025-04-01 13",0,0.4556,0.1851
"2025-04-01 14",0,0.5677,0.1928
"2025-04-01 15",0,0.6214,0.1749
"2025-04-01 16",0,0.5706,0.2313
"2025-04-01 17",0,0.6016,0.2057
"2025-04-01 18",0.0335,0.5567,0.1685
"2025-04-01 19",0.089,0.484,0.1436
"2025-04-01 20",0.1181,0.455,0.1802
"2025-04-01 21",0.1077,0.4623,0.2253
"2025-04-01 22",0.1233,0.4476,0.1859
"2025-04-01 23",0.1115,0.4172,0.1896
"2025-04-02 0",0.0973,0.4067,0.1906
"2025-04-02 1",0.1121,0.3957,0.1738
"2025-04-02 4",0.0243,1.0235,0.1559
"2025-04-02 5",0.0473,0.4836,0.1892
"2025-04-02 6",0.2655,0.4415,0.2121
"2025-04-02 7",0.155,0.4384,0.1786
"2025-04-02 8",0.0864,0.4705,0.2429
"2025-04-02 9",0.0788,0.5892,0.2214
"2025-04-02 10",0.0271,0.5743,0.1912
"2025-04-02 11",0.0259,0.5512,0.1939
"2025-04-02 12",0.0183,0.458,0.1598
"2025-04-02 13",0,0.6186,0.1354
"2025-04-02 14",0.009,0.5671,0.1499
"2025-04-02 15",0,0.6018,0.1689
"2025-04-02 16",0.0158,0.6135,0.1642
"2025-04-02 17",0,0.608,0.1579
"2025-04-02 18",0,0.4693,0.1692
"2025-04-02 19",0,0.474,0.1785
"2025-04-02 20",0.0413,0.4554,0.1622
"2025-04-02 21",0.076,0.4319,0.199
"2025-04-02 22",0.0706,0.4364,0.2016
"2025-04-02 23",0.0746,0.402,0.2127
"2025-04-03 2",0.1366,0.3716,0.2474
"2025-04-03 3",0.141,0.3573,0.239
"2025-04-03 4",0.2072,0.3595,0.2402
"2025-04-03 5",0.3506,0.3622,0.2666
"2025-04-03 6",0.3085,0.3189,0.1561
"2025-04-03 7",0.1256,0.3763,0.1651
"2025-04-03 8",0.0399,0.4576,0.1683
"2025-04-03 9",0.0275,0.8582,0.1465
"2025-04-03 10",0,0.543,0.1738
"2025-04-03 11",0,0.5738,0.1598
"2025-04-03 12",0,0.5124,0.1643
"2025-04-03 13",0,0.5757,0.151
"2025-04-03 14",0.0132,0.6619,0.1976
"2025-04-03 15",0,0.6556,0.152
"2025-04-03 16",0,0.6564,0.1459
"2025-04-03 17",0,0.6249,0.1649
"2025-04-03 18",0,0.5928,0.16
"2025-04-03 19",0.0257,0.5146,0.2192
"2025-04-03 20",0.0118,0.5675,0.1665
"2025-04-03 21",0.0301,0.5843,0.1798
"2025-04-03 22",0,0.5013,0.1988
"2025-04-03 23",0,0.57,0.1632
"2025-04-04 0",0,0.6208,0.1653
"2025-04-04 1",0.0241,0.5583,0.1383
"2025-04-04 4",0.0229,0.545,0.162
"2025-04-04 5",0.058,0.4192,0.1696
"2025-04-04 6",0.0572,0.4686,0.1767
"2025-04-04 7",0.0156,0.3718,0.1696
"2025-04-04 8",0,0.4603,0.1571
"2025-04-04 9",0,0.4617,0.1583
"2025-04-04 10",0.0158,0.4061,0.1759
"2025-04-04 11",0,0.4772,0.1377
"2025-04-04 12",0.0106,0.5034,0.1665
"2025-04-04 13",0,0.57,0.1424
"2025-04-04 14",0,0.5869,0.1473
"2025-04-04 15",0,0.5573,0.1495
"2025-04-04 16",0.01,0.5252,0.153
"2025-04-04 17",0.0361,0.4449,0.1628
"2025-04-04 18",0.0281,0.4936,0.1722
"2025-04-04 19",0.0297,0.485,0.1628
"2025-04-04 20",0.0846,0.4891,0.1712
"2025-04-04 21",0.2152,0.44,0.1771
"2025-04-04 22",0.2481,0.4899,0.2976
"2025-04-04 23",0.2667,0.3571,0.2543
"2025-04-05 2",0.0638,0.2893,0.1788
"2025-04-05 3",0.1179,0.3357,0.1743
"2025-04-05 4",0.0461,0.3448,0.191
"2025-04-05 5",0.1424,0.3021,0.1581
"2025-04-05 6",0.1153,0.3156,0.1851
"2025-04-05 7",0.1314,0.4833,0.1739
"2025-04-05 8",0.0203,0.3741,0.1397
"2025-04-05 9",0,0.4989,0.1608
"2025-04-05 10",0,0.4488,0.1861
"2025-04-05 11",0.008,0.4347,0.1305
"2025-04-05 12",0,0.5763,0.1269
"2025-04-05 13",0.0102,0.5651,0.1583
"2025-04-05 14",0.0118,0.5593,0.1544
"2025-04-05 15",0,0.5785,0.1455
"2025-04-05 16",0,0.5689,0.1886
"2025-04-05 17",0,0.5994,0.1287
"2025-04-05 18",0,0.6284,0.1416
"2025-04-05 19",0.0325,0.5389,0.1761
"2025-04-05 20",0.1312,0.3606,0.256
"2025-04-05 23",0.5168,0.4586,0.2351
"2025-04-06 0",0.6043,0.429,0.2317
"2025-04-06 1",0.5297,0.4498,0.2149
"2025-04-06 5",0.1177,0.3892,0.1673
"2025-04-06 6",0.054,0.4586,0.1544
"2025-04-06 7",0.1075,0.4419,0.1561
"2025-04-06 8",0.0441,0.5493,0.1563
"2025-04-06 9",0.0461,0.5446,0.1783
"2025-04-06 10",0.0299,0.5369,0.1497
"2025-04-06 11",0.0299,0.5281,0.1448
"2025-04-06 12",0.0108,0.6214,0.18
"2025-04-06 13",0,0.5236,0.1487
"2025-04-06 14",0.0082,0.6678,0.1636
"2025-04-06 15",0.0463,0.6198,0.1973
"2025-04-06 16",0,0.6635,0.1738
"2025-04-06 17",0,0.706,0.1465
"2025-04-06 18",0.0142,0.5596,0.1591
"2025-04-06 19",0.0628,0.5209,0.2225
"2025-04-06 20",0.227,0.6155,0.2462
"2025-04-06 21",0.5369,0.6362,0.2233
"2025-04-06 22",0.6466,0.541,0.3138
"2025-04-06 23",0.3971,0.5373,0.2674
"2025-04-07 2",0.0535,0.4392,0.1851
"2025-04-07 3",0.0142,0.5424,0.1428
"2025-04-07 4",0.0784,0.495,0.1871
"2025-04-07 5",0.0947,0.4936,0.1781
"2025-04-07 6",0.0933,0.4315,0.2302
"2025-04-07 7",0.0971,0.5169,0.1918
"2025-04-07 8",0.0604,0.6311,0.1924
"2025-04-07 9",0.0473,0.6065,0.1561
"2025-04-07 10",0.0576,0.6333,0.1765
"2025-04-07 11",0.0521,0.6472,0.1565
"2025-04-07 12",0.074,0.5871,0.1589
"2025-04-07 13",0.0766,0.742,0.2041
"2025-04-07 14",0.0876,0.7048,0.191
"2025-04-07 15",0.1161,0.7164,0.164
"2025-04-07 16",0.1199,0.7655,0.1745
"2025-04-07 17",0.1139,0.7773,0.1502
"2025-04-07 18",0.1077,0.59,0.1859
"2025-04-07 19",0.0818,0.6378,0.2202
"2025-04-07 20",0.0413,0.7087,0.1779
"2025-04-07 21",0.0271,0.5516,0.1839
"2025-04-07 22",0.0285,0.4768,0.1465
"2025-04-07 23",0.0193,0.6145,0.1538
"2025-04-08 0",0,0.5698,0.1643
"2025-04-08 1",0.0515,0.4443,0.1326
"2025-04-08 4",0.0217,0.3753,0.1432
"2025-04-08 5",0.1041,0.4584,0.2217
"2025-04-08 6",0.1498,0.4599,0.2464
"2025-04-08 7",0.1765,0.5007,0.2419
"2025-04-08 8",0.0856,0.589,0.2421
"2025-04-08 9",0.0209,0.4333,0.189
"2025-04-08 10",0.0261,0.4231,0.1826
"2025-04-08 11",0.0245,0.4484,0.1622
"2025-04-08 12",0.0319,0.4944,0.1606
"2025-04-08 13",0.0323,0.629,0.1665
"2025-04-08 14",0.0794,0.4738,0.1967
"2025-04-08 15",0.0461,0.5401,0.152
"2025-04-08 21",0.1731,0.8433,0.8613
