Time [sec]	Time (UTC)	P [mB]	T [°F]	Hu [%]	Ws [mi/h]	Wd [°]	Ws U [mi/h]	Ws V [mi/h]	Geopot [m]	Dew [°F]
0         	17:05:04  	873.0 	28.3  	38    	7.8      	180   	-0.0       	7.8        	1288      	12.6
2         	17:05:06  	871.6 	27.9  	34    	12.4     	175   	-1.1       	12.4       	1302      	10.4
4         	17:05:08  	870.3 	27.5  	35    	12.4     	175   	-1.1       	12.4       	1315      	10.8
6         	17:05:10  	869.0 	27.1  	36    	12.4     	175   	-1.1       	12.4       	1329      	10.8
8         	17:05:12  	867.9 	27.0  	37    	11.8     	172   	-1.6       	11.7       	1343      	10.9
10        	17:05:14  	866.8 	26.9  	37    	11.7     	172   	-1.7       	11.6       	1353      	11.1
12        	17:05:16  	865.7 	26.9  	38    	11.6     	172   	-1.7       	11.5       	1362      	11.3
14        	17:05:18  	864.7 	26.8  	38    	11.6     	172   	-1.7       	11.5       	1371      	11.4
16        	17:05:20  	863.7 	26.7  	38    	11.6     	171   	-1.8       	11.5       	1382      	11.4
18        	17:05:22  	862.8 	26.7  	39    	11.6     	171   	-1.8       	11.5       	1392      	11.5
20        	17:05:24  	861.8 	26.7  	39    	11.6     	172   	-1.7       	11.5       	1403      	11.6
22        	17:05:26  	860.7 	26.5  	39    	11.5     	172   	-1.6       	11.4       	1413      	11.5
24        	17:05:28  	859.7 	26.4  	39    	11.4     	172   	-1.5       	11.3       	1423      	11.5
26        	17:05:30  	858.9 	26.2  	40    	11.4     	172   	-1.5       	11.3       	1433      	11.5
28        	17:05:32  	858.1 	26.1  	40    	11.3     	173   	-1.4       	11.2       	1441      	11.5
30        	17:05:34  	857.3 	26.1  	40    	11.2     	174   	-1.2       	11.1       	1448      	11.6
32        	17:05:36  	856.6 	26.1  	41    	11.2     	174   	-1.2       	11.1       	1456      	11.7
34        	17:05:38  	855.9 	26.0  	41    	11.9     	173   	-1.5       	11.8       	1463      	11.7
36        	17:05:40  	855.3 	25.9  	41    	12.3     	172   	-1.7       	12.2       	1469      	11.7
38        	17:05:42  	854.5 	25.9  	41    	12.5     	172   	-1.7       	12.4       	1476      	11.7
40        	17:05:44  	853.8 	25.8  	41    	12.6     	172   	-1.8       	12.5       	1484      	11.6
42        	17:05:46  	853.0 	25.7  	41    	12.7     	172   	-1.8       	12.6       	1493      	11.6
44        	17:05:48  	852.1 	25.7  	42    	12.8     	171   	-1.9       	12.7       	1501      	11.6
46        	17:05:50  	851.3 	25.7  	42    	12.7     	172   	-1.8       	12.6       	1510      	11.7
48        	17:05:52  	850.4 	25.5  	42    	13.0     	171   	-2.0       	12.8       	1519      	11.6
50        	17:05:54  	849.6 	25.3  	42    	13.3     	171   	-2.1       	13.1       	1528      	11.5
52        	17:05:56  	848.7 	25.3  	42    	13.5     	171   	-2.2       	13.3       	1537      	11.6
54        	17:05:58  	847.8 	25.2  	43    	13.5     	170   	-2.3       	13.3       	1547      	11.6
56        	17:06:00  	846.9 	25.1  	43    	13.5     	170   	-2.3       	13.3       	1556      	11.5
58        	17:06:02  	846.1 	25.0  	43    	13.5     	170   	-2.4       	13.3       	1564      	11.4
60        	17:06:04  	845.2 	25.0  	43    	13.7     	170   	-2.4       	13.5       	1573      	11.4
62        	17:06:06  	844.5 	25.0  	42    	13.8     	170   	-2.5       	13.6       	1581      	11.4
64        	17:06:08  	843.8 	25.0  	42    	14.0     	169   	-2.6       	13.8       	1588      	11.3
66        	17:06:10  	843.1 	24.9  	42    	14.2     	169   	-2.7       	13.9       	1595      	11.2
68        	17:06:12  	842.4 	24.8  	42    	14.4     	169   	-2.7       	14.1       	1602      	11.1
70        	17:06:14  	841.7 	24.7  	42    	14.5     	169   	-2.7       	14.2       	1610      	11.1
72        	17:06:16  	841.0 	24.6  	43    	14.6     	169   	-2.7       	14.3       	1617      	11.1
74        	17:06:18  	840.3 	24.5  	43    	14.7     	169   	-2.7       	14.4       	1624      	11.0
76        	17:06:20  	839.6 	24.4  	43    	14.6     	170   	-2.6       	14.4       	1632      	11.0
78        	17:06:22  	838.9 	24.4  	43    	14.6     	170   	-2.6       	14.4       	1639      	11.0
80        	17:06:24  	838.3 	24.4  	43    	14.5     	170   	-2.5       	14.3       	1646      	11.0
82        	17:06:26  	837.7 	24.3  	43    	14.4     	170   	-2.4       	14.2       	1652      	11.0
84        	17:06:28  	837.0 	24.3  	43    	14.3     	171   	-2.3       	14.1       	1658      	11.0
86        	17:06:30  	836.4 	24.2  	43    	14.2     	171   	-2.3       	14.0       	1665      	11.0
88        	17:06:32  	835.8 	24.2  	44    	14.0     	171   	-2.1       	13.8       	1671      	11.0
90        	17:06:34  	835.2 	24.1  	44    	13.7     	172   	-2.0       	13.6       	1678      	11.0
92        	17:06:36  	834.5 	24.0  	44    	13.6     	172   	-2.0       	13.5       	1685      	10.9
94        	17:06:38  	833.8 	23.9  	44    	13.6     	172   	-1.9       	13.5       	1692      	11.0
96        	17:06:40  	833.2 	23.8  	45    	13.5     	172   	-1.9       	13.4       	1699      	11.1
98        	17:06:42  	832.4 	23.8  	45    	13.5     	172   	-1.9       	13.4       	1707      	11.1
100       	17:06:44  	831.6 	23.6  	45    	13.4     	172   	-1.8       	13.3       	1715      	11.1
102       	17:06:46  	830.9 	23.6  	45    	13.3     	173   	-1.7       	13.2       	1723      	11.0
104       	17:06:48  	830.0 	23.5  	45    	13.3     	173   	-1.7       	13.2       	1732      	11.0
106       	17:06:50  	829.1 	23.4  	46    	13.2     	173   	-1.6       	13.1       	1742      	11.0
108       	17:06:52  	828.2 	23.3  	46    	13.2     	173   	-1.6       	13.1       	1751      	11.0
110       	17:06:54  	827.3 	23.2  	46    	13.2     	173   	-1.5       	13.1       	1761      	10.9
112       	17:06:56  	826.4 	23.2  	46    	13.1     	174   	-1.4       	13.0       	1770      	10.9
114       	17:06:58  	825.5 	23.1  	46    	13.1     	175   	-1.2       	13.0       	1779      	10.9
116       	17:07:00  	824.8 	23.0  	46    	12.9     	175   	-1.1       	12.9       	1787      	10.9
118       	17:07:02  	824.1 	22.9  	47    	12.8     	176   	-1.0       	12.8       	1794      	10.9
120       	17:07:04  	823.4 	22.8  	47    	12.8     	176   	-0.9       	12.8       	1802      	10.9
122       	17:07:06  	822.6 	22.7  	47    	12.7     	176   	-0.8       	12.7       	1810      	10.9
124       	17:07:08  	821.7 	22.6  	47    	12.7     	178   	-0.5       	12.7       	1819      	10.8
126       	17:07:10  	820.9 	22.5  	47    	12.7     	180   	-0.1       	12.7       	1829      	10.8
128       	17:07:12  	819.9 	22.4  	48    	12.6     	181   	0.2        	12.6       	1839      	10.7
130       	17:07:14  	819.0 	22.3  	48    	12.6     	182   	0.5        	12.6       	1849      	10.7
132       	17:07:16  	818.1 	22.2  	48    	12.6     	184   	0.8        	12.6       	1859      	10.6
134       	17:07:18  	817.2 	22.2  	48    	12.6     	185   	1.1        	12.6       	1868      	10.6
136       	17:07:20  	816.4 	22.1  	48    	12.7     	186   	1.3        	12.6       	1878      	10.5
138       	17:07:22  	815.6 	22.1  	47    	12.8     	187   	1.6        	12.7       	1885      	10.2
140       	17:07:24  	814.8 	22.0  	46    	13.0     	188   	1.9        	12.9       	1893      	9.9
142       	17:07:26  	814.0 	22.0  	45    	13.2     	190   	2.2        	13.0       	1900      	9.7
144       	17:07:28  	813.3 	22.2  	45    	13.3     	190   	2.3        	13.1       	1910      	9.7
146       	17:07:30  	812.5 	22.3  	44    	13.4     	190   	2.4        	13.2       	1919      	9.5
148       	17:07:32  	811.7 	22.1  	44    	13.4     	190   	2.3        	13.2       	1928      	9.2
150       	17:07:34  	810.9 	22.1  	43    	13.3     	190   	2.3        	13.1       	1936      	9.0
152       	17:07:36  	810.1 	22.0  	43    	13.2     	190   	2.3        	13.0       	1943      	8.9
154       	17:07:38  	809.4 	21.8  	43    	13.2     	190   	2.3        	13.0       	1951      	8.7
156       	17:07:40  	808.6 	21.7  	43    	13.1     	190   	2.3        	12.9       	1959      	8.6
158       	17:07:42  	807.7 	21.6  	43    	12.9     	190   	2.2        	12.7       	1967      	8.4
160       	17:07:44  	806.9 	21.6  	42    	12.7     	190   	2.1        	12.5       	1977      	8.2
162       	17:07:46  	806.0 	21.6  	42    	12.5     	190   	2.1        	12.3       	1988      	8.2
164       	17:07:48  	805.0 	21.5  	42    	12.4     	189   	2.0        	12.2       	1999      	8.0
166       	17:07:50  	804.0 	21.4  	42    	11.9     	190   	2.0        	11.7       	2010      	7.8
168       	17:07:52  	803.0 	21.2  	41    	11.7     	190   	2.0        	11.5       	2020      	7.6
170       	17:07:54  	802.2 	21.2  	41    	11.4     	190   	2.0        	11.2       	2028      	7.6
172       	17:07:56  	801.5 	21.2  	41    	11.2     	190   	2.0        	11.0       	2036      	7.5
174       	17:07:58  	800.7 	21.2  	41    	10.9     	191   	2.0        	10.7       	2045      	7.4
176       	17:08:00  	799.9 	21.1  	41    	10.7     	191   	2.0        	10.5       	2053      	7.3
178       	17:08:02  	799.1 	21.0  	41    	10.4     	191   	2.0        	10.2       	2062      	7.2
180       	17:08:04  	798.3 	20.9  	41    	10.2     	191   	2.0        	10.0       	2070      	7.0
182       	17:08:06  	797.5 	20.9  	40    	9.9      	192   	2.0        	9.7        	2079      	7.0
184       	17:08:08  	796.8 	20.8  	41    	9.7      	192   	2.0        	9.5        	2088      	6.9
186       	17:08:10  	796.0 	20.8  	41    	9.7      	192   	2.0        	9.5        	2096      	6.9
188       	17:08:12  	795.0 	20.7  	41    	9.7      	192   	2.0        	9.5        	2105      	6.9
190       	17:08:14  	794.1 	20.6  	40    	9.7      	192   	2.0        	9.5        	2115      	6.8
192       	17:08:16  	793.2 	20.5  	40    	8.9      	193   	2.0        	8.7        	2126      	6.6
194       	17:08:18  	792.4 	20.4  	40    	7.2      	197   	2.1        	6.9        	2137      	6.5
196       	17:08:20  	791.5 	20.4  	40    	5.4      	203   	2.1        	5.0        	2146      	6.5
198       	17:08:22  	790.7 	20.3  	40    	3.7      	214   	2.1        	3.1        	2153      	6.4
200       	17:08:24  	790.0 	20.2  	40    	2.5      	238   	2.1        	1.3        	2161      	6.4
202       	17:08:26  	789.2 	20.2  	40    	2.3      	285   	2.2        	-0.6       	2169      	6.3
204       	17:08:28  	788.5 	20.1  	41    	3.3      	317   	2.2        	-2.4       	2177      	6.3
206       	17:08:30  	787.8 	20.0  	41    	4.8      	333   	2.2        	-4.3       	2186      	6.3
208       	17:08:32  	787.0 	19.9  	41    	6.5      	340   	2.2        	-6.1       	2194      	6.2
210       	17:08:34  	786.2 	19.8  	41    	8.3      	344   	2.3        	-8.0       	2202      	6.2
212       	17:08:36  	785.5 	19.8  	41    	9.4      	346   	2.3        	-9.1       	2210      	6.1
214       	17:08:38  	784.7 	19.8  	41    	9.4      	346   	2.3        	-9.1       	2219      	6.1
216       	17:08:40  	784.0 	19.7  	41    	9.4      	346   	2.3        	-9.1       	2227      	6.1
218       	17:08:42  	783.3 	19.6  	41    	9.4      	346   	2.3        	-9.1       	2235      	6.0
220       	17:08:44  	782.5 	19.5  	41    	9.4      	346   	2.3        	-9.1       	2243      	5.9
222       	17:08:46  	781.8 	19.4  	41    	9.4      	346   	2.3        	-9.1       	2251      	5.8
224       	17:08:48  	781.0 	19.3  	41    	9.4      	346   	2.3        	-9.1       	2259      	5.8
226       	17:08:50  	780.3 	19.3  	41    	9.4      	346   	2.3        	-9.1       	2267      	5.8
228       	17:08:52  	779.6 	19.2  	41    	9.4      	346   	2.3        	-9.1       	2275      	5.7
230       	17:08:54  	778.9 	19.1  	41    	9.4      	346   	2.3        	-9.1       	2283      	5.7
232       	17:08:56  	778.1 	19.1  	41    	9.4      	346   	2.3        	-9.1       	2291      	5.7
234       	17:08:58  	777.4 	19.1  	42    	9.4      	346   	2.3        	-9.1       	2300      	5.7
236       	17:09:00  	776.7 	19.0  	42    	9.4      	346   	2.3        	-9.1       	2308      	5.7
238       	17:09:02  	775.9 	18.9  	42    	9.4      	346   	2.3        	-9.1       	2316      	5.6
240       	17:09:04  	775.2 	18.9  	42    	9.4      	346   	2.3        	-9.1       	2324      	5.6
242       	17:09:06  	774.5 	18.8  	42    	9.4      	346   	2.3        	-9.1       	2332      	5.5
244       	17:09:08  	773.8 	18.7  	42    	9.4      	346   	2.3        	-9.1       	2340      	5.5
246       	17:09:10  	773.0 	18.6  	42    	8.2      	344   	2.3        	-7.9       	2348      	5.4
248       	17:09:12  	772.3 	18.5  	42    	4.5      	328   	2.4        	-3.8       	2356      	5.4
250       	17:09:14  	771.6 	18.5  	42    	2.4      	263   	2.4        	0.3        	2364      	5.4
252       	17:09:16  	770.8 	18.4  	42    	5.0      	210   	2.5        	4.3        	2372      	5.4
254       	17:09:18  	770.1 	18.2  	42    	8.8      	197   	2.6        	8.4        	2381      	5.3
256       	17:09:20  	769.3 	18.1  	43    	12.8     	192   	2.7        	12.5       	2389      	5.2
258       	17:09:22  	768.5 	18.0  	43    	16.7     	189   	2.7        	16.5       	2398      	5.1
260       	17:09:24  	767.8 	18.0  	43    	20.8     	188   	2.8        	20.6       	2406      	5.1
262       	17:09:26  	767.0 	17.9  	43    	24.9     	187   	2.9        	24.7       	2415      	5.1
264       	17:09:28  	766.2 	17.9  	43    	28.8     	186   	2.9        	28.7       	2423      	5.1
266       	17:09:30  	765.5 	17.8  	43    	31.7     	185   	3.0        	31.6       	2432      	5.0
268       	17:09:32  	764.7 	17.7  	43    	31.7     	185   	3.0        	31.6       	2440      	5.0
270       	17:09:34  	764.0 	17.6  	43    	31.7     	185   	3.0        	31.6       	2449      	4.9
272       	17:09:36  	763.3 	17.6  	43    	31.7     	185   	3.0        	31.6       	2457      	4.9
274       	17:09:38  	762.6 	17.5  	43    	31.7     	185   	3.0        	31.6       	2464      	4.9
276       	17:09:40  	761.9 	17.4  	44    	31.7     	185   	3.0        	31.6       	2472      	4.9
278       	17:09:42  	761.2 	17.4  	44    	31.7     	185   	3.0        	31.6       	2479      	4.9
280       	17:09:44  	760.6 	17.3  	43    	31.7     	185   	3.0        	31.6       	2487      	4.8
282       	17:09:46  	759.9 	17.2  	43    	29.2     	186   	2.9        	29.1       	2495      	4.7
284       	17:09:48  	759.1 	17.2  	43    	26.7     	186   	2.7        	26.6       	2503      	4.6
286       	17:09:50  	758.4 	17.1  	43    	24.1     	186   	2.6        	24.0       	2511      	4.5
288       	17:09:52  	757.7 	17.1  	43    	21.6     	187   	2.5        	21.5       	2520      	4.3
290       	17:09:54  	756.9 	17.0  	43    	19.1     	187   	2.4        	18.9       	2528      	4.2
292       	17:09:56  	756.2 	16.9  	42    	16.5     	188   	2.3        	16.3       	2537      	4.0
294       	17:09:58  	755.4 	16.8  	42    	14.0     	189   	2.1        	13.8       	2545      	3.8
296       	17:10:00  	754.6 	16.8  	42    	11.4     	190   	2.0        	11.2       	2553      	3.7
298       	17:10:02  	753.9 	16.7  	42    	9.0      	192   	1.8        	8.8        	2562      	3.7
300       	17:10:04  	753.1 	16.6  	42    	6.5      	195   	1.7        	6.3        	2571      	3.6
302       	17:10:06  	752.4 	16.6  	42    	6.6      	194   	1.6        	6.4        	2579      	3.5
304       	17:10:08  	751.7 	16.5  	42    	6.7      	193   	1.5        	6.5        	2588      	3.5
306       	17:10:10  	751.0 	16.5  	42    	6.8      	193   	1.5        	6.6        	2595      	3.6
308       	17:10:12  	750.3 	16.5  	42    	6.8      	190   	1.2        	6.7        	2603      	3.6
310       	17:10:14  	749.6 	16.4  	42    	7.0      	188   	1.0        	6.9        	2611      	3.7
312       	17:10:16  	748.9 	16.4  	43    	7.0      	186   	0.7        	7.0        	2618      	3.7
314       	17:10:18  	748.2 	16.3  	43    	7.1      	183   	0.4        	7.1        	2626      	3.7
316       	17:10:20  	747.5 	16.2  	43    	7.2      	182   	0.2        	7.2        	2634      	3.6
318       	17:10:22  	746.9 	16.1  	43    	7.3      	180   	-0.0       	7.3        	2642      	3.6
320       	17:10:24  	746.2 	16.1  	43    	7.3      	178   	-0.2       	7.3        	2650      	3.5
322       	17:10:26  	745.5 	16.1  	43    	7.3      	177   	-0.4       	7.3        	2658      	3.5
