Time [sec]	Time (UTC)	P [mB]	T [°F]	Hu [%]	Ws [mi/h]	Wd [°]	Ws U [mi/h]	Ws V [mi/h]	Geopot [m]	Dew [°F]
0         	17:00:12  	871.0 	30.0  	18    	15.6     	180   	-0.0       	15.6       	1288      	3.1
2         	17:00:14  	868.7 	30.6  	17    	15.0     	181   	0.3        	15.0       	1312      	2.5
4         	17:00:16  	866.4 	30.3  	16    	15.0     	181   	0.3        	15.0       	1336      	1.6
6         	17:00:18  	864.1 	30.0  	16    	15.1     	180   	-0.0       	15.1       	1360      	1.7
8         	17:00:20  	862.2 	29.9  	16    	16.0     	174   	-1.7       	15.9       	1383      	1.8
10        	17:00:22  	860.3 	29.6  	17    	16.0     	174   	-1.7       	15.9       	1407      	1.7
12        	17:00:24  	858.5 	29.3  	17    	16.0     	174   	-1.7       	15.9       	1417      	1.7
14        	17:00:26  	857.5 	29.0  	17    	16.0     	174   	-1.7       	15.9       	1427      	1.7
16        	17:00:28  	856.5 	28.9  	18    	16.0     	174   	-1.7       	15.9       	1437      	1.9
18        	17:00:30  	855.5 	28.9  	18    	16.0     	174   	-1.7       	15.9       	1448      	2.2
20        	17:00:32  	854.2 	28.8  	18    	16.7     	171   	-2.6       	16.5       	1461      	2.3
22        	17:00:34  	852.9 	28.7  	19    	17.2     	169   	-3.3       	16.9       	1475      	2.6
24        	17:00:36  	851.5 	28.7  	19    	17.6     	168   	-3.6       	17.2       	1489      	2.8
26        	17:00:38  	850.3 	28.6  	19    	17.7     	167   	-3.9       	17.3       	1502      	2.9
28        	17:00:40  	849.1 	28.3  	19    	18.0     	167   	-4.0       	17.5       	1515      	2.9
30        	17:00:42  	847.9 	28.3  	20    	18.8     	165   	-4.9       	18.1       	1528      	2.9
32        	17:00:44  	846.8 	28.2  	20    	19.4     	164   	-5.4       	18.6       	1539      	2.9
34        	17:00:46  	845.7 	28.1  	20    	20.1     	163   	-5.9       	19.2       	1550      	2.8
36        	17:00:48  	844.6 	27.9  	20    	20.5     	162   	-6.2       	19.5       	1562      	2.6
38        	17:00:50  	843.5 	27.6  	20    	20.6     	162   	-6.4       	19.6       	1573      	2.3
40        	17:00:52  	842.5 	27.4  	19    	20.8     	162   	-6.5       	19.8       	1584      	2.1
42        	17:00:54  	841.5 	27.3  	19    	20.9     	162   	-6.6       	19.8       	1594      	1.8
44        	17:00:56  	840.5 	27.2  	19    	21.0     	162   	-6.6       	19.9       	1604      	1.6
46        	17:00:58  	839.6 	27.1  	19    	21.0     	162   	-6.4       	20.0       	1614      	1.5
48        	17:01:00  	838.6 	27.0  	19    	21.5     	162   	-6.5       	20.5       	1624      	1.2
50        	17:01:02  	837.7 	26.9  	18    	22.0     	163   	-6.6       	21.0       	1635      	0.9
52        	17:01:04  	836.8 	26.8  	18    	22.4     	163   	-6.6       	21.4       	1645      	0.7
54        	17:01:06  	835.9 	26.7  	18    	22.7     	163   	-6.5       	21.7       	1653      	0.5
56        	17:01:08  	835.1 	26.7  	18    	22.8     	164   	-6.4       	21.9       	1661      	0.5
58        	17:01:10  	834.4 	26.6  	18    	23.1     	164   	-6.3       	22.2       	1669      	0.5
60        	17:01:12  	833.6 	26.5  	18    	23.3     	165   	-6.1       	22.5       	1677      	0.3
62        	17:01:14  	832.7 	26.4  	18    	23.6     	165   	-5.9       	22.8       	1686      	0.2
64        	17:01:16  	831.9 	26.3  	18    	23.8     	166   	-5.7       	23.1       	1694      	0.2
66        	17:01:18  	831.0 	26.3  	18    	23.8     	166   	-5.6       	23.1       	1704      	0.3
68        	17:01:20  	830.2 	26.2  	18    	23.7     	167   	-5.5       	23.1       	1714      	0.2
70        	17:01:22  	829.4 	26.1  	18    	23.8     	167   	-5.4       	23.2       	1723      	-0.1
72        	17:01:24  	828.5 	26.0  	18    	23.8     	168   	-5.0       	23.3       	1731      	-0.2
74        	17:01:26  	827.9 	26.0  	18    	23.8     	169   	-4.7       	23.3       	1739      	-0.3
76        	17:01:28  	827.3 	25.9  	18    	23.8     	169   	-4.4       	23.4       	1745      	-0.4
78        	17:01:30  	826.7 	25.9  	18    	23.9     	170   	-4.1       	23.5       	1750      	-0.5
80        	17:01:32  	826.2 	25.8  	18    	23.9     	171   	-3.9       	23.6       	1755      	-0.5
82        	17:01:34  	825.6 	25.7  	18    	23.9     	171   	-3.7       	23.6       	1762      	-0.4
84        	17:01:36  	825.1 	25.6  	18    	24.2     	172   	-3.5       	23.9       	1768      	-0.3
86        	17:01:38  	824.4 	25.5  	18    	24.4     	172   	-3.3       	24.2       	1774      	-0.3
88        	17:01:40  	823.7 	25.4  	18    	24.7     	173   	-3.1       	24.5       	1782      	-0.4
90        	17:01:42  	823.0 	25.4  	18    	25.0     	173   	-3.0       	24.8       	1789      	-0.3
92        	17:01:44  	822.4 	25.4  	18    	25.2     	173   	-3.1       	25.0       	1796      	-0.4
94        	17:01:46  	821.8 	25.3  	18    	25.4     	173   	-3.1       	25.2       	1803      	-0.7
96        	17:01:48  	821.2 	25.3  	18    	25.7     	173   	-3.1       	25.5       	1809      	-1.0
98        	17:01:50  	820.4 	25.2  	17    	25.9     	173   	-3.2       	25.7       	1816      	-1.4
100       	17:01:52  	819.6 	25.1  	17    	26.1     	173   	-3.2       	25.9       	1825      	-1.5
102       	17:01:54  	818.8 	25.0  	17    	26.3     	173   	-3.2       	26.1       	1834      	-1.7
104       	17:01:56  	818.1 	25.0  	17    	26.3     	173   	-3.1       	26.1       	1842      	-1.8
106       	17:01:58  	817.3 	24.9  	17    	26.2     	173   	-3.1       	26.0       	1850      	-1.9
108       	17:02:00  	816.5 	24.8  	17    	26.2     	173   	-3.1       	26.0       	1859      	-2.0
110       	17:02:02  	815.7 	24.7  	17    	26.3     	174   	-2.9       	26.1       	1868      	-2.0
112       	17:02:04  	814.8 	24.6  	17    	26.3     	174   	-2.7       	26.2       	1877      	-2.0
114       	17:02:06  	813.9 	24.5  	17    	26.5     	175   	-2.4       	26.4       	1887      	-2.1
116       	17:02:08  	813.0 	24.4  	17    	26.6     	175   	-2.2       	26.5       	1896      	-2.1
118       	17:02:10  	812.2 	24.4  	17    	26.7     	175   	-2.1       	26.6       	1905      	-2.1
120       	17:02:12  	811.3 	24.3  	17    	26.9     	176   	-1.9       	26.8       	1915      	-2.1
122       	17:02:14  	810.5 	24.2  	17    	26.8     	177   	-1.6       	26.8       	1923      	-2.2
124       	17:02:16  	809.6 	24.1  	17    	26.8     	177   	-1.3       	26.8       	1932      	-2.2
126       	17:02:18  	808.8 	24.0  	17    	26.8     	178   	-1.0       	26.8       	1941      	-2.4
128       	17:02:20  	807.9 	23.9  	17    	26.8     	179   	-0.6       	26.8       	1951      	-2.5
130       	17:02:22  	806.9 	23.9  	17    	26.6     	179   	-0.5       	26.6       	1961      	-2.7
132       	17:02:24  	806.0 	23.9  	17    	26.5     	179   	-0.3       	26.5       	1972      	-2.8
134       	17:02:26  	804.9 	23.8  	17    	26.4     	180   	-0.2       	26.4       	1984      	-2.9
136       	17:02:28  	803.9 	23.7  	16    	26.2     	181   	0.4        	26.2       	1995      	-3.2
138       	17:02:30  	802.9 	23.6  	16    	26.0     	182   	1.0        	26.0       	2005      	-3.7
140       	17:02:32  	802.0 	23.6  	15    	25.9     	183   	1.5        	25.9       	2016      	-4.1
142       	17:02:34  	801.2 	23.6  	15    	25.9     	184   	2.0        	25.8       	2026      	-4.3
144       	17:02:36  	800.3 	23.8  	15    	25.9     	185   	2.4        	25.8       	2034      	-4.5
146       	17:02:38  	799.6 	23.8  	14    	25.9     	186   	2.8        	25.7       	2042      	-4.8
148       	17:02:40  	798.8 	23.7  	14    	25.9     	187   	3.3        	25.7       	2049      	-5.3
150       	17:02:42  	798.1 	23.6  	14    	25.9     	189   	3.9        	25.6       	2057      	-5.7
152       	17:02:44  	797.3 	23.5  	14    	25.9     	190   	4.5        	25.5       	2065      	-5.8
154       	17:02:46  	796.5 	23.5  	14    	25.8     	191   	5.1        	25.3       	2074      	-5.9
156       	17:02:48  	795.8 	23.4  	14    	25.8     	192   	5.3        	25.3       	2083      	-6.0
158       	17:02:50  	794.9 	23.3  	14    	25.8     	192   	5.5        	25.2       	2093      	-6.1
160       	17:02:52  	794.1 	23.2  	14    	25.7     	193   	5.6        	25.1       	2102      	-6.1
162       	17:02:54  	793.2 	23.1  	14    	25.6     	193   	5.8        	24.9       	2111      	-6.2
164       	17:02:56  	792.3 	23.0  	14    	25.5     	193   	5.9        	24.8       	2120      	-6.2
166       	17:02:58  	791.4 	22.9  	14    	25.4     	194   	6.0        	24.7       	2130      	-6.3
168       	17:03:00  	790.5 	22.8  	14    	25.4     	194   	6.0        	24.7       	2141      	-6.3
170       	17:03:02  	789.6 	22.7  	14    	25.3     	193   	5.9        	24.6       	2152      	-6.4
172       	17:03:04  	788.7 	22.6  	14    	25.3     	193   	5.9        	24.6       	2161      	-6.3
174       	17:03:06  	787.8 	22.5  	14    	25.3     	193   	5.8        	24.6       	2170      	-6.3
176       	17:03:08  	787.0 	22.5  	14    	25.3     	193   	5.8        	24.6       	2179      	-6.3
178       	17:03:10  	786.2 	22.4  	14    	25.3     	193   	5.8        	24.6       	2188      	-6.3
180       	17:03:12  	785.4 	22.3  	14    	25.4     	193   	5.8        	24.7       	2197      	-6.4
182       	17:03:14  	784.4 	22.2  	14    	25.4     	193   	5.9        	24.7       	2207      	-6.4
184       	17:03:16  	783.5 	22.1  	14    	25.4     	193   	5.9        	24.7       	2218      	-6.4
186       	17:03:18  	782.5 	22.0  	14    	25.4     	194   	6.0        	24.7       	2229      	-6.5
188       	17:03:20  	781.7 	21.9  	14    	25.3     	194   	6.1        	24.6       	2239      	-6.5
190       	17:03:22  	780.8 	21.9  	14    	25.2     	194   	6.3        	24.4       	2248      	-6.5
192       	17:03:24  	779.9 	21.8  	14    	25.1     	195   	6.4        	24.3       	2258      	-6.6
194       	17:03:26  	779.0 	21.7  	14    	25.1     	195   	6.5        	24.2       	2267      	-6.7
196       	17:03:28  	778.1 	21.6  	14    	24.9     	195   	6.6        	24.0       	2277      	-6.7
198       	17:03:30  	777.3 	21.5  	14    	24.8     	196   	6.7        	23.9       	2287      	-6.7
200       	17:03:32  	776.5 	21.4  	14    	24.7     	196   	6.7        	23.8       	2296      	-6.8
202       	17:03:34  	775.7 	21.3  	14    	24.7     	196   	6.8        	23.7       	2305      	-6.8
204       	17:03:36  	774.9 	21.2  	14    	24.7     	196   	6.9        	23.7       	2314      	-6.9
206       	17:03:38  	774.0 	21.2  	14    	24.7     	196   	6.9        	23.7       	2323      	-6.9
208       	17:03:40  	773.2 	21.1  	15    	24.9     	196   	6.9        	23.9       	2332      	-6.9
