# PPN2_JPL19
# PPN + HV = HC3P + NO3
# Absorption x-section from pages 4-125 (Table 4D-22 - data at 296K used)
# Source: Chemical Kinetics and Photochemical Data for Use in Atmospheric Studies, Evaluation No.
#         19," JPL Publication 19-5, Jet Propulsion Laboratory, Pasadena,
#         2019 http://jpldataeval.jpl.nasa.gov (May 2020)
# Quantum yield data are from Calvert et al., 2008 Recommendations; pages 820
#   Calvert, J.G., R.G Derwent, J.J. Orlando, G.S. Tyndall and T.J Wallington,
#     Mechanisms of Atmospheric Oxidation of the Alkanes, Oxford, 2008.
# Supplied by Dr. William Stockwell, reformatted by Dr. Golam Sarwar to make it compatible with CMAQ
# Points 
# With FAC, units are (cm^2/molecule)
# FAC=1.0
278	1.84E-20	0.693
280	1.57E-20	0.687
282	1.33E-20	0.682
284	1.12E-20	0.677
286	9.40E-21	0.672
288	7.90E-21	0.665
290	6.62E-21	0.660
292	5.51E-21	0.654
294	4.62E-21	0.648
296	3.89E-21	0.643
298	3.25E-21	0.638
300	2.73E-21	0.632
302	2.28E-21	0.626
304	1.92E-21	0.620
306	1.62E-21	0.615
308	1.36E-21	0.610
310	1.14E-21	0.604
312	9.62E-22	0.598
314	8.35E-22	0.592
316	6.89E-22	0.585
318	5.71E-22	0.580
320	4.91E-22	0.574
322	4.43E-22	0.568
324	3.54E-22	0.562
326	2.82E-22	0.556
328	2.42E-22	0.551
330	2.06E-22	0.545
332	1.74E-22	0.539
334	1.46E-22	0.533
336	1.07E-22	0.528
338	9.00E-23	0.522
340	6.60E-23	0.516
