Time [sec]	Time (UTC)	P [mB]	T [°F]	Hu [%]	Ws [mi/h]	Wd [°]	Ws U [mi/h]	Ws V [mi/h]	Geopot [m]	Dew [°F]
44        	17:02:14  	816.3 	17.8  	29    	5.6      	170   	-1.0       	5.5        	1904      	-0.5
46        	17:02:16  	815.5 	17.8  	29    	5.6      	169   	-1.1       	5.5        	1913      	-0.6
48        	17:02:18  	814.7 	17.8  	29    	6.0      	171   	-0.9       	5.9        	1921      	-0.6
50        	17:02:20  	813.6 	17.9  	28    	6.4      	175   	-0.6       	6.4        	1933      	-0.6
52        	17:02:22  	812.5 	17.8  	28    	7.0      	177   	-0.4       	7.0        	1944      	-0.9
54        	17:02:24  	811.4 	17.7  	28    	7.5      	179   	-0.1       	7.5        	1956      	-1.1
56        	17:02:26  	810.3 	17.7  	28    	7.9      	181   	0.1        	7.9        	1967      	-1.1
58        	17:02:28  	809.2 	17.8  	28    	8.1      	182   	0.3        	8.1        	1979      	-1.1
60        	17:02:30  	808.1 	17.8  	28    	8.4      	183   	0.4        	8.4        	1991      	-1.1
62        	17:02:32  	807.1 	17.7  	27    	8.9      	184   	0.6        	8.9        	2001      	-1.2
64        	17:02:34  	806.2 	17.7  	27    	9.5      	185   	0.9        	9.5        	2011      	-1.3
66        	17:02:36  	805.2 	17.6  	28    	10.2     	186   	1.1        	10.1       	2021      	-1.3
68        	17:02:38  	804.2 	17.6  	28    	10.7     	187   	1.3        	10.6       	2032      	-1.3
70        	17:02:40  	803.3 	17.6  	28    	11.1     	187   	1.4        	11.0       	2042      	-1.3
72        	17:02:42  	802.3 	17.5  	28    	11.5     	187   	1.5        	11.4       	2052      	-1.3
74        	17:02:44  	801.5 	17.5  	28    	11.9     	187   	1.5        	11.8       	2061      	-1.4
76        	17:02:46  	800.6 	17.4  	27    	12.3     	187   	1.6        	12.2       	2070      	-1.5
78        	17:02:48  	799.8 	17.3  	27    	12.6     	188   	1.7        	12.5       	2079      	-1.6
80        	17:02:50  	798.9 	17.2  	27    	13.0     	188   	1.8        	12.9       	2088      	-1.8
82        	17:02:52  	798.1 	17.2  	27    	13.1     	188   	1.8        	13.0       	2097      	-1.9
84        	17:02:54  	797.3 	17.1  	27    	13.1     	188   	1.9        	13.0       	2106      	-2.0
86        	17:02:56  	796.4 	17.1  	27    	13.1     	188   	1.9        	13.0       	2114      	-2.2
88        	17:02:58  	795.6 	17.1  	26    	13.1     	188   	1.8        	13.0       	2123      	-2.3
90        	17:03:00  	794.7 	17.0  	26    	13.0     	188   	1.8        	12.9       	2133      	-2.5
92        	17:03:02  	793.8 	16.9  	26    	12.9     	188   	1.8        	12.8       	2143      	-2.7
94        	17:03:04  	792.9 	16.9  	26    	12.9     	188   	1.7        	12.8       	2152      	-2.8
96        	17:03:06  	792.0 	16.8  	26    	12.8     	188   	1.7        	12.7       	2162      	-3.0
98        	17:03:08  	791.1 	16.7  	25    	12.7     	187   	1.6        	12.6       	2172      	-3.1
100       	17:03:10  	790.3 	16.7  	25    	12.5     	188   	1.7        	12.4       	2181      	-3.3
102       	17:03:12  	789.4 	16.6  	25    	12.3     	188   	1.7        	12.2       	2190      	-3.5
104       	17:03:14  	788.5 	16.6  	25    	12.1     	189   	1.8        	12.0       	2199      	-3.6
106       	17:03:16  	787.5 	16.5  	25    	11.9     	189   	1.9        	11.7       	2209      	-3.8
108       	17:03:18  	786.6 	16.4  	24    	11.7     	190   	2.0        	11.5       	2220      	-4.0
110       	17:03:20  	785.6 	16.3  	24    	11.6     	191   	2.2        	11.4       	2231      	-4.2
112       	17:03:22  	784.6 	16.2  	24    	11.4     	192   	2.3        	11.2       	2242      	-4.4
114       	17:03:24  	783.6 	16.1  	24    	11.1     	193   	2.4        	10.8       	2252      	-4.5
116       	17:03:26  	782.7 	16.1  	24    	10.8     	193   	2.4        	10.5       	2263      	-4.6
118       	17:03:28  	781.8 	16.0  	24    	10.4     	194   	2.5        	10.1       	2273      	-4.7
120       	17:03:30  	780.9 	15.9  	24    	10.2     	194   	2.5        	9.9        	2282      	-4.8
122       	17:03:32  	779.9 	15.9  	24    	10.0     	194   	2.4        	9.7        	2292      	-4.9
124       	17:03:34  	779.0 	15.8  	24    	9.8      	194   	2.4        	9.5        	2302      	-4.9
126       	17:03:36  	778.1 	15.6  	24    	9.6      	194   	2.3        	9.3        	2313      	-5.0
128       	17:03:38  	777.2 	15.5  	24    	9.2      	194   	2.3        	8.9        	2323      	-5.0
130       	17:03:40  	776.3 	15.5  	24    	8.9      	195   	2.3        	8.6        	2332      	-5.1
132       	17:03:42  	775.3 	15.4  	24    	8.6      	195   	2.2        	8.3        	2342      	-5.2
134       	17:03:44  	774.4 	15.3  	24    	8.4      	196   	2.3        	8.1        	2353      	-5.3
136       	17:03:46  	773.4 	15.2  	24    	8.3      	196   	2.3        	8.0        	2363      	-5.4
138       	17:03:48  	772.5 	15.1  	23    	8.1      	196   	2.3        	7.8        	2374      	-5.5
140       	17:03:50  	771.6 	15.1  	23    	7.9      	198   	2.4        	7.5        	2384      	-5.6
142       	17:03:52  	770.7 	15.0  	23    	7.6      	199   	2.5        	7.2        	2393      	-5.8
144       	17:03:54  	769.9 	15.0  	23    	7.4      	201   	2.6        	6.9        	2403      	-5.9
146       	17:03:56  	769.0 	14.9  	23    	7.1      	202   	2.7        	6.6        	2412      	-6.1
148       	17:03:58  	768.1 	14.8  	23    	7.0      	203   	2.7        	6.5        	2421      	-6.1
150       	17:04:00  	767.3 	14.8  	23    	7.0      	204   	2.8        	6.4        	2431      	-6.2
152       	17:04:02  	766.4 	14.8  	23    	6.8      	205   	2.9        	6.1        	2440      	-6.3
154       	17:04:04  	765.6 	14.7  	23    	6.6      	207   	3.0        	5.9        	2450      	-6.4
156       	17:04:06  	764.7 	14.6  	22    	6.4      	209   	3.1        	5.6        	2459      	-6.6
158       	17:04:08  	763.9 	14.6  	22    	6.2      	211   	3.2        	5.3        	2468      	-6.7
160       	17:04:10  	763.1 	14.5  	22    	6.2      	212   	3.3        	5.2        	2477      	-6.9
162       	17:04:12  	762.3 	14.5  	22    	6.1      	213   	3.3        	5.1        	2486      	-7.0
164       	17:04:14  	761.5 	14.5  	22    	6.0      	215   	3.4        	4.9        	2494      	-7.2
166       	17:04:16  	760.8 	14.4  	21    	5.9      	217   	3.5        	4.7        	2503      	-7.3
168       	17:04:18  	760.0 	14.4  	21    	5.8      	219   	3.6        	4.5        	2511      	-7.4
170       	17:04:20  	759.2 	14.4  	21    	5.7      	221   	3.7        	4.3        	2520      	-7.5
172       	17:04:22  	758.4 	14.4  	21    	5.6      	223   	3.8        	4.1        	2529      	-7.6
174       	17:04:24  	757.7 	14.4  	21    	5.5      	224   	3.8        	4.0        	2537      	-7.7
176       	17:04:26  	756.9 	14.4  	21    	5.5      	225   	3.9        	3.9        	2545      	-7.7
178       	17:04:28  	756.2 	14.4  	21    	5.5      	225   	3.9        	3.9        	2554      	-7.6
180       	17:04:30  	755.4 	14.5  	21    	5.4      	225   	3.8        	3.8        	2562      	-7.3
182       	17:04:32  	754.7 	14.6  	22    	5.4      	225   	3.8        	3.8        	2570      	-7.0
184       	17:04:34  	754.0 	14.8  	22    	5.3      	226   	3.8        	3.7        	2578      	-6.7
186       	17:04:36  	753.3 	14.7  	22    	5.3      	224   	3.7        	3.8        	2586      	-6.4
188       	17:04:38  	752.6 	14.7  	23    	5.2      	223   	3.6        	3.8        	2593      	-6.2
190       	17:04:40  	751.9 	14.6  	23    	5.2      	223   	3.5        	3.8        	2601      	-6.0
192       	17:04:42  	751.2 	14.5  	24    	5.2      	223   	3.5        	3.8        	2609      	-5.8
194       	17:04:44  	750.5 	14.4  	24    	5.2      	223   	3.5        	3.8        	2617      	-5.8
196       	17:04:46  	749.7 	14.4  	24    	5.2      	223   	3.5        	3.8        	2626      	-5.7
198       	17:04:48  	749.0 	14.3  	24    	5.1      	223   	3.5        	3.7        	2634      	-5.7
200       	17:04:50  	748.3 	14.2  	24    	5.2      	224   	3.6        	3.7        	2642      	-5.7
202       	17:04:52  	747.6 	14.2  	25    	5.2      	226   	3.7        	3.6        	2650      	-5.7
204       	17:04:54  	746.9 	14.1  	25    	5.3      	227   	3.9        	3.6        	2658      	-5.7
206       	17:04:56  	746.2 	14.1  	25    	5.4      	228   	4.0        	3.6        	2666      	-5.7
208       	17:04:58  	745.4 	14.0  	25    	5.6      	229   	4.2        	3.7        	2675      	-5.8
210       	17:05:00  	744.7 	13.9  	25    	5.7      	230   	4.4        	3.7        	2683      	-5.8
212       	17:05:02  	743.9 	13.8  	25    	5.9      	230   	4.5        	3.8        	2692      	-5.9
214       	17:05:04  	743.1 	13.7  	25    	5.9      	230   	4.5        	3.8        	2700      	-5.9
216       	17:05:06  	742.4 	13.7  	25    	6.1      	230   	4.7        	3.9        	2709      	-6.0
218       	17:05:08  	741.6 	13.6  	25    	6.3      	231   	4.9        	3.9        	2718      	-6.0
220       	17:05:10  	740.8 	13.5  	25    	6.5      	233   	5.2        	3.9        	2728      	-6.0
222       	17:05:12  	740.0 	13.4  	25    	6.7      	235   	5.5        	3.9        	2736      	-6.1
224       	17:05:14  	739.3 	13.4  	25    	6.9      	236   	5.7        	3.8        	2744      	-6.1
226       	17:05:16  	738.7 	13.3  	25    	7.0      	238   	5.9        	3.7        	2751      	-6.2
228       	17:05:18  	738.0 	13.3  	25    	7.1      	239   	6.1        	3.7        	2759      	-6.2
230       	17:05:20  	737.3 	13.2  	25    	7.1      	241   	6.2        	3.5        	2767      	-6.2
232       	17:05:22  	736.6 	13.1  	25    	7.1      	242   	6.3        	3.3        	2774      	-6.3
234       	17:05:24  	736.0 	13.0  	25    	7.0      	244   	6.3        	3.1        	2782      	-6.4
236       	17:05:26  	735.3 	12.9  	25    	6.9      	245   	6.3        	2.9        	2789      	-6.4
238       	17:05:28  	734.7 	12.9  	25    	6.8      	246   	6.2        	2.8        	2797      	-6.5
240       	17:05:30  	734.0 	12.8  	25    	6.7      	246   	6.1        	2.7        	2804      	-6.5
242       	17:05:32  	733.3 	12.7  	25    	6.6      	247   	6.1        	2.6        	2812      	-6.5
244       	17:05:34  	732.6 	12.7  	26    	6.7      	247   	6.2        	2.6        	2821      	-6.5
246       	17:05:36  	731.8 	12.6  	26    	6.8      	248   	6.3        	2.6        	2829      	-6.5
248       	17:05:38  	731.1 	12.6  	26    	6.9      	249   	6.4        	2.5        	2837      	-6.4
250       	17:05:40  	730.4 	12.5  	26    	7.1      	248   	6.6        	2.6        	2845      	-6.4
252       	17:05:42  	729.7 	12.5  	26    	7.4      	249   	6.9        	2.7        	2853      	-6.4
254       	17:05:44  	729.1 	12.4  	26    	7.6      	248   	7.1        	2.8        	2861      	-6.4
256       	17:05:46  	728.4 	12.3  	26    	7.9      	249   	7.4        	2.9        	2869      	-6.3
258       	17:05:48  	727.7 	12.2  	27    	8.3      	249   	7.7        	3.0        	2877      	-6.3
260       	17:05:50  	727.0 	12.2  	27    	8.6      	249   	8.0        	3.1        	2885      	-6.3
262       	17:05:52  	726.3 	12.1  	27    	8.8      	249   	8.2        	3.2        	2893      	-6.3
264       	17:05:54  	725.6 	12.0  	27    	8.9      	249   	8.3        	3.2        	2901      	-6.3
266       	17:05:56  	725.0 	12.0  	27    	8.9      	249   	8.3        	3.2        	2908      	-6.2
268       	17:05:58  	724.3 	12.0  	27    	9.0      	249   	8.4        	3.3        	2916      	-6.2
270       	17:06:00  	723.7 	11.9  	27    	9.2      	248   	8.5        	3.4        	2923      	-6.2
272       	17:06:02  	723.0 	11.8  	27    	9.3      	248   	8.6        	3.5        	2930      	-6.3
274       	17:06:04  	722.3 	11.8  	28    	9.4      	248   	8.7        	3.6        	2938      	-6.3
276       	17:06:06  	721.6 	11.7  	28    	9.5      	247   	8.7        	3.7        	2946      	-6.3
278       	17:06:08  	720.9 	11.6  	28    	9.5      	246   	8.7        	3.8        	2954      	-6.3
280       	17:06:10  	720.3 	11.6  	28    	9.6      	246   	8.8        	3.9        	2962      	-6.4
282       	17:06:12  	719.6 	11.5  	28    	9.7      	246   	8.8        	4.0        	2970      	-6.4
284       	17:06:14  	718.8 	11.4  	28    	9.8      	245   	8.9        	4.1        	2979      	-6.4
286       	17:06:16  	718.1 	11.3  	28    	9.8      	245   	8.9        	4.2        	2988      	-6.3
288       	17:06:18  	717.4 	11.3  	29    	9.8      	245   	8.9        	4.2        	2996      	-6.3
290       	17:06:20  	716.7 	11.2  	29    	9.9      	245   	9.0        	4.2        	3004      	-6.2
292       	17:06:22  	716.0 	11.1  	29    	9.9      	245   	9.0        	4.2        	3012      	-6.2
294       	17:06:24  	715.3 	11.1  	29    	9.9      	245   	9.0        	4.2        	3020      	-6.2
296       	17:06:26  	714.6 	11.0  	29    	10.0     	245   	9.1        	4.2        	3028      	-6.2
298       	17:06:28  	714.0 	10.9  	29    	10.1     	246   	9.2        	4.1        	3036      	-6.2
300       	17:06:30  	713.3 	10.8  	29    	10.1     	246   	9.2        	4.1        	3043      	-6.2
302       	17:06:32  	712.6 	10.8  	30    	10.2     	246   	9.3        	4.1        	3051      	-6.3
304       	17:06:34  	711.9 	10.7  	30    	10.2     	246   	9.3        	4.1        	3059      	-6.3
306       	17:06:36  	711.2 	10.6  	30    	10.3     	246   	9.4        	4.1        	3068      	-6.3
308       	17:06:38  	710.5 	10.5  	30    	10.2     	247   	9.4        	4.0        	3076      	-6.4
310       	17:06:40  	709.8 	10.4  	30    	10.3     	248   	9.5        	3.9        	3085      	-6.4
312       	17:06:42  	709.1 	10.3  	30    	10.2     	248   	9.5        	3.8        	3093      	-6.4
314       	17:06:44  	708.4 	10.3  	30    	10.3     	249   	9.6        	3.7        	3101      	-6.4
316       	17:06:46  	707.7 	10.2  	30    	10.3     	249   	9.6        	3.7        	3110      	-6.4
318       	17:06:48  	706.9 	10.1  	30    	10.3     	249   	9.6        	3.6        	3118      	-6.4
320       	17:06:50  	706.2 	10.0  	31    	10.2     	250   	9.6        	3.5        	3126      	-6.5
322       	17:06:52  	705.5 	9.9   	31    	10.2     	250   	9.6        	3.4        	3134      	-6.5
324       	17:06:54  	704.8 	9.9   	30    	10.0     	251   	9.5        	3.2        	3143      	-6.6
326       	17:06:56  	704.1 	9.8   	30    	10.0     	252   	9.5        	3.1        	3151      	-6.8
328       	17:06:58  	703.4 	9.7   	30    	10.0     	252   	9.5        	3.1        	3160      	-6.9
330       	17:07:00  	702.7 	9.6   	30    	9.9      	252   	9.4        	3.0        	3168      	-6.9
332       	17:07:02  	701.9 	9.5   	30    	9.9      	252   	9.4        	3.0        	3176      	-7.0
334       	17:07:04  	701.1 	9.4   	30    	9.7      	254   	9.3        	2.7        	3186      	-7.1
336       	17:07:06  	700.3 	9.3   	30    	9.6      	256   	9.3        	2.4        	3196      	-7.3
338       	17:07:08  	699.4 	9.2   	30    	9.4      	257   	9.2        	2.1        	3207      	-7.5
340       	17:07:10  	698.6 	9.2   	30    	9.4      	259   	9.2        	1.8        	3217      	-7.6
342       	17:07:12  	697.7 	9.1   	30    	9.3      	261   	9.2        	1.5        	3227      	-7.7
344       	17:07:14  	697.0 	9.1   	29    	9.2      	262   	9.1        	1.2        	3236      	-7.8
346       	17:07:16  	696.2 	9.0   	29    	9.2      	263   	9.1        	1.1        	3245      	-8.0
348       	17:07:18  	695.4 	8.9   	29    	9.1      	264   	9.0        	1.0        	3254      	-8.2
350       	17:07:20  	694.7 	8.8   	29    	9.0      	264   	9.0        	0.9        	3263      	-8.4
352       	17:07:22  	694.0 	8.8   	28    	8.9      	264   	8.9        	0.9        	3271      	-8.5
354       	17:07:24  	693.3 	8.7   	28    	9.0      	263   	8.9        	1.1        	3279      	-8.5
356       	17:07:26  	692.6 	8.7   	28    	8.9      	262   	8.8        	1.3        	3287      	-8.6
358       	17:07:28  	692.0 	8.6   	28    	8.9      	260   	8.8        	1.5        	3295      	-8.7
360       	17:07:30  	691.3 	8.6   	28    	8.8      	258   	8.6        	1.8        	3303      	-8.7
362       	17:07:32  	690.5 	8.5   	28    	8.8      	256   	8.5        	2.1        	3312      	-8.7
364       	17:07:34  	689.7 	8.4   	28    	8.6      	254   	8.3        	2.4        	3322      	-8.8
366       	17:07:36  	688.9 	8.3   	28    	8.6      	252   	8.2        	2.7        	3332      	-8.9
368       	17:07:38  	688.2 	8.3   	28    	8.6      	251   	8.1        	2.8        	3341      	-8.9
370       	17:07:40  	687.4 	8.2   	29    	8.4      	250   	7.9        	2.9        	3350      	-9.0
372       	17:07:42  	686.6 	8.1   	29    	8.4      	248   	7.8        	3.1        	3359      	-9.0
374       	17:07:44  	685.8 	8.0   	29    	8.3      	247   	7.7        	3.2        	3369      	-9.1
376       	17:07:46  	685.1 	7.9   	29    	8.2      	246   	7.5        	3.4        	3378      	-9.1
378       	17:07:48  	684.3 	7.8   	29    	8.2      	245   	7.4        	3.5        	3387      	-9.2
380       	17:07:50  	683.5 	7.7   	29    	8.2      	245   	7.4        	3.5        	3397      	-9.3
382       	17:07:52  	682.8 	7.6   	29    	8.1      	244   	7.3        	3.5        	3406      	-9.4
384       	17:07:54  	682.0 	7.6   	29    	8.2      	243   	7.3        	3.7        	3415      	-9.5
386       	17:07:56  	681.2 	7.5   	28    	8.3      	242   	7.3        	3.9        	3424      	-9.6
388       	17:07:58  	680.4 	7.4   	28    	8.3      	240   	7.2        	4.2        	3434      	-9.7
390       	17:08:00  	679.7 	7.4   	28    	8.5      	238   	7.2        	4.5        	3443      	-9.8
392       	17:08:02  	678.9 	7.3   	28    	8.5      	236   	7.1        	4.7        	3452      	-9.9
394       	17:08:04  	678.2 	7.3   	28    	8.7      	235   	7.1        	5.0        	3461      	-10.0
396       	17:08:06  	677.5 	7.2   	28    	8.8      	233   	7.0        	5.3        	3469      	-10.0
398       	17:08:08  	676.8 	7.1   	28    	8.9      	230   	6.9        	5.7        	3478      	-10.1
400       	17:08:10  	676.2 	7.0   	28    	9.2      	228   	6.8        	6.2        	3486      	-10.1
402       	17:08:12  	675.5 	7.0   	28    	9.4      	225   	6.7        	6.6        	3493      	-10.2
404       	17:08:14  	674.8 	6.9   	28    	9.5      	224   	6.6        	6.9        	3501      	-10.2
406       	17:08:16  	674.1 	6.9   	28    	9.6      	222   	6.5        	7.1        	3510      	-10.3
408       	17:08:18  	673.3 	6.8   	28    	9.8      	221   	6.5        	7.4        	3520      	-10.4
410       	17:08:20  	672.6 	6.8   	28    	10.0     	220   	6.4        	7.7        	3529      	-10.6
412       	17:08:22  	671.9 	6.7   	27    	10.3     	218   	6.3        	8.1        	3538      	-10.8
414       	17:08:24  	671.2 	6.7   	27    	10.5     	216   	6.2        	8.5        	3546      	-11.0
416       	17:08:26  	670.5 	6.6   	27    	10.7     	215   	6.1        	8.8        	3554      	-11.2
418       	17:08:28  	669.8 	6.5   	26    	10.9     	214   	6.1        	9.0        	3563      	-11.4
420       	17:08:30  	669.1 	6.4   	26    	11.0     	214   	6.1        	9.2        	3572      	-11.6
422       	17:08:32  	668.4 	6.4   	26    	11.2     	213   	6.1        	9.4        	3581      	-11.9
424       	17:08:34  	667.7 	6.3   	25    	11.5     	212   	6.1        	9.7        	3589      	-12.1
426       	17:08:36  	666.9 	6.2   	25    	11.6     	212   	6.1        	9.9        	3598      	-12.4
428       	17:08:38  	666.3 	6.2   	24    	11.9     	211   	6.1        	10.2       	3607      	-12.6
430       	17:08:40  	665.6 	6.1   	24    	11.9     	211   	6.2        	10.2       	3615      	-12.9
432       	17:08:42  	664.9 	6.1   	24    	12.0     	211   	6.2        	10.3       	3623      	-13.1
434       	17:08:44  	664.3 	6.0   	23    	12.2     	211   	6.3        	10.4       	3631      	-13.3
436       	17:08:46  	663.6 	6.0   	23    	12.3     	211   	6.4        	10.5       	3639      	-13.5
438       	17:08:48  	663.0 	5.9   	23    	12.5     	211   	6.5        	10.7       	3647      	-13.7
440       	17:08:50  	662.3 	5.8   	23    	12.7     	211   	6.6        	10.8       	3655      	-13.8
442       	17:08:52  	661.6 	5.7   	23    	12.8     	212   	6.7        	10.9       	3664      	-13.9
444       	17:08:54  	660.9 	5.7   	23    	12.9     	211   	6.7        	11.0       	3672      	-14.0
446       	17:08:56  	660.2 	5.6   	23    	13.0     	212   	6.9        	11.0       	3681      	-13.8
448       	17:08:58  	659.5 	5.5   	24    	13.2     	213   	7.1        	11.1       	3690      	-13.6
450       	17:09:00  	658.8 	5.4   	24    	13.4     	213   	7.3        	11.2       	3699      	-13.3
452       	17:09:02  	658.0 	5.3   	25    	13.6     	214   	7.6        	11.3       	3709      	-13.1
454       	17:09:04  	657.2 	5.2   	26    	13.7     	215   	7.8        	11.3       	3719      	-12.8
456       	17:09:06  	656.4 	5.1   	26    	13.8     	215   	8.0        	11.3       	3729      	-12.6
458       	17:09:08  	655.6 	5.0   	27    	13.9     	216   	8.1        	11.3       	3738      	-12.3
460       	17:09:10  	654.9 	4.9   	28    	14.2     	216   	8.4        	11.4       	3747      	-12.1
462       	17:09:12  	654.2 	4.8   	28    	14.5     	218   	8.9        	11.5       	3756      	-12.0
464       	17:09:14  	653.5 	4.8   	29    	14.9     	219   	9.4        	11.5       	3765      	-11.9
466       	17:09:16  	652.7 	4.7   	29    	15.2     	220   	9.8        	11.6       	3774      	-11.8
468       	17:09:18  	652.0 	4.6   	29    	15.5     	221   	10.1       	11.7       	3783      	-11.7
470       	17:09:20  	651.3 	4.5   	30    	15.7     	221   	10.4       	11.8       	3792      	-11.6
472       	17:09:22  	650.5 	4.4   	30    	16.0     	222   	10.7       	11.9       	3802      	-11.6
474       	17:09:24  	649.8 	4.3   	30    	16.4     	222   	11.0       	12.1       	3811      	-11.5
476       	17:09:26  	649.0 	4.2   	31    	16.8     	223   	11.4       	12.3       	3821      	-11.5
478       	17:09:28  	648.2 	4.1   	31    	17.1     	223   	11.7       	12.5       	3831      	-11.5
480       	17:09:30  	647.4 	4.1   	31    	17.4     	223   	11.9       	12.7       	3841      	-11.5
482       	17:09:32  	646.7 	4.0   	31    	17.5     	223   	12.0       	12.8       	3850      	-11.5
484       	17:09:34  	645.9 	3.9   	31    	17.6     	223   	12.0       	12.9       	3859      	-11.5
486       	17:09:36  	645.2 	3.8   	32    	17.8     	223   	12.2       	13.0       	3868      	-11.4
488       	17:09:38  	644.6 	3.7   	32    	18.0     	223   	12.4       	13.1       	3877      	-11.4
490       	17:09:40  	643.9 	3.7   	32    	18.3     	224   	12.7       	13.2       	3885      	-11.4
492       	17:09:42  	643.2 	3.6   	32    	18.5     	225   	13.0       	13.2       	3893      	-11.3
494       	17:09:44  	642.5 	3.5   	33    	18.7     	225   	13.2       	13.2       	3902      	-11.3
496       	17:09:46  	641.8 	3.5   	32    	18.7     	226   	13.4       	13.1       	3911      	-11.4
498       	17:09:48  	641.1 	3.5   	32    	18.8     	226   	13.6       	13.0       	3920      	-11.5
500       	17:09:50  	640.4 	3.4   	32    	19.0     	227   	14.0       	12.9       	3928      	-11.7
502       	17:09:52  	639.7 	3.3   	31    	19.1     	228   	14.3       	12.7       	3937      	-11.9
504       	17:09:54  	639.0 	3.3   	31    	19.2     	229   	14.6       	12.5       	3947      	-12.2
506       	17:09:56  	638.3 	3.2   	30    	19.4     	230   	14.9       	12.4       	3957      	-12.5
508       	17:09:58  	637.5 	3.2   	30    	19.3     	231   	15.0       	12.2       	3966      	-12.7
510       	17:10:00  	636.7 	3.1   	30    	19.3     	231   	15.1       	12.1       	3976      	-12.9
512       	17:10:02  	636.0 	3.1   	29    	19.3     	232   	15.2       	11.9       	3985      	-13.0
514       	17:10:04  	635.3 	3.0   	29    	19.2     	233   	15.3       	11.6       	3994      	-13.2
516       	17:10:06  	634.6 	3.0   	29    	19.2     	233   	15.4       	11.4       	4003      	-13.3
518       	17:10:08  	633.9 	2.9   	29    	19.1     	234   	15.5       	11.2       	4011      	-13.5
520       	17:10:10  	633.3 	2.9   	28    	19.1     	234   	15.5       	11.1       	4020      	-13.6
522       	17:10:12  	632.6 	2.8   	28    	19.0     	235   	15.5       	11.0       	4029      	-13.8
524       	17:10:14  	631.9 	2.8   	28    	18.9     	235   	15.5       	10.8       	4037      	-14.0
526       	17:10:16  	631.2 	2.8   	27    	18.8     	235   	15.5       	10.7       	4046      	-14.3
528       	17:10:18  	630.5 	2.7   	27    	18.8     	236   	15.5       	10.6       	4056      	-14.5
530       	17:10:20  	629.8 	2.7   	26    	18.7     	236   	15.5       	10.4       	4065      	-14.8
532       	17:10:22  	629.1 	2.7   	25    	18.7     	236   	15.5       	10.4       	4074      	-15.1
534       	17:10:24  	628.4 	2.7   	25    	18.7     	236   	15.5       	10.4       	4083      	-15.4
536       	17:10:26  	627.6 	2.7   	24    	18.6     	236   	15.4       	10.4       	4091      	-15.8
538       	17:10:28  	626.8 	2.7   	23    	18.4     	236   	15.2       	10.4       	4102      	-16.2
540       	17:10:30  	626.1 	2.7   	22    	18.2     	235   	14.9       	10.4       	4112      	-16.6
542       	17:10:32  	625.3 	2.6   	22    	18.0     	235   	14.7       	10.4       	4123      	-17.0
544       	17:10:34  	624.5 	2.6   	21    	17.8     	234   	14.5       	10.4       	4133      	-17.4
546       	17:10:36  	623.7 	2.5   	20    	17.6     	234   	14.2       	10.4       	4143      	-17.8
548       	17:10:38  	622.9 	2.5   	20    	17.5     	233   	14.0       	10.5       	4153      	-18.2
550       	17:10:40  	622.2 	2.5   	19    	17.3     	232   	13.6       	10.7       	4162      	-18.5
