Time [sec]	Time (UTC)	P [mB]	T [°F]	Hu [%]	Ws [mi/h]	Wd [°]	Ws U [mi/h]	Ws V [mi/h]	Geopot [m]	Dew [°F]
52        	17:01:03  	840.9 	28.0  	29    	11.2     	163   	-3.3       	10.7       	1631      	8.4
54        	17:01:05  	839.5 	27.9  	28    	11.7     	166   	-2.9       	11.3       	1645      	8.0
56        	17:01:07  	838.3 	27.8  	28    	11.9     	168   	-2.4       	11.7       	1659      	7.6
58        	17:01:09  	837.0 	27.9  	27    	12.2     	171   	-1.9       	12.1       	1674      	7.4
60        	17:01:11  	835.8 	28.3  	27    	12.8     	174   	-1.3       	12.7       	1684      	7.4
62        	17:01:13  	834.8 	28.5  	26    	13.8     	177   	-0.7       	13.8       	1695      	7.4
64        	17:01:15  	833.9 	28.5  	26    	14.9     	180   	-0.0       	14.9       	1705      	7.0
66        	17:01:17  	832.9 	28.5  	25    	16.0     	182   	0.6        	16.0       	1715      	6.7
68        	17:01:19  	831.9 	28.5  	25    	16.7     	183   	0.8        	16.7       	1726      	6.5
70        	17:01:21  	830.9 	28.4  	25    	17.4     	183   	0.9        	17.4       	1736      	6.4
72        	17:01:23  	829.9 	28.3  	25    	18.1     	183   	1.0        	18.1       	1747      	6.2
74        	17:01:25  	828.9 	28.1  	24    	18.9     	183   	1.1        	18.9       	1758      	5.8
76        	17:01:27  	827.9 	27.9  	24    	19.6     	183   	1.1        	19.6       	1769      	5.6
78        	17:01:29  	826.9 	27.8  	24    	20.3     	183   	1.2        	20.3       	1780      	5.5
80        	17:01:31  	825.9 	27.8  	24    	20.8     	183   	1.2        	20.8       	1790      	5.5
82        	17:01:33  	824.9 	27.8  	24    	20.8     	183   	1.1        	20.8       	1801      	5.5
84        	17:01:35  	823.9 	27.7  	24    	20.8     	183   	1.0        	20.8       	1812      	5.4
86        	17:01:37  	822.9 	27.7  	24    	20.9     	182   	0.7        	20.9       	1822      	5.3
88        	17:01:39  	821.9 	27.5  	24    	20.9     	181   	0.5        	20.9       	1833      	5.2
90        	17:01:41  	820.9 	27.4  	24    	21.0     	181   	0.3        	21.0       	1843      	5.1
92        	17:01:43  	820.0 	27.3  	24    	21.0     	180   	-0.0       	21.0       	1854      	5.1
94        	17:01:45  	819.1 	27.2  	24    	21.0     	180   	-0.1       	21.0       	1864      	5.1
96        	17:01:47  	818.1 	27.2  	24    	21.1     	179   	-0.3       	21.1       	1873      	5.0
98        	17:01:49  	817.2 	27.1  	24    	21.1     	179   	-0.4       	21.1       	1883      	5.0
100       	17:01:51  	816.3 	27.0  	24    	21.1     	178   	-0.6       	21.1       	1893      	5.0
102       	17:01:53  	815.4 	26.9  	24    	21.1     	178   	-0.7       	21.1       	1903      	4.9
104       	17:01:55  	814.4 	26.9  	25    	21.1     	178   	-0.8       	21.1       	1914      	4.9
106       	17:01:57  	813.5 	26.9  	25    	21.1     	178   	-0.8       	21.1       	1924      	5.0
108       	17:01:59  	812.5 	26.8  	25    	21.1     	178   	-0.8       	21.1       	1934      	4.9
110       	17:02:01  	811.6 	26.7  	25    	21.1     	178   	-0.7       	21.1       	1944      	4.8
112       	17:02:03  	810.7 	26.6  	25    	21.1     	178   	-0.8       	21.1       	1954      	4.7
114       	17:02:05  	809.8 	26.5  	25    	21.0     	178   	-0.9       	21.0       	1963      	4.6
116       	17:02:07  	809.0 	26.4  	25    	20.9     	177   	-1.0       	20.9       	1973      	4.6
118       	17:02:09  	808.2 	26.3  	25    	20.9     	177   	-1.2       	20.9       	1982      	4.5
120       	17:02:11  	807.3 	26.2  	25    	20.8     	176   	-1.3       	20.8       	1990      	4.4
122       	17:02:13  	806.5 	26.1  	24    	20.7     	176   	-1.4       	20.7       	1999      	4.3
124       	17:02:15  	805.6 	26.0  	24    	20.8     	176   	-1.5       	20.7       	2009      	4.1
126       	17:02:17  	804.8 	25.9  	24    	20.8     	175   	-1.8       	20.7       	2018      	4.0
128       	17:02:19  	803.9 	25.8  	24    	20.8     	174   	-2.0       	20.7       	2028      	3.9
130       	17:02:21  	803.0 	25.7  	24    	20.8     	174   	-2.2       	20.7       	2038      	3.9
132       	17:02:23  	802.0 	25.7  	24    	20.8     	174   	-2.3       	20.7       	2048      	3.9
134       	17:02:25  	801.1 	25.6  	24    	20.9     	173   	-2.4       	20.8       	2059      	3.9
136       	17:02:27  	800.1 	25.6  	25    	21.0     	173   	-2.5       	20.9       	2069      	3.9
138       	17:02:29  	799.2 	25.5  	25    	20.8     	173   	-2.4       	20.7       	2080      	3.9
140       	17:02:31  	798.2 	25.4  	25    	20.6     	173   	-2.4       	20.5       	2090      	3.9
142       	17:02:33  	797.1 	25.4  	25    	20.4     	174   	-2.3       	20.3       	2102      	3.9
144       	17:02:35  	796.1 	25.3  	25    	20.2     	174   	-2.2       	20.1       	2113      	3.9
146       	17:02:37  	795.1 	25.2  	25    	20.0     	174   	-2.0       	19.9       	2125      	3.8
148       	17:02:39  	794.1 	25.0  	25    	19.7     	174   	-1.9       	19.6       	2136      	3.7
150       	17:02:41  	793.1 	24.9  	25    	19.4     	175   	-1.7       	19.3       	2147      	3.7
152       	17:02:43  	792.2 	24.9  	25    	18.8     	176   	-1.4       	18.7       	2157      	3.7
154       	17:02:45  	791.2 	24.8  	25    	18.2     	177   	-1.1       	18.2       	2167      	3.6
156       	17:02:47  	790.3 	24.6  	25    	17.7     	177   	-0.8       	17.7       	2178      	3.6
158       	17:02:49  	789.3 	24.5  	26    	17.4     	178   	-0.6       	17.4       	2189      	3.5
160       	17:02:51  	788.3 	24.4  	26    	17.1     	178   	-0.5       	17.1       	2200      	3.5
162       	17:02:53  	787.3 	24.3  	26    	16.8     	179   	-0.4       	16.8       	2211      	3.5
164       	17:02:55  	786.4 	24.2  	26    	16.7     	179   	-0.2       	16.7       	2222      	3.4
166       	17:02:57  	785.5 	24.1  	26    	16.5     	180   	-0.0       	16.5       	2231      	3.3
168       	17:02:59  	784.6 	23.9  	26    	16.4     	181   	0.2        	16.4       	2241      	3.2
170       	17:03:01  	783.4 	23.8  	26    	16.4     	181   	0.4        	16.4       	2254      	3.1
172       	17:03:03  	782.3 	23.7  	26    	16.6     	182   	0.5        	16.6       	2266      	3.0
174       	17:03:05  	781.2 	23.8  	26    	16.7     	182   	0.6        	16.7       	2279      	3.1
176       	17:03:07  	780.2 	23.9  	26    	16.7     	182   	0.7        	16.7       	2291      	3.2
178       	17:03:09  	779.1 	23.9  	26    	16.6     	183   	0.8        	16.6       	2303      	3.2
180       	17:03:11  	778.0 	23.8  	26    	16.4     	183   	0.9        	16.4       	2314      	3.2
182       	17:03:13  	777.0 	23.7  	26    	16.2     	183   	0.9        	16.2       	2325      	3.2
184       	17:03:15  	776.0 	23.6  	26    	15.9     	184   	1.0        	15.9       	2336      	3.1
186       	17:03:17  	775.1 	23.5  	26    	15.5     	184   	1.0        	15.5       	2348      	3.1
188       	17:03:19  	774.0 	23.4  	26    	15.2     	184   	1.0        	15.2       	2359      	3.0
190       	17:03:21  	773.0 	23.2  	27    	14.5     	184   	1.0        	14.5       	2371      	3.0
192       	17:03:23  	772.0 	23.1  	27    	13.8     	184   	1.0        	13.8       	2383      	2.9
194       	17:03:25  	771.0 	23.0  	27    	13.1     	184   	1.0        	13.1       	2394      	2.8
196       	17:03:27  	769.9 	22.9  	27    	12.5     	185   	1.0        	12.5       	2406      	2.8
198       	17:03:29  	768.9 	22.9  	27    	12.2     	185   	1.0        	12.2       	2417      	2.8
200       	17:03:31  	767.9 	22.9  	27    	11.9     	185   	1.1        	11.8       	2428      	2.8
202       	17:03:33  	767.0 	22.9  	27    	11.6     	186   	1.2        	11.5       	2439      	2.8
204       	17:03:35  	766.0 	22.8  	27    	11.2     	188   	1.5        	11.1       	2450      	2.8
206       	17:03:37  	765.0 	22.7  	27    	10.9     	189   	1.8        	10.8       	2462      	2.7
208       	17:03:39  	764.0 	22.6  	27    	10.6     	191   	2.1        	10.4       	2473      	2.7
210       	17:03:41  	763.0 	22.5  	27    	10.7     	193   	2.4        	10.4       	2484      	2.7
212       	17:03:43  	762.1 	22.4  	27    	10.7     	195   	2.7        	10.4       	2494      	2.7
214       	17:03:45  	761.2 	22.4  	27    	10.8     	196   	2.9        	10.4       	2504      	2.7
216       	17:03:47  	760.3 	22.3  	27    	10.9     	197   	3.1        	10.4       	2514      	2.6
218       	17:03:49  	759.5 	22.2  	27    	10.8     	198   	3.3        	10.3       	2524      	2.6
220       	17:03:51  	758.6 	22.1  	28    	10.9     	199   	3.5        	10.3       	2534      	2.6
222       	17:03:53  	757.8 	22.0  	28    	10.9     	199   	3.6        	10.3       	2544      	2.5
224       	17:03:55  	757.0 	21.9  	28    	10.8     	199   	3.5        	10.2       	2553      	2.5
226       	17:03:57  	756.1 	21.8  	28    	10.8     	198   	3.4        	10.2       	2563      	2.5
228       	17:03:59  	755.3 	21.7  	28    	10.8     	198   	3.4        	10.2       	2572      	2.5
230       	17:04:01  	754.5 	21.7  	28    	10.6     	198   	3.3        	10.1       	2581      	2.5
232       	17:04:03  	753.8 	21.6  	28    	10.5     	198   	3.3        	10.0       	2590      	2.5
234       	17:04:05  	753.0 	21.5  	28    	10.4     	198   	3.3        	9.9        	2599      	2.5
236       	17:04:07  	752.1 	21.4  	29    	10.5     	199   	3.4        	9.9        	2608      	2.5
238       	17:04:09  	751.3 	21.3  	29    	10.4     	200   	3.5        	9.8        	2618      	2.5
240       	17:04:11  	750.5 	21.2  	29    	10.3     	200   	3.6        	9.7        	2628      	2.4
242       	17:04:13  	749.5 	21.1  	29    	10.0     	201   	3.6        	9.3        	2638      	2.4
244       	17:04:15  	748.5 	21.0  	29    	9.6      	202   	3.6        	8.9        	2650      	2.4
246       	17:04:17  	747.6 	20.9  	29    	9.1      	203   	3.6        	8.4        	2661      	2.4
248       	17:04:19  	746.7 	20.8  	29    	8.7      	204   	3.5        	8.0        	2672      	2.4
250       	17:04:21  	745.8 	20.8  	30    	8.3      	204   	3.4        	7.6        	2682      	2.4
252       	17:04:23  	744.9 	20.7  	30    	7.9      	205   	3.3        	7.2        	2692      	2.4
254       	17:04:25  	744.2 	20.7  	30    	7.5      	205   	3.2        	6.8        	2700      	2.5
256       	17:04:27  	743.5 	20.6  	30    	7.0      	206   	3.1        	6.3        	2708      	2.5
258       	17:04:29  	742.8 	20.5  	30    	6.5      	207   	3.0        	5.8        	2716      	2.6
260       	17:04:31  	742.0 	20.5  	31    	6.0      	209   	2.9        	5.3        	2726      	2.6
262       	17:04:33  	741.2 	20.5  	31    	5.9      	208   	2.8        	5.2        	2735      	2.7
264       	17:04:35  	740.4 	20.5  	31    	5.8      	209   	2.8        	5.1        	2744      	2.8
266       	17:04:37  	739.6 	20.5  	31    	5.7      	209   	2.8        	5.0        	2753      	2.9
268       	17:04:39  	738.8 	20.4  	31    	5.7      	211   	3.0        	4.9        	2762      	2.9
270       	17:04:41  	738.0 	20.3  	31    	5.6      	213   	3.1        	4.7        	2772      	2.9
272       	17:04:43  	737.2 	20.2  	32    	5.7      	216   	3.3        	4.6        	2782      	2.9
274       	17:04:45  	736.4 	20.1  	32    	5.6      	217   	3.4        	4.5        	2791      	2.8
276       	17:04:47  	735.6 	20.0  	32    	5.7      	219   	3.6        	4.4        	2801      	2.8
278       	17:04:49  	734.8 	19.9  	32    	5.8      	221   	3.8        	4.4        	2810      	2.7
280       	17:04:51  	734.0 	19.8  	32    	5.8      	222   	3.9        	4.3        	2819      	2.7
282       	17:04:53  	733.2 	19.7  	32    	5.8      	224   	4.0        	4.2        	2828      	2.6
284       	17:04:55  	732.5 	19.6  	32    	5.8      	226   	4.2        	4.0        	2837      	2.5
286       	17:04:57  	731.7 	19.5  	32    	5.8      	228   	4.3        	3.9        	2846      	2.5
288       	17:04:59  	730.9 	19.4  	32    	5.7      	228   	4.2        	3.8        	2856      	2.4
290       	17:05:01  	730.1 	19.3  	32    	5.6      	229   	4.2        	3.7        	2865      	2.4
292       	17:05:03  	729.4 	19.2  	32    	5.5      	229   	4.2        	3.6        	2874      	2.4
294       	17:05:05  	728.7 	19.2  	33    	5.5      	230   	4.2        	3.5        	2882      	2.4
296       	17:05:07  	728.0 	19.1  	33    	5.3      	231   	4.1        	3.3        	2890      	2.4
298       	17:05:09  	727.3 	19.0  	33    	5.1      	233   	4.1        	3.1        	2897      	2.4
300       	17:05:11  	726.7 	19.0  	33    	5.2      	234   	4.2        	3.0        	2905      	2.3
302       	17:05:13  	726.0 	18.9  	33    	5.2      	234   	4.2        	3.0        	2913      	2.3
304       	17:05:15  	725.4 	18.8  	33    	5.1      	235   	4.2        	2.9        	2921      	2.3
306       	17:05:17  	724.7 	18.8  	33    	5.0      	236   	4.1        	2.8        	2929      	2.3
308       	17:05:19  	724.1 	18.7  	33    	4.9      	237   	4.1        	2.7        	2936      	2.3
310       	17:05:21  	723.4 	18.6  	33    	4.8      	237   	4.0        	2.6        	2944      	2.2
312       	17:05:23  	722.8 	18.6  	34    	4.7      	236   	3.9        	2.6        	2951      	2.2
314       	17:05:25  	722.1 	18.5  	34    	4.6      	236   	3.8        	2.6        	2959      	2.2
316       	17:05:27  	721.5 	18.4  	34    	4.5      	235   	3.7        	2.6        	2966      	2.2
318       	17:05:29  	720.9 	18.4  	34    	4.5      	235   	3.7        	2.6        	2974      	2.2
320       	17:05:31  	720.2 	18.3  	34    	4.4      	233   	3.5        	2.6        	2982      	2.2
322       	17:05:33  	719.5 	18.2  	34    	4.3      	232   	3.4        	2.7        	2990      	2.2
324       	17:05:35  	718.8 	18.2  	34    	4.3      	231   	3.3        	2.7        	2999      	2.2
326       	17:05:37  	718.1 	18.1  	34    	4.3      	231   	3.3        	2.7        	3007      	2.2
328       	17:05:39  	717.5 	18.1  	35    	4.3      	231   	3.3        	2.7        	3015      	2.3
330       	17:05:41  	716.8 	18.1  	35    	4.3      	230   	3.3        	2.8        	3023      	2.4
332       	17:05:43  	716.1 	18.2  	35    	4.3      	230   	3.3        	2.8        	3030      	2.5
334       	17:05:45  	715.5 	18.2  	35    	4.4      	229   	3.3        	2.9        	3038      	2.6
336       	17:05:47  	714.8 	18.2  	35    	4.4      	229   	3.3        	2.9        	3046      	2.7
338       	17:05:49  	714.2 	18.1  	36    	4.5      	229   	3.4        	3.0        	3054      	2.7
340       	17:05:51  	713.5 	18.0  	36    	4.5      	229   	3.4        	3.0        	3062      	2.7
342       	17:05:53  	712.8 	18.0  	36    	4.5      	229   	3.4        	3.0        	3070      	2.7
344       	17:05:55  	712.1 	17.9  	36    	4.6      	228   	3.4        	3.1        	3078      	2.7
346       	17:05:57  	711.4 	17.8  	36    	4.7      	227   	3.4        	3.2        	3087      	2.6
348       	17:05:59  	710.8 	17.7  	36    	4.8      	227   	3.5        	3.3        	3095      	2.6
350       	17:06:01  	710.1 	17.7  	36    	4.9      	226   	3.5        	3.4        	3103      	2.5
352       	17:06:03  	709.4 	17.6  	36    	4.9      	225   	3.5        	3.5        	3111      	2.5
354       	17:06:05  	708.8 	17.5  	36    	4.9      	225   	3.5        	3.5        	3119      	2.4
356       	17:06:07  	708.1 	17.4  	36    	5.0      	224   	3.5        	3.6        	3127      	2.3
358       	17:06:09  	707.4 	17.3  	36    	5.1      	225   	3.6        	3.6        	3135      	2.2
360       	17:06:11  	706.7 	17.2  	36    	5.2      	226   	3.7        	3.6        	3144      	2.2
362       	17:06:13  	706.0 	17.1  	36    	5.3      	226   	3.8        	3.7        	3152      	2.1
364       	17:06:15  	705.3 	17.1  	36    	5.4      	227   	3.9        	3.7        	3161      	2.0
366       	17:06:17  	704.5 	17.0  	36    	5.4      	227   	4.0        	3.7        	3170      	2.0
368       	17:06:19  	703.8 	16.9  	36    	5.5      	229   	4.1        	3.6        	3179      	1.9
370       	17:06:21  	703.1 	16.8  	36    	5.5      	229   	4.2        	3.6        	3188      	1.8
372       	17:06:23  	702.3 	16.7  	36    	5.6      	231   	4.4        	3.5        	3196      	1.7
374       	17:06:25  	701.7 	16.6  	36    	5.7      	234   	4.6        	3.4        	3205      	1.7
376       	17:06:27  	701.0 	16.5  	36    	5.9      	235   	4.8        	3.4        	3213      	1.5
378       	17:06:29  	700.3 	16.4  	36    	5.8      	235   	4.8        	3.3        	3221      	1.5
380       	17:06:31  	699.7 	16.3  	36    	5.9      	236   	4.9        	3.3        	3229      	1.4
382       	17:06:33  	699.0 	16.3  	36    	5.9      	237   	4.9        	3.2        	3236      	1.3
384       	17:06:35  	698.4 	16.2  	36    	6.0      	238   	5.1        	3.2        	3244      	1.3
386       	17:06:37  	697.8 	16.1  	36    	6.1      	239   	5.2        	3.1        	3252      	1.2
388       	17:06:39  	697.1 	16.0  	36    	6.2      	241   	5.4        	3.0        	3260      	1.1
390       	17:06:41  	696.5 	16.0  	36    	6.2      	242   	5.5        	2.9        	3267      	1.0
392       	17:06:43  	695.9 	15.9  	36    	6.3      	243   	5.6        	2.9        	3275      	0.9
394       	17:06:45  	695.2 	15.8  	36    	6.4      	243   	5.7        	2.9        	3283      	0.8
396       	17:06:47  	694.6 	15.7  	36    	6.4      	244   	5.8        	2.8        	3291      	0.7
398       	17:06:49  	694.0 	15.7  	36    	6.5      	245   	5.9        	2.7        	3298      	0.7
400       	17:06:51  	693.4 	15.6  	36    	6.6      	247   	6.1        	2.6        	3306      	0.6
402       	17:06:53  	692.8 	15.5  	36    	6.7      	248   	6.2        	2.5        	3313      	0.5
404       	17:06:55  	692.2 	15.5  	36    	6.6      	249   	6.2        	2.4        	3320      	0.4
406       	17:06:57  	691.6 	15.4  	35    	6.6      	250   	6.2        	2.3        	3327      	0.3
408       	17:06:59  	691.0 	15.4  	35    	6.7      	251   	6.3        	2.2        	3334      	0.1
410       	17:07:01  	690.3 	15.3  	35    	6.6      	250   	6.2        	2.2        	3343      	-0.1
412       	17:07:03  	689.7 	15.3  	34    	6.5      	251   	6.2        	2.1        	3351      	-0.3
414       	17:07:05  	689.0 	15.3  	34    	6.5      	251   	6.2        	2.1        	3360      	-0.5
416       	17:07:07  	688.3 	15.3  	33    	6.4      	252   	6.1        	2.0        	3368      	-0.7
418       	17:07:09  	687.7 	15.3  	33    	6.4      	252   	6.1        	2.0        	3376      	-0.9
420       	17:07:11  	687.0 	15.3  	32    	6.4      	251   	6.0        	2.1        	3384      	-1.1
422       	17:07:13  	686.4 	15.2  	32    	6.3      	252   	6.0        	2.0        	3391      	-1.3
424       	17:07:15  	685.8 	15.2  	32    	6.3      	252   	6.0        	2.0        	3398      	-1.4
426       	17:07:17  	685.2 	15.2  	32    	6.3      	252   	6.0        	2.0        	3406      	-1.5
428       	17:07:19  	684.6 	15.1  	32    	6.3      	252   	6.0        	1.9        	3414      	-1.6
430       	17:07:21  	683.9 	15.0  	31    	6.4      	254   	6.1        	1.8        	3423      	-1.7
432       	17:07:23  	683.2 	15.0  	31    	6.5      	254   	6.2        	1.8        	3431      	-1.8
434       	17:07:25  	682.6 	14.9  	31    	6.5      	255   	6.3        	1.7        	3438      	-1.9
436       	17:07:27  	682.0 	14.9  	31    	6.6      	256   	6.4        	1.6        	3446      	-2.1
438       	17:07:29  	681.4 	14.8  	31    	6.7      	257   	6.5        	1.5        	3453      	-2.2
440       	17:07:31  	680.8 	14.8  	31    	6.8      	258   	6.7        	1.4        	3461      	-2.3
442       	17:07:33  	680.1 	14.7  	30    	6.9      	259   	6.8        	1.3        	3469      	-2.4
444       	17:07:35  	679.5 	14.7  	30    	7.0      	259   	6.9        	1.3        	3477      	-2.5
446       	17:07:37  	678.9 	14.6  	30    	7.0      	260   	6.9        	1.2        	3484      	-2.6
448       	17:07:39  	678.3 	14.6  	30    	7.2      	260   	7.1        	1.2        	3492      	-2.7
450       	17:07:41  	677.6 	14.5  	30    	7.4      	261   	7.3        	1.2        	3500      	-2.8
452       	17:07:43  	677.0 	14.4  	30    	7.6      	261   	7.5        	1.2        	3507      	-2.8
454       	17:07:45  	676.4 	14.4  	30    	7.8      	261   	7.7        	1.2        	3515      	-2.8
456       	17:07:47  	675.8 	14.3  	31    	7.9      	261   	7.8        	1.3        	3523      	-2.7
458       	17:07:49  	675.2 	14.3  	31    	8.0      	261   	7.9        	1.3        	3531      	-2.7
460       	17:07:51  	674.5 	14.2  	31    	8.3      	260   	8.2        	1.5        	3538      	-2.7
462       	17:07:53  	673.9 	14.2  	31    	8.6      	259   	8.4        	1.7        	3547      	-2.6
464       	17:07:55  	673.2 	14.1  	31    	8.9      	258   	8.7        	1.9        	3555      	-2.6
466       	17:07:57  	672.6 	14.1  	31    	9.2      	257   	9.0        	2.1        	3563      	-2.6
468       	17:07:59  	671.9 	14.1  	31    	9.5      	257   	9.2        	2.2        	3572      	-2.6
470       	17:08:01  	671.2 	14.0  	31    	9.6      	256   	9.3        	2.4        	3580      	-2.6
472       	17:08:03  	670.5 	14.0  	31    	9.8      	255   	9.5        	2.5        	3589      	-2.7
474       	17:08:05  	669.9 	14.0  	31    	10.1     	254   	9.7        	2.7        	3597      	-2.8
476       	17:08:07  	669.3 	13.9  	31    	10.3     	253   	9.9        	3.0        	3605      	-2.8
478       	17:08:09  	668.7 	13.9  	31    	10.6     	252   	10.1       	3.2        	3613      	-2.8
480       	17:08:11  	668.1 	13.9  	31    	10.8     	252   	10.2       	3.4        	3620      	-2.8
482       	17:08:13  	667.5 	13.9  	31    	10.8     	251   	10.2       	3.5        	3627      	-2.8
484       	17:08:15  	667.0 	13.8  	31    	10.9     	251   	10.3       	3.6        	3634      	-2.8
486       	17:08:17  	666.4 	13.8  	31    	11.0     	250   	10.3       	3.8        	3641      	-2.9
488       	17:08:19  	665.9 	13.7  	31    	11.1     	249   	10.4       	3.9        	3648      	-2.9
490       	17:08:21  	665.3 	13.7  	31    	11.3     	249   	10.5       	4.1        	3654      	-2.9
492       	17:08:23  	664.8 	13.6  	32    	11.5     	247   	10.6       	4.4        	3661      	-2.9
494       	17:08:25  	664.2 	13.5  	32    	11.7     	247   	10.8       	4.6        	3668      	-3.0
496       	17:08:27  	663.5 	13.4  	32    	11.9     	247   	10.9       	4.7        	3676      	-3.0
498       	17:08:29  	662.9 	13.3  	32    	12.0     	246   	11.0       	4.8        	3685      	-3.1
500       	17:08:31  	662.2 	13.2  	32    	12.2     	246   	11.1       	5.0        	3694      	-3.2
502       	17:08:33  	661.6 	13.2  	32    	12.3     	246   	11.2       	5.1        	3703      	-3.2
504       	17:08:35  	660.9 	13.1  	32    	12.4     	245   	11.3       	5.2        	3711      	-3.2
506       	17:08:37  	660.3 	13.0  	32    	12.6     	245   	11.4       	5.4        	3719      	-3.3
508       	17:08:39  	659.6 	12.9  	32    	12.7     	244   	11.5       	5.5        	3727      	-3.3
510       	17:08:41  	659.0 	12.9  	32    	12.7     	244   	11.5       	5.5        	3735      	-3.3
512       	17:08:43  	658.4 	12.7  	32    	12.7     	244   	11.5       	5.5        	3742      	-3.3
514       	17:08:45  	657.8 	12.6  	32    	12.7     	244   	11.5       	5.5        	3750      	-3.5
516       	17:08:47  	657.2 	12.6  	32    	12.7     	244   	11.5       	5.5        	3758      	-3.5
518       	17:08:49  	656.6 	12.5  	32    	12.7     	244   	11.5       	5.5        	3766      	-3.6
520       	17:08:51  	656.0 	12.4  	32    	12.7     	244   	11.5       	5.5        	3774      	-3.6
522       	17:08:53  	655.3 	12.4  	32    	12.7     	244   	11.5       	5.5        	3782      	-3.7
524       	17:08:55  	654.8 	12.3  	32    	12.7     	244   	11.5       	5.5        	3789      	-3.7
526       	17:08:57  	654.2 	12.3  	32    	12.7     	244   	11.5       	5.5        	3796      	-3.8
528       	17:08:59  	653.7 	12.2  	32    	12.7     	244   	11.5       	5.5        	3803      	-3.8
530       	17:09:01  	653.1 	12.2  	32    	12.7     	244   	11.5       	5.5        	3810      	-3.8
532       	17:09:03  	652.5 	12.2  	33    	12.7     	244   	11.5       	5.5        	3818      	-3.7
534       	17:09:05  	651.9 	12.2  	33    	12.7     	244   	11.5       	5.5        	3826      	-3.7
536       	17:09:07  	651.2 	12.1  	33    	12.7     	244   	11.5       	5.5        	3834      	-3.7
538       	17:09:09  	650.6 	12.0  	33    	12.7     	244   	11.5       	5.5        	3843      	-3.7
540       	17:09:11  	649.9 	12.0  	33    	12.7     	244   	11.5       	5.5        	3851      	-3.7
542       	17:09:13  	649.3 	11.9  	33    	12.7     	244   	11.4       	5.5        	3859      	-3.7
544       	17:09:15  	648.7 	11.8  	34    	12.6     	244   	11.3       	5.5        	3867      	-3.7
546       	17:09:17  	648.1 	11.8  	34    	12.5     	244   	11.2       	5.5        	3875      	-3.7
548       	17:09:19  	647.5 	11.8  	34    	12.4     	244   	11.1       	5.5        	3882      	-3.7
550       	17:09:21  	646.9 	11.7  	34    	12.3     	243   	11.0       	5.5        	3890      	-3.7
552       	17:09:23  	646.3 	11.6  	34    	12.2     	243   	10.9       	5.5        	3897      	-3.8
554       	17:09:25  	645.7 	11.5  	34    	12.1     	243   	10.8       	5.5        	3905      	-3.9
556       	17:09:27  	645.2 	11.4  	33    	12.0     	243   	10.7       	5.5        	3913      	-4.0
