dt,Mobile Lab O3,UDAQ O3,merged_ozone,8hr_rolling_avg_Mobile Lab O3,MDA8_O3_Mobile Lab O3,Exceedance_day_Mobile Lab O3,8hr_rolling_avg_UDAQ O3,MDA8_O3_UDAQ O3,Exceedance_day_UDAQ O3,8hr_rolling_avg_merged_ozone,MDA8_O3_merged_ozone,Exceedance_day_merged_ozone
2024-07-16 09:00:00,,44.0,44.0,,72.74325851229234,True,42.75,65.5,False,42.75,72.73665954978958,True
2024-07-16 10:00:00,60.73193996264294,57.0,60.73193996264294,,72.74325851229234,True,43.25,65.5,False,43.71649249533037,72.73665954978958,True
2024-07-16 11:00:00,68.98522222222222,65.0,68.98522222222222,,72.74325851229234,True,45.125,65.5,False,46.08964527310815,72.73665954978958,True
2024-07-16 12:00:00,78.15944444444443,73.0,78.15944444444443,,72.74325851229234,True,48.5,65.5,False,50.1095758286637,72.73665954978958,True
2024-07-16 13:00:00,84.03555555555556,75.0,84.03555555555556,,72.74325851229234,True,52.75,65.5,False,55.489020273108146,72.73665954978958,True
2024-07-16 14:00:00,74.29166666666666,66.0,74.29166666666666,,72.74325851229234,True,56.25,65.5,False,60.025478606441474,72.73665954978958,True
2024-07-16 15:00:00,70.25572222222222,62.0,70.25572222222222,72.74325851229234,72.74325851229234,True,59.375,65.5,False,64.18244388421925,72.73665954978958,True
2024-07-16 16:00:00,68.19866666666667,61.0,68.19866666666667,72.09403110577439,72.74325851229234,True,62.875,65.5,False,68.58227721755259,72.73665954978958,True
2024-07-16 17:00:00,69.64444444444445,62.0,69.64444444444445,71.78783277310814,72.74325851229234,True,65.125,65.5,False,71.78783277310814,72.73665954978958,True
2024-07-16 18:00:00,68.32255417609443,60.0,68.32255417609443,72.73665954978958,72.74325851229234,True,65.5,65.5,False,72.73665954978958,72.73665954978958,True
