Time [sec]	Time (UTC)	P [mB]	T [°F]	Hu [%]	Ws [mi/h]	Wd [°]	Ws U [mi/h]	Ws V [mi/h]	Geopot [m]	Dew [°F]
0         	17:12:34  	873.0 	31.1  	29    	9.6      	180   	-0.0       	9.6        	1288      	11.0
2         	17:12:36  	871.8 	31.9  	24    	3.5      	196   	1.0        	3.4        	1302      	8.9
4         	17:12:38  	870.6 	31.9  	24    	3.5      	196   	1.0        	3.4        	1316      	9.0
6         	17:12:40  	869.4 	31.9  	26    	3.6      	196   	1.0        	3.5        	1325      	9.8
8         	17:12:42  	868.7 	31.8  	26    	4.2      	184   	0.3        	4.2        	1330      	9.9
10        	17:12:44  	868.1 	31.8  	26    	4.2      	184   	0.3        	4.2        	1338      	10.0
12        	17:12:46  	867.4 	31.5  	27    	4.2      	184   	0.3        	4.2        	1346      	10.0
14        	17:12:48  	866.8 	31.4  	27    	4.2      	184   	0.3        	4.2        	1354      	10.0
16        	17:12:50  	866.1 	31.3  	27    	4.2      	184   	0.3        	4.2        	1360      	10.0
18        	17:12:52  	865.5 	31.2  	27    	4.2      	184   	0.3        	4.2        	1366      	9.8
20        	17:12:54  	864.9 	31.1  	27    	4.1      	176   	-0.3       	4.1        	1371      	9.8
22        	17:12:56  	864.3 	31.1  	27    	4.1      	173   	-0.5       	4.1        	1377      	9.8
24        	17:12:58  	863.8 	31.0  	27    	4.2      	170   	-0.7       	4.1        	1383      	9.8
26        	17:13:00  	863.2 	31.0  	27    	4.2      	169   	-0.8       	4.1        	1389      	9.9
28        	17:13:02  	862.6 	30.9  	27    	4.2      	169   	-0.8       	4.1        	1395      	9.9
30        	17:13:04  	862.0 	30.8  	27    	4.3      	164   	-1.2       	4.1        	1401      	9.9
32        	17:13:06  	861.4 	30.8  	28    	4.3      	164   	-1.2       	4.1        	1408      	9.9
34        	17:13:08  	860.8 	30.8  	28    	4.4      	164   	-1.2       	4.2        	1414      	10.0
36        	17:13:10  	860.2 	30.7  	28    	4.4      	164   	-1.2       	4.2        	1420      	9.9
38        	17:13:12  	859.6 	30.6  	28    	4.4      	164   	-1.2       	4.2        	1426      	9.8
40        	17:13:14  	859.0 	30.6  	28    	4.5      	164   	-1.2       	4.3        	1433      	9.8
42        	17:13:16  	858.4 	30.6  	28    	4.5      	164   	-1.2       	4.3        	1439      	9.8
44        	17:13:18  	857.7 	30.5  	28    	4.5      	164   	-1.2       	4.3        	1446      	9.7
46        	17:13:20  	857.1 	30.4  	28    	4.4      	164   	-1.2       	4.2        	1453      	9.6
48        	17:13:22  	856.4 	30.3  	28    	4.3      	162   	-1.3       	4.1        	1460      	9.6
50        	17:13:24  	855.8 	30.2  	28    	4.3      	161   	-1.4       	4.1        	1466      	9.6
52        	17:13:26  	855.2 	30.2  	28    	4.3      	159   	-1.5       	4.0        	1472      	9.7
54        	17:13:28  	854.6 	30.1  	28    	4.2      	158   	-1.6       	3.9        	1479      	9.6
56        	17:13:30  	853.9 	30.0  	28    	4.3      	156   	-1.7       	3.9        	1486      	9.6
58        	17:13:32  	853.1 	30.0  	28    	4.1      	154   	-1.8       	3.7        	1494      	9.7
60        	17:13:34  	852.4 	29.9  	28    	4.1      	152   	-1.9       	3.6        	1501      	9.7
62        	17:13:36  	851.8 	29.9  	29    	3.9      	150   	-2.0       	3.4        	1508      	9.8
64        	17:13:38  	851.2 	29.9  	29    	3.9      	148   	-2.1       	3.3        	1515      	9.8
66        	17:13:40  	850.5 	29.8  	29    	3.8      	147   	-2.1       	3.2        	1521      	9.8
68        	17:13:42  	850.0 	29.7  	29    	3.7      	146   	-2.1       	3.1        	1527      	9.8
70        	17:13:44  	849.4 	29.7  	29    	3.7      	145   	-2.1       	3.0        	1532      	9.9
72        	17:13:46  	848.9 	29.6  	29    	3.7      	144   	-2.2       	3.0        	1539      	9.9
74        	17:13:48  	848.2 	29.6  	30    	3.7      	142   	-2.3       	2.9        	1546      	9.9
76        	17:13:50  	847.6 	29.5  	30    	3.8      	140   	-2.4       	2.9        	1552      	9.9
78        	17:13:52  	846.9 	29.4  	30    	3.9      	138   	-2.6       	2.9        	1559      	9.9
80        	17:13:54  	846.3 	29.4  	30    	4.0      	137   	-2.7       	2.9        	1566      	9.9
82        	17:13:56  	845.7 	29.4  	30    	4.0      	136   	-2.8       	2.9        	1572      	10.0
84        	17:13:58  	845.1 	29.3  	30    	4.2      	134   	-3.0       	2.9        	1578      	10.0
86        	17:14:00  	844.5 	29.3  	30    	4.3      	131   	-3.2       	2.8        	1584      	10.0
88        	17:14:02  	844.0 	29.2  	30    	4.3      	127   	-3.4       	2.6        	1590      	9.9
90        	17:14:04  	843.4 	29.1  	30    	4.4      	125   	-3.6       	2.5        	1596      	9.8
92        	17:14:06  	842.8 	29.1  	30    	4.4      	123   	-3.7       	2.4        	1602      	9.8
94        	17:14:08  	842.3 	29.0  	30    	4.4      	120   	-3.8       	2.2        	1608      	9.7
96        	17:14:10  	841.7 	29.0  	30    	4.4      	117   	-3.9       	2.0        	1614      	9.6
98        	17:14:12  	841.1 	29.0  	30    	4.3      	116   	-3.9       	1.9        	1620      	9.6
100       	17:14:14  	840.6 	29.0  	30    	4.3      	114   	-3.9       	1.7        	1626      	9.6
102       	17:14:16  	840.0 	29.0  	30    	4.2      	111   	-3.9       	1.5        	1632      	9.5
104       	17:14:18  	839.4 	28.9  	30    	4.1      	110   	-3.9       	1.4        	1638      	9.4
106       	17:14:20  	838.8 	28.8  	30    	4.0      	110   	-3.8       	1.4        	1644      	9.4
108       	17:14:22  	838.2 	28.8  	30    	4.0      	109   	-3.8       	1.3        	1651      	9.4
110       	17:14:24  	837.6 	28.8  	30    	3.8      	110   	-3.6       	1.3        	1657      	9.4
112       	17:14:26  	837.0 	28.7  	30    	3.6      	109   	-3.4       	1.2        	1663      	9.4
114       	17:14:28  	836.4 	28.6  	30    	3.4      	109   	-3.2       	1.1        	1670      	9.4
116       	17:14:30  	836.0 	28.6  	30    	3.2      	108   	-3.0       	1.0        	1675      	9.3
118       	17:14:32  	835.5 	28.6  	30    	3.0      	110   	-2.8       	1.0        	1680      	9.3
120       	17:14:34  	835.0 	28.6  	30    	2.8      	108   	-2.7       	0.9        	1685      	9.2
122       	17:14:36  	834.6 	28.6  	30    	2.6      	108   	-2.5       	0.8        	1690      	9.1
124       	17:14:38  	834.1 	28.6  	29    	2.5      	108   	-2.4       	0.8        	1695      	9.0
126       	17:14:40  	833.6 	28.6  	29    	2.3      	108   	-2.2       	0.7        	1699      	8.9
128       	17:14:42  	833.2 	28.5  	29    	2.2      	106   	-2.1       	0.6        	1705      	8.7
130       	17:14:44  	832.7 	28.5  	29    	2.1      	107   	-2.0       	0.6        	1710      	8.6
132       	17:14:46  	832.2 	28.5  	29    	2.1      	107   	-2.0       	0.6        	1715      	8.6
134       	17:14:48  	831.7 	28.5  	29    	2.1      	107   	-2.0       	0.6        	1720      	8.6
136       	17:14:50  	831.2 	28.4  	29    	2.1      	107   	-2.0       	0.6        	1725      	8.5
