Time [sec]	Time (UTC)	P [mB]	T [°F]	Hu [%]	Ws [mi/h]	Wd [°]	Ws U [mi/h]	Ws V [mi/h]	Geopot [m]	Dew [°F]
122       	17:02:30  	798.4 	18.7  	23    	4.7      	271   	4.7        	-0.1       	2057      	-3.0
124       	17:02:32  	797.3 	18.5  	23    	4.5      	262   	4.5        	0.6        	2069      	-3.1
126       	17:02:34  	796.2 	18.4  	23    	4.5      	253   	4.3        	1.3        	2082      	-3.2
128       	17:02:36  	795.0 	18.3  	23    	4.6      	246   	4.2        	1.9        	2094      	-3.2
130       	17:02:38  	793.9 	18.2  	23    	4.6      	243   	4.1        	2.1        	2107      	-3.3
132       	17:02:40  	792.7 	18.1  	23    	4.8      	240   	4.1        	2.4        	2119      	-3.3
134       	17:02:42  	791.6 	17.9  	23    	4.8      	237   	4.0        	2.6        	2132      	-3.5
136       	17:02:44  	790.5 	17.8  	23    	5.1      	231   	4.0        	3.2        	2144      	-3.6
138       	17:02:46  	789.4 	17.7  	23    	5.5      	226   	4.0        	3.8        	2155      	-3.7
140       	17:02:48  	788.4 	17.7  	23    	5.9      	222   	4.0        	4.4        	2167      	-3.9
142       	17:02:50  	787.4 	17.8  	23    	6.2      	220   	4.0        	4.8        	2177      	-3.8
144       	17:02:52  	786.5 	18.0  	22    	6.6      	218   	4.0        	5.2        	2187      	-3.8
146       	17:02:54  	785.6 	18.0  	22    	6.8      	216   	4.0        	5.5        	2196      	-4.0
148       	17:02:56  	784.8 	18.0  	22    	7.4      	213   	4.0        	6.2        	2205      	-4.2
150       	17:02:58  	783.9 	18.1  	21    	8.0      	209   	3.9        	7.0        	2214      	-4.3
152       	17:03:00  	783.0 	18.2  	21    	8.7      	207   	3.9        	7.8        	2224      	-4.4
154       	17:03:02  	782.1 	18.3  	21    	9.4      	204   	3.8        	8.6        	2234      	-4.5
156       	17:03:04  	781.2 	18.3  	21    	9.7      	202   	3.7        	9.0        	2244      	-4.7
158       	17:03:06  	780.4 	18.2  	20    	10.2     	201   	3.6        	9.5        	2253      	-4.8
160       	17:03:08  	779.6 	18.1  	20    	10.4     	200   	3.5        	9.8        	2262      	-4.9
162       	17:03:10  	778.8 	18.1  	20    	10.7     	199   	3.4        	10.1       	2271      	-5.0
164       	17:03:12  	777.8 	18.0  	20    	10.9     	198   	3.4        	10.4       	2282      	-5.1
166       	17:03:14  	776.8 	17.9  	20    	11.2     	197   	3.3        	10.7       	2293      	-5.2
168       	17:03:16  	775.8 	17.8  	20    	11.1     	197   	3.3        	10.6       	2304      	-5.3
170       	17:03:18  	774.8 	17.7  	20    	11.0     	197   	3.3        	10.5       	2314      	-5.3
172       	17:03:20  	773.9 	17.7  	20    	10.8     	198   	3.3        	10.3       	2324      	-5.3
174       	17:03:22  	773.0 	17.6  	20    	10.3     	200   	3.6        	9.7        	2334      	-5.4
176       	17:03:24  	772.1 	17.5  	20    	9.9      	203   	3.9        	9.1        	2343      	-5.4
178       	17:03:26  	771.3 	17.4  	20    	9.5      	206   	4.2        	8.5        	2353      	-5.5
180       	17:03:28  	770.4 	17.3  	20    	9.2      	209   	4.5        	8.0        	2363      	-5.6
182       	17:03:30  	769.3 	17.3  	20    	9.0      	212   	4.8        	7.6        	2376      	-5.6
184       	17:03:32  	768.2 	17.2  	21    	8.8      	215   	5.0        	7.2        	2388      	-5.5
186       	17:03:34  	767.0 	17.1  	21    	8.5      	219   	5.3        	6.6        	2400      	-5.6
188       	17:03:36  	766.0 	17.1  	21    	8.1      	224   	5.6        	5.9        	2412      	-5.6
190       	17:03:38  	764.9 	16.9  	21    	7.9      	229   	5.9        	5.2        	2424      	-5.6
192       	17:03:40  	763.8 	16.9  	21    	7.7      	233   	6.2        	4.6        	2436      	-5.6
194       	17:03:42  	762.8 	16.8  	21    	7.5      	235   	6.2        	4.3        	2448      	-5.7
196       	17:03:44  	761.7 	16.7  	21    	7.4      	237   	6.2        	4.0        	2459      	-5.7
198       	17:03:46  	760.6 	16.6  	21    	7.3      	238   	6.2        	3.8        	2472      	-5.8
200       	17:03:48  	759.5 	16.5  	21    	7.4      	242   	6.5        	3.5        	2484      	-5.8
202       	17:03:50  	758.5 	16.4  	21    	7.6      	244   	6.8        	3.3        	2496      	-5.8
204       	17:03:52  	757.4 	16.3  	21    	7.7      	247   	7.1        	3.0        	2508      	-5.8
206       	17:03:54  	756.4 	16.2  	21    	7.9      	248   	7.3        	2.9        	2520      	-5.8
208       	17:03:56  	755.4 	16.1  	21    	8.2      	248   	7.6        	3.0        	2531      	-5.9
210       	17:03:58  	754.4 	16.0  	22    	8.4      	249   	7.8        	3.0        	2542      	-5.9
212       	17:04:00  	753.5 	15.9  	22    	8.6      	250   	8.1        	3.0        	2552      	-5.9
214       	17:04:02  	752.6 	15.8  	22    	9.0      	250   	8.4        	3.1        	2562      	-5.9
216       	17:04:04  	751.7 	15.7  	22    	9.3      	250   	8.7        	3.2        	2572      	-6.0
218       	17:04:06  	750.8 	15.6  	22    	9.6      	250   	9.0        	3.3        	2581      	-6.0
220       	17:04:08  	749.9 	15.5  	22    	9.6      	250   	9.0        	3.3        	2592      	-6.1
222       	17:04:10  	749.0 	15.4  	22    	9.6      	249   	9.0        	3.4        	2602      	-6.1
224       	17:04:12  	748.0 	15.3  	22    	9.7      	249   	9.0        	3.5        	2613      	-6.2
226       	17:04:14  	747.1 	15.2  	22    	9.9      	249   	9.2        	3.6        	2624      	-6.2
228       	17:04:16  	746.2 	15.2  	22    	10.0     	248   	9.3        	3.8        	2634      	-6.3
230       	17:04:18  	745.3 	15.2  	22    	10.3     	248   	9.5        	3.9        	2645      	-6.3
232       	17:04:20  	744.4 	15.1  	22    	10.4     	247   	9.6        	4.1        	2654      	-6.3
234       	17:04:22  	743.6 	15.1  	22    	10.5     	247   	9.7        	4.1        	2664      	-6.3
236       	17:04:24  	742.9 	15.0  	22    	10.8     	247   	9.9        	4.2        	2672      	-6.3
238       	17:04:26  	742.2 	14.9  	22    	11.0     	246   	10.1       	4.4        	2680      	-6.4
240       	17:04:28  	741.5 	14.9  	22    	11.3     	246   	10.3       	4.6        	2688      	-6.4
242       	17:04:30  	740.8 	14.8  	22    	11.6     	246   	10.6       	4.7        	2695      	-6.4
244       	17:04:32  	740.1 	14.7  	23    	11.9     	246   	10.8       	4.9        	2703      	-6.4
246       	17:04:34  	739.5 	14.6  	23    	12.0     	245   	10.9       	5.0        	2711      	-6.5
248       	17:04:36  	738.6 	14.5  	23    	12.1     	245   	11.0       	5.1        	2720      	-6.5
250       	17:04:38  	737.8 	14.4  	23    	12.3     	245   	11.2       	5.2        	2730      	-6.6
252       	17:04:40  	736.9 	14.3  	23    	12.7     	245   	11.5       	5.3        	2739      	-6.6
254       	17:04:42  	736.0 	14.3  	23    	13.0     	245   	11.8       	5.4        	2750      	-6.7
256       	17:04:44  	735.0 	14.2  	23    	13.3     	246   	12.1       	5.5        	2761      	-6.7
258       	17:04:46  	734.1 	14.1  	23    	13.6     	246   	12.4       	5.5        	2772      	-6.7
260       	17:04:48  	733.2 	14.0  	23    	13.7     	246   	12.6       	5.5        	2782      	-6.8
262       	17:04:50  	732.3 	13.9  	23    	13.9     	247   	12.8       	5.5        	2793      	-6.8
264       	17:04:52  	731.5 	13.8  	23    	14.0     	247   	12.9       	5.5        	2802      	-6.8
266       	17:04:54  	730.7 	13.7  	23    	14.1     	247   	13.0       	5.4        	2811      	-6.8
268       	17:04:56  	730.0 	13.7  	23    	14.2     	248   	13.1       	5.4        	2819      	-6.8
270       	17:04:58  	729.2 	13.6  	23    	14.2     	248   	13.2       	5.3        	2828      	-6.8
272       	17:05:00  	728.5 	13.5  	23    	14.1     	248   	13.1       	5.2        	2836      	-6.9
274       	17:05:02  	727.8 	13.5  	24    	14.0     	249   	13.0       	5.1        	2845      	-6.9
276       	17:05:04  	727.1 	13.4  	24    	14.0     	249   	13.0       	5.1        	2853      	-6.9
278       	17:05:06  	726.3 	13.3  	24    	13.9     	249   	13.0       	5.0        	2860      	-7.0
280       	17:05:08  	725.5 	13.2  	24    	14.0     	249   	13.1       	5.0        	2869      	-7.1
282       	17:05:10  	724.8 	13.1  	24    	14.0     	249   	13.1       	4.9        	2880      	-7.2
284       	17:05:12  	723.9 	13.0  	24    	14.2     	250   	13.3       	4.9        	2890      	-7.3
286       	17:05:14  	723.0 	12.9  	24    	14.3     	250   	13.4       	4.9        	2900      	-7.4
288       	17:05:16  	722.1 	12.9  	24    	14.5     	250   	13.6       	4.9        	2910      	-7.4
290       	17:05:18  	721.3 	12.8  	24    	14.6     	250   	13.8       	4.9        	2920      	-7.5
292       	17:05:20  	720.5 	12.7  	24    	14.8     	251   	14.0       	4.8        	2930      	-7.5
294       	17:05:22  	719.7 	12.6  	24    	15.1     	252   	14.3       	4.7        	2939      	-7.6
296       	17:05:24  	718.9 	12.6  	24    	15.3     	253   	14.6       	4.6        	2947      	-7.6
298       	17:05:26  	718.2 	12.5  	24    	15.4     	253   	14.7       	4.5        	2956      	-7.7
300       	17:05:28  	717.5 	12.4  	24    	15.4     	253   	14.8       	4.4        	2964      	-7.7
302       	17:05:30  	716.7 	12.3  	24    	15.5     	254   	14.9       	4.4        	2973      	-7.8
304       	17:05:32  	716.0 	12.2  	24    	15.6     	254   	15.0       	4.4        	2981      	-7.8
306       	17:05:34  	715.3 	12.2  	24    	15.7     	254   	15.1       	4.3        	2990      	-7.8
308       	17:05:36  	714.6 	12.1  	24    	15.9     	254   	15.3       	4.3        	2999      	-7.8
310       	17:05:38  	713.8 	12.0  	24    	15.9     	254   	15.3       	4.4        	3007      	-7.9
312       	17:05:40  	713.1 	11.9  	24    	15.9     	254   	15.3       	4.4        	3015      	-7.9
314       	17:05:42  	712.4 	11.8  	24    	15.9     	254   	15.3       	4.5        	3023      	-7.9
316       	17:05:44  	711.7 	11.7  	24    	16.0     	253   	15.3       	4.6        	3031      	-7.9
318       	17:05:46  	711.1 	11.7  	24    	16.0     	253   	15.3       	4.7        	3039      	-7.9
320       	17:05:48  	710.3 	11.6  	24    	16.0     	253   	15.3       	4.8        	3048      	-7.9
322       	17:05:50  	709.6 	11.6  	25    	16.1     	253   	15.4       	4.8        	3056      	-8.0
324       	17:05:52  	708.8 	11.4  	25    	16.2     	253   	15.5       	4.8        	3065      	-8.0
326       	17:05:54  	707.9 	11.3  	25    	16.3     	253   	15.6       	4.8        	3076      	-8.1
328       	17:05:56  	707.1 	11.2  	25    	16.4     	253   	15.7       	4.7        	3086      	-8.1
330       	17:05:58  	706.2 	11.1  	25    	16.5     	253   	15.8       	4.7        	3097      	-8.2
332       	17:06:00  	705.5 	11.1  	25    	16.6     	254   	15.9       	4.7        	3106      	-8.2
334       	17:06:02  	704.8 	11.0  	25    	16.7     	254   	16.0       	4.7        	3113      	-8.2
336       	17:06:04  	704.1 	11.0  	25    	16.8     	254   	16.1       	4.7        	3121      	-8.3
338       	17:06:06  	703.4 	10.9  	25    	16.9     	254   	16.2       	4.7        	3129      	-8.4
340       	17:06:08  	702.8 	10.8  	25    	16.9     	254   	16.3       	4.6        	3137      	-8.5
342       	17:06:10  	702.1 	10.7  	25    	16.9     	254   	16.3       	4.6        	3145      	-8.5
344       	17:06:12  	701.4 	10.6  	25    	16.9     	254   	16.3       	4.6        	3154      	-8.5
346       	17:06:14  	700.7 	10.6  	25    	16.9     	254   	16.3       	4.6        	3162      	-8.5
348       	17:06:16  	700.0 	10.5  	25    	16.9     	254   	16.3       	4.6        	3170      	-8.5
350       	17:06:18  	699.4 	10.5  	25    	16.9     	254   	16.3       	4.6        	3177      	-8.5
352       	17:06:20  	698.8 	10.4  	25    	16.9     	254   	16.3       	4.6        	3184      	-8.5
354       	17:06:22  	698.2 	10.4  	25    	16.9     	254   	16.3       	4.6        	3191      	-8.5
356       	17:06:24  	697.6 	10.3  	26    	17.1     	254   	16.5       	4.6        	3199      	-8.5
358       	17:06:26  	697.0 	10.3  	26    	17.4     	255   	16.8       	4.6        	3206      	-8.5
360       	17:06:28  	696.4 	10.2  	26    	17.7     	255   	17.1       	4.5        	3213      	-8.5
362       	17:06:30  	695.7 	10.2  	26    	18.0     	255   	17.4       	4.5        	3221      	-8.3
364       	17:06:32  	695.1 	10.2  	26    	18.2     	256   	17.7       	4.4        	3229      	-8.2
366       	17:06:34  	694.4 	10.2  	27    	18.5     	256   	18.0       	4.4        	3237      	-8.1
368       	17:06:36  	693.8 	10.1  	27    	18.9     	257   	18.4       	4.3        	3244      	-8.1
370       	17:06:38  	693.1 	10.1  	27    	19.2     	257   	18.7       	4.3        	3252      	-8.0
372       	17:06:40  	692.5 	10.0  	27    	19.5     	258   	19.0       	4.2        	3260      	-8.0
374       	17:06:42  	691.8 	10.0  	27    	19.8     	258   	19.3       	4.2        	3268      	-7.9
376       	17:06:44  	691.1 	10.0  	27    	19.8     	258   	19.4       	4.2        	3277      	-7.9
378       	17:06:46  	690.4 	10.0  	27    	19.8     	258   	19.4       	4.2        	3285      	-7.9
380       	17:06:48  	689.6 	9.9   	27    	19.8     	258   	19.4       	4.2        	3294      	-7.9
382       	17:06:50  	688.9 	9.9   	28    	19.8     	258   	19.4       	4.2        	3302      	-7.9
384       	17:06:52  	688.2 	9.8   	28    	19.9     	258   	19.5       	4.0        	3311      	-7.9
386       	17:06:54  	687.5 	9.8   	28    	19.9     	259   	19.6       	3.7        	3320      	-7.9
388       	17:06:56  	686.8 	9.7   	28    	20.1     	260   	19.8       	3.5        	3329      	-7.9
390       	17:06:58  	686.0 	9.7   	28    	20.2     	261   	19.9       	3.2        	3337      	-8.0
392       	17:07:00  	685.2 	9.6   	28    	20.2     	262   	20.0       	2.9        	3346      	-8.0
394       	17:07:02  	684.4 	9.5   	28    	20.3     	262   	20.1       	2.7        	3356      	-8.0
396       	17:07:04  	683.6 	9.4   	28    	20.4     	263   	20.3       	2.4        	3366      	-7.9
398       	17:07:06  	682.8 	9.3   	28    	20.5     	264   	20.4       	2.1        	3377      	-8.0
400       	17:07:08  	682.0 	9.3   	29    	20.6     	265   	20.5       	1.9        	3387      	-8.0
402       	17:07:10  	681.2 	9.2   	29    	20.7     	266   	20.6       	1.6        	3396      	-7.9
404       	17:07:12  	680.4 	9.1   	29    	20.8     	266   	20.7       	1.5        	3406      	-8.0
406       	17:07:14  	679.6 	9.0   	29    	20.8     	266   	20.7       	1.6        	3415      	-8.0
408       	17:07:16  	678.9 	8.9   	29    	20.7     	265   	20.6       	1.7        	3424      	-8.1
410       	17:07:18  	678.1 	8.8   	29    	20.7     	265   	20.6       	1.7        	3434      	-8.1
412       	17:07:20  	677.4 	8.7   	29    	20.7     	265   	20.6       	1.8        	3443      	-8.1
414       	17:07:22  	676.6 	8.6   	30    	20.7     	265   	20.6       	1.9        	3451      	-8.1
416       	17:07:24  	676.0 	8.6   	30    	20.6     	264   	20.5       	2.0        	3459      	-8.1
418       	17:07:26  	675.3 	8.5   	30    	20.6     	264   	20.5       	2.1        	3467      	-8.1
420       	17:07:28  	674.7 	8.4   	30    	20.6     	264   	20.5       	2.2        	3475      	-8.1
422       	17:07:30  	673.9 	8.3   	30    	20.6     	264   	20.5       	2.2        	3485      	-8.1
424       	17:07:32  	673.1 	8.2   	30    	20.5     	264   	20.4       	2.3        	3495      	-8.1
426       	17:07:34  	672.3 	8.1   	31    	20.5     	263   	20.4       	2.4        	3505      	-8.0
428       	17:07:36  	671.5 	8.0   	31    	20.6     	263   	20.5       	2.4        	3515      	-8.0
430       	17:07:38  	670.7 	7.9   	31    	20.7     	263   	20.6       	2.4        	3525      	-7.9
432       	17:07:40  	669.8 	7.9   	32    	20.7     	263   	20.6       	2.4        	3535      	-7.8
434       	17:07:42  	669.1 	7.8   	32    	20.8     	263   	20.7       	2.4        	3544      	-7.7
436       	17:07:44  	668.4 	7.7   	33    	20.9     	263   	20.8       	2.5        	3553      	-7.7
438       	17:07:46  	667.6 	7.6   	33    	20.9     	263   	20.8       	2.5        	3562      	-7.6
440       	17:07:48  	666.9 	7.5   	33    	21.0     	263   	20.9       	2.5        	3571      	-7.5
442       	17:07:50  	666.2 	7.4   	33    	21.1     	263   	21.0       	2.5        	3580      	-7.6
444       	17:07:52  	665.5 	7.4   	34    	21.3     	263   	21.1       	2.7        	3589      	-7.5
446       	17:07:54  	664.7 	7.3   	34    	21.5     	263   	21.3       	2.8        	3598      	-7.5
448       	17:07:56  	663.9 	7.2   	34    	21.6     	262   	21.4       	2.9        	3608      	-7.5
450       	17:07:58  	663.1 	7.2   	34    	21.7     	262   	21.5       	3.1        	3617      	-7.5
452       	17:08:00  	662.4 	7.0   	34    	21.9     	262   	21.7       	3.2        	3627      	-7.5
454       	17:08:02  	661.6 	7.0   	35    	22.0     	261   	21.8       	3.3        	3637      	-7.6
456       	17:08:04  	660.8 	6.9   	35    	22.2     	261   	21.9       	3.5        	3647      	-7.6
458       	17:08:06  	660.1 	6.8   	35    	22.3     	261   	22.0       	3.6        	3655      	-7.6
460       	17:08:08  	659.4 	6.7   	35    	22.4     	260   	22.1       	3.7        	3664      	-7.6
462       	17:08:10  	658.7 	6.7   	35    	22.5     	260   	22.2       	3.8        	3673      	-7.6
464       	17:08:12  	658.0 	6.6   	35    	22.5     	260   	22.2       	3.9        	3682      	-7.6
466       	17:08:14  	657.2 	6.6   	35    	22.5     	260   	22.2       	3.9        	3691      	-7.6
468       	17:08:16  	656.5 	6.5   	36    	22.5     	260   	22.2       	3.9        	3700      	-7.6
470       	17:08:18  	655.8 	6.4   	36    	22.5     	260   	22.2       	3.9        	3709      	-7.7
472       	17:08:20  	655.1 	6.4   	36    	22.5     	260   	22.2       	3.9        	3717      	-7.7
474       	17:08:22  	654.4 	6.2   	35    	22.5     	260   	22.2       	3.9        	3726      	-7.9
476       	17:08:24  	653.7 	6.1   	35    	22.5     	260   	22.2       	3.9        	3735      	-8.1
478       	17:08:26  	653.0 	6.0   	35    	22.5     	260   	22.2       	3.9        	3744      	-8.2
480       	17:08:28  	652.3 	6.0   	35    	22.5     	260   	22.2       	3.9        	3753      	-8.3
482       	17:08:30  	651.6 	5.9   	35    	22.5     	260   	22.2       	3.9        	3762      	-8.5
484       	17:08:32  	650.9 	5.9   	34    	22.5     	260   	22.2       	3.9        	3771      	-8.6
486       	17:08:34  	650.2 	5.8   	34    	22.5     	260   	22.2       	3.9        	3779      	-8.7
488       	17:08:36  	649.5 	5.7   	34    	22.5     	260   	22.2       	3.9        	3788      	-8.7
490       	17:08:38  	648.8 	5.6   	34    	22.5     	260   	22.2       	3.9        	3797      	-8.8
492       	17:08:40  	648.1 	5.6   	35    	22.5     	260   	22.2       	3.9        	3806      	-8.7
494       	17:08:42  	647.4 	5.5   	35    	22.5     	260   	22.2       	3.9        	3815      	-8.7
496       	17:08:44  	646.7 	5.5   	35    	22.5     	260   	22.2       	3.9        	3824      	-8.6
498       	17:08:46  	646.0 	5.5   	36    	22.5     	260   	22.2       	3.9        	3833      	-8.4
500       	17:08:48  	645.3 	5.4   	36    	22.5     	260   	22.2       	3.9        	3842      	-8.3
502       	17:08:50  	644.6 	5.3   	37    	22.5     	260   	22.2       	3.9        	3850      	-8.2
504       	17:08:52  	643.9 	5.2   	38    	22.5     	260   	22.2       	3.9        	3859      	-8.0
506       	17:08:54  	643.2 	5.1   	38    	22.5     	260   	22.2       	3.9        	3868      	-7.9
508       	17:08:56  	642.4 	5.0   	38    	22.5     	260   	22.2       	3.9        	3877      	-7.9
510       	17:08:58  	641.7 	4.9   	39    	22.5     	260   	22.2       	3.9        	3886      	-7.9
512       	17:09:00  	641.0 	4.9   	39    	22.5     	260   	22.2       	3.9        	3895      	-8.0
514       	17:09:02  	640.3 	4.9   	38    	22.5     	260   	22.2       	3.9        	3904      	-8.3
516       	17:09:04  	639.6 	4.8   	37    	22.5     	260   	22.2       	3.9        	3913      	-8.5
518       	17:09:06  	638.9 	4.8   	36    	22.8     	260   	22.5       	3.9        	3922      	-8.9
520       	17:09:08  	638.2 	4.7   	35    	23.2     	261   	22.9       	3.8        	3931      	-9.3
522       	17:09:10  	637.5 	4.6   	34    	23.6     	261   	23.3       	3.8        	3941      	-9.7
524       	17:09:12  	636.8 	4.6   	34    	24.0     	261   	23.7       	3.8        	3950      	-10.0
526       	17:09:14  	636.1 	4.6   	33    	24.4     	261   	24.1       	3.8        	3959      	-10.2
528       	17:09:16  	635.3 	4.5   	33    	24.8     	261   	24.5       	3.7        	3968      	-10.3
530       	17:09:18  	634.7 	4.4   	33    	25.1     	262   	24.8       	3.7        	3977      	-10.4
532       	17:09:20  	634.0 	4.4   	34    	25.5     	262   	25.2       	3.7        	3986      	-10.2
534       	17:09:22  	633.3 	4.3   	34    	25.9     	262   	25.6       	3.6        	3995      	-10.2
536       	17:09:24  	632.6 	4.3   	34    	26.2     	262   	26.0       	3.6        	4003      	-10.0
538       	17:09:26  	631.9 	4.2   	35    	26.4     	262   	26.2       	3.6        	4012      	-9.7
540       	17:09:28  	631.2 	4.2   	36    	26.4     	262   	26.2       	3.6        	4021      	-9.4
542       	17:09:30  	630.5 	4.1   	37    	26.4     	262   	26.2       	3.6        	4030      	-9.1
544       	17:09:32  	629.8 	4.0   	38    	26.4     	262   	26.2       	3.6        	4039      	-8.8
546       	17:09:34  	629.1 	4.0   	39    	26.4     	262   	26.2       	3.6        	4048      	-8.6
548       	17:09:36  	628.4 	3.9   	40    	26.4     	262   	26.2       	3.6        	4057      	-8.3
