2024-08-28 16:52:22,504 - value: --
2024-08-28 16:52:22,509 - value: --
2024-08-28 16:52:22,509 - value: --
2024-08-28 16:52:22,999 - value: --
2024-08-28 16:52:24,001 - value: --
2024-08-28 16:52:24,503 - value: --
2024-08-28 16:52:25,505 - value: 22.75
2024-08-28 16:52:26,504 - value: 22.76
2024-08-28 16:52:27,011 - value: 22.82
2024-08-28 16:52:28,007 - value: 23.06
2024-08-28 16:52:29,007 - value: 23.36
2024-08-28 16:52:30,008 - value: 23.78
2024-08-28 16:52:31,009 - value: 23.92
2024-08-28 16:52:31,510 - value: 23.98
2024-08-28 16:52:32,511 - value: 24.09
2024-08-28 16:52:33,999 - value: 24.11
2024-08-28 16:52:34,147 - value: 23.83
2024-08-28 16:52:35,022 - value: 23.51
2024-08-28 16:52:35,924 - value: 23.52
2024-08-28 16:52:36,830 - value: 23.46
2024-08-28 16:52:37,739 - value: 23.24
2024-08-28 16:52:38,742 - value: 23.33
2024-08-28 16:52:39,647 - value: 23.55
2024-08-28 16:52:40,453 - value: 23.82
2024-08-28 16:52:41,358 - value: 23.83
2024-08-28 16:52:42,263 - value: 23.81
2024-08-28 16:52:43,171 - value: 23.87
2024-08-28 16:52:44,075 - value: 23.93
2024-08-28 16:52:44,981 - value: 23.81
2024-08-28 16:52:45,787 - value: 23.58
2024-08-28 16:52:46,776 - value: 23.67
2024-08-28 16:52:47,684 - value: 23.81
2024-08-28 16:52:48,498 - value: 23.88
2024-08-28 16:52:49,390 - value: 23.97
2024-08-28 16:52:50,295 - value: 24.03
2024-08-28 16:52:51,199 - value: 24.10
2024-08-28 16:52:52,107 - value: 24.19
2024-08-28 16:52:53,117 - value: 24.30
2024-08-28 16:52:54,028 - value: 24.37
2024-08-28 16:52:54,832 - value: 24.36
2024-08-28 16:52:55,738 - value: 24.08
2024-08-28 16:52:56,544 - value: 23.94
2024-08-28 16:52:57,449 - value: 23.94
2024-08-28 16:52:58,357 - value: 23.94
2024-08-28 16:52:59,259 - value: 23.73
2024-08-28 16:53:00,166 - value: 23.29
2024-08-28 16:53:01,070 - value: 22.85
2024-08-28 16:53:01,977 - value: 22.53
2024-08-28 16:53:02,884 - value: 22.42
2024-08-28 16:53:03,785 - value: 22.43
2024-08-28 16:53:04,590 - value: 22.23
2024-08-28 16:53:05,496 - value: 22.57
2024-08-28 16:53:06,401 - value: 22.64
