UDAQ_mixing_height_m_15min_avg,UDAQ_mixing_height_m_15min_avg_smoothed,Time_start_15min_local
2050,1660.353,3804687000
2050,1633.7538,3804687900
2053.5,1592.4548,3804688800
2061,1542.3759,3804689700
2068.5,1494.9709,3804690600
2076,1441.2822,3804691500
2080,1381.6028,3804692400
2080,1316.5029,3804693300
2080,1246.8296,3804694200
2080,1173.6887,3804695100
1898,1098.4083,3804696000
1508,1022.4813,3804696900
1118,947.48981,3804697800
728,875.01257,3804698700
520,790.46002,3804699600
520,713.90094,3804700500
520,660.10364,3804701400
520,613.05573,3804702300
469.83334,572.55457,3804703200
362.33334,537.95367,3804704100
254.83333,508.29642,3804705000
147.33333,482.58173,3804705900
128.5,460.20499,3804706800
211,441.62271,3804707700
293.5,427.83685,3804708600
376,414.19913,3804709500
431.66666,415.46716,3804710400
456.66666,415.46716,3804711300
481.66666,415.46716,3804712200
506.66666,415.32614,3804713100
508.33334,414.7677,3804714000
483.33334,414.21109,3804714900
458.33334,413.65451,3804715800
433.33334,413.0979,3804716700
420,412.54132,3804717600
420,411.98471,3804718500
420,411.4281,3804719400
420,410.87152,3804720300
416.5,410.17575,3804721200
409,409.48001,3804722100
401.5,408.92343,3804723000
394,408.36682,3804723900
392.33334,407.81021,3804724800
397.33334,407.25363,3804725700
402.33334,406.69702,3804726600
407.33334,406.14041,3804727500
386.66666,405.58383,3804728400
336.66666,405.02722,3804729300
286.66666,404.47064,3804730200
236.66667,404.30966,3804731100
318.5,404.98395,3804732000
551,407.46396,3804732900
783.5,411.89047,3804733800
1016,419.32553,3804734700
1383.8334,430.58185,3804735600
1906.3334,446.42358,3804736500
2428.8333,467.52472,3804737400
2951.3333,494.43246,3804738300
2864.8333,527.5368,3804739200
2082.3333,567.04773,3804740100
1299.8334,612.98041,3804741000
517.33331,665.14905,3804741900
157.16667,738.79266,3804742800
279.66666,819.87372,3804743700
402.16666,889.65582,3804744600
524.66669,962.59967,3804745500
562,1037.6581,3804746400
502,1113.7205,3804747300
442,1189.6511,3804748200
382,1264.3259,3804749100
438.66666,1336.6704,3804750000
628.66669,1405.6929,3804750900
818.66669,1470.5151,3804751800
1008.6667,1530.3986,3804752700
1181.1666,1597.127,3804753600
1333.6666,1655.1189,3804754500
1486.1666,1694.2925,3804755400
1638.6666,1727.2963,3804756300
1720,1754.327,3804757200
1720,1775.7266,3804758100
1720,1791.9576,3804759000
1720,1803.5757,3804759900
1741,1811.1962,3804760800
1786,1815.4607,3804761700
1831,1817.0005,3804762600
1876,1816.4027,3804763500
1877.8334,1813.3561,3804764400
1830.3334,1808.6282,3804765300
1782.8334,1803.7994,3804766200
1735.3334,1798.1411,3804767100
1687.8334,1791.536,3804768000
1640.3334,1783.7083,3804768900
1592.8334,1774.2343,3804769800
1545.3334,1762.563,3804770700
1520,1748.0452,3804771600
1520,1729.969,3804772500
1520,1707.6038,3804773400
1520,1680.2476,3804774300
1516.5,1637.7733,3804775200
1509,1586.2692,3804776100
1501.5,1537.5153,3804777000
1494,1482.2986,3804777900
1486.5,1420.9208,3804778800
1479,1353.9683,3804779700
1471.5,1282.3121,3804780600
1464,1207.0898,3804781500
1337.5,1129.6671,3804782400
1075,1051.5793,3804783300
812.5,974.45374,3804784200
550,899.91388,3804785100
410,812.95514,3804786000
410,734.21729,3804786900
410,678.88904,3804787800
410,630.50226,3804788700
376.16666,588.84845,3804789600
303.66666,584.33667,3804790500
231.16667,579.82489,3804791400
158.66667,575.31311,3804792300
151.5,570.80127,3804793200
219,566.28949,3804794100
286.5,561.77771,3804795000
354,557.26593,3804795900
423.83334,552.75415,3804796800
496.33334,552.75415,3804797700
568.83331,552.75415,3804798600
641.33331,552.56653,3804799500
646.16669,551.82355,3804800400
573.66669,551.08301,3804801300
501.16666,550.34253,3804802200
428.66666,549.60199,3804803100
357.33334,548.86145,3804804000
287.33334,548.12091,3804804900
217.33333,547.38043,3804805800
147.33333,546.63989,3804806700
138,545.71423,3804807600
198,544.78857,3804808500
258,544.0481,3804809400
318,543.30756,3804810300
350,542.56702,3804811200
350,541.82654,3804812100
350,541.086,3804813000
350,540.34546,3804813900
341.83334,539.60492,3804814800
324.33334,538.86444,3804815700
306.83334,538.1239,3804816600
289.33334,537.90973,3804817500
270.66666,538.80688,3804818400
250.66667,542.10632,3804819300
230.66667,547.99554,3804820200
210.66667,557.88745,3804821100
200,572.86334,3804822000
200,593.93982,3804822900
200,622.01361,3804823800
200,657.81274,3804824700
252.5,701.85608,3804825600
365,754.42297,3804826500
477.5,815.53363,3804827400
590,884.94092,3804828300
640.66669,982.91925,3804829200
620.66669,1090.7928,3804830100
600.66669,1183.6337,3804831000
580.66669,1280.6812,3804831900
580.5,1380.5417,3804832800
603,1481.7383,3804833700
625.5,1582.7594,3804834600
648,1682.1099,3804835500
742.83331,1778.3599,3804836400
920.33331,1870.1899,3804837300
1097.8334,1956.4321,3804838200
1275.3334,2036.1034,3804839100
1370,2124.8816,3804840000
1370,2202.0364,3804840900
1370,2254.1545,3804841800
1370,2298.064,3804842700
1417.8334,2334.0269,3804843600
1520.3334,2362.4976,3804844500
1622.8334,2384.092,3804845400
1725.3334,2399.5493,3804846300
1896.6666,2409.688,3804847200
2146.6667,2415.3616,3804848100
2396.6667,2417.4102,3804849000
2646.6667,2416.6147,3804849900
2720.5,2412.5615,3804850800
2593,2406.2712,3804851700
2465.5,2399.8469,3804852600
2338,2392.3188,3804853500
2280.5,2383.5312,3804854400
2303,2373.1167,3804855300
2325.5,2360.5122,3804856200
2348,2344.9844,3804857100
2327.3333,2325.6692,3804858000
2257.3333,2301.6199,3804858900
2187.3333,2271.8643,3804859800
2117.3333,2235.4685,3804860700
2018.5555,2178.9592,3804861600
1886.8889,2110.436,3804862500
1755.2222,2045.5718,3804863400
1623.5555,1972.1094,3804864300
1491.8889,1890.45,3804865200
1360.2222,1801.3735,3804866100
1228.5555,1706.0394,3804867000
1096.8889,1605.9606,3804867900
965.22223,1502.9542,3804868800
833.55554,1399.0632,3804869700
701.88892,1296.4523,3804870600
570.22223,1197.2815,3804871500
525.66669,1081.588,3804872400
580.66669,976.83209,3804873300
635.66669,903.22119,3804874200
690.66669,838.8454,3804875100
724.66669,783.42755,3804876000
734.66669,736.08307,3804876900
744.66669,695.50299,3804877800
754.66669,660.31757,3804878700
714.5,629.6994,3804879600
617,604.27325,3804880500
519.5,585.41003,3804881400
422,566.74951,3804882300
372.33334,560.94006,3804883200
377.33334,560.94006,3804884100
382.33334,560.94006,3804885000
387.33334,560.74969,3804885900
378.33334,559.99567,3804886800
353.33334,559.2442,3804887700
328.33334,558.49274,3804888600
303.33334,557.74121,3804889500
329.66666,556.98975,3804890400
414.66666,556.23822,3804891300
499.66666,555.48676,3804892200
584.66669,554.73529,3804893100
611.33331,553.7959,3804894000
571.33331,552.85657,3804894900
531.33331,552.10504,3804895800
491.33334,551.35358,3804896700
464.16666,550.60211,3804897600
451.66666,549.85059,3804898500
439.16666,549.09912,3804899400
426.66666,548.34766,3804900300
404.83334,547.59613,3804901200
372.33334,546.84467,3804902100
339.83334,546.09314,3804903000
307.33334,545.87585,3804903900
313.33334,546.78625,3804904800
363.33334,550.13458,3804905700
413.33334,556.11102,3804906600
463.33334,566.14941,3804907500
490,581.34705,3804908400
490,602.73566,3804909300
490,631.22522,3804910200
490,667.5545,3804911100
464.33334,712.25012,3804912000
409.33334,765.59552,3804912900
354.33334,827.61115,3804913800
299.33334,898.04626,3804914700
663.16669,997.47565,3804915600
1505.6666,1106.9468,3804916500
2348.1667,1201.1625,3804917400
3190.6667,1299.6472,3804918300
3348.3333,1400.9867,3804919200
2723.3333,1503.6819,3804920100
2098.3333,1606.199,3804921000
1473.3334,1707.0208,3804921900
1389.6666,1804.6962,3804922800
1924.6666,1897.8862,3804923700
2459.6667,1985.4056,3804924600
2994.6667,2066.2568,3804925500
3271.8333,2156.3496,3804926400
3254.3333,2234.6472,3804927300
3236.8333,2287.5371,3804928200
3219.3333,2332.0969,3804929100
3163.3333,2368.5923,3804930000
3063.3333,2397.4846,3804930900
2963.3333,2419.3989,3804931800
2863.3333,2435.085,3804932700
2922,2445.3738,3804933600
3162,2451.1313,3804934500
3402,2453.2104,3804935400
3642,2452.4033,3804936300
3369.8333,2448.2898,3804937200
2512.3333,2441.9065,3804938100
1654.8334,2435.3872,3804939000
797.33331,2427.7476,3804939900
340,2418.8298,3804940800
340,2408.261,3804941700
340,2395.4697,3804942600
340,2379.7119,3804943500
674.83331,2360.1108,3804944400
1392.3334,2335.7053,3804945300
2109.8333,2305.509,3804946200
2827.3333,2268.5745,3804947100
2868.1667,2211.228,3804948000
2135.6667,2141.6902,3804948900
1403.1666,2075.8655,3804949800
670.66669,2001.3151,3804950700
295.16666,1918.4462,3804951600
327.66666,1828.0508,3804952500
360.16666,1731.3047,3804953400
392.66666,1629.7438,3804954300
414.66666,1525.212,3804955200
424.66666,1419.7825,3804956100
434.66666,1315.6519,3804957000
444.66666,1215.0125,3804957900
446.5,1097.6056,3804958800
439,991.29834,3804959700
431.5,916.59729,3804960600
424,851.26813,3804961500
420,795.0296,3804962400
420,746.98401,3804963300
420,705.80292,3804964200
420,670.09644,3804965100
388.5,639.02484,3804966000
321,613.22217,3804966900
253.5,594.07953,3804967800
186,575.1427,3804968700
151.16667,495.97577,3804969600
153.66667,495.97577,3804970500
156.16667,495.97577,3804971400
158.66667,495.80743,3804972300
151.83333,495.14078,3804973200
134.33333,494.47632,3804974100
116.83334,493.81186,3804975000
99.333336,493.1474,3804975900
161.16667,492.48294,3804976800
313.66666,491.81848,3804977700
466.16666,491.15405,3804978600
618.66669,490.48959,3804979500
690.66669,489.65903,3804980400
670.66669,488.82843,3804981300
650.66669,488.164,3804982200
630.66669,487.49954,3804983100
586.16669,486.83508,3804984000
513.66669,486.17062,3804984900
441.16666,485.50616,3804985800
368.66666,484.84171,3804986700
292.66666,484.17725,3804987600
212.66667,483.51279,3804988500
132.66667,482.84836,3804989400
52.666668,482.65619,3804990300
98.666664,483.46115,3804991200
288.66666,486.42169,3804992100
478.66666,491.70599,3804993000
668.66669,500.58182,3804993900
761.83331,514.01935,3804994800
744.33331,532.93091,3804995700
726.83331,558.12097,3804996600
709.33331,590.24286,3804997500
689.5,629.76215,3804998400
667,676.92938,3804999300
644.5,731.76282,3805000200
622,794.04065,3805001100
603,881.95477,3805002000
588,978.74762,3805002900
573,1062.052,3805003800
558,1149.1309,3805004700
779.83331,1238.7339,3805005600
1272.3334,1329.5356,3805006500
1764.8334,1420.1799,3805007400
2257.3333,1509.3252,3805008300
2462.8333,1595.6885,3805009200
2340.3333,1678.0859,3805010100
2217.8333,1755.4694,3805011000
2095.3333,1826.9569,3805011900
2044,1906.6158,3805012800
2074,1975.8455,3805013700
2104,2022.61,3805014600
2134,2062.009,3805015500
2095.1667,2094.2778,3805016400
1977.6666,2119.8242,3805017300
1860.1666,2139.2004,3805018200
1742.6666,2153.0698,3805019100
1730.1666,2162.167,3805020000
1837.6666,2167.2578,3805020900
1945.1666,2169.0962,3805021800
2052.6667,2168.3826,3805022700
2155.5,2164.7454,3805023600
2253,2159.1013,3805024500
2350.5,2153.3372,3805025400
2448,2146.5823,3805026300
2504.6667,2138.6973,3805027200
2514.6667,2129.3525,3805028100
2524.6667,2118.0427,3805029000
2534.6667,2104.1099,3805029900
2528.3333,2086.7788,3805030800
2503.3333,2065.1997,3805031700
2478.3333,2038.5006,3805032600
2453.3333,2005.8435,3805033500
2392.1667,1955.1385,3805034400
2289.6667,1893.6541,3805035300
2187.1667,1835.4526,3805036200
2084.6667,1769.5363,3805037100
1982.1666,1696.2648,3805038000
1879.6666,1616.3383,3805038900
1777.1666,1530.7966,3805039800
1674.6666,1440.9979,3805040700
1572.1666,1348.5723,3805041600
1469.6666,1255.3528,3805042500
1367.1666,1163.282,3805043400
1264.6666,1074.2979,3805044300
1162.1666,970.48834,3805045200
1059.6666,876.49286,3805046100
957.16669,810.44318,3805047000
854.66669,752.67999,3805047900
752.16669,702.95465,3805048800
649.66669,660.47339,3805049700
547.16669,624.06158,3805050600
444.66666,592.49042,3805051500
392.33334,565.01727,3805052400
397.33334,542.20288,3805053300
402.33334,525.27728,3805054200
407.33334,508.53354,3805055100
439.16666,502.52649,3805056000
501.66666,502.52649,3805056900
564.16669,502.52649,3805057800
626.66669,502.35593,3805058700
630.83331,501.68048,3805059600
568.33331,501.00723,3805060500
505.83334,500.33401,3805061400
443.33334,499.66077,3805062300
410,498.98755,3805063200
410,498.3143,3805064100
410,497.64108,3805065000
410,496.96786,3805065900
405.33334,496.12631,3805066800
395.33334,495.28476,3805067700
385.33334,494.61154,3805068600
375.33334,493.93832,3805069500
353.66666,493.26508,3805070400
318.66666,492.59186,3805071300
283.66666,491.91861,3805072200
248.66667,491.24539,3805073100
230,490.57214,3805074000
230,489.89893,3805074900
230,489.22568,3805075800
230,489.03098,3805076700
213.66667,489.84659,3805077600
178.66667,492.84625,3805078500
143.66667,498.20032,3805079400
108.66666,507.19336,3805080300
91.166664,520.80841,3805081200
93.666664,539.96973,3805082100
96.166664,565.49249,3805083000
98.666664,598.03864,3805083900
97.666664,638.07983,3805084800
92.666664,685.87012,3805085700
87.666664,741.42773,3805086600
82.666664,804.52814,3805087500
493,893.60339,3805088400
1378,991.67468,3805089300
2263,1076.0793,3805090200
3148,1164.3082,3805091100
3553.5,1255.0948,3805092000
3411,1347.0958,3805092900
3268.5,1438.9373,3805093800
3126,1529.26,3805094700
3024.3333,1616.7639,3805095600
2969.3333,1700.2496,3805096500
2914.3333,1778.6552,3805097400
2859.3333,1851.0869,3805098300
2799.6667,1931.798,3805099200
2734.6667,2001.9419,3805100100
2669.6667,2049.3242,3805101000
2604.6667,2089.2437,3805101900
2519.8333,2121.9387,3805102800
2412.3333,2147.8223,3805103700
2304.8333,2167.4546,3805104600
2197.3333,2181.5071,3805105500
2143.5,2190.7244,3805106400
2151,2195.8826,3805107300
2158.5,2197.7451,3805108200
2166,2197.022,3805109100
2173.5,2193.3369,3805110000
2181,2187.6184,3805110900
2188.5,2181.7778,3805111800
2196,2174.9338,3805112700
2173.9443,2166.9446,3805113600
2118.1111,2157.4766,3805114500
2062.2778,2146.0173,3805115400
2006.4445,2131.9004,3805116300
1950.6111,2114.3403,3805117200
1894.7778,2092.4766,3805118100
1838.9445,2065.4246,3805119000
1783.1111,2032.3362,3805119900
1727.2778,1980.9615,3805120800
1671.4445,1918.6649,3805121700
1615.6111,1859.6949,3805122600
1559.7778,1792.9078,3805123500
1503.9445,1718.6686,3805124400
1448.1111,1637.6864,3805125300
1392.2778,1551.0151,3805126200
1336.4445,1460.0303,3805127100
1280.6111,1366.3839,3805128000
1224.7778,1271.9332,3805128900
1168.9445,1178.6462,3805129800
1113.1111,1088.4869,3805130700
1057.2778,983.30634,3805131600
1001.4445,888.06934,3805132500
945.61108,821.14734,3805133400
889.77777,762.62122,3805134300
771.33331,712.23907,3805135200
581.33331,669.19672,3805136100
391.33334,632.30408,3805137000
201.33333,600.31586,3805137900
102.33334,572.47992,3805138800
107.33334,549.3642,3805139700
112.33334,532.21503,3805140600
117.33334,515.25012,3805141500
146.83333,301.08066,3805142400
204.33333,301.08066,3805143300
261.83334,301.08066,3805144200
319.33334,300.97849,3805145100
354.66666,300.57376,3805146000
364.66666,300.17041,3805146900
374.66666,299.76706,3805147800
384.66666,299.36371,3805148700
392.33334,298.96036,3805149600
397.33334,298.55701,3805150500
402.33334,298.15363,3805151400
407.33334,297.75027,3805152300
405.33334,297.24609,3805153200
395.33334,296.74188,3805154100
385.33334,296.33853,3805155000
375.33334,295.93518,3805155900
358.33334,295.53183,3805156800
333.33334,295.12848,3805157700
308.33334,294.72513,3805158600
283.33334,294.32175,3805159500
285.16666,293.9184,3805160400
317.66666,293.51505,3805161300
350.16666,293.11169,3805162200
382.66666,292.99503,3805163100
407,293.4837,3805164000
422,295.28088,3805164900
437,298.48871,3805165800
452,303.87674,3805166700
430.83334,312.03397,3805167600
368.33334,323.51416,3805168500
305.83334,338.80573,3805169400
243.33333,358.30521,3805170300
204.16667,382.29526,3805171200
191.66667,410.92804,3805172100
179.16667,444.21451,3805173000
166.66667,482.02008,3805173900
160,535.38812,3805174800
160,594.14594,3805175700
160,644.71558,3805176600
160,697.57654,3805177500
476.16666,751.96985,3805178400
1153.6666,807.09076,3805179300
1831.1666,862.11609,3805180200
2508.6667,916.23151,3805181100
2858.3333,968.65808,3805182000
2833.3333,1018.6772,3805182900
2808.3333,1065.6526,3805183800
2783.3333,1109.049,3805184700
2689.5,1157.4056,3805185600
2517,1199.4313,3805186500
2344.5,1227.8196,3805187400
2172,1251.7367,3805188300
2038,1271.3253,3805189200
1948,1286.8331,3805190100
1858,1298.5955,3805191000
1768,1307.0149,3805191900
1647.6666,1312.5372,3805192800
1492.6666,1315.6277,3805193700
1337.6666,1316.7435,3805194600
1182.6666,1316.3103,3805195500
1121,1314.1024,3805196400
1166,1310.6763,3805197300
1211,1307.177,3805198200
1256,1303.0765,3805199100
1287.5834,1298.2899,3805200000
1303.8334,1292.6173,3805200900
1320.0834,1285.7517,3805201800
1336.3334,1277.2938,3805202700
1352.5834,1266.7731,3805203600
1368.8334,1253.6736,3805204500
1385.0834,1237.4659,3805205400
1401.3334,1217.6415,3805206300
1417.5834,1186.8612,3805207200
1433.8334,1149.5372,3805208100
1450.0834,1114.2063,3805209000
1466.3334,1074.1919,3805209900
1482.5834,1029.7126,3805210800
1498.8334,981.19348,3805211700
1515.0834,929.26569,3805212600
1531.3334,874.7536,3805213500
1550.5,818.64691,3805214400
1573,762.05829,3805215300
1595.5,706.16693,3805216200
1618,652.14941,3805217100
1484.1666,589.13214,3805218000
1171.6666,532.07245,3805218900
859.16669,491.9772,3805219800
546.66669,456.91223,3805220700
352,426.72656,3805221600
292,400.93845,3805222500
232,378.83481,3805223400
172,359.66959,3805224300
137.66667,342.99213,3805225200
132.66667,329.1427,3805226100
127.66666,324.74783,3805227000
122.66666,320.353,3805227900
121.16666,315.95813,3805228800
123.66666,315.95813,3805229700
126.16666,315.95813,3805230600
128.66667,315.85089,3805231500
137.875,315.42621,3805232400
154.75,315.0029,3805233300
171.625,314.57962,3805234200
188.5,314.15634,3805235100
205.375,313.73306,3805236000
222.25,313.30975,3805236900
239.125,312.88647,3805237800
256,312.4632,3805238700
272.875,311.93408,3805239600
289.75,311.40497,3805240500
306.625,310.98169,3805241400
323.5,310.55841,3805242300
340.375,310.1351,3805243200
357.25,309.71182,3805244100
374.125,309.28854,3805245000
391,308.86526,3805245900
398.83334,308.44196,3805246800
396.33334,308.01868,3805247700
393.83334,307.5954,3805248600
391.33334,307.47296,3805249500
400.5,307.98578,3805250400
423,309.87177,3805251300
445.5,313.2381,3805252200
468,318.89236,3805253100
473,327.4527,3805254000
458,339.50015,3805254900
443,355.54733,3805255800
428,376.01035,3805256700
404.83334,401.18585,3805257600
372.33334,431.23346,3805258500
339.83334,466.16473,3805259400
307.33334,505.83841,3805260300
516.33331,561.84351,3805261200
1001.3333,623.50482,3805262100
1486.3334,676.5733,3805263000
1971.3334,732.04633,3805263900
2191.5,789.12738,3805264800
2109,846.97198,3805265700
2026.5,904.71631,3805266600
1944,961.50574,3805267500
1873.1666,1016.5229,3805268400
1815.6666,1069.0137,3805269300
1758.1666,1118.3103,3805270200
1700.6666,1163.851,3805271100
1680.5,1214.5972,3805272000
1703,1258.6995,3805272900
1725.5,1288.4905,3805273800
1748,1313.5895,3805274700
1730.8334,1334.1461,3805275600
1668.3334,1350.4202,3805276500
1605.8334,1362.7638,3805277400
1543.3334,1371.5991,3805278300
1480.8334,1377.3944,3805279200
1418.3334,1380.6375,3805280100
1355.8334,1381.8086,3805281000
1293.3334,1381.3539,3805281900
1277.5,1379.037,3805282800
1315,1375.4414,3805283700
1352.5,1371.7693,3805284600
1390,1367.4662,3805285500
1397.1666,1362.4431,3805286400
1369.6666,1356.4901,3805287300
1342.1666,1349.2853,3805288200
1314.6666,1340.4094,3805289100
1305.8334,1329.3688,3805290000
1318.3334,1315.6221,3805290900
1330.8334,1298.6135,3805291800
1343.3334,1277.8094,3805292700
1350,1245.5083,3805293600
1350,1206.34,3805294500
1350,1169.2632,3805295400
1350,1127.2715,3805296300
1331.3334,1080.5944,3805297200
1291.3334,1029.6777,3805298100
1251.3334,975.18402,3805299000
1211.3334,917.97833,3805299900
1206.3334,859.09918,3805300800
1241.3334,799.71429,3805301700
1276.3334,741.06116,3805302600
1311.3334,684.37445,3805303500
1229.6666,618.24329,3805304400
1014.6667,558.36407,3805305300
799.66669,516.28754,3805306200
584.66669,479.4899,3805307100
470,447.81265,3805308000
470,420.75024,3805308900
470,397.55438,3805309800
470,377.44214,3805310700
466.5,359.94058,3805311600
459,345.40683,3805312500
451.5,334.62445,3805313400
444,323.95798,3805314300
437.66666,302.28561,3805315200
432.66666,302.28561,3805316100
427.66666,302.28561,3805317000
422.66666,302.18301,3805317900
414.16666,301.7767,3805318800
401.66666,301.37173,3805319700
389.16666,300.96677,3805320600
376.66666,300.5618,3805321500
370,300.15683,3805322400
370,299.75186,3805323300
370,299.34689,3805324200
370,298.94193,3805325100
361.83334,298.4357,3805326000
344.33334,297.92947,3805326900
326.83334,297.52451,3805327800
309.33334,297.11954,3805328700
280.16666,296.71457,3805329600
237.66667,296.3096,3805330500
195.16667,295.90463,3805331400
152.66667,295.49966,3805332300
127.66666,295.0947,3805333200
122.66666,294.68973,3805334100
117.66666,294.28476,3805335000
112.66666,294.16763,3805335900
112.33334,294.65823,3805336800
117.33334,296.46265,3805337700
122.33334,299.68329,3805338600
127.33334,305.0929,3805339500
127.66666,313.28278,3805340400
122.66666,324.8089,3805341300
117.66666,340.16165,3805342200
112.66666,359.7392,3805343100
110,383.82526,3805344000
110,412.5726,3805344900
110,445.99228,3805345800
110,483.94916,3805346700
112.33334,537.53076,3805347600
117.33334,596.52374,3805348500
122.33334,647.29578,3805349400
127.33334,700.36835,3805350300
225.66667,754.97931,3805351200
430.66666,810.3208,3805352100
635.66669,865.56635,3805353000
840.66669,919.89838,3805353900
960.5,972.53473,3805354800
983,1022.754,3805355700
1005.5,1069.9175,3805356600
1028,1113.4874,3805357500
1040,1162.0377,3805358400
1040,1204.2316,3805359300
1040,1232.7334,3805360200
1040,1256.7462,3805361100
1043.5,1276.4133,3805362000
1051,1291.9832,3805362900
1058.5,1303.7926,3805363800
1066,1312.2456,3805364700
1098,1317.7902,3805365600
1158,1320.8929,3805366500
1218,1322.0133,3805367400
1278,1321.5784,3805368300
1326.9166,1319.3617,3805369200
1363.1666,1315.9218,3805370100
1399.4166,1312.4084,3805371000
1435.6666,1308.2916,3805371900
1471.9166,1303.4858,3805372800
1508.1666,1297.7905,3805373700
1544.4166,1290.8973,3805374600
1580.6666,1282.4056,3805375500
1581.3334,1271.8428,3805376400
1541.3334,1258.6909,3805377300
1501.3334,1242.4185,3805378200
1461.3334,1222.5146,3805379100
1452.8334,1191.6112,3805380000
1480.3334,1154.1378,3805380900
1507.8334,1118.6654,3805381800
1535.3334,1078.4908,3805382700
1415.8334,1033.8336,3805383600
1128.3334,985.1203,3805384500
840.83331,932.98474,3805385400
553.33331,878.25446,3805386300
400,821.92322,3805387200
400,765.10815,3805388100
400,708.9931,3805389000
400,654.7594,3805389900
423.33334,591.48993,3805390800
473.33334,534.20184,3805391700
523.33331,493.94614,3805392600
573.33331,458.74084,3805393500
588.33331,428.43439,3805394400
563.33331,402.54303,3805395300
538.33331,401.35001,3805396200
513.33331,400.15698,3805397100
488.33334,398.96396,3805398000
463.33334,397.77097,3805398900
438.33334,396.57794,3805399800
413.33334,395.38492,3805400700
388.33334,394.19189,3805401600
363.33334,394.19189,3805402500
338.33334,394.19189,3805403400
313.33334,394.05814,3805404300
288.33334,393.52826,3805405200
263.33334,393.00018,3805406100
238.33333,392.47208,3805407000
213.33333,391.94397,3805407900
188.33333,391.41589,3805408800
163.33333,390.88779,3805409700
138.33333,390.35968,3805410600
113.33334,389.8316,3805411500
112.83334,389.17148,3805412400
140.33333,388.51135,3805413300
167.83333,387.98325,3805414200
195.33333,387.45517,3805415100
222.83333,386.92706,3805416000
250.33333,386.39896,3805416900
277.83334,385.87088,3805417800
305.33334,385.34277,3805418700
321.16666,384.81467,3805419600
323.66666,384.28659,3805420500
326.16666,383.75848,3805421400
328.66666,383.60574,3805422300
316,384.24554,3805423200
286,386.59851,3805424100
256,390.79837,3805425000
226,397.85269,3805425900
196,408.53262,3805426800
166,423.56311,3805427700
136,443.58371,3805428600
106,469.11356,3805429500
101.66666,500.52271,3805430400
126.66666,538.01031,3805431300
151.66667,581.59088,3805432200
176.66667,631.08807,3805433100
207.5,700.96051,3805434000
245,777.88965,3805434900
282.5,844.09827,3805435800
320,913.30688,3805436700
378.5,984.52167,3805437600
461,1056.6891,3805438500
543.5,1128.7314,3805439400
626,1199.5824,3805440300
708.5,1268.2222,3805441200
791,1333.7101,3805442100
873.5,1395.213,3805443000
956,1452.0299,3805443900
1000,1515.3412,3805444800
1000,1570.3636,3805445700
1000,1607.5311,3805446600
1000,1638.8448,3805447500
1051.3334,1664.4915,3805448400
1161.3334,1684.7952,3805449300
1271.3334,1700.1951,3805450200
1381.3334,1711.2181,3805451100
1480.8334,1718.4484,3805452000
1568.3334,1722.4945,3805452900
1655.8334,1723.9556,3805453800
1743.3334,1723.3883,3805454700
1787.0834,1720.4977,3805455600
1780.8334,1716.0118,3805456500
1774.5834,1711.4305,3805457400
1768.3334,1706.0619,3805458300
1762.0834,1699.795,3805459200
1755.8334,1692.368,3805460100
1749.5834,1683.3792,3805461000
1743.3334,1672.3057,3805461900
1757.5,1658.5312,3805462800
1795,1641.3807,3805463700
1832.5,1620.1608,3805464600
1870,1594.2054,3805465500
1859.6666,1553.9061,3805466400
1794.6666,1505.0394,3805467300
1729.6666,1458.7821,3805468200
1664.6666,1406.3931,3805469100
1627.6666,1348.1583,3805470000
1622.6666,1284.6343,3805470900
1617.6666,1216.6475,3805471800
1612.6666,1145.2771,3805472700
1607.6666,1071.8191,3805473600
1602.6666,997.73004,3805474500
1597.6666,924.55389,3805475400
1592.6666,853.83112,3805476300
1521.1666,771.32532,3805477200
1373.6666,696.61951,3805478100
1226.1666,644.12451,3805479000
1078.6666,598.21545,3805479900
931.16669,558.6947,3805480800
783.66669,524.9314,3805481700
636.16669,519.46558,3805482600
488.66666,513.99976,3805483500
422.83334,508.53394,3805484400
450.33334,503.06808,3805485300
477.83334,497.60226,3805486200
505.33334,492.13644,3805487100
475.66666,486.67062,3805488000
380.66666,486.67062,3805488900
285.66666,486.67062,3805489800
190.66667,486.50546,3805490700
169.16667,485.85129,3805491600
231.66667,485.19931,3805492500
294.16666,484.5473,3805493400
356.66666,483.89532,3805494300
353.83334,483.24335,3805495200
276.33334,482.59134,3805496100
198.83333,481.93936,3805497000
121.33334,481.28735,3805497900
91.666664,480.47238,3805498800
116.66666,479.65738,3805499700
141.66667,479.0054,3805500600
166.66667,478.35342,3805501500
191.66667,477.70142,3805502400
216.66667,477.04944,3805503300
241.66667,476.39743,3805504200
266.66666,475.74545,3805505100
259,475.09348,3805506000
214,474.44147,3805506900
169,473.78949,3805507800
124,473.60092,3805508700
99.416664,474.39081,3805509600
98.166664,477.29581,3805510500
96.916664,482.48096,3805511400
95.666664,491.19025,3805512300
94.416664,504.3757,3805513200
93.166664,522.93243,3805514100
91.916664,547.6499,3805515000
90.666664,579.16913,3805515900
93.5,617.94696,3805516800
101,664.22931,3805517700
108.5,718.034,3805518600
116,779.14343,3805519500
130.5,865.40814,3805520400
153,960.38507,3805521300
175.5,1042.1265,3805522200
198,1127.5717,3805523100
339.5,1215.4937,3805524000
617,1304.5918,3805524900
894.5,1393.5355,3805525800
