2024-08-26 16:49:29,897 - value: --
2024-08-26 16:49:29,900 - value: --
2024-08-26 16:49:29,901 - value: --
2024-08-26 16:49:30,897 - value: --
2024-08-26 16:49:31,409 - value: 18.55
2024-08-26 16:49:32,401 - value: 18.25
2024-08-26 16:49:33,404 - value: 18.21
2024-08-26 16:49:43,416 - value: 18.00
2024-08-26 16:49:43,916 - value: 18.03
2024-08-26 16:49:43,919 - value: 18.06
2024-08-26 16:49:44,422 - value: 18.15
2024-08-26 16:49:44,918 - value: 18.15
2024-08-26 16:49:45,418 - value: 18.17
2024-08-26 16:49:45,918 - value: 18.42
2024-08-26 16:49:45,919 - value: 18.76
2024-08-26 16:49:46,918 - value: 19.11
2024-08-26 16:49:46,919 - value: 19.11
2024-08-26 16:49:47,418 - value: --
2024-08-26 16:49:47,422 - value: --
2024-08-26 16:49:48,347 - value: --
2024-08-26 16:49:48,347 - value: --
2024-08-26 16:49:48,347 - value: --
2024-08-26 16:49:48,551 - value: 18.42
2024-08-26 16:49:48,553 - value: 18.07
2024-08-26 16:49:48,724 - value: 18.07
2024-08-26 16:49:49,023 - value: --
2024-08-26 16:49:49,224 - value: --
2024-08-26 16:49:49,426 - value: --
2024-08-26 16:49:49,626 - value: --
2024-08-26 16:49:49,727 - value: --
2024-08-26 16:49:49,828 - value: --
2024-08-26 16:49:49,928 - value: --
2024-08-26 16:49:50,029 - value: 18.42
2024-08-26 16:49:50,535 - value: 18.42
2024-08-26 16:49:50,836 - value: 18.42
2024-08-26 16:49:51,239 - value: --
2024-08-26 16:49:51,542 - value: --
2024-08-26 16:49:51,641 - value: 18.42
2024-08-26 16:49:56,668 - value: 18.42
2024-08-26 16:49:58,581 - value: 18.42
2024-08-26 16:50:02,500 - value: 18.92
2024-08-26 16:50:03,405 - value: 18.96
2024-08-26 16:50:04,210 - value: 19.02
2024-08-26 16:50:05,115 - value: 19.04
2024-08-26 16:50:06,423 - value: 19.07
2024-08-26 16:50:07,633 - value: 19.07
2024-08-26 16:50:07,836 - value: --
2024-08-26 16:50:08,642 - value: --
2024-08-26 16:50:10,354 - value: --
2024-08-26 16:50:10,960 - value: 19.02
2024-08-26 16:50:11,464 - value: 19.02
2024-08-26 16:50:12,068 - value: 19.02
2024-08-26 16:50:12,169 - value: 19.02
2024-08-26 16:50:13,073 - value: 19.20
2024-08-26 16:50:13,880 - value: 19.04
2024-08-26 16:50:14,788 - value: 18.92
2024-08-26 16:50:15,692 - value: 18.75
2024-08-26 16:50:16,599 - value: 18.70
2024-08-26 16:50:17,508 - value: 18.66
2024-08-26 16:50:18,421 - value: 18.67
2024-08-26 16:50:19,328 - value: 18.85
2024-08-26 16:50:20,237 - value: 18.83
2024-08-26 16:50:21,147 - value: 18.74
2024-08-26 16:50:21,956 - value: 18.68
2024-08-26 16:50:22,863 - value: 18.70
2024-08-26 16:50:23,769 - value: 18.78
2024-08-26 16:50:24,679 - value: 18.87
2024-08-26 16:50:25,588 - value: 18.94
2024-08-26 16:50:26,501 - value: 19.01
2024-08-26 16:50:27,391 - value: 19.08
2024-08-26 16:50:28,300 - value: 19.12
2024-08-26 16:50:29,204 - value: 19.18
2024-08-26 16:50:30,009 - value: 19.18
2024-08-26 16:50:30,919 - value: 19.29
2024-08-26 16:50:31,821 - value: 19.44
2024-08-26 16:50:32,731 - value: 19.82
2024-08-26 16:50:33,637 - value: 19.76
2024-08-26 16:50:34,542 - value: 19.63
2024-08-26 16:50:35,449 - value: 19.55
2024-08-26 16:50:36,354 - value: 19.50
2024-08-26 16:50:37,249 - value: 19.47
2024-08-26 16:50:38,053 - value: 19.42
2024-08-26 16:50:38,958 - value: 19.38
2024-08-26 16:50:39,864 - value: 19.30
2024-08-26 16:50:40,767 - value: 19.31
2024-08-26 16:50:41,673 - value: 19.36
2024-08-26 16:50:42,577 - value: 19.37
2024-08-26 16:50:43,383 - value: 19.36
2024-08-26 16:50:44,288 - value: 19.34
2024-08-26 16:50:45,194 - value: 19.38
2024-08-26 16:50:46,000 - value: 19.43
2024-08-26 16:50:47,005 - value: 19.49
2024-08-26 16:50:47,949 - value: 19.51
2024-08-26 16:50:48,716 - value: 19.52
2024-08-26 16:50:49,623 - value: 19.50
2024-08-26 16:50:50,529 - value: 19.47
2024-08-26 16:50:51,438 - value: 19.41
2024-08-26 16:50:52,344 - value: 19.54
2024-08-26 16:50:53,352 - value: 19.48
2024-08-26 16:50:54,157 - value: 19.44
2024-08-26 16:50:55,084 - value: 19.36
2024-08-26 16:50:56,073 - value: 19.31
2024-08-26 16:50:56,875 - value: 19.31
2024-08-26 16:50:57,780 - value: 19.22
2024-08-26 16:50:58,686 - value: 19.11
2024-08-26 16:50:59,592 - value: 19.07
2024-08-26 16:51:00,498 - value: 19.02
2024-08-26 16:51:01,407 - value: 19.05
2024-08-26 16:51:02,205 - value: 19.08
2024-08-26 16:51:03,212 - value: 19.12
2024-08-26 16:51:04,114 - value: 19.24
2024-08-26 16:51:04,918 - value: 19.35
2024-08-26 16:51:05,823 - value: 19.36
2024-08-26 16:51:06,731 - value: 19.38
