Time [sec]	Time (UTC)	P [mB]	T [°F]	Hu [%]	Ws [mi/h]	Wd [°]	Ws U [mi/h]	Ws V [mi/h]	Geopot [m]	Dew [°F]
66        	17:01:27  	823.1 	24.2  	35    	16.8     	173   	-2.1       	16.7       	1795      	7.9
68        	17:01:29  	821.7 	24.1  	35    	17.1     	172   	-2.3       	16.9       	1810      	7.9
70        	17:01:31  	820.3 	24.0  	36    	17.2     	172   	-2.4       	17.0       	1825      	7.9
72        	17:01:33  	818.9 	23.8  	36    	17.3     	171   	-2.6       	17.1       	1840      	7.8
74        	17:01:35  	817.4 	23.6  	36    	17.5     	171   	-2.7       	17.3       	1856      	7.8
76        	17:01:37  	816.0 	23.5  	36    	17.9     	170   	-3.0       	17.6       	1872      	7.8
78        	17:01:39  	814.6 	23.3  	37    	18.2     	170   	-3.2       	17.9       	1887      	7.7
80        	17:01:41  	813.2 	23.2  	37    	18.5     	169   	-3.4       	18.2       	1901      	7.7
82        	17:01:43  	811.9 	23.1  	37    	18.7     	169   	-3.6       	18.4       	1916      	7.7
84        	17:01:45  	810.6 	23.0  	37    	19.1     	169   	-3.7       	18.7       	1929      	7.7
86        	17:01:47  	809.5 	22.9  	38    	19.4     	169   	-3.7       	19.0       	1941      	7.7
88        	17:01:49  	808.4 	22.8  	38    	20.0     	170   	-3.4       	19.7       	1953      	7.8
90        	17:01:51  	807.3 	22.7  	38    	20.6     	171   	-3.1       	20.4       	1964      	7.7
92        	17:01:53  	806.4 	22.6  	38    	21.3     	172   	-2.8       	21.1       	1975      	7.5
94        	17:01:55  	805.4 	22.5  	38    	21.9     	173   	-2.5       	21.8       	1985      	7.4
96        	17:01:57  	804.5 	22.5  	38    	22.4     	175   	-2.0       	22.3       	1995      	7.3
98        	17:01:59  	803.6 	22.5  	38    	22.8     	176   	-1.6       	22.7       	2005      	7.4
100       	17:02:01  	802.7 	22.6  	38    	23.2     	177   	-1.2       	23.2       	2015      	7.4
102       	17:02:03  	801.8 	22.4  	38    	23.6     	178   	-0.9       	23.6       	2024      	7.3
104       	17:02:05  	800.9 	22.3  	37    	24.0     	179   	-0.6       	24.0       	2034      	7.1
106       	17:02:07  	799.9 	22.2  	37    	24.4     	179   	-0.4       	24.4       	2044      	7.0
108       	17:02:09  	799.0 	22.3  	38    	24.3     	179   	-0.5       	24.3       	2054      	7.1
110       	17:02:11  	798.2 	22.3  	37    	24.2     	179   	-0.6       	24.2       	2064      	7.1
112       	17:02:13  	797.5 	22.3  	37    	24.0     	178   	-0.7       	24.0       	2072      	7.1
114       	17:02:15  	796.7 	22.3  	37    	23.4     	179   	-0.3       	23.4       	2080      	7.0
116       	17:02:17  	795.9 	22.2  	37    	22.7     	180   	-0.0       	22.7       	2088      	6.9
118       	17:02:19  	795.1 	22.1  	37    	22.1     	181   	0.3        	22.1       	2097      	6.7
120       	17:02:21  	794.3 	22.0  	37    	21.5     	182   	0.7        	21.5       	2106      	6.5
122       	17:02:23  	793.4 	21.9  	37    	20.9     	183   	1.1        	20.9       	2116      	6.4
124       	17:02:25  	792.5 	22.0  	36    	20.5     	184   	1.6        	20.4       	2126      	6.4
126       	17:02:27  	791.6 	22.1  	36    	19.6     	186   	2.0        	19.5       	2136      	6.4
128       	17:02:29  	790.5 	22.1  	36    	18.6     	188   	2.5        	18.4       	2147      	6.3
130       	17:02:31  	789.5 	22.1  	36    	17.5     	190   	2.9        	17.3       	2159      	6.2
132       	17:02:33  	788.4 	22.1  	35    	16.7     	191   	3.3        	16.4       	2170      	6.1
134       	17:02:35  	787.4 	22.0  	35    	16.2     	192   	3.3        	15.9       	2181      	6.0
136       	17:02:37  	786.4 	22.0  	35    	15.7     	192   	3.3        	15.3       	2192      	5.9
138       	17:02:39  	785.4 	21.9  	35    	15.2     	193   	3.3        	14.8       	2203      	5.8
140       	17:02:41  	784.3 	21.8  	35    	14.5     	193   	3.2        	14.1       	2215      	5.8
142       	17:02:43  	783.3 	21.7  	35    	13.7     	194   	3.2        	13.3       	2227      	5.7
144       	17:02:45  	782.2 	21.6  	35    	13.0     	194   	3.1        	12.6       	2239      	5.6
146       	17:02:47  	781.2 	21.5  	35    	12.6     	194   	3.0        	12.2       	2250      	5.6
148       	17:02:49  	780.2 	21.4  	35    	12.3     	194   	2.9        	12.0       	2261      	5.5
150       	17:02:51  	779.2 	21.3  	36    	12.1     	193   	2.8        	11.8       	2272      	5.5
152       	17:02:53  	778.3 	21.2  	36    	11.7     	194   	2.8        	11.4       	2283      	5.4
154       	17:02:55  	777.4 	21.1  	36    	11.2     	194   	2.7        	10.9       	2293      	5.4
156       	17:02:57  	776.4 	21.0  	36    	10.8     	194   	2.7        	10.5       	2303      	5.3
158       	17:02:59  	775.6 	20.8  	36    	10.5     	195   	2.7        	10.1       	2313      	5.2
160       	17:03:01  	774.7 	20.7  	36    	10.2     	195   	2.7        	9.8        	2322      	5.1
162       	17:03:03  	773.8 	20.6  	36    	10.0     	196   	2.8        	9.6        	2333      	5.0
164       	17:03:05  	772.9 	20.5  	36    	9.7      	197   	2.8        	9.3        	2343      	5.0
166       	17:03:07  	772.0 	20.5  	36    	9.3      	197   	2.8        	8.9        	2353      	5.0
168       	17:03:09  	771.2 	20.5  	36    	8.8      	198   	2.7        	8.4        	2362      	5.0
170       	17:03:11  	770.4 	20.5  	36    	8.4      	199   	2.7        	8.0        	2371      	5.0
172       	17:03:13  	769.6 	20.4  	36    	8.2      	199   	2.7        	7.7        	2379      	4.9
174       	17:03:15  	768.8 	20.3  	36    	7.8      	199   	2.6        	7.4        	2388      	4.9
176       	17:03:17  	768.0 	20.2  	36    	7.7      	200   	2.6        	7.2        	2397      	4.9
178       	17:03:19  	767.3 	20.2  	37    	7.4      	200   	2.5        	7.0        	2406      	4.9
180       	17:03:21  	766.5 	20.1  	37    	7.1      	200   	2.4        	6.7        	2414      	4.8
182       	17:03:23  	765.7 	20.0  	37    	6.8      	201   	2.4        	6.4        	2423      	4.8
184       	17:03:25  	764.9 	19.9  	37    	6.5      	201   	2.3        	6.1        	2432      	4.8
186       	17:03:27  	764.2 	19.9  	37    	6.5      	201   	2.3        	6.1        	2440      	4.7
188       	17:03:29  	763.4 	19.8  	37    	6.4      	201   	2.3        	6.0        	2449      	4.7
190       	17:03:31  	762.7 	19.7  	37    	6.3      	201   	2.3        	5.9        	2457      	4.6
192       	17:03:33  	761.9 	19.6  	37    	6.3      	201   	2.3        	5.9        	2466      	4.6
194       	17:03:35  	761.2 	19.6  	37    	6.3      	201   	2.3        	5.9        	2474      	4.6
196       	17:03:37  	760.5 	19.5  	37    	6.3      	202   	2.4        	5.8        	2482      	4.5
198       	17:03:39  	759.8 	19.4  	37    	6.4      	202   	2.4        	5.9        	2490      	4.5
200       	17:03:41  	759.0 	19.3  	37    	6.4      	202   	2.4        	5.9        	2499      	4.4
202       	17:03:43  	758.1 	19.2  	37    	6.3      	202   	2.4        	5.8        	2508      	4.3
204       	17:03:45  	757.3 	19.2  	37    	6.1      	203   	2.4        	5.6        	2518      	4.2
206       	17:03:47  	756.5 	19.1  	37    	6.0      	204   	2.4        	5.5        	2527      	4.2
208       	17:03:49  	755.7 	19.1  	37    	6.0      	205   	2.5        	5.4        	2536      	4.1
210       	17:03:51  	754.9 	19.0  	37    	5.9      	205   	2.5        	5.3        	2545      	4.1
212       	17:03:53  	754.2 	18.9  	37    	5.6      	205   	2.4        	5.1        	2554      	4.0
214       	17:03:55  	753.4 	18.9  	37    	5.5      	206   	2.4        	4.9        	2563      	3.9
216       	17:03:57  	752.7 	18.8  	37    	5.4      	207   	2.4        	4.8        	2571      	3.9
218       	17:03:59  	751.9 	18.7  	37    	5.1      	207   	2.3        	4.6        	2579      	3.9
220       	17:04:01  	751.1 	18.6  	37    	5.0      	208   	2.3        	4.4        	2588      	3.8
222       	17:04:03  	750.3 	18.5  	38    	4.7      	208   	2.2        	4.2        	2598      	3.8
224       	17:04:05  	749.4 	18.4  	38    	4.4      	208   	2.1        	3.9        	2609      	3.8
226       	17:04:07  	748.4 	18.4  	38    	4.1      	209   	2.0        	3.6        	2621      	3.8
228       	17:04:09  	747.4 	18.4  	38    	3.9      	209   	1.9        	3.4        	2630      	3.7
230       	17:04:11  	746.6 	18.3  	38    	3.6      	210   	1.8        	3.1        	2640      	3.7
232       	17:04:13  	745.7 	18.2  	38    	3.4      	210   	1.7        	2.9        	2650      	3.6
234       	17:04:15  	744.8 	18.0  	38    	3.1      	212   	1.6        	2.6        	2660      	3.5
236       	17:04:17  	744.0 	17.9  	38    	2.7      	213   	1.5        	2.3        	2670      	3.4
238       	17:04:19  	743.1 	17.8  	38    	2.5      	214   	1.4        	2.1        	2680      	3.3
240       	17:04:21  	742.3 	17.7  	38    	2.4      	222   	1.6        	1.8        	2690      	3.3
242       	17:04:23  	741.5 	17.6  	38    	2.4      	228   	1.8        	1.6        	2699      	3.3
244       	17:04:25  	740.7 	17.5  	38    	2.6      	234   	2.1        	1.5        	2709      	3.2
246       	17:04:27  	739.8 	17.4  	38    	2.7      	242   	2.4        	1.3        	2718      	3.2
248       	17:04:29  	739.1 	17.4  	39    	2.9      	248   	2.7        	1.1        	2726      	3.2
250       	17:04:31  	738.4 	17.3  	39    	3.2      	252   	3.0        	1.0        	2734      	3.1
252       	17:04:33  	737.6 	17.2  	39    	3.4      	256   	3.3        	0.8        	2744      	3.0
254       	17:04:35  	736.7 	17.2  	38    	3.7      	259   	3.6        	0.7        	2754      	2.9
256       	17:04:37  	735.8 	17.2  	38    	3.8      	263   	3.8        	0.5        	2765      	2.9
258       	17:04:39  	734.9 	17.2  	38    	4.3      	267   	4.3        	0.2        	2775      	2.9
260       	17:04:41  	734.2 	17.3  	38    	4.6      	271   	4.6        	-0.1       	2783      	2.9
262       	17:04:43  	733.5 	17.2  	38    	4.8      	274   	4.8        	-0.3       	2791      	2.8
264       	17:04:45  	732.9 	17.1  	38    	5.1      	276   	5.1        	-0.5       	2799      	2.7
266       	17:04:47  	732.1 	17.1  	38    	5.3      	278   	5.3        	-0.7       	2807      	2.7
268       	17:04:49  	731.4 	17.1  	38    	5.6      	279   	5.5        	-0.9       	2815      	2.7
270       	17:04:51  	730.7 	17.0  	38    	5.9      	281   	5.8        	-1.1       	2824      	2.6
272       	17:04:53  	730.0 	17.0  	38    	6.1      	282   	6.0        	-1.3       	2832      	2.6
274       	17:04:55  	729.2 	17.0  	38    	6.4      	284   	6.2        	-1.6       	2841      	2.6
276       	17:04:57  	728.4 	16.9  	38    	6.7      	285   	6.5        	-1.8       	2851      	2.5
278       	17:04:59  	727.7 	16.8  	38    	6.9      	285   	6.7        	-1.8       	2861      	2.5
280       	17:05:01  	726.9 	16.8  	38    	7.0      	285   	6.8        	-1.8       	2870      	2.5
282       	17:05:03  	726.1 	16.7  	38    	7.2      	284   	7.0        	-1.8       	2877      	2.5
284       	17:05:05  	725.5 	16.6  	39    	7.3      	284   	7.1        	-1.8       	2885      	2.5
286       	17:05:07  	724.8 	16.6  	39    	7.5      	284   	7.3        	-1.8       	2893      	2.5
288       	17:05:09  	724.1 	16.5  	39    	7.6      	284   	7.4        	-1.8       	2901      	2.5
290       	17:05:11  	723.5 	16.4  	39    	7.8      	283   	7.6        	-1.8       	2909      	2.6
292       	17:05:13  	722.8 	16.3  	40    	7.9      	283   	7.7        	-1.8       	2917      	2.6
294       	17:05:15  	722.1 	16.3  	40    	8.1      	283   	7.9        	-1.8       	2925      	2.6
296       	17:05:17  	721.4 	16.2  	40    	8.2      	283   	8.0        	-1.8       	2933      	2.6
298       	17:05:19  	720.6 	16.1  	41    	8.2      	283   	8.0        	-1.8       	2942      	2.7
300       	17:05:21  	719.9 	16.0  	41    	8.2      	283   	8.0        	-1.8       	2950      	2.8
302       	17:05:23  	719.2 	15.9  	41    	8.2      	283   	8.0        	-1.8       	2959      	2.8
304       	17:05:25  	718.4 	15.8  	42    	8.3      	283   	8.1        	-1.8       	2968      	2.8
306       	17:05:27  	717.7 	15.8  	42    	8.4      	282   	8.2        	-1.8       	2977      	2.8
308       	17:05:29  	717.0 	6.6   	42    	8.5      	282   	8.3        	-1.8       	2985      	-5.3
310       	17:05:31  	716.3 	3.4   	42    	8.5      	282   	8.3        	-1.8       	2993      	-8.1
312       	17:05:33  	715.6 	3.3   	42    	8.6      	282   	8.4        	-1.8       	3001      	-8.2
314       	17:05:35  	715.0 	-1.7  	43    	8.7      	283   	8.5        	-1.9       	3008      	-12.6
316       	17:05:37  	714.4 	3.1   	43    	8.8      	282   	8.6        	-1.9       	3015      	-8.2
318       	17:05:39  	713.7 	15.3  	43    	8.9      	282   	8.7        	-1.9       	3023      	2.8
320       	17:05:41  	713.2 	15.3  	43    	9.0      	282   	8.8        	-1.9       	3029      	2.8
322       	17:05:43  	712.7 	15.2  	43    	9.1      	282   	8.9        	-1.9       	3035      	2.8
324       	17:05:45  	712.2 	15.1  	43    	9.1      	282   	8.9        	-1.9       	3041      	2.7
326       	17:05:47  	711.4 	15.1  	43    	9.1      	282   	8.9        	-1.9       	3049      	2.6
328       	17:05:49  	710.6 	15.0  	43    	9.2      	282   	9.0        	-1.9       	3059      	2.6
330       	17:05:51  	709.8 	14.9  	43    	9.3      	281   	9.1        	-1.7       	3069      	2.5
332       	17:05:53  	709.1 	14.9  	43    	9.4      	279   	9.3        	-1.5       	3078      	2.4
334       	17:05:55  	708.5 	14.8  	43    	9.6      	278   	9.5        	-1.4       	3087      	2.3
336       	17:05:57  	707.8 	14.8  	43    	9.7      	277   	9.6        	-1.2       	3093      	2.3
338       	17:05:59  	707.3 	14.8  	43    	9.9      	276   	9.8        	-1.0       	3099      	2.3
340       	17:06:01  	706.8 	14.7  	43    	9.9      	275   	9.9        	-0.8       	3105      	2.3
342       	17:06:03  	706.3 	14.7  	43    	10.1     	274   	10.1       	-0.7       	3111      	2.3
344       	17:06:05  	705.6 	14.6  	43    	10.3     	273   	10.3       	-0.5       	3118      	2.3
346       	17:06:07  	705.0 	14.6  	43    	10.4     	272   	10.4       	-0.3       	3126      	2.3
348       	17:06:09  	704.4 	14.5  	43    	10.5     	271   	10.5       	-0.2       	3134      	2.2
350       	17:06:11  	703.7 	14.4  	44    	10.5     	271   	10.5       	-0.2       	3142      	2.2
352       	17:06:13  	703.0 	14.3  	44    	10.5     	271   	10.5       	-0.2       	3150      	2.1
354       	17:06:15  	702.4 	14.6  	43    	10.4     	271   	10.4       	-0.1       	3158      	2.4
356       	17:06:17  	701.7 	15.4  	43    	10.4     	271   	10.4       	-0.1       	3166      	3.0
358       	17:06:19  	701.1 	15.5  	43    	10.3     	270   	10.3       	0.0        	3174      	3.1
360       	17:06:21  	700.4 	15.4  	43    	10.3     	269   	10.3       	0.1        	3182      	3.0
362       	17:06:23  	699.7 	15.0  	43    	10.2     	269   	10.2       	0.2        	3190      	2.6
364       	17:06:25  	699.1 	14.2  	43    	10.1     	269   	10.1       	0.2        	3198      	1.8
366       	17:06:27  	698.4 	13.9  	43    	10.1     	268   	10.1       	0.3        	3206      	1.5
368       	17:06:29  	697.7 	13.8  	43    	10.0     	268   	10.0       	0.4        	3214      	1.4
370       	17:06:31  	697.1 	13.7  	43    	10.0     	267   	10.0       	0.5        	3221      	1.3
372       	17:06:33  	696.4 	13.6  	43    	9.9      	267   	9.9        	0.5        	3230      	1.2
374       	17:06:35  	695.7 	13.5  	43    	9.9      	267   	9.9        	0.6        	3239      	1.1
376       	17:06:37  	695.0 	13.5  	43    	9.8      	266   	9.8        	0.6        	3247      	1.1
378       	17:06:39  	694.2 	13.4  	43    	9.8      	266   	9.8        	0.6        	3256      	1.0
380       	17:06:41  	693.6 	13.3  	43    	9.7      	266   	9.7        	0.6        	3265      	1.0
382       	17:06:43  	693.0 	13.3  	43    	9.7      	266   	9.7        	0.6        	3272      	0.9
384       	17:06:45  	692.3 	13.2  	43    	9.6      	266   	9.6        	0.7        	3280      	0.8
386       	17:06:47  	691.7 	13.2  	42    	9.6      	266   	9.6        	0.7        	3287      	0.7
388       	17:06:49  	691.1 	13.2  	42    	9.5      	266   	9.5        	0.7        	3295      	0.7
390       	17:06:51  	690.4 	13.1  	42    	9.5      	266   	9.5        	0.7        	3302      	0.6
392       	17:06:53  	689.8 	13.1  	42    	9.4      	266   	9.4        	0.7        	3310      	0.6
394       	17:06:55  	689.1 	13.0  	42    	9.4      	265   	9.4        	0.8        	3319      	0.5
396       	17:06:57  	688.4 	12.9  	42    	9.4      	265   	9.4        	0.8        	3328      	0.5
398       	17:06:59  	687.7 	12.8  	42    	9.4      	265   	9.4        	0.8        	3336      	0.4
400       	17:07:01  	687.1 	12.8  	42    	9.4      	265   	9.4        	0.8        	3344      	0.4
402       	17:07:03  	686.5 	12.7  	43    	9.5      	265   	9.5        	0.8        	3350      	0.3
404       	17:07:05  	685.8 	12.6  	43    	9.7      	265   	9.7        	0.8        	3358      	0.3
406       	17:07:07  	685.1 	12.6  	43    	9.8      	265   	9.8        	0.8        	3367      	0.3
408       	17:07:09  	684.4 	12.5  	43    	10.0     	265   	10.0       	0.8        	3376      	0.3
410       	17:07:11  	683.6 	12.4  	43    	10.1     	265   	10.1       	0.9        	3386      	0.2
412       	17:07:13  	682.9 	12.3  	43    	10.2     	265   	10.2       	0.9        	3395      	0.2
414       	17:07:15  	682.2 	12.3  	43    	10.4     	265   	10.4       	0.9        	3403      	0.2
416       	17:07:17  	681.6 	12.2  	44    	10.5     	265   	10.5       	0.9        	3411      	0.3
418       	17:07:19  	680.9 	12.2  	44    	10.6     	265   	10.6       	0.9        	3419      	0.2
420       	17:07:21  	680.3 	12.1  	44    	10.7     	265   	10.7       	0.9        	3426      	0.2
422       	17:07:23  	679.7 	12.0  	44    	10.7     	265   	10.7       	0.9        	3434      	0.2
424       	17:07:25  	679.0 	11.9  	44    	10.7     	265   	10.7       	0.9        	3442      	0.1
426       	17:07:27  	678.4 	11.9  	44    	10.7     	265   	10.7       	0.9        	3450      	0.1
428       	17:07:29  	677.7 	11.8  	44    	10.8     	265   	10.8       	1.0        	3459      	-0.0
430       	17:07:31  	677.0 	11.7  	44    	10.9     	265   	10.9       	1.0        	3467      	-0.0
432       	17:07:33  	676.3 	11.6  	44    	11.0     	265   	11.0       	1.0        	3476      	-0.1
434       	17:07:35  	675.6 	11.6  	44    	11.1     	265   	11.1       	1.0        	3484      	-0.1
436       	17:07:37  	674.9 	11.5  	44    	11.2     	265   	11.2       	1.0        	3493      	-0.2
438       	17:07:39  	674.1 	11.4  	44    	11.4     	264   	11.3       	1.1        	3503      	-0.2
440       	17:07:41  	673.4 	11.4  	44    	11.5     	264   	11.4       	1.1        	3513      	-0.2
442       	17:07:43  	672.6 	11.3  	45    	11.7     	265   	11.6       	1.1        	3522      	-0.3
444       	17:07:45  	671.8 	11.3  	45    	11.8     	265   	11.7       	1.1        	3531      	-0.3
446       	17:07:47  	671.1 	11.1  	45    	11.9     	265   	11.8       	1.1        	3541      	-0.4
448       	17:07:49  	670.4 	11.0  	45    	11.9     	265   	11.8       	1.1        	3550      	-0.4
450       	17:07:51  	669.6 	10.9  	45    	11.9     	265   	11.8       	1.1        	3559      	-0.4
452       	17:07:53  	669.0 	10.8  	46    	11.9     	265   	11.8       	1.1        	3566      	-0.4
454       	17:07:55  	668.4 	10.8  	46    	11.9     	265   	11.8       	1.1        	3574      	-0.4
456       	17:07:57  	667.8 	10.7  	46    	12.0     	265   	11.9       	1.1        	3581      	-0.4
458       	17:07:59  	667.2 	10.6  	46    	11.9     	265   	11.9       	1.0        	3589      	-0.5
460       	17:08:01  	666.6 	10.5  	46    	11.9     	265   	11.9       	1.0        	3596      	-0.5
462       	17:08:03  	666.0 	10.5  	46    	11.9     	265   	11.9       	1.0        	3604      	-0.5
464       	17:08:05  	665.4 	10.4  	47    	11.9     	266   	11.9       	0.9        	3611      	-0.5
466       	17:08:07  	664.7 	10.3  	47    	12.0     	266   	12.0       	0.9        	3619      	-0.5
468       	17:08:09  	664.0 	10.3  	47    	12.0     	266   	12.0       	0.9        	3629      	-0.5
470       	17:08:11  	663.3 	10.2  	47    	12.0     	266   	12.0       	0.9        	3638      	-0.5
472       	17:08:13  	662.6 	10.1  	48    	12.0     	266   	12.0       	0.9        	3647      	-0.5
474       	17:08:15  	661.9 	10.0  	48    	12.0     	266   	12.0       	0.9        	3656      	-0.5
476       	17:08:17  	661.2 	9.9   	48    	12.1     	266   	12.1       	0.9        	3664      	-0.5
478       	17:08:19  	660.5 	9.9   	48    	12.1     	266   	12.1       	0.9        	3673      	-0.5
480       	17:08:21  	659.8 	9.8   	49    	12.1     	266   	12.1       	0.9        	3682      	-0.5
482       	17:08:23  	659.1 	9.7   	49    	12.1     	266   	12.1       	0.9        	3690      	-0.5
484       	17:08:25  	658.4 	9.6   	49    	12.2     	266   	12.2       	0.9        	3699      	-0.5
486       	17:08:27  	657.8 	9.6   	49    	12.2     	266   	12.2       	0.9        	3708      	-0.6
488       	17:08:29  	657.1 	9.5   	49    	12.2     	266   	12.2       	0.9        	3716      	-0.6
490       	17:08:31  	656.5 	9.4   	50    	12.3     	266   	12.3       	0.9        	3724      	-0.6
492       	17:08:33  	655.8 	9.3   	50    	12.2     	265   	12.2       	1.0        	3732      	-0.6
494       	17:08:35  	655.2 	9.2   	50    	12.2     	265   	12.2       	1.0        	3740      	-0.7
496       	17:08:37  	654.5 	9.1   	50    	12.2     	265   	12.2       	1.0        	3748      	-0.7
498       	17:08:39  	653.9 	9.1   	50    	12.1     	265   	12.1       	1.1        	3756      	-0.7
500       	17:08:41  	653.2 	9.0   	50    	12.1     	265   	12.1       	1.1        	3765      	-0.7
502       	17:08:43  	652.6 	8.9   	51    	12.1     	264   	12.0       	1.2        	3773      	-0.7
504       	17:08:45  	651.9 	8.8   	51    	12.1     	264   	12.0       	1.2        	3781      	-0.8
506       	17:08:47  	651.3 	8.8   	51    	12.0     	264   	11.9       	1.3        	3790      	-0.8
508       	17:08:49  	650.7 	8.7   	51    	12.0     	263   	11.9       	1.4        	3798      	-0.8
510       	17:08:51  	650.0 	8.6   	51    	11.9     	263   	11.8       	1.5        	3806      	-0.9
512       	17:08:53  	649.3 	8.5   	52    	11.9     	263   	11.8       	1.5        	3814      	-0.9
514       	17:08:55  	648.6 	8.4   	52    	11.9     	263   	11.8       	1.5        	3823      	-0.9
516       	17:08:57  	647.9 	8.4   	52    	11.8     	262   	11.7       	1.6        	3832      	-0.9
518       	17:08:59  	647.3 	8.3   	52    	11.7     	262   	11.6       	1.7        	3841      	-0.9
520       	17:09:01  	646.6 	8.2   	52    	11.6     	262   	11.5       	1.7        	3850      	-0.9
522       	17:09:03  	645.9 	8.1   	53    	11.5     	261   	11.4       	1.8        	3858      	-0.9
524       	17:09:05  	645.2 	8.1   	53    	11.5     	260   	11.3       	1.9        	3867      	-0.9
526       	17:09:07  	644.5 	8.0   	53    	11.4     	260   	11.2       	1.9        	3876      	-0.9
528       	17:09:09  	643.8 	7.9   	53    	11.3     	260   	11.1       	1.9        	3886      	-0.9
530       	17:09:11  	643.1 	7.8   	54    	11.2     	260   	11.0       	2.0        	3894      	-1.0
532       	17:09:13  	642.4 	7.8   	54    	11.1     	260   	10.9       	2.0        	3903      	-1.0
534       	17:09:15  	641.8 	7.7   	54    	11.0     	259   	10.8       	2.1        	3911      	-1.0
536       	17:09:17  	641.1 	7.6   	54    	11.0     	259   	10.8       	2.1        	3919      	-1.0
538       	17:09:19  	640.5 	7.5   	54    	11.0     	259   	10.8       	2.1        	3928      	-1.1
540       	17:09:21  	639.8 	7.4   	55    	10.9     	259   	10.7       	2.1        	3936      	-1.1
542       	17:09:23  	639.1 	7.3   	55    	10.9     	259   	10.7       	2.1        	3945      	-1.1
544       	17:09:25  	638.4 	7.2   	55    	10.9     	259   	10.7       	2.1        	3955      	-1.1
546       	17:09:27  	637.7 	7.1   	56    	10.9     	259   	10.7       	2.1        	3963      	-1.1
548       	17:09:29  	637.0 	7.1   	56    	10.9     	259   	10.7       	2.1        	3972      	-1.1
550       	17:09:31  	636.3 	7.0   	56    	11.0     	259   	10.8       	2.1        	3981      	-1.1
552       	17:09:33  	635.7 	6.9   	56    	11.0     	259   	10.8       	2.1        	3990      	-1.1
554       	17:09:35  	634.9 	6.8   	57    	11.0     	259   	10.8       	2.1        	3999      	-1.2
