time_local,NOAA_ML_NoVar_0_Initial,UDAQ_nDodecane_Initial,Filled_nDodecane_ML_with_UDAQ_Adjusted,NOAA_Ethane_WAS_Initial,UDAQ_Ethane_Initial,Filled_Ethane_ML_with_UDAQ_Adjusted,NOAA_Ethene_WAS_Initial,UDAQ_Ethylene_Initial,Filled_Ethylene_ML_with_UDAQ_Adjusted,NOAA_Propane_WAS_Initial,UDAQ_Propane_Initial,Filled_Propane_ML_with_UDAQ_Adjusted,NOAA_Propene_WAS_Initial,UDAQ_Propylene_Initial,Filled_Propylene_ML_with_UDAQ_Adjusted,NOAA_Ethyne_WAS_Initial,UDAQ_Acetylene_Initial,Filled_Acetylene_ML_with_UDAQ_Adjusted,NOAA_nButane_WAS_Initial,UDAQ_nButane_Initial,Filled_nButane_ML_with_UDAQ_Adjusted,NOAA_iButane_WAS_Initial,UDAQ_Isobutane_Initial,Filled_Isobutane_ML_with_UDAQ_Adjusted,NOAA_t2Butene_WAS_Initial,UDAQ_trans2Butene_Initial,Filled_trans2Butene_ML_with_UDAQ_Adjusted,NOAA_c2Butene_WAS_Initial,UDAQ_cis2Butene_Initial,Filled_cis2Butene_ML_with_UDAQ_Adjusted,NOAA_x13_Butadiene_WAS_Initial,UDAQ_buta13diene_Initial,Filled_buta13diene_ML_with_UDAQ_Adjusted,NOAA_nPentane_WAS_Initial,UDAQ_nPentane_Initial,Filled_nPentane_ML_with_UDAQ_Adjusted,NOAA_iPentane_WAS_Initial,UDAQ_Isopentane_Initial,Filled_Isopentane_ML_with_UDAQ_Adjusted,NOAA_x1_Pentene_WAS_Initial,UDAQ_Pent1ene_Initial,Filled_Pent1ene_ML_with_UDAQ_Adjusted,NOAA_t2Pentene_WAS_Initial,UDAQ_trans2Pentene_Initial,Filled_trans2Pentene_ML_with_UDAQ_Adjusted,NOAA_c2Pentene_WAS_Initial,UDAQ_cis2Pentene_Initial,Filled_cis2Pentene_ML_with_UDAQ_Adjusted,NOAA_x3_MethylPentane_WAS_Initial,UDAQ_x3_Methylpentane_Initial,Filled_x3_Methylpentane_ML_with_UDAQ_Adjusted,NOAA_nHexane_WAS_Initial,UDAQ_nHexane_Initial,Filled_nHexane_ML_with_UDAQ_Adjusted,NOAA_nHeptane_WAS_Initial,UDAQ_nHeptane_Initial,Filled_nHeptane_ML_with_UDAQ_Adjusted,NOAA_nOctane_WAS_Initial,UDAQ_nOctane_Initial,Filled_nOctane_ML_with_UDAQ_Adjusted,NOAA_nNonane_WAS_Initial,UDAQ_nNonane_Initial,Filled_nNonane_ML_with_UDAQ_Adjusted,NOAA_nDecane_WAS_Initial,UDAQ_nDecane_Initial,Filled_nDecane_ML_with_UDAQ_Adjusted,NOAA_CycloPentane_WAS_Initial,UDAQ_Cyclopentane_Initial,Filled_Cyclopentane_ML_with_UDAQ_Adjusted,NOAA_Isoprene_WAS_Initial,UDAQ_Isoprene_Initial,Filled_Isoprene_ML_with_UDAQ_Adjusted,NOAA_x22_DiMethylButane_WAS_Initial,UDAQ_x22_Dimethylbutane_Initial,Filled_x22_Dimethylbutane_ML_with_UDAQ_Adjusted,NOAA_ML_NoVar_25_Initial,UDAQ_Hex1ene_Initial,Filled_Hex1ene_ML_with_UDAQ_Adjusted,NOAA_ML_NoVar_26_Initial,UDAQ_x24_Dimethylpentane_Initial,Filled_x24_Dimethylpentane_ML_with_UDAQ_Adjusted,NOAA_ML_NoVar_27_Initial,UDAQ_Cyclohexane_Initial,Filled_Cyclohexane_ML_with_UDAQ_Adjusted,NOAA_ML_NoVar_28_Initial,UDAQ_x3_Methylhexane_Initial,Filled_x3_Methylhexane_ML_with_UDAQ_Adjusted,NOAA_x224_TriMethylPentane_WAS_Initial,UDAQ_x224_Trimethylpentane_Initial,Filled_x224_Trimethylpentane_ML_with_UDAQ_Adjusted,NOAA_ML_NoVar_30_Initial,UDAQ_x234_Trimethylpentane_Initial,Filled_x234_Trimethylpentane_ML_with_UDAQ_Adjusted,NOAA_ML_NoVar_31_Initial,UDAQ_x3_Methylheptane_Initial,Filled_x3_Methylheptane_ML_with_UDAQ_Adjusted,NOAA_MethylCycloHexane_WAS_Initial,UDAQ_Methylcyclohexane_Initial,Filled_Methylcyclohexane_ML_with_UDAQ_Adjusted,NOAA_MethylCycloPentane_WAS_Initial,UDAQ_Methylcyclopentane_Initial,Filled_Methylcyclopentane_ML_with_UDAQ_Adjusted,NOAA_ML_NoVar_34_Initial,UDAQ_x2_Methylhexane_Initial,Filled_x2_Methylhexane_ML_with_UDAQ_Adjusted,NOAA_x1_Butene_WAS_Initial,UDAQ_But1ene_Initial,Filled_But1ene_ML_with_UDAQ_Adjusted,NOAA_ML_NoVar_36_Initial,UDAQ_x23_Dimethylbutane_Initial,Filled_x23_Dimethylbutane_ML_with_UDAQ_Adjusted,NOAA_x2_MethylPentane_WAS_Initial,UDAQ_x2_Methylpentane_Initial,Filled_x2_Methylpentane_ML_with_UDAQ_Adjusted,NOAA_ML_NoVar_38_Initial,UDAQ_x23_Dimethylpentane_Initial,Filled_x23_Dimethylpentane_ML_with_UDAQ_Adjusted,NOAA_Formaldehyde_Initial,UDAQ_Formaldehyde_Initial,Filled_Formaldehyde_ML_with_UDAQ_Adjusted,NOAA_ML_NoVar_40_Initial,UDAQ_nUndecane_Initial,Filled_nUndecane_ML_with_UDAQ_Adjusted,NOAA_ML_NoVar_41_Initial,UDAQ_x2_Methylheptane_Initial,Filled_x2_Methylheptane_ML_with_UDAQ_Adjusted,NOAA_m_p_Xylene_WAS_Initial,UDAQ_mpXylene_Initial,Filled_mpXylene_ML_with_UDAQ_Adjusted,NOAA_Benzene_PTR_Initial,UDAQ_Benzene_Initial,Filled_Benzene_ML_with_UDAQ_Adjusted,NOAA_Toluene_PTR_Initial,UDAQ_Toluene_Initial,Filled_Toluene_ML_with_UDAQ_Adjusted,NOAA_Ethyl_WAS_Initial,UDAQ_Ethylbenzene_Initial,Filled_Ethylbenzene_ML_with_UDAQ_Adjusted,NOAA_o_Xylene_WAS_Initial,UDAQ_oXylene_Initial,Filled_oXylene_ML_with_UDAQ_Adjusted,NOAA_x135_TriMethylBenzene_WAS_Initial,UDAQ_x135_Trimethylbenzene_Initial,Filled_x135_Trimethylbenzene_ML_with_UDAQ_Adjusted,NOAA_x124_TriMethylBenzene_WAS_Initial,UDAQ_x124_Trimethylbenzene_Initial,Filled_x124_Trimethylbenzene_ML_with_UDAQ_Adjusted,NOAA_nPropylBenzene_WAS_Initial,UDAQ_nPropylbenzene_Initial,Filled_nPropylbenzene_ML_with_UDAQ_Adjusted,NOAA_iPropylBenzene_WAS_Initial,UDAQ_Isopropylbenzene_Initial,Filled_Isopropylbenzene_ML_with_UDAQ_Adjusted,NOAA_x2_EthylToluene_WAS_Initial,UDAQ_oEthyltoluene_Initial,Filled_oEthyltoluene_ML_with_UDAQ_Adjusted,NOAA_x3_x4_EthylToluene_WAS_Initial,UDAQ_mpEthyltoluene_Initial,Filled_mpEthyltoluene_ML_with_UDAQ_Adjusted,NOAA_ML_NoVar_54_Initial,UDAQ_mDiethylbenzene_Initial,Filled_mDiethylbenzene_ML_with_UDAQ_Adjusted,NOAA_ML_NoVar_55_Initial,UDAQ_pDiethylbenzene_Initial,Filled_pDiethylbenzene_ML_with_UDAQ_Adjusted,NOAA_Styrene_PTR_Initial,UDAQ_Styrene_Initial,Filled_Styrene_ML_with_UDAQ_Adjusted,NOAA_x123_TriMethylBenzene_WAS_Initial,UDAQ_x123_Trimethylbenzene_Initial,Filled_x123_Trimethylbenzene_ML_with_UDAQ_Adjusted
2024-07-19 04:15:00-06:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.1250766598355555,2.0327974242367532,,,,,,,,,,0.15031014285714284,,0.15031014285714284,0.2859687619047619,,0.2859687619047619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.028246142857142855,,0.028246142857142855,,,
2024-07-19 04:30:00-06:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.9546436531600002,1.8577532672651609,,,,,,,,,,0.22933173096163095,,0.22933173096163095,0.2231066085784586,,0.2231066085784586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.010959878693528692,,0.010959878693528692,,,
2024-07-19 04:45:00-06:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.1031469978116304,2.010274444231141,,,,,,,,,,0.2555999888167388,,0.2555999888167388,0.27008367534872535,,0.27008367534872535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.011740716907166908,,0.011740716907166908,,,
2024-07-19 05:00:00-06:00,,,,2.688,3.06215,2.688,0.385,0.36595,0.385,1.07,1.1677333333333333,1.07,0.112,0.1272666666666666,0.112,0.174,0.12915,0.174,0.288,0.37565,0.288,0.156,0.17365,0.156,0.009,0.01185,0.009,0.008,0.0,0.008,0.012,0.105725,0.012,0.167,0.41024,0.167,0.241,0.52964,0.241,0.012,0.04354,0.012,0.02,0.0687,0.02,0.014,0.03368,0.014,0.044,0.0978166666666666,0.044,0.112,0.1563,0.112,0.047,0.0491428571428571,0.047,0.027,0.018325,0.027,0.023,0.0141555555555555,0.023,0.032,0.01068,0.032,0.017,0.03148,0.017,0.074,0.09286,0.074,0.008,0.0,0.008,,0.0207,0.0207,,0.0399571428571428,0.0399571428571428,,0.0,0.0,,0.0539428571428571,0.0539428571428571,0.068,0.0189,0.068,,0.0376875,0.0376875,,0.0259875,0.0259875,0.028,0.0120428571428571,0.028,0.054,0.0653,0.054,,0.0506857142857142,0.0506857142857142,0.02,0.03065,0.02,,0.0460833333333333,0.0460833333333333,0.055,0.16945,0.055,,0.0605714285714285,0.0605714285714285,,2.136757864117659,2.0447946693470636,,0.017390909090909,0.017390909090909,,,,0.137,0.2766875,0.137,0.18124529792429792,0.1337833333333333,0.18124529792429792,0.2931420102564103,0.5234714285714286,0.2931420102564103,0.04,0.0619,0.04,0.051,0.090675,0.051,0.019,0.0,0.019,0.032,0.0616666666666666,0.032,0.008,0.0078111111111111,0.008,0.003,0.0,0.003,0.007,0.0197333333333333,0.007,0.029,0.0856777777777777,0.029,,,,,0.0,0.0,0.013861416361416362,,0.013861416361416362,0.006,0.0093777777777777,0.006
2024-07-19 05:15:00-06:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.1197835878755553,2.0273611455657328,,,,,,,,,,0.25566595555555555,,0.25566595555555555,0.43542973333333335,,0.43542973333333335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02038462222222222,,0.02038462222222222,,,
2024-07-19 05:30:00-06:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.9987174747155556,1.9030195281215159,,,,,,,,,,0.24699257777777778,,0.24699257777777778,0.3334521333333333,,0.3334521333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.011696933333333333,,0.011696933333333333,,,
2024-07-19 05:45:00-06:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.083028330533884,1.9896114563409544,,,,,,,,,,0.10695693333333334,,0.10695693333333334,0.3302833777777778,,0.3302833777777778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.014359644444444443,,0.014359644444444443,,,
2024-07-19 06:00:00-06:00,,,,,3.2326,2.9095309621051575,,0.62205,0.4950354625648997,,1.0909333333333333,0.9291215877145955,,0.2056666666666666,0.14756119269083845,,0.19655,0.2500891632600731,,0.402825,0.3094882987373283,,0.2659,0.24904368962154583,,0.0144,0.01427237610515159,,0.012575,0.02387858732136549,,0.072,0.008908404282235211,,0.56586,0.47726999518167024,,0.6919,0.5443682690103875,,0.05956,0.032600697437704454,,0.1156,0.07100942470439531,,0.06138,0.04517094937817304,,0.1452166666666666,0.11433443602044402,,0.26735,0.22931805456965448,,0.0837571428571428,0.08454399948723329,,0.0254875,0.043076025932762045,,0.0125666666666666,0.016048398366359993,,0.00649,0.018072449750007206,,0.04254,0.043050829322781564,,0.07912,0.07821782307699585,,0.00915,0.012577133234162447,,0.0323333333333333,0.0323333333333333,,0.0202571428571428,0.0202571428571428,,0.0393,0.0393,,0.0875,0.0875,,0.07755,0.07388237737521242,,0.047375,0.047375,,0.0162125,0.0162125,,0.0243857142857142,0.04459441998628008,,0.1258333333333333,0.10450320197040967,,0.0770428571428571,0.0770428571428571,,0.0391,0.02215304899822967,,0.0608333333333333,0.0608333333333333,,0.2492,0.13745670037980473,,0.0765857142857142,0.0765857142857142,,2.024104303727887,1.9290932104986922,,0.0132454545454545,0.0132454545454545,,,,,0.4482625,0.1877372717516615,0.07192257777777779,0.25435,0.07192257777777779,0.27440546666666665,0.8437,0.27440546666666665,,0.0927625,0.05629683491372571,,0.13085,0.06872375413321273,,0.0190222222222222,0.012468655102928805,,0.0813444444444444,0.038044361302004344,,0.0,0.004041697553554557,,0.0,0.0020666666666666676,,0.0243888888888888,0.005348503080228292,,0.0966333333333333,0.033675188466545616,,,,,0.0,0.0,0.008034711111111112,,0.008034711111111112,,0.0149888888888888,0.003491669813343182
2024-07-19 06:15:00-06:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.9418724692355556,1.8446365525677595,,,,,,,,,,0.07332662222222222,,0.07332662222222222,0.2698996888888889,,0.2698996888888889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0112148,,0.0112148,,,
2024-07-19 06:30:00-06:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.097765155631111,2.0047469936168563,,,,,,,,,,0.0959478383912384,,0.0959478383912384,0.31336095560180566,,0.31336095560180566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.018423176652976655,,0.018423176652976655,,,
2024-07-19 06:45:00-06:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.175867606075271,2.0849625449474685,,,,,,,,,,0.17347241724386725,,0.17347241724386725,0.501321315921116,,0.501321315921116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.027251303318903318,,0.027251303318903318,,,
2024-07-19 07:00:00-06:00,,,,1.774,2.24385,1.774,0.27,0.59735,0.27,0.525,0.5829,0.525,0.074,0.1993333333333333,0.074,0.155,0.15675,0.155,0.174,0.339025,0.174,0.179,0.169825,0.179,0.007,0.014275,0.007,0.007,0.0,0.007,0.003,0.070725,0.003,0.113,0.49246,0.113,0.18,0.7461599999999999,0.18,0.007,0.0552,0.007,0.009,0.08692,0.009,0.007,0.04418,0.007,0.028,0.1933333333333333,0.028,0.063,0.2532,0.063,0.029,0.0800714285714285,0.029,0.014,0.0262125,0.014,0.011,0.0,0.011,0.014,0.0,0.014,0.01,0.04344,0.01,0.098,0.22486,0.098,0.007,0.0472,0.007,,0.0238166666666666,0.0238166666666666,,0.0397428571428571,0.0397428571428571,,0.0349166666666666,0.0349166666666666,,0.1024428571428571,0.1024428571428571,0.052,0.089675,0.052,,0.01575,0.01575,,0.030725,0.030725,0.016,0.0116714285714285,0.016,0.029,0.1309499999999999,0.029,,0.0921999999999999,0.0921999999999999,0.013,0.040525,0.013,,0.0771666666666666,0.0771666666666666,0.037,0.3074166666666666,0.037,,0.0655142857142857,0.0655142857142857,,1.8406455054606956,1.7406708426246416,,0.0108727272727272,0.0108727272727272,,,,0.07,0.332225,0.07,0.0949316717948718,0.2057666666666666,0.0949316717948718,0.3384068671550671,0.6600714285714285,0.3384068671550671,0.019,0.0713625,0.019,0.025,0.101475,0.025,0.016,0.0098444444444444,0.016,0.029,0.0662111111111111,0.029,0.007,0.0079444444444444,0.007,0.002,0.0,0.002,0.006,0.0191555555555555,0.006,0.026,0.0965222222222222,0.026,,,,,0.0,0.0,0.017518570940170942,,0.017518570940170942,0.004,0.0108777777777777,0.004
2024-07-19 07:15:00-06:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.7039760202577776,1.6003036960975157,,,,,,,,,,0.0376524,,0.0376524,0.20312844444444444,,0.20312844444444444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.005099022222222222,,0.005099022222222222,,,
2024-07-19 07:30:00-06:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.1371483840844445,2.045195755027003,,,,,,,,,,0.26675293333333333,,0.26675293333333333,0.6809514666666667,,0.6809514666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.033836088888888886,,0.033836088888888886,,,
2024-07-19 07:45:00-06:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.4628032115933802,2.379661336881969,,,,,,,,,,0.3103016444444444,,0.3103016444444444,0.6608644888888889,,0.6608644888888889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.049200266666666666,,0.049200266666666666,,,
2024-07-19 08:00:00-06:00,,,,,2.87165,2.5650444922531843,,1.2024,1.064845506824188,,0.8864666666666667,0.7268953509656373,,0.3553666666666666,0.31750460600446667,,0.4417,0.4886141226369021,,0.526925,0.47078419929179294,,0.252525,0.2370156407987391,,0.0133,0.01371510483147774,,0.01155,0.02220123082199661,,0.0289,0.00793421376307406,,0.52584,0.4300584229716258,,0.8268599999999999,0.7110038174172788,,0.05348,0.02740385038817389,,0.04892,0.030767452105179616,,0.0250199999999999,0.021495444027921366,,0.18705,0.15289088511385915,,0.2435333333333333,0.2075711439458636,,0.1029,0.10415631680019194,,0.036175,0.05976800700142477,,0.0144777777777777,0.01646317430433124,,0.00637,0.018063103639948997,,0.03292,0.03351830636703805,,0.65744,0.520432758351722,,0.0386166666666666,0.03807954894130986,,0.0243333333333333,0.0243333333333333,,0.0530714285714285,0.0530714285714285,,0.0464333333333333,0.0464333333333333,,0.1209714285714285,0.1209714285714285,,0.155775,0.12918586069532265,,0.0645875,0.0645875,,0.032125,0.032125,,0.0434714285714285,0.0723554417203663,,0.1285,0.10639387468833303,,0.1013142857142857,0.1013142857142857,,0.05715,0.04367138302797996,,0.0846666666666666,0.0846666666666666,,0.3026666666666667,0.17075782030963804,,0.0809,0.0809,,2.6333846335060493,2.554857924539196,,0.0139,0.0139,,,,,0.380625,0.16243576725855235,0.3872495111111111,0.2301,0.3872495111111111,1.0487462222222221,0.7122428571428571,1.0487462222222221,,0.087025,0.05317747405523618,,0.1199,0.06354394306123887,,0.0133777777777777,0.011667605395156253,,0.0766222222222222,0.03601464079639064,,0.0103222222222222,0.004918144661396117,,0.0,0.0020666666666666676,,0.0214111111111111,0.005087124915808207,,0.1171333333333333,0.039331906817330994,,,,,0.0,0.0,0.0590864,,0.0590864,,0.0253,0.0037577792484168983
2024-07-19 08:15:00-06:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.6888689452400003,2.611843392096587,,,,,,,,,,0.26539480734635734,,0.26539480734635734,0.6453337634347134,,0.6453337634347134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04872355898360899,,0.04872355898360899,,,
2024-07-19 08:30:00-06:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.8231784048844446,2.7497866613925797,,,,,,,,,,0.15465999999999996,,0.15465999999999996,0.5021899999999999,,0.5021899999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.054775000000000004,,0.054775000000000004,,,
2024-07-19 08:45:00-06:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.2484886099472394,3.1866038469178872,,,,,,,,,,0.2249255043919044,,0.2249255043919044,0.5976454280497282,,0.5976454280497282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04129590372775373,,0.04129590372775373,,,
2024-07-19 09:00:00-06:00,,,,2.092,2.5435,2.092,0.805,0.84415,0.805,0.666,0.8931666666666667,0.666,0.258,0.2211333333333333,0.258,0.348,0.3042,0.348,0.409,0.5027,0.409,0.193,0.23015,0.193,0.016,0.0,0.016,0.016,0.0,0.016,0.025,0.09165,0.025,0.304,0.4751,0.304,0.464,0.7062999999999999,0.464,0.02,0.04424,0.02,0.019,0.03388,0.019,0.015,0.01636,0.015,0.083,0.13105,0.083,0.165,0.1804333333333333,0.165,0.082,0.0684,0.082,0.04,0.02205,0.04,0.024,0.0119444444444444,0.024,0.035,0.0,0.035,0.026,0.02888,0.026,0.289,0.38426,0.289,0.02,0.0185833333333333,0.02,,0.02535,0.02535,,0.0467142857142857,0.0467142857142857,,0.0281166666666666,0.0281166666666666,,0.0773714285714285,0.0773714285714285,0.161,0.1169375,0.161,,0.0402,0.0402,,0.012525,0.012525,0.041,0.0240142857142857,0.041,0.089,0.0932833333333333,0.089,,0.0641,0.0641,0.038,0.041425,0.038,,0.0605166666666666,0.0605166666666666,0.1,0.2104333333333333,0.1,,0.0669142857142857,0.0669142857142857,,3.184038560252821,3.1204100688722245,,0.0079818181818181,0.0079818181818181,,,,0.185,0.246475,0.185,0.19491031111111112,0.1633166666666666,0.19491031111111112,0.5169498666666666,0.5057857142857143,0.5169498666666666,0.065,0.0602125,0.065,0.08,0.082875,0.08,0.025,0.0,0.025,0.05,0.0484222222222222,0.05,0.013,0.0141111111111111,0.013,0.005,0.0,0.005,0.012,0.0181666666666666,0.012,0.049,0.0955555555555554,0.049,,,,,0.0,0.0,0.026718577777777777,,0.026718577777777777,0.009,0.0090222222222222,0.009
2024-07-19 09:15:00-06:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.458970033231111,3.402779950453063,,,,,,,,,,0.16531386666666667,,0.16531386666666667,0.43453902222222224,,0.43453902222222224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.015879155555555555,,0.015879155555555555,,,
2024-07-19 09:30:00-06:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.6969797089333336,3.6472290970534504,,,,,,,,,,0.16250093333333335,,0.16250093333333335,0.4166416888888889,,0.4166416888888889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02083751111111111,,0.02083751111111111,,,
2024-07-19 09:45:00-06:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.197978296947124,4.161782452611956,,,,,,,,,,0.16064720000000002,,0.16064720000000002,0.4073738666666667,,0.4073738666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02284182222222222,,0.02284182222222222,,,
2024-07-19 10:00:00-06:00,,,,,1.68255,1.4301813220052801,,0.4987,0.373925668545113,,0.5677333333333333,0.4116545169595175,,0.1513666666666666,0.08591839146886107,,0.1229,0.1784295130128634,,0.305075,0.18244015788963355,,0.1265,0.12368219385337723,,0.0,0.006977188522512093,,0.0,0.0033002868534984854,,0.06075,0.008654120214008692,,0.2962,0.15915224000524422,,0.4316799999999999,0.22307379356254114,,0.0336399999999999,0.010445717910758278,,0.01714,0.011587939669620604,,0.00788,0.010334878524529991,,0.0749166666666666,0.049541168181390344,,0.1092,0.08491187198802283,,0.0339285714285714,0.03349343024275605,,0.0095,0.018106384076832658,,0.0,0.013321005425397894,,0.00649,0.018072449750007206,,0.01068,0.01148054019908216,,0.15826,0.13873257265792308,,0.0,0.00465811387713532,,0.0175833333333333,0.0175833333333333,,0.0,0.0,,0.0,0.0,,0.0295142857142857,0.0295142857142857,,0.0412625,0.0482278532335889,,0.0185125,0.0185125,,0.0,0.0,,0.0,0.00912431212693504,,0.0526333333333333,0.052604235863414395,,0.0,0.0,,0.035175,0.01747385447929504,,0.0287499999999999,0.0287499999999999,,0.12195,0.058200450172735854,,0.0,0.0,,3.7049254638473315,3.655389828343437,,0.0063181818181818,0.0063181818181818,,,,,0.1509875,0.07653409676457555,0.10753493333333333,0.0949666666666666,0.10753493333333333,0.30448155555555556,0.2829571428571428,0.30448155555555556,,0.030875,0.02264987279960437,,0.0454625,0.028331871219224668,,0.0,0.009769054512955191,,0.0273888888888888,0.014853013595509737,,0.0191777777777777,0.0056700589186078725,,0.0,0.0020666666666666676,,0.0,0.0032077378902950916,,0.0218666666666666,0.01304426283920965,,,,,0.0,0.0,0.017794711111111108,,0.017794711111111108,,0.0084222222222222,0.0033221971019977477
2024-07-19 10:15:00-06:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.3836326542444444,3.3254042809721245,,,,,,,,,,0.0887356,,0.0887356,0.24034591111111114,,0.24034591111111114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.014538400000000002,,0.014538400000000002,,,
