205	2.69e-19
210	2.26e-19
215	1.87e-19
220	1.55e-19
225	1.25e-19
230	1.01e-19
235	7.89e-20
240	5.98e-20
245	4.68e-20
250	3.78e-20
255	2.88e-20
260	2.31e-20
265	1.81e-20
270	1.48e-20
275	1.21e-20
280	9.3e-21
285	7.5e-21
290	6.3e-21
295	5.1e-21
300	4.0e-21
305	2.9e-21
310	2.3e-21
315	1.8e-21
320	1.3e-21
325	9.8e-22
330	7.2e-22
335	5.6e-22
340	4.2e-22
345	3.2e-22
350	2.5e-22
355	1.9e-22
360	1.4e-22
