Time [sec]	Time (UTC)	P [mB]	T [°F]	Hu [%]	Ws [mi/h]	Wd [°]	Ws U [mi/h]	Ws V [mi/h]	Geopot [m]	Dew [°F]
0         	17:06:54  	873.6 	29.4  	33    	9.6      	135   	-6.8       	6.8        	1288      	11.4
2         	17:06:56  	872.3 	30.6  	30    	17.7     	171   	-2.7       	17.5       	1301      	10.9
4         	17:06:58  	871.0 	29.8  	29    	17.7     	171   	-2.7       	17.5       	1314      	9.7
6         	17:07:00  	869.8 	29.6  	30    	17.7     	171   	-2.7       	17.5       	1327      	10.1
8         	17:07:02  	868.8 	29.5  	30    	21.8     	176   	-1.7       	21.7       	1340      	10.1
10        	17:07:04  	867.8 	29.3  	30    	22.0     	176   	-1.7       	21.9       	1349      	10.0
12        	17:07:06  	866.8 	29.1  	30    	22.1     	176   	-1.6       	22.0       	1357      	10.0
14        	17:07:08  	866.2 	29.1  	30    	22.2     	176   	-1.6       	22.1       	1364      	10.0
16        	17:07:10  	865.7 	29.1  	30    	22.3     	176   	-1.6       	22.2       	1370      	9.9
18        	17:07:12  	865.1 	29.1  	30    	22.3     	176   	-1.6       	22.2       	1375      	9.8
20        	17:07:14  	864.5 	29.0  	30    	22.3     	176   	-1.6       	22.2       	1381      	9.8
22        	17:07:16  	863.8 	28.9  	30    	22.3     	176   	-1.6       	22.2       	1388      	9.8
24        	17:07:18  	863.2 	28.9  	31    	22.2     	176   	-1.5       	22.1       	1394      	9.9
26        	17:07:20  	862.4 	28.8  	31    	22.0     	177   	-1.3       	22.0       	1402      	9.9
28        	17:07:22  	861.7 	28.7  	31    	21.9     	177   	-1.2       	21.9       	1410      	10.0
30        	17:07:24  	860.9 	28.9  	31    	21.3     	179   	-0.5       	21.3       	1419      	10.2
32        	17:07:26  	860.1 	28.9  	31    	21.3     	179   	-0.5       	21.3       	1427      	10.3
34        	17:07:28  	859.2 	28.7  	32    	21.3     	179   	-0.5       	21.3       	1436      	10.2
36        	17:07:30  	858.4 	28.6  	32    	21.3     	179   	-0.5       	21.3       	1444      	10.2
38        	17:07:32  	857.6 	28.5  	32    	21.4     	178   	-0.8       	21.4       	1452      	10.2
40        	17:07:34  	856.8 	28.4  	32    	21.4     	177   	-1.0       	21.4       	1461      	10.2
42        	17:07:36  	856.1 	28.4  	32    	21.4     	177   	-1.2       	21.4       	1468      	10.3
44        	17:07:38  	855.4 	28.4  	32    	21.5     	177   	-1.3       	21.5       	1476      	10.3
46        	17:07:40  	854.7 	28.2  	33    	21.5     	177   	-1.3       	21.5       	1483      	10.2
48        	17:07:42  	854.0 	28.1  	33    	21.5     	176   	-1.4       	21.5       	1489      	10.2
50        	17:07:44  	853.4 	28.0  	33    	21.7     	176   	-1.6       	21.6       	1496      	10.1
52        	17:07:46  	852.8 	28.0  	33    	22.0     	176   	-1.6       	21.9       	1502      	10.1
54        	17:07:48  	852.2 	27.9  	33    	22.2     	176   	-1.7       	22.1       	1508      	10.0
56        	17:07:50  	851.7 	27.8  	33    	22.5     	176   	-1.7       	22.4       	1515      	9.9
58        	17:07:52  	851.1 	27.7  	33    	22.7     	176   	-1.6       	22.6       	1520      	9.9
60        	17:07:54  	850.6 	27.7  	33    	22.9     	176   	-1.5       	22.9       	1525      	9.9
62        	17:07:56  	850.1 	27.7  	33    	23.1     	177   	-1.4       	23.1       	1530      	9.8
64        	17:07:58  	849.6 	27.8  	33    	23.3     	177   	-1.3       	23.3       	1535      	9.9
66        	17:08:00  	849.2 	27.8  	33    	23.4     	177   	-1.3       	23.4       	1540      	9.9
68        	17:08:02  	848.7 	27.8  	33    	23.5     	177   	-1.2       	23.5       	1545      	10.0
70        	17:08:04  	848.3 	27.8  	33    	23.6     	177   	-1.2       	23.6       	1549      	10.1
72        	17:08:06  	847.8 	27.7  	33    	23.5     	177   	-1.2       	23.5       	1554      	9.9
