dt,USOS O3,UDAQ O3,merged_ozone,8hr_rolling_avg_USOS O3,MDA8_O3_USOS O3,Exceedance_day_USOS O3,8hr_rolling_avg_UDAQ O3,MDA8_O3_UDAQ O3,Exceedance_day_UDAQ O3,8hr_rolling_avg_merged_ozone,MDA8_O3_merged_ozone,Exceedance_day_merged_ozone
2024-07-20 04:00:00,41.41111111111111,37.0,41.41111111111111,48.418791666666664,67.59528909402559,False,43.75,63.25,False,48.418791666666664,67.59528909402559,False
2024-07-20 05:00:00,44.57377777777778,36.0,44.57377777777778,47.637319444444444,67.59528909402559,False,42.25,63.25,False,47.637319444444444,67.59528909402559,False
2024-07-20 06:00:00,38.36333333333334,31.0,38.36333333333334,46.043680555555554,67.59528909402559,False,40.375,63.25,False,46.043680555555554,67.59528909402559,False
2024-07-20 07:00:00,37.14822222222222,38.0,37.14822222222222,44.434152777777776,67.59528909402559,False,39.25,63.25,False,44.434152777777776,67.59528909402559,False
2024-07-20 08:00:00,35.650555555555556,41.0,35.650555555555556,42.60231944444445,67.59528909402559,False,38.625,63.25,False,42.60231944444445,67.59528909402559,False
2024-07-20 09:00:00,43.98833333333334,43.0,43.98833333333334,41.86258333333333,67.59528909402559,False,38.5,63.25,False,41.86258333333333,67.59528909402559,False
2024-07-20 10:00:00,45.40922222222222,57.0,45.40922222222222,41.53626388888889,67.59528909402559,False,40.625,63.25,False,41.53626388888889,67.59528909402559,False
2024-07-20 11:00:00,51.470666666666666,68.0,51.470666666666666,42.25190277777778,67.59528909402559,False,43.875,63.25,False,42.25190277777778,67.59528909402559,False
2024-07-20 12:00:00,65.45133333333334,69.0,65.45133333333334,45.256930555555556,67.59528909402559,False,47.875,63.25,False,45.256930555555556,67.59528909402559,False
2024-07-20 13:00:00,77.37066666666666,65.0,77.37066666666666,49.35654166666667,67.59528909402559,False,51.5,63.25,False,49.35654166666667,67.59528909402559,False
2024-07-20 14:00:00,71.14777777777778,65.0,71.14777777777778,53.454597222222226,67.59528909402559,False,55.75,63.25,False,53.454597222222226,67.59528909402559,False
2024-07-20 15:00:00,69.10044444444445,65.0,69.10044444444445,57.44862500000001,67.59528909402559,False,59.125,63.25,False,57.44862500000001,67.59528909402559,False
2024-07-20 16:00:00,70.47144444444444,63.0,70.47144444444444,61.80123611111111,67.59528909402559,False,61.875,63.25,False,61.80123611111111,67.59528909402559,False
2024-07-20 17:00:00,69.55922222222222,54.0,69.55922222222222,64.99759722222223,67.59528909402559,False,63.25,63.25,False,64.99759722222223,67.59528909402559,False
2024-07-20 18:00:00,64.44909052998256,49.0,64.44909052998256,67.37758076069227,67.59528909402559,False,62.25,63.25,False,67.37758076069227,67.59528909402559,False
2024-07-20 19:00:00,53.212333333333326,46.0,53.212333333333326,67.59528909402559,67.59528909402559,False,59.5,63.25,False,67.59528909402559,67.59528909402559,False
2024-07-20 20:00:00,50.42788888888889,48.0,50.42788888888889,65.71735853847004,67.59528909402559,False,56.875,63.25,False,65.71735853847004,67.59528909402559,False
2024-07-20 21:00:00,50.71566666666667,47.0,50.71566666666667,62.38548353847004,67.59528909402559,False,54.625,63.25,False,62.38548353847004,67.59528909402559,False
2024-07-20 22:00:00,50.64111111111111,49.0,50.64111111111111,59.82215020513671,67.59528909402559,False,52.625,63.25,False,59.82215020513671,67.59528909402559,False
2024-07-20 23:00:00,50.66411111111111,49.0,50.66411111111111,57.51760853847004,67.59528909402559,False,50.625,63.25,False,57.51760853847004,67.59528909402559,False
2024-07-21 00:00:00,51.452777777777776,48.0,51.452777777777776,55.1402752051367,65.03369473631051,False,48.75,60.25,False,55.1402752051367,65.03369473631051,False
2024-07-21 01:00:00,51.51199999999999,46.0,51.51199999999999,52.88437242735893,65.03369473631051,False,47.75,60.25,False,52.88437242735893,65.03369473631051,False
2024-07-21 02:00:00,49.104777777777784,44.0,49.104777777777784,50.96633333333333,65.03369473631051,False,47.125,60.25,False,50.96633333333333,65.03369473631051,False
